name,weighted_pv
3時のヒロイン,2604.5070255578285
Cocomi,2805.9427342549725
DAIGO,3426.0762196391006
EXIT_(お笑いコンビ),7526.607056904657
HIKAKIN,3680.37930548239
IKKO,2058.2043635109803
IMALU,1205.1710681903799
JO1,7262.026123043616
LiLiCo,742.0733096707611
MEGUMI,1618.8543972074708
RIKACO,916.0368722173383
SHELLY,772.4118536358883
YOU_(タレント),1424.150290438587
あばれる君,894.1876019304909
いとうあさこ,833.7414688272779
おぎやはぎ,843.2033084721187
おのののか,1449.3815641588856
かたせ梨乃,2277.799730235518
かまいたち_(お笑いコンビ),5585.226186788013
きゃりーぱみゅぱみゅ,2072.8479269136187
くっきー!,1127.3940767583872
さまぁ〜ず,1177.730697978769
つるの剛士,901.9104769091055
でんでん,614.2072154295392
ともさかりえ,2150.9122080031902
なえなの,1637.7971006472073
はじめしゃちょー,1893.650829104674
はるな愛,947.4341068870033
ぺこぱ,1090.9948037146517
ぼる塾,4745.445018160838
ゆうたろう_(モデル),1129.1773490239157
ゆりやんレトリィバァ,919.6489851465896
りょう_(女優),784.6315321687031
アンミカ,4526.0320836128885
イモトアヤコ,706.3805212496466
ウエンツ瑛士,498.719729500868
ウド鈴木,639.826291984787
オダギリジョー,1355.7731908748033
カズレーザー,3687.213157746103
カンニング竹山,1551.267283343922
ガンバレルーヤ,818.0002530421034
キムラ緑子,630.6018456886886
ケンドーコバヤシ,4747.217035910802
サンシャイン池崎,1515.008208760084
サンドウィッチマン_(お笑いコンビ),3835.090115608229
シシド・カフカ,483.0072959458905
シソンヌ_(お笑いコンビ),3344.8769565028597
タカアンドトシ,1323.8059072397712
タモリ,3322.247907660799
ダレノガレ明美,1647.0081745180005
チョコレートプラネット,3255.0603088340054
ティモンディ,9113.47809850065
ディーン・フジオカ,2969.0406853222235
トラウデン直美,1292.7050157757797
トリンドル玲奈,3646.58623170389
トータス松本,462.4639994255887
ナイツ_(お笑いコンビ),1013.8530126410183
バカリズム,6456.338229089874
ヒコロヒー,9396.31297901304
ヒロミ,1926.9915307508936
ビビる大木,524.2201594796877
ビートたけし,3971.674097865065
ファーストサマーウイカ,2203.687823643523
フワちゃん,3585.264373317012
ブラックマヨネーズ,761.5274858069365
ベッキー,1146.111319604966
ホラン千秋,3434.438093499186
マキタスポーツ,999.1569726188459
マギー_(モデル),659.3667832806864
マツコ・デラックス,4324.4916298435755
ミキ_(お笑いコンビ),725.1872408988348
ミルクボーイ,890.5358969772897
ムロツヨシ,2634.0240254368346
ユースケ・サンタマリア,734.8239722247795
リリー・フランキー,1501.956115852898
ローラ_(モデル),805.1425332046547
一ノ瀬颯,2142.3165494813547
三吉彩花,1698.959308606893
三宅弘城,450.48521879448447
三宅裕司,500.26117467356585
三戸なつめ,289.2977517649137
三浦友和,1339.0243602583446
三浦知良,5925.6761051519225
三浦翔平,1174.2964772090065
三浦貴大,1518.8958414823207
三浦透子,2060.096600874902
上地雄輔,935.8768146554664
上川隆也,1522.0084073229868
上戸彩,4622.962826028807
上田晋也,2063.675107752245
上白石萌歌,3788.577778353575
上白石萌音,4643.437969178513
上野樹里,3305.2060570831827
与田祐希,1169.4953474420004
中丸雄一,1969.1861029854945
中井貴一,1677.3948044155966
中尾明慶,1711.4939664892531
中居正広,5841.161512203418
中山秀征,683.5388268903372
中山美穂,2151.470065654772
中島セナ,156.82098018953224
中島健人,3084.1863546388086
中島裕翔,4656.114198844201
中川大志_(俳優),6276.3518621016165
中川翔子,2838.151717285451
中村ゆり,5150.071375471399
中村ゆりか,730.2243862495451
中村アン,1905.539086054588
中村俊介,550.3205668848184
中村倫也,4719.416941475794
中村勘九郎_(6代目),870.1847092187605
中村獅童_(2代目),2504.5577667326743
中村隼人,24.706916436099913
中村雅俊,1581.9173227284
中村静香,998.9377184306162
中条あやみ,2150.855515692071
中田圭祐,943.6151061949429
中谷美紀,3018.63690062609
中越典子,764.7782551406161
丸山桂里奈,1195.0329007785592
丸山隆平,657.6379863404225
久保田紗友,1062.6564112139624
久本雅美,790.0208393979333
久間田琳加,2458.095429030801
乙葉,1139.476623797673
亀梨和也,2368.303980483897
二宮和也,4123.64428259268
二階堂ふみ,2227.9192124194387
井ノ原快彦,1249.0181050948734
井上咲楽,1085.9827606639146
井上真央,7477.67693795344
井上祐貴,1863.403818189969
井之脇海,759.2725530358307
井川遥,4917.56411385499
井手上漠,1553.0044074586635
井本彩花,1660.5179887885008
井桁弘恵,4910.307722987693
井森美幸,523.4763137294956
井浦新,2478.230853012059
今井翼,471.863646622519
今田美桜,3801.3272063455647
今田耕司,1952.1048187896668
今野浩喜,1771.006360394139
仲村トオル,2430.895648894537
仲里依紗,2639.6353711695583
仲野太賀,1696.2140075590314
仲間由紀恵,1836.2041100545462
伊原六花,4260.862298013185
伊原剛志,604.6959377725642
伊武雅刀,3306.5710711972283
伊沢拓司,1252.3563391331152
伊藤あさひ,322.61223125049145
伊藤歩,952.6120316577652
伊藤沙莉,3480.6134814525008
伊藤淳史,841.2342528325389
伊藤英明,39451.83047195911
伊野尾慧,1309.7564799969919
伊集院光,1750.3427499453878
佐々木希,1985.0393180267806
佐々木蔵之介,1257.3773842560624
佐久間由衣,3493.4567079948515
佐藤二朗,1688.5328211242363
佐藤健_(俳優),6954.899262412871
佐藤勝利,2892.6321446502006
佐藤大樹_(ダンサー),501.1328683574057
佐藤寛太,520.9369169720015
佐藤栞里,3478.4555737994624
佐藤浩市,1449.1244237634744
佐藤玲,99.32453901023695
佐藤隆太,826.9217617983165
佐野ひなこ,790.2175779124454
佐野勇斗,1455.999669259717
佐野史郎,875.5060414047621
余貴美子,1018.0665679343729
倉科カナ,1778.820334377246
優木まおみ,1171.2968026903118
優香,2587.513851309105
光浦靖子,665.005055025893
光石研,1183.3740299478789
児嶋一哉,961.6487307165237
八嶋智人,863.3331377236083
八木莉可子,3142.8313559518124
六平直政,613.8322104280403
六角精児,855.6903357868404
内山理名,630.2247011351307
内村光良,1400.439080493435
内田有紀,7377.495553054259
内田理央,2288.743406822649
内藤剛志,1428.0223073994002
内野聖陽,2095.749886576217
出口夏希,3742.7951802737325
出川哲朗,2950.167182203858
別所哲也,479.2868093776864
前田敦子,1409.9457153088542
前野朋哉,1120.9130616641598
劇団ひとり,2397.796154747325
加瀬亮,1079.8130779332114
加藤小夏,244.26897174151333
加藤浩次,2014.3751444905527
加藤清史郎,3279.84274062897
加藤諒,538.1840005312006
勝俣州和,833.4533904842822
勝地涼,1520.6308540223117
勝村政信,707.252169122605
北乃きい,21936.81124859988
北大路欣也,5024.5468662653375
北山宏光,1428.4408604155105
北川景子,10441.645419115484
北斗晶,1535.2776212578672
北村一輝,1787.4449640575376
北村匠海,21729.99393965349
北村有起哉,778.2951462847691
千原ジュニア,1839.3204082970258
千秋_(タレント),1294.365493031124
千葉雄大,3640.9450978193536
千鳥_(お笑いコンビ),4068.98474940657
南原清隆,838.795511263298
南果歩,1795.7059682547933
南沙良,9130.424383093341
南沢奈央,833.9315492560952
南野陽子,1133.7946531620419
博多華丸・大吉,3025.2066336476146
厚切りジェイソン,540.7289764761323
原日出子,2071.2198442330546
原沙知絵,609.0065192493458
原田泰造,1523.0781887587655
原田知世,1420.469138900933
原田美枝子,1274.326860679333
原田龍二,1752.5127792057842
原菜乃華,2138.1787351837315
又吉直樹,1198.5468639057585
及川光博,1170.5390090809672
友近,1068.7160260987857
反町隆史,2499.647913591535
古川優奈,1457.4632770207731
古川琴音,1600.7991297542721
古川雄大,1810.0902270119584
古川雄輝,991.238875116459
古田新太,1481.2999420364617
古畑星夏,797.8314159373961
古舘伊知郎,2084.361178514757
吉岡秀隆,2978.9224761262603
吉岡里帆,4822.699408601174
吉川愛,4357.981090531855
吉川晃司,1949.8219304737474
吉村崇,829.364504427286
吉永小百合,2166.046646965663
吉沢亮,4732.203142439752
吉瀬美智子,1089.2870719269258
吉田羊,1603.1740337313327
吉田美月喜,740.4561411133334
吉田莉桜,111.520254628619
吉田鋼太郎,847.295418465055
吉谷彩子,4230.305209577185
吉高由里子,9945.096383515753
名倉潤,1028.1019810393002
名取裕子,1489.009162922789
向井康二,3875.180041376569
向井理,1947.6638905623188
吹石一恵,1071.7355612997303
吹越満,718.2584604665373
和久井映見,1081.3823227442986
和牛_(お笑いコンビ),850.0352217034233
和田アキ子,2119.3589086537013
哀川翔,2952.832027553587
唐沢寿明,1156.8192544452868
四千頭身,4046.6518590137093
国仲涼子,1103.3880533397644
国分太一,771.0673185602419
國村隼,833.2776433307597
土屋アンナ,1330.2147959935664
土屋太鳳,7328.386165009579
土村芳,481.3982267602174
土田晃之,614.9728063857181
坂ノ上茜,1146.175820440231
坂上忍,1277.021765538456
坂下千里子,596.0740427487535
坂井真紀,2174.359855037522
坂口健太郎,2553.4798366005043
坂東龍汰,9647.955387587383
城島茂,899.9830304600828
城田優,885.4524315402166
堀内健,808.0751319798559
堀内敬子,989.9966512678259
堀田真由,13015.401933022471
堀田茜,997.3799447136086
堂本光一,2113.274446724047
堂本剛,2574.1550334336407
堤真一,1106.308128138562
堺正章,1143.6531997351412
堺雅人,1847.7833706513309
塚地武雅,1496.321615143936
塚本高史,3080.0550263201435
壇蜜,1060.2925539358348
夏川結衣,2212.7430500276505
夏帆,6254.359342843676
夏木マリ,1786.9604446579117
夏菜,576.1721159280714
多部未華子,2304.546898528324
大久保佳代子,996.0553856108812
大倉孝二,486.4686237900372
大倉忠義,1238.242837424879
大原櫻子,709.7568456367414
大友花恋,1475.6651608635784
大地真央,1786.473509116146
大坂なおみ,1491.725037798412
大塚寧々,1789.7494314603555
大島優子,2469.3552814516765
大島美幸,616.6744322718
大政絢,1027.8235640644311
大森南朋,3240.053377697051
大沢あかね,817.3705263944713
大沢たかお,2488.3686819906607
大泉洋,4743.558116895021
大竹しのぶ,2469.0186148097227
大谷亮平,661.8221594680015
大谷翔平,7936.209485651847
大野いと,362.6184740226184
天海祐希,2401.945576811214
天野ひろゆき,766.9689357423755
太田光,1097.7328217749068
奈緒,2585.4988468946203
奥平大兼,405.6803387322043
奥田瑛二,3686.9823528250467
奥貫薫,1745.7555620927242
妻夫木聡,3589.2012308676735
宇垣美里,1540.6869094290776
宇多田ヒカル,3714.7232578073126
宇梶剛士,1971.3842782405134
宇賀なつみ,1014.961036591343
安めぐみ,403.4806507549769
安田成美,1132.3913116940612
安田章大,970.0167245763607
安田美沙子,753.5356514377114
安田顕,2953.9350975284096
安藤サクラ,17396.83873599584
安達祐実,2551.0034708373923
室井滋,829.4235169512042
宮世琉弥,4844.353033484881
宮崎美子,878.6242900729837
宮川大輔_(タレント),2652.9438138841333
宮本信子,1233.816990903997
宮本茉由,1960.5187070988256
宮根誠司,1139.38529067425
宮沢りえ,3160.9306780229567
宮沢氷魚,6020.288935822887
宮澤エマ,8008.154556808445
宮﨑あおい,2835.254509412287
富田望生,748.227924469948
富田靖子,616.4840857573851
寺島しのぶ,1715.5294973238754
寺島進,1446.5824178906412
寺田心,662.2437318576787
寺脇康文,847.9212674238647
小倉優子,1024.645183635096
小宮浩信,520.9983365283218
小宮璃央,2622.107380706819
小峠英二,1566.0914196271206
小嶋陽菜,1269.1741524629751
小川紗良,569.0497413122073
小手伸也,1441.3906069024827
小日向文世,1291.2504483881103
小松菜奈,2189.9698451849417
小林聡美,1892.4831377489331
小林薫,1155.694131545412
小栗旬,2734.9694353828427
小池徹平,994.219777746309
小池栄子,1739.626974232133
小泉孝太郎,1926.160970580766
小澤征悦,2803.5033641668424
小瀧望,1074.0660937592097
小籔千豊,1091.4945905072204
小芝風花,6876.025036626066
