name,pop_diff_past,aware_diff_past,201902人気度,201902知名度,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5,weightedPV1_past,weightedPV2_past,weightedPV3_past,weightedPV4_past,weightedPV5_past,allPV
吉沢亮,13.4,28.2,12.4,43.7,2,31999,31,482.0,4.599999999999998,5.299999999999997,25.8,71.9,30.4,77.2,45.0,712.0,28.0,1.0,436.0,30.0,29.0,466.0,6.928048288569934e-08,0.0011349806784071847,36.330561108419786,838785.172427854,79.92604152592652,127425.72578173614,298745.6420357167,50753.45585494936,4732.203142439752,186788.98185128256,648451,7232.185228280516,8895.73891399293,1049522.9248950467,2182838.522940459,124735.25488184097,50144.105465676956,1044673.8546184582,6287681.0
吉瀬美智子,-3.9,-3.4,30.1,78.4,7,36957,28,119.0,-1.3999999999999986,0.7999999999999972,26.2,75.0,24.8,75.8,20.0,87.0,21.0,6.0,80.0,25.0,27.0,105.0,4.197968703775117e-08,0.0015596648925403499,8.110141374807844,244205.08051915103,24.416857024527115,40561.23023167961,94446.60612888081,13110.641341378026,1089.2870719269258,57871.53193468182,207809,8504.410793199584,11232.902118799197,265665.6917556491,554141.0608537818,19388.052361028185,1972.748990368399,256264.76250249124,1574224.0
吉田羊,-2.8,-7.1,39.8,89.6,7,61323,16,255.0,-2.299999999999997,-2.0999999999999943,37.0,82.5,34.7,80.4,17.0,131.0,11.0,2.0,114.0,39.0,13.0,153.0,0.0,3.203538294921405e-05,22.31572133391644,406943.8607904724,39.70215971036963,42748.977723698314,99766.97198893591,16441.873571547258,1603.1740337313327,61831.067816151946,218878,11570.792742873007,14683.112709502622,385041.8824314625,795847.9145198676,17146.785222774346,1537.0482867876103,356898.2390687911,2308018.0
吉田鋼太郎,-4.4,2.3,33.1,88,5,27172,21,225.0,-2.8999999999999986,-2.8999999999999915,28.7,90.3,25.8,87.4,4.0,56.0,7.0,7.0,68.0,51.0,14.0,119.0,6.742689484501207e-08,0.00031126902498608024,18.754940185214426,355623.7835357309,36.62728740928495,21361.38652245986,51162.05262353328,14410.333747548204,847.295418465055,33281.26276305862,106162,5586.745052943181,8845.284328533138,244025.66335786541,506343.4630770745,12224.519407290882,1408.2204327989002,230199.91900656637,1455314.0
吉高由里子,13.6,0.9,23,82.8,10,189049,76,266.0,0.3999999999999986,-0.29999999999999716,36.6,83.7,37.0,83.4,90.0,319.0,61.0,9.0,210.0,36.0,70.0,246.0,2.975421261600094e-07,0.0063312248368854705,25.85492705060215,652059.4804351334,62.13884062037861,126774.21555232319,307400.04938488477,103146.88744577001,9945.096383515753,209279.5334272051,622964,37553.43562748753,64849.065003094875,646088.3891557626,1347871.2548420487,43251.89374332217,3987.6626847159696,622890.2595565974,3829091.0
名倉潤,-1.4,-1.6,19.5,91,9,31003,9,59.0,-0.8000000000000007,2.299999999999997,18.1,89.4,17.3,91.7,9.0,18.0,7.0,1.0,27.0,13.0,8.0,40.0,2.089317995802897e-08,9.151252626421264e-05,3.996739658247264,104747.51802799918,12.672435240783996,51435.09497054904,119659.37855355837,10537.715793918172,1028.1019810393002,72905.03147366001,262933,1567.4843038026795,3183.7463687621284,184900.8440717507,382870.3959229231,10634.80914457469,1717.059860046176,173589.54751860542,1107260.0
名取裕子,-0.6,-8,15.6,79.5,6,16491,4,50.0,2.6999999999999993,-1.2000000000000028,15.0,71.5,17.7,70.3,-2.0,32.0,0.0,2.0,26.0,7.0,2.0,33.0,2.190402337371058e-84,5.7850896325600726e-05,4.214676001243168,85227.18585601797,7.90614523342843,24545.226671085115,58367.01504908612,13294.756183228665,1489.009162922789,38034.80230641793,123076,3804.3674612925797,6579.621102315912,198334.63797461442,415202.75905401696,15081.093902133489,1575.4139206249529,194211.0628453488,1170998.0
向井理,-3.2,-3.4,30.3,91.2,1,11252,2,95.0,-2.700000000000003,2.299999999999997,27.1,87.8,24.4,90.1,1.0,51.0,1.0,0.0,52.0,26.0,1.0,78.0,7.892888573888482e-08,0.000388416497803628,7.791123362961314,165026.66258134198,15.934915575824286,40598.901921683915,96451.43038986836,23668.763638553064,1947.6638905623188,62167.86792012075,203953,2057.0163848604734,2397.8162139469136,451785.88407545415,938238.9584603268,23117.460559153766,2281.4890433000655,427390.377976936,2694480.0
吹石一恵,-2,-7.1,13.3,79.3,10,69046,2,16.0,-0.10000000000000142,-0.20000000000000284,11.3,72.2,11.2,72.0,0.0,-3.0,0.0,0.0,3.0,7.0,0.0,10.0,3.0917927386300734e-09,0.0005927557717284379,1.4256401631507587,27169.58897148787,2.1897791720962347,49849.125417987074,116654.97978121696,20741.88316095379,1071.7355612997303,71886.71149904643,254052,14460.217543075021,21399.711890453964,236270.1092227516,492427.7067689689,13288.943845954585,1454.5606317869401,226953.93543909508,1401598.0
吹越満,-5.3,-6.7,12.6,63.5,6,7915,5,43.0,-0.7999999999999998,2.3000000000000043,7.3,56.8,6.5,59.1,2.0,24.0,2.0,0.0,19.0,3.0,2.0,22.0,0.0,3.273934965253504e-06,3.5365675920147392,75887.29777221779,8.147788246887021,15802.849533990848,37405.38425301186,8258.404669040587,718.2584604665373,23911.596034390594,79659,1441.3562238513357,2513.6682004193453,135146.51617838166,282509.8292611012,8524.157491427542,918.4035093784097,131437.7822323876,798733.0
和久井映見,2.7,-7.1,19.1,75.2,4,20714,1,38.0,-3.400000000000002,-3.0,21.8,68.1,18.4,65.1,0.0,7.0,0.0,0.0,9.0,4.0,0.0,13.0,2.1157609785736483e-08,0.00020887693642938888,2.7633436935131437,64690.79459565814,6.795741577222982,26940.233513461466,64009.82329104888,15403.777803250074,1081.3823227442986,41070.31556218628,135133,3934.708580322512,5094.264555922543,271629.4258228386,581135.1423277792,64103.85116763461,5061.372422611678,291049.89124426385,1570697.0
和牛_(お笑いコンビ),-1.2,7.6,15.2,66.7,7,12733,47,531.0,-0.1999999999999993,-1.0,14.0,74.3,13.8,73.3,56.0,757.0,38.0,6.0,461.0,56.0,44.0,517.0,1.6019875266653754e-08,0.009128102328246714,37.75869621994769,840403.2948185276,55.878851471146604,21926.43213625162,52495.54529127167,13788.389419595826,850.0352217034233,34112.30820814384,108907,1454.7929194102642,2126.8845724646803,311164.9084013991,635294.7635235471,7252.838573360701,877.5065509475386,273729.7137030963,1894227.0
和田アキ子,2,0.6,11.5,97.5,11,56764,34,150.0,2.3000000000000007,-0.19999999999998863,13.5,98.1,15.8,97.9,-12.0,-59.0,10.0,19.0,44.0,87.0,29.0,131.0,2.169239718057139e-07,0.003231578894791118,11.522544371773089,375537.0270554989,39.23281098068076,45236.922939434146,108264.76534470476,28120.60119107471,2119.3589086537013,70667.72188002199,224939,9176.03585325958,13870.779874033637,331111.7406027517,691106.4796693886,27515.961125781207,4307.1866371561755,322167.73441820557,1965087.0
哀川翔,-4,-4.6,22.1,94.5,9,52537,14,67.0,0.5,0.8999999999999915,18.1,89.9,18.6,90.8,6.0,37.0,7.0,4.0,38.0,11.0,11.0,49.0,2.36128149422229e-07,0.000613900716716718,6.815702447566062,173801.846969432,14.302960626344966,46116.05360074637,108403.20246676495,19820.1394616941,2952.832027553587,69354.65178373804,234503,5497.868078412497,7450.723625212726,218756.0143791098,454321.069193095,15285.627016851358,2206.0565832435427,208062.1538821171,1306033.0
唐沢寿明,-4.2,-2.9,35,87.1,1,2096,2,72.0,0.3999999999999986,3.0999999999999943,30.8,84.2,31.2,87.3,0.0,92.0,0.0,0.0,59.0,1.0,0.0,60.0,1.4291625394183568e-07,0.0005179659390934878,5.333919544818764,136903.82282621783,13.403810681919158,24406.40208937367,57950.64279597335,13592.388521393814,1156.8192544452868,37312.13923935086,122602,470.7617833602252,898.2284187940745,349559.2725148418,725086.2925706719,26671.31850364691,1330.8405411865926,328534.5947682792,2088759.0
国仲涼子,-1,-6.9,12.9,71.9,6,19268,1,22.0,1.1999999999999993,-2.299999999999997,11.9,65.0,13.1,62.7,1.0,-4.0,1.0,0.0,4.0,7.0,1.0,11.0,7.51507123981561e-08,0.0004840671652674191,2.370936486559212,60760.44183952865,5.6691361185311795,27700.60383275288,66095.07328420863,16635.63442175996,1103.3880533397644,42718.23987901303,138224,3886.3438610787503,5847.722877005396,313928.3540465685,658294.691374616,21945.960006162208,2226.3442986243485,309178.38383541786,1851217.0
国分太一,-2.3,-3.6,26.9,96.5,9,15305,33,198.0,-2.3000000000000007,1.0999999999999943,24.6,92.9,22.3,94.0,3.0,45.0,11.0,11.0,79.0,58.0,22.0,137.0,9.554647976252991e-08,0.0001146005155643382,19.116306502582557,377061.1077144903,36.72792696329583,17898.187577643497,42810.83728426838,11310.689083201803,771.0673185602419,27838.782777782835,89096,3177.476034588378,4712.255962816651,134578.0677757819,279333.05689794885,7871.371339893873,930.5318209969311,127282.72060484508,803155.0
國村隼,-1.3,-5.2,18.1,84.1,2,4544,0,55.0,-0.1999999999999993,3.0,16.8,78.9,16.6,81.9,0.0,19.0,0.0,0.0,24.0,9.0,0.0,33.0,0.0,9.448680620669562e-06,4.876798288956979,89861.06539929917,7.832028277846391,25196.15072249194,58367.59568767815,8099.036446190687,833.2776433307597,35554.67558830768,130088,1381.8823785635793,1849.595033872944,189364.59896670797,403914.0943069332,19553.47241621567,2418.772877629223,200049.6811412764,1091255.0
土屋アンナ,0.7,0,14.9,89.2,15,49845,49,106.0,-0.6999999999999993,-1.2000000000000028,15.6,89.2,14.9,88.0,55.0,88.0,38.0,4.0,71.0,15.0,42.0,86.0,3.711180952310484e-08,0.0005068942056113317,9.768771177424268,223031.62350858658,22.65370299956265,24108.28210382537,56838.920901775695,12883.917084290662,1330.2147959935664,36275.69753984961,122409,7029.294585923304,11392.238088860966,197190.01341527226,410376.6225179376,13527.209817580806,2571.0575564674728,189651.10217775352,1173560.0
土屋太鳳,-6.9,0.5,32.9,89.6,7,191847,56,353.0,-4.399999999999999,-1.3999999999999915,26.0,90.1,21.6,88.7,81.0,384.0,51.0,4.0,280.0,45.0,55.0,325.0,1.3114598304314153e-07,0.0012501807559290592,28.691927697344997,771323.7083258422,73.93617685153276,130207.6022835474,318893.3009236759,117267.09340623103,7328.386165009579,217887.27352253033,629782,38311.38167684815,66805.0307455999,565242.3027605468,1171748.4583029172,31427.53200439931,2222.871207789861,530166.6506226407,3379622.0
土村芳,0.4,-0.7,1.4,10.6,5,32936,7,25.0,-0.19999999999999996,-2.1000000000000005,1.8,9.9,1.6,7.8,16.0,27.0,7.0,0.0,16.0,0.0,7.0,16.0,7.789941592872001e-09,0.0001349578321886571,2.3974349815200107,42039.81332444909,4.610127594525196,22747.439346928604,52642.06311137951,8604.305522828241,481.3982267602174,31720.130689348363,117660,5325.781238785789,7315.817436552532,162439.88672298184,338254.7343550217,7962.214586231617,1099.7191638758977,155614.3766215466,964041.0
土田晃之,-1,-3,18.2,92.9,5,6192,11,145.0,-2.5,0.5,17.2,89.9,14.7,90.4,7.0,31.0,5.0,0.0,42.0,19.0,5.0,61.0,1.1805917470859705e-07,0.0002566354935571669,10.658685161447428,186317.26618866896,22.809043068771864,14114.312585196958,33386.98371648065,7030.236445591951,614.9728063857181,21303.894283913585,71151,1223.3116235528937,1752.8188873683916,149785.4818603501,314612.7937647089,10059.515062777493,844.896391381774,148255.22526561073,880249.0
坂上忍,-4,-1.4,17.3,96.3,6,13323,17,110.0,-2.5,0.09999999999999432,13.3,94.9,10.8,95.0,-9.0,-102.0,4.0,11.0,15.0,90.0,15.0,105.0,4.1134872878327396e-08,0.00018405073271912908,10.070581988698631,221046.18362452154,23.747581405218398,21703.763350616446,51592.61640456611,12304.585668775551,1277.021765538456,33565.79703987498,108938,3045.9690996476734,5673.384515053638,307260.19010559807,637593.3017693241,14746.00724645079,1928.493083397657,290067.2437845412,1833011.0
坂下千里子,-0.4,-5.8,9.4,81.2,18,34201,26,50.0,2.5,-1.1000000000000085,9.0,75.4,11.5,74.3,-7.0,4.0,5.0,13.0,16.0,16.0,18.0,32.0,5.496065994859986e-09,2.5547167762591387e-05,5.074920631034628,136755.3944568254,12.381433970951987,19281.459634327686,45111.33411898296,8142.939408198878,596.0740427487535,27955.857863172896,98441,7032.67390810356,9886.866274349184,141139.2448401638,295005.1947102687,9036.024123664289,1102.6546095572594,137342.07076154102,834692.0
坂井真紀,3,-2.3,9.4,66.4,8,13195,8,50.0,-1.200000000000001,-1.999999999999993,12.4,64.1,11.2,62.1,10.0,24.0,7.0,1.0,21.0,7.0,8.0,28.0,1.8381064974e-314,3.033865534888889e-05,3.6865984021644986,61089.12558709554,6.920757040276831,19402.70734877038,46628.6909255286,12208.683782308191,2174.359855037522,31995.699385727494,96368,3373.002681089685,6723.3139891386945,151186.6121785666,317930.97912075464,15479.89363858464,1560.2908745162838,150922.52726797014,887783.0
坂口健太郎,-0.6,6.5,22.5,72.6,3,20211,16,264.0,3.900000000000002,2.1000000000000085,21.9,79.1,25.8,81.2,17.0,335.0,12.0,3.0,223.0,27.0,15.0,250.0,7.570028669103211e-08,0.00045575036595757055,19.743074383878827,464867.8727626326,44.749196737890244,75763.17167476077,176034.7803600395,26069.43791479805,2553.4798366005043,107888.95869538715,389822,2230.108744113561,2744.0408633230263,598644.9935526601,1267380.094995597,63028.63380079683,5714.551830130058,612906.8465638492,3480587.0
城島茂,-8.9,-3.2,37,95.8,11,15304,13,67.0,-3.0,1.6000000000000085,28.1,92.6,25.1,94.2,8.0,54.0,7.0,3.0,44.0,11.0,10.0,55.0,9.45422336077715e-08,9.933994563049781e-05,6.636334404115924,125438.11018392394,12.619519900641363,18543.62330814623,44038.624008692546,10121.342947612393,899.9830304600828,28387.184504084944,93087,3010.5140682053006,4328.346720954043,177398.39783433874,367949.54580014665,10081.216440948649,1101.0627732434446,167176.43509442304,1059499.0
城田優,0.5,4.2,11.5,76.5,6,18664,9,81.0,0.5999999999999996,3.200000000000003,12.0,80.7,12.6,83.9,6.0,84.0,4.0,0.0,56.0,13.0,4.0,69.0,4.677157734773246e-08,0.002862567168925546,6.536199681217166,125381.29318599765,12.421383227911532,23853.395230522412,56426.53755733837,12502.786631231513,885.4524315402166,35845.806147155105,120250,3696.288379822303,5324.337474135211,458942.5514331464,957175.7365734716,12696.170135305672,1126.4364441130615,440504.3543152982,2714566.0
堀内健,3,0.1,16.5,91.2,6,10066,12,51.0,-2.0,-0.5,19.5,91.3,17.5,90.8,-2.0,-1.0,3.0,5.0,13.0,17.0,8.0,30.0,1.4851163544741003e-07,0.00022125402617299568,4.315991765949805,108185.47937165559,11.866608830439606,11936.896459060044,28332.144488001104,6296.240784373091,808.0751319798559,18474.92328313733,60042,2236.0185497052425,3896.287408573481,115506.58628386147,240309.2548717258,6711.563133659233,855.3761769755711,110308.46961258778,687092.0
堀内敬子,1.1,0,9,40.4,6,12307,6,42.0,-2.0,-1.5,10.1,40.4,8.1,38.9,3.0,16.0,3.0,1.0,14.0,3.0,4.0,17.0,0.0,0.00036661677211038984,3.4250632363553266,60880.16227838928,6.312474922350284,19484.217856799147,45753.899277453114,8931.55166237925,989.9966512678259,28943.858431469398,99219,2393.572471610625,3292.8917327778872,251533.57610143506,523069.54452534736,13613.582654525379,1204.0699130146495,239095.50378903523,1495346.0
堀田真由,4,19,1.1,6.5,9,131489,16,164.0,1.6000000000000005,2.6000000000000014,5.1,25.5,6.7,28.1,37.0,263.0,15.0,0.0,136.0,11.0,15.0,147.0,5.877439450771449e-09,0.0009103531588827114,14.119602915153262,366994.7532961344,35.31380072136768,133023.16812096094,324943.3234887767,128676.1055975727,13015.401933022471,226072.2581624128,651205,25473.140684074646,48155.0461688692,455788.344981192,976560.7465217027,71078.95008991429,10965.985206484518,494609.10324049566,2622132.0
堀田茜,0.2,4.6,9.4,41.6,10,54389,12,79.0,3.0999999999999996,5.0,9.6,46.2,12.7,51.2,9.0,72.0,8.0,2.0,51.0,11.0,10.0,62.0,7.737100907811413e-10,6.701247799961324e-05,6.9447891820815135,151234.9659585851,15.99259654696554,33981.75564487849,79983.18941545658,14044.946063323232,997.3799447136086,50103.51924455586,171922,10916.008498840221,15935.481747784303,310210.85244648444,638648.1525527054,11920.031858950977,1346.1583132944254,283031.4424560019,1869579.0
堂本光一,1,-1.2,20.9,89.7,8,61425,27,186.0,-0.5,1.2000000000000028,21.9,88.5,21.4,89.7,11.0,151.0,14.0,10.0,128.0,45.0,24.0,173.0,4.18775656258007e-08,0.00010623645822660807,14.776378624124469,336180.77998898807,35.75324103003805,50300.66564105978,121078.34446383068,34352.04510257854,2113.274446724047,79573.11838791778,248286,12150.69052897597,20596.891438439663,217103.79589534522,468513.03274467634,60045.94020015942,4596.615424930412,240611.9041898571,1243229.0
堂本剛,2.5,0.4,20.2,88.1,6,67720,8,180.0,-0.5999999999999979,0.5,22.7,88.5,22.1,89.0,9.0,125.0,5.0,3.0,123.0,50.0,8.0,173.0,5.3780307330320176e-08,0.00023400314485598332,13.000288384549336,269082.5325586991,31.26078308520744,67683.46307538927,161913.43761970152,41803.76827222799,2574.1550334336407,105014.08161605881,336459,15933.746886497705,25242.37164776701,323322.5002798077,695649.8429947916,75717.8093240333,5884.228055368748,353748.75472274906,1855554.0
堤真一,1.8,0.2,35.2,89.9,1,24501,4,85.0,0.29999999999999716,0.9000000000000057,37.0,90.1,37.3,91.0,5.0,50.0,3.0,1.0,41.0,11.0,4.0,52.0,1.7836621958785174e-07,0.0007797159444244925,7.220128789100382,156771.34536016238,14.32230887304769,37207.67196145699,86540.44063084443,12132.199987386135,1106.308128138562,53008.803091376736,191003,4586.543671490939,5688.539847569755,312842.00770198944,652413.5367620034,12814.82980446493,1255.6629324710425,300622.5521301201,1851730.0
堺正章,-4.1,-1.9,19.3,95.2,7,20067,14,56.0,0.0,-0.3999999999999915,15.2,93.3,15.2,92.9,-2.0,-5.0,2.0,7.0,19.0,25.0,9.0,44.0,3.706764218137973e-08,0.0004640517085554703,4.877415006009973,117991.98975774334,11.518656918221952,28637.63293796931,67881.14169298751,15396.967867188869,1143.6531997351412,43366.19918084822,144027,4350.255359817029,6358.243996653567,235583.88454483257,492173.07582492864,12557.35887929315,1219.2921036623966,228219.73115435764,1392506.0
堺雅人,-1.4,-1.1,34.7,91,5,18203,4,150.0,-2.299999999999997,0.0,33.3,89.9,31.0,89.9,0.0,12.0,2.0,1.0,58.0,61.0,3.0,119.0,4.563080456708065e-08,0.0010703999066977367,13.14186677324584,282933.81383536774,24.312313854030023,42616.96928840934,102007.97760786094,27232.73025465772,1847.7833706513309,66446.54719015358,211904,2384.478018101102,3578.494809099293,446610.0461045035,921490.7223498068,15913.781454287884,1617.6040635506781,410805.844840916,2679495.0
塚地武雅,-5,-4.4,20,92.4,5,8419,8,65.0,6.100000000000001,2.799999999999997,15.0,88.0,21.1,90.8,0.0,23.0,1.0,1.0,26.0,11.0,2.0,37.0,4.0165412094038413e-08,0.00011799960456010365,5.01121520294769,127874.76160636378,13.520041706007747,20698.551063411578,49861.27218712261,14540.667372838765,1496.321615143936,33434.21591313537,102379,2200.009076204275,3457.5075676723677,146354.78880870316,306954.88092015556,11518.504847403554,1215.1550830120866,144392.96633307537,861460.0
塚本高史,-0.4,0.6,8.5,63.5,9,53508,5,36.0,-0.5,2.1000000000000085,8.1,64.1,7.6,66.2,1.0,18.0,1.0,0.0,17.0,3.0,1.0,20.0,6.561152159393456e-09,1.9388872072862703e-05,3.845219748712214,58344.86625200551,7.8190130844950065,33375.086094558974,80882.03897917159,24349.932182440196,3080.0550263201435,55384.101945195645,164106,10523.786046752251,19921.184697373494,195461.5236445797,411718.3987901602,20989.29526471349,1662.7070522416404,196068.9682958151,1147443.0
壇蜜,-0.7,-1.9,21.9,91.3,2,5127,2,172.0,-1.6999999999999993,0.5,21.2,89.4,19.5,89.9,-1.0,-38.0,0.0,1.0,44.0,87.0,1.0,131.0,1.908352875733342e-08,0.0003028961914867245,17.1357204812828,386034.1000917855,31.76875005237925,22930.931858530777,53897.23923473095,10340.490041854435,1060.2925539358348,34057.620141589214,116532,1212.2823922261916,1432.8793795798185,349871.8733243629,731977.7589188524,31046.212296423404,2007.9846309418738,340923.51114350255,2072409.0
夏川結衣,0,-8,12,58.1,7,16095,0,12.0,-0.5,-4.100000000000001,12.0,50.1,11.5,46.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.2671101173584335e-08,9.397789810441447e-05,0.8543570771589987,16258.789589173422,1.6525771385630725,28973.468206825226,69599.06039130759,19726.270908717575,2212.7430500276505,46551.52500569766,143925,3196.8044895820176,6758.459124673552,272753.79557229765,561026.2717520009,11764.039637015945,1806.5044400440202,248548.45461717036,1646129.0
夏帆,4.3,2.6,7.4,56.3,9,140818,63,226.0,7.600000000000001,7.100000000000001,11.7,58.9,19.3,66.0,79.0,259.0,50.0,8.0,172.0,23.0,58.0,195.0,2.992963208368869e-07,0.0015405276023221454,17.607332642814676,453735.1515404008,43.09371980796294,141019.83780421104,338993.1889930406,84779.2215088171,6254.359342843676,222681.0321599026,696320,21691.8628299083,31150.03556162084,329709.6801585493,681405.7000655129,15608.250284361375,1781.902374876437,305960.2348832604,1978834.0
夏木マリ,5,-0.2,17.7,81.8,6,16006,12,106.0,3.6999999999999993,0.20000000000000284,22.7,81.6,26.4,81.8,4.0,59.0,5.0,2.0,48.0,7.0,7.0,55.0,6.608827695099306e-09,0.00010957424658178563,8.682570202093384,207148.73164811684,19.825306472104977,24257.758930239885,57849.251778852304,13956.668455492503,1786.9604446579117,38180.597096260644,121448,2811.783897047413,5504.309478668296,184077.473430966,385863.7182320194,12322.349608272574,1823.5674086834338,181545.7115392585,1083253.0
夏菜,-2.3,-16.1,12,77.2,3,11269,32,204.0,-1.6999999999999993,-8.399999999999999,9.7,61.1,8.0,52.7,9.0,-24.0,10.0,6.0,30.0,60.0,16.0,90.0,2.82817357784341e-08,9.004955554937817e-05,16.664992527357317,343836.0134162449,34.64141458078104,21235.7722036245,48980.22273510984,6381.850752193375,576.1721159280714,29454.44605478113,110192,2593.6065777427984,3225.3646683851794,257498.4219459375,530593.8823555654,9004.931805275866,1211.385156949609,235876.02555672443,1548542.0
多部未華子,11.5,1.4,23.2,80.4,8,28254,24,235.0,-4.800000000000004,-3.5999999999999943,34.7,81.8,29.9,78.2,2.0,-14.0,4.0,3.0,40.0,65.0,7.0,105.0,1.2430450363527518e-07,0.002512059752201198,19.249470521472098,282939.3416498571,32.46212153342334,47920.94562406118,113713.19153287969,26252.05923735084,2304.546898528324,73178.11222099632,240885,4373.679394446434,6511.183933727188,846902.8367972388,1763034.0405150994,35336.90237824933,2614.2786526319105,807272.7811140416,5029726.0
大久保佳代子,6.2,-1,25.1,94.5,15,46774,27,143.0,1.0999999999999979,-0.20000000000000284,31.3,93.5,32.4,93.3,12.0,38.0,17.0,8.0,69.0,47.0,25.0,116.0,2.9073545734677478e-08,0.00036827846923904154,14.034964114713025,278872.325918656,33.3032455398895,32839.866223539444,77172.54030326764,15216.744167247145,996.0553856108812,48198.642236652784,166799,8072.10844628295,10939.189168982572,193667.6484537235,407642.2346541118,18965.202478540326,1721.9072701407358,193813.3113241736,1136145.0
大倉孝二,3.2,-0.1,10.4,58.9,6,6372,5,55.0,-4.0,2.3000000000000043,13.6,58.8,9.6,61.1,2.0,24.0,1.0,0.0,17.0,3.0,1.0,20.0,0.0,1.7278536647725013e-06,4.499890008022478,66870.76398498828,7.234265527129139,12897.770937183459,29960.439786930594,4725.889408972957,486.4686237900372,18399.788889535055,66455,1421.8036297936055,1778.0134106938592,121821.8202164391,256300.8655998446,13442.40633565571,1060.1990173835334,121661.54349470769,715330.0
大倉忠義,-0.4,6.3,12.6,58.1,9,29345,9,62.0,-0.6999999999999993,1.0999999999999943,12.2,64.4,11.5,65.5,3.0,30.0,5.0,4.0,37.0,22.0,9.0,59.0,5.1529991064051724e-08,0.0001670590687504577,4.829284706302945,97198.74309675011,10.23480504448325,31817.52803172468,75901.99822262302,18802.92192986448,1238.242837424879,49016.789366533776,158724,4952.64018691286,7021.564606353961,308474.9945759068,643958.0734982064,16765.174088086897,1509.0220258509612,297831.0750462041,1824767.0
大原櫻子,0.4,0.4,6.9,41.2,2,16677,3,57.0,-3.0999999999999996,1.1999999999999957,7.3,41.6,4.2,42.8,-3.0,51.0,0.0,3.0,37.0,11.0,3.0,48.0,4.2448651276801456e-08,0.00010623487871165383,5.1266380159729135,112648.11221186866,9.447008973090645,19996.471339302265,47417.549829387,10982.154899056568,709.7568456367414,30222.238588941036,100497,3586.1065129501717,5321.931623972953,290717.2312620702,605535.1749582775,10849.191289538412,904.3804343174606,277783.8532858192,1725186.0
大友花恋,0.6,6,2.1,11,17,62889,21,83.0,-0.9000000000000001,5.5,2.7,17.0,1.8,22.5,27.0,95.0,16.0,1.0,59.0,9.0,17.0,68.0,3.848973885452319e-07,0.0003069226575901786,6.896928683204558,125337.40043347953,14.815724840567013,38496.68618530848,90387.734831463,16797.540609092448,1475.6651608635784,56678.21810908165,195766,10906.818086227928,16494.49842937776,321626.53107522,664487.6076352095,11353.356484511663,1001.805821386705,297341.75245132047,1928685.0
大地真央,7.5,-3.6,13.6,85,11,40763,40,140.0,-1.6000000000000014,-1.2000000000000028,21.1,81.4,19.5,80.2,58.0,182.0,35.0,3.0,123.0,6.0,38.0,129.0,6.926365291081692e-08,0.0004213246128102821,11.72736479471384,266541.8814636544,28.532687521631843,46790.102370325636,110666.31460547027,21546.616515985264,1786.473509116146,70385.30314177617,235530,5249.848654232416,8906.728237635649,295723.7813740026,623863.2567421375,22771.793504448706,1985.260699901748,297930.98463329877,1726453.0
大塚寧々,-3.9,-8.5,19.5,79.5,10,137935,22,56.0,2.5999999999999996,-1.2999999999999972,15.6,71.0,18.2,69.7,0.0,19.0,6.0,7.0,23.0,10.0,13.0,33.0,2.7291850135339492e-08,7.574837692745142e-05,4.525100194967936,93947.8872236722,9.623223918950137,70792.45328339015,169467.99661245133,34147.36176298359,1789.7494314603555,109307.52435369852,349873,20567.95273954778,32102.81568044828,166556.12381594128,346941.53566323576,10317.362469435726,2130.1099213856946,160798.24067337322,989524.0
大島優子,7.2,-2.7,14.9,90.3,4,45343,40,157.0,-3.200000000000003,1.4000000000000057,22.1,87.6,18.9,89.0,77.0,183.0,40.0,0.0,123.0,16.0,40.0,139.0,7.635203984680134e-08,0.00044280379467361383,11.45543542300092,303503.9542245698,29.01916568058604,59132.52801895595,139124.54605172534,28358.247516951582,2469.3552814516765,87784.92903242337,300166,7630.416033074738,10501.9731974092,402753.69468407374,841425.6949634469,24626.94942304462,2408.9821930175967,390471.7477675014,2380208.0
大島美幸,0.7,-1.2,23.9,94.3,9,13851,6,57.0,3.0,1.8000000000000114,24.6,93.1,27.6,94.9,0.0,21.0,2.0,2.0,27.0,15.0,4.0,42.0,3.3812872543252492e-09,1.6089438806205542e-05,4.666902996969141,104856.27948559223,12.292562828367457,13416.736569508535,31818.7617028459,7551.471553802046,616.6744322718,20420.714548068918,67514,2555.4613753982285,3477.1994285312217,79972.04098894553,167171.07127134243,5912.3978061748485,617.2072146466846,77835.13173614541,472999.0
