name,人気度,知名度,DA,BR(順),BR(逆)
役所広司,28.5,87.6,93997,0.002027899433,0.005684190956
薬丸裕英,7.8,88.1,9321,7.53E-05,3.27E-05
矢沢永吉,18.4,92.2,50834,0.001704657764,0.005764980284
八嶋智人,23,83.5,14123,0.0002197675774,0.0002560573974
安田顕,32.4,81.9,33094,0.001378607651,0.001429991954
安田章大,6.5,54.9,5820,4.77E-05,5.51E-05
柳沢慎吾,28,91.7,16561,0.0001183070424,0.0004284458833
柳葉敏郎,24.1,88.8,26221,0.0003562181429,0.0004966092564
矢部浩之,19.1,95,6546,0.0002518315445,0.0002911537578
山口智充,25.3,89.7,8710,0.0001008428927,0.0003763918956
山崎育三郎,20.7,73.1,34851,0.0004009601096,0.000771749986
山﨑賢人,26.5,81.4,24084,0.0001953182814,0.0005036344682
山崎弘也,33.8,91.5,7886,2.94E-05,0.0001337066445
山里亮太,26.7,94.2,13575,0.0005477796131,0.0002388954792
山下健二郎,10.6,53.6,14133,0.0007400508015,0.0007777525504
山下智久,28.1,89.6,33192,0.001065202475,0.002547713148
山田孝之,35.9,90.8,63240,0.001554254971,0.005521473141
山田裕貴,24.1,69,49487,0.0003635436387,0.0004551707684
山田涼介,20.2,81.6,25948,0.001462754885,0.001095120726
山中崇,5,41.8,5962,5.28E-06,6.61E-06
山本耕史,20,84.6,15094,0.0002757532153,0.0003101570494
矢本悠馬,7.6,41.6,15281,5.36E-05,0.000255508234
結木滉星,1.1,9.4,6882,0.0001969808347,0.0002367680687
ゆうたろう,2.1,11.3,392,2.28E-08,2.86E-08
ユースケ・サンタマリア,17.2,89.2,7684,5.01E-05,0.0003951593924
横浜流星,27.1,82.1,27619,0.0002901949709,0.002253255711
横山だいすけ,15.6,55.6,8980,1.20E-05,1.50E-05
横山裕,12.9,75,7671,4.29E-05,5.33E-05
吉岡秀隆,15.2,75.6,40369,0.00419267186,0.0004054043432
吉沢亮,30.4,77.2,35213,0.0008941586504,0.001134980678
吉田鋼太郎,25.8,87.4,13745,9.79E-05,0.000311269025
吉村崇,17.2,83,7674,2.50E-05,2.38E-05
ラウール_(アイドル),10.6,55.8,48632,0.0006407741282,0.0004527760577
竜星涼,8.1,35.8,12087,0.0002669019859,0.0001089995396
リリー・フランキー,16.6,82.7,27054,0.0003940779936,0.0006184373932
六角精児,21.9,85.8,15210,6.69E-05,5.47E-05
若林正恭,33.1,90.1,14930,0.000856576595,0.0004406484262
渡辺いっけい,13.8,76.8,4333,9.76E-06,1.12E-05
渡邊圭祐,4.2,22.8,8768,1.44E-05,7.28E-05
渡辺謙,23.4,89.7,16955,0.000279066761,0.0004168133999
渡辺大知,2.3,18.4,5029,6.45E-06,9.92E-06
渡部篤郎,22.7,83.9,78686,0.00378805198,0.002554871173
EXIT_(お笑いコンビ),30.8,87.4,8297,2.21E-05,5.92E-05
おぎやはぎ,27.1,93.1,23787,0.0002026125094,0.0007505871313
かまいたち_(お笑いコンビ),37.3,92.6,62366,0.008073001228,0.002418743643
さまぁ〜ず,33.1,94.3,14261,0.0002583891818,0.0008470300837
サンドウィッチマン_(お笑いコンビ),67.4,98.1,45641,0.001589793494,0.004210785492
JO1,4.1,40,252905,0.00949487228,0.01188794921
シソンヌ_(お笑いコンビ),23.5,66.5,13953,0.0004308896085,0.00010612438
霜降り明星,22.7,86.7,45196,0.001588274616,0.0009763515519
タカアンドトシ,39.1,94.7,20098,0.0003866359432,0.0009294772278
千鳥_(お笑いコンビ),51.5,95.4,57248,0.005898736815,0.004774801121
チョコレートプラネット,40.9,90.1,36313,0.001100446481,0.0002866751658
ティモンディ,19.1,80.5,16976,4.86E-05,5.96E-05
ナイツ_(お笑いコンビ),34.5,88.5,27205,0.0004611650724,0.002021472591
錦鯉_(お笑いコンビ),20.2,90.1,48214,0.001158639206,0.0006639536586
ニューヨーク_(お笑いコンビ),8.8,63,67253,0.00101104296,0.0009909122567
博多華丸・大吉,46.5,94.2,42423,0.002759800329,0.003387599361
ブラックマヨネーズ,22.1,90.6,7714,0.0001231933338,0.0001636904903
ぺこぱ,21.1,89.6,12606,0.0001771228565,0.0001299521275
ミキ_(お笑いコンビ),17,81.4,16445,0.0001001472013,0.0003964096086
見取り図_(お笑いコンビ),14.5,70.6,61903,0.0006765631571,0.002131124938
ミルクボーイ,14.9,82.5,21674,0.0003779796631,0.000789302936
四千頭身,17,78.1,19083,7.75E-05,8.46E-05
和牛_(お笑いコンビ),13.8,73.3,192354,0.0193572521,0.009128102328
相武紗季,16.8,77,17879,0.0004267340321,0.0001207788339
蒼井優,26.4,88,15066,0.0005874595194,0.0008174501259
葵わかな,6,47.6,9548,0.0001629892136,0.0001058496246
秋田汐梨,0.7,2.7,2146,2.39E-06,5.99E-06
秋元梢,2.8,46.9,3338,0.0001136581055,1.18E-05
浅川梨奈,1.4,5.3,19284,5.52E-05,6.91E-05
浅田舞,12.7,80.7,28572,0.001674613494,0.0003225870915
浅田真央,34.7,97.3,24843,0.001539790988,0.003333976026
浅田美代子,11.5,69.9,21493,0.0001616717389,0.0002182110268
浅野ゆう子,14.9,79.3,20295,0.0001093987011,0.0002822584437
朝日奈央,25.1,72.9,25509,0.0002949673075,0.0004837024861
朝比奈彩,5.3,26.5,29299,0.001545329099,0.0002494312993
芦田愛菜,45.8,95.4,67044,0.006182247164,0.01635607397
麻生久美子,18.8,65.8,17259,0.0002651820143,9.73E-05
麻生祐未,8.8,40.5,16585,4.32E-05,9.50E-05
安達祐実,23.2,86.7,59551,0.00120174359,0.005993205698
足立梨花,14.7,69.9,14310,0.0002137249766,0.0001200531825
天海祐希,50.4,91,28740,0.0006631201835,0.002395791303
綾瀬はるか,58.1,95.9,50305,0.001285333222,0.001726487858
新井恵理那,13.3,46.5,9295,1.28E-05,1.61E-05
新垣結衣,52,92.9,42777,0.005423588644,0.005750347609
新木優子,21.4,64.2,71557,0.0009035078761,0.001431367439
嵐莉菜,0.5,2.8,1831,4.98E-07,6.23E-07
有村架純,41.1,88.7,105255,0.008764816976,0.008902949406
杏,35.9,90.8,90,1.20E-09,1.51E-09
アンミカ,27.8,93.1,229143,0.01116433036,0.01257373349
安藤サクラ,25.3,73.8,67416,0.006415535168,0.003160728985
飯豊まりえ,12.2,46.4,16672,0.0004441306304,0.0004019812236
井川遥,24.8,75.8,39418,0.0005812442764,0.0006562525477
生田絵梨花,15.6,56.3,229193,0.01298190928,0.01209515525
池田エライザ,17.5,66.4,28893,0.001059023677,0.0004112236488
井桁弘恵,5.8,26.2,96660,0.004768626602,0.002736595152
池田美優,21.1,87.4,13218,0.0003751431564,0.0001049046325
池間夏海,0.7,3.2,1094,1.78E-07,2.22E-07
池脇千鶴,9.9,51.2,5239,0.0001088024999,0.0002636063486
生駒里奈,6.2,54.3,15014,0.0002676375515,0.0003304550938
石井杏奈,6.4,27.4,274,2.77E-06,1.58E-07
石川恋,1.6,13.3,9644,1.38E-05,1.73E-05
石田ニコル,2.5,29,5960,1.06E-05,4.62E-05
石田ひかり,10.8,68,14043,0.0004569999107,4.28E-05
石田ゆり子,40.7,80.2,28822,0.001068146284,0.000446040764
石野真子,11,68.8,16352,0.0001220061134,5.73E-05
石橋静河,6,28.5,5752,7.23E-05,0.000256867875
石原さとみ,38.1,92.4,53046,0.001237152415,0.006189848226
泉里香,7.6,31.3,19384,5.58E-05,6.98E-05
磯野貴理子,14.7,85.7,27486,0.000700471517,0.0002635019479
磯山さやか,15.4,68.8,39481,0.0003706215682,0.00054386744
板谷由夏,8.1,39.3,13367,0.0001624724393,0.0002770167861
市川紗椰,8,41.2,24500,8.91E-05,0.0001115640518
市川実日子,15.6,51.9,49465,0.0007572846703,0.0008660401877
市毛良枝,11.7,60,24309,0.0001305669429,0.0002366172854
いとうあさこ,36.1,94.9,19068,0.0001308794468,0.000360400325
伊藤歩,2.5,13.8,13814,6.87E-05,0.0002555734606
伊藤沙莉,26.9,61.6,23879,0.001102149937,0.000321563754
稲垣来泉,4.2,11.7,7132,7.55E-06,9.45E-06
稲森いずみ,14.9,63.9,11220,1.87E-05,2.34E-05
井上咲楽,11.5,73.8,69572,0.0007494189839,0.001051914714
井上真央,26.9,76.8,18230,0.0005303452471,0.001621675901
祷キララ,0,1.1,1489,3.29E-07,4.12E-07
伊原六花,5.1,30.3,124690,0.0031010289,0.00462783218
今田美桜,28,65.5,65100,0.003597498358,0.00503779741
IMALU,5.5,77.7,12629,0.000822568654,3.41E-05
芋生悠,0.7,3.2,9608,3.94E-05,9.97E-05
井本彩花,0,3.9,2463,1.98E-05,2.30E-05
イモトアヤコ,36.5,97.5,64261,0.00133554112,0.002192025697
井森美幸,23.2,85.8,7739,3.92E-05,0.0002320072607
上戸彩,34.3,93.1,52920,0.00088117815,0.001344630996
上野樹里,27.4,77.2,35058,0.0003905510906,0.002846963105
宇賀なつみ,5.3,40.7,51997,0.001200747354,0.0005679996881
宇垣美里,6.2,31,19051,5.39E-05,6.75E-05
臼田あさ美,3.5,29,15626,7.89E-05,0.0001315901276
宇多田ヒカル,39.5,94.9,39259,0.0002287982837,0.0002864643457
内田有紀,31.3,79.6,80614,0.009256879109,0.00375714157
内田理央,6.7,40.2,14600,0.0001093036548,4.62E-05
内山理名,9.9,59.3,5594,4.65E-06,5.82E-06
榮倉奈々,29.7,81.1,25625,0.0008926805413,0.0003674679719
江口のりこ,23.7,71.7,76947,0.00179812878,0.001833232097
蛯原友里,8.3,71.3,8551,0.0001351846108,5.07E-05
王林,24.2,73.8,36,1.92E-10,2.41E-10
大久保佳代子,32.4,93.3,27233,0.0007878020894,0.0003682784692
大坂なおみ,16.5,96.8,17200,4.39E-05,5.50E-05
大沢あかね,11.3,77.7,10430,0.0004205952188,2.13E-05
大島美幸,27.6,94.9,5147,8.95E-05,1.61E-05
大島優子,18.9,89,13252,0.0009407694402,0.0004428037947
大竹しのぶ,21.6,90.3,27107,0.00203701711,0.000711934156
大塚寧々,18.2,69.7,6437,6.93E-05,7.57E-05
大友花恋,1.8,22.5,14851,0.0002012436348,0.0003069226576
大野いと,1.8,14,3057,5.11E-06,1.10E-05
大原櫻子,4.2,42.8,7266,5.37E-05,0.0001062348787
大政絢,10.6,55.4,8349,0.0002144831712,0.0001316371596
岡崎紗絵,5.1,14.7,11534,0.0001613323453,6.65E-05
岡副麻希,5.3,38.2,7237,7.77E-06,9.73E-06
岡田結実,13.1,73.3,13635,0.0001064860715,3.46E-05
岡本夏美,0.9,5.1,4006,2.38E-05,3.79E-05
岡本玲,2.8,31.3,9410,2.23E-05,3.11E-05
小川紗良,0.2,3,2869,0.0001153164671,1.82E-06
奥貫薫,6.4,31.7,9278,3.16E-05,5.02E-05
小倉優子,9.9,83.9,11401,2.60E-05,0.0001378505224
押切もえ,4.8,76.3,5320,7.65E-05,3.76E-05
乙葉,14.3,66,32708,0.00110910187,0.0002163786611
小野花梨,2.1,7.4,24024,0.0001086686609,0.0003542457682
おのののか,5.7,74.7,3567,1.89E-06,2.36E-06
尾野真千子,15.9,64.8,10085,3.50E-05,8.78E-05
皆藤愛子,10.8,58.9,25257,0.0001127091332,0.0001928577933
賀来千香子,13.3,64.8,14935,0.000294702975,4.31E-05
筧美和子,7.6,53.3,8395,0.0001764676718,5.16E-05
柏木由紀,6.7,75.2,20966,0.0003370852969,0.0004624462213
片桐はいり,18.8,81.4,8290,1.02E-05,1.28E-05
かたせ梨乃,18.1,76.3,9104,1.23E-05,1.54E-05
片平なぎさ,16.3,72.7,10889,8.32E-05,2.82E-05
片山友希,0,1.9,9853,1.44E-05,1.80E-05
加藤小夏,0.2,1.1,4703,3.28E-06,4.11E-06
門脇麦,15.6,64.2,14640,9.40E-05,0.0001166872571
夏帆,19.3,66,28013,0.0004592249014,0.001540527602
上白石萌歌,16.5,78.1,46915,0.005993854237,0.0005569756938
上白石萌音,22.7,82.8,66082,0.009398281056,0.00472775382
茅島みずき,0.4,3.7,5827,5.04E-06,6.31E-06
河合優実,0.2,0.9,8882,8.80E-05,0.0001140683741
川栄李奈,18.8,71.2,40768,0.0007284724285,0.0007336000028
河北麻友子,15.4,75.2,9967,6.79E-05,0.0002341446348
川口春奈,35.2,79.3,63454,0.000866349387,0.002576144613
川島海荷,7.4,55.6,25935,0.001935571131,0.0008011290252
川津明日香,0.4,3,2814,1.18E-06,1.47E-06
貫地谷しほり,15.2,68,9629,5.04E-05,0.0001984063714
菅野美穂,29.6,82.7,28205,0.000787209275,0.001093949674
菅野莉央,0,2.3,19302,5.53E-05,6.92E-05
菊池桃子,12.9,72.6,19955,7.68E-05,0.0002406784202
岸井ゆきの,11,33.8,52889,0.0007220000285,0.001122968392
貴島明日香,11,42.7,31326,0.0007144148158,0.0008944751109
岸本加世子,11,65.1,4224,2.65E-06,3.32E-06
北川景子,45.3,91.5,70936,0.01027378219,0.006478740198
北乃きい,9.9,74.2,23964,0.0001386249777,0.0001923076269
吉瀬美智子,24.8,75.8,75047,0.0009072846076,0.001559664893
木南晴夏,16.8,53.1,102976,0.01202232868,0.002627000267
木村カエラ,13.8,82.5,18026,0.0004101261296,0.0001919330488
木村多江,24.8,81.4,16887,4.58E-05,0.000123133011
木村文乃,23.7,71.3,19785,0.0003150834694,0.001548234388
キムラ緑子,12.7,53.5,6646,2.19E-05,1.86E-05
木村佳乃,28.5,74.7,50550,0.002485978441,0.001047932607
きゃりーぱみゅぱみゅ,15.6,93.3,21566,0.0001218795989,0.0004626857611
清原果耶,18.8,51.5,24507,0.0004989903393,0.001287700633
桐谷美玲,20.9,80,20750,0.0006343277041,0.0005329846111
草刈民代,10.6,68.5,3597,1.92E-06,2.40E-06
工藤美桜,1.8,9.7,43027,0.0002748251219,0.0003440917364
国仲涼子,13.1,62.7,19101,0.0003734547696,0.0004840671653
久保田紗友,1.9,9.4,8540,2.83E-05,0.0002430669457
久間田琳加,3.2,11.5,16796,7.26E-05,0.0003799481738
倉科カナ,16.5,67.3,36142,0.0002795312812,0.0005060941839
栗山千明,16.3,71.9,16152,0.0002647360002,0.0001733660252
黒木華,23.4,72.2,53188,0.001850464821,0.001604685287
黒木瞳,17.5,82.7,60323,0.00263297696,0.004145235462
黒沢かずこ,25.1,92.9,2097,3.63E-05,1.12E-05
黒島結菜,9,45.1,15297,0.0002172135327,4.85E-05
黒谷友香,6.7,59.1,16675,7.12E-05,0.0001257566439
小池栄子,42.7,91,39950,0.0002781622477,0.0009726529914
Cocomi,6.2,62.7,8173,0.0002373323239,1.42E-05
小芝風花,18.2,57.2,85563,0.001539301873,0.004324652489
小嶋陽菜,8.7,63.7,9967,0.0001150367645,0.0001724641648
小西桜子,0.5,2.3,8245,2.52E-05,0.0001710436559
小西真奈美,17.9,71.7,8003,2.17E-05,4.03E-05
小林聡美,17.2,64.2,15335,8.69E-05,6.95E-05
小松菜奈,20.9,67.8,21227,0.001589799324,0.0008230533855
小雪,13.1,82.5,128,2.43E-09,3.05E-09
近藤春菜,30.8,97,13409,8.84E-05,0.0001031650434
紺野彩夏,1.1,5.5,6875,7.02E-06,8.78E-06
紺野まひる,2.1,27.8,3083,2.54E-05,5.98E-05
紺野美沙子,6.7,55.6,2868,1.22E-06,1.53E-06
財前直見,12,66.7,13323,2.63E-05,3.30E-05
齋藤飛鳥,10.8,58.4,25272,0.0003007225002,0.0002609075726
斉藤由貴,11.3,76.6,23546,0.000255090435,0.001058229902
紗栄子,6.4,67.8,10218,5.35E-05,0.0002286565917
坂井真紀,11.2,62.1,5994,5.65E-05,3.03E-05
酒井美紀,6.5,57.5,16966,0.0001702355556,7.88E-05
酒井若菜,5.7,40.2,21794,0.0001989904261,0.0001391445244
榊原郁恵,23.4,83.4,6906,4.83E-05,3.83E-05
坂下千里子,11.5,74.3,7296,1.19E-05,2.55E-05
坂ノ上茜,0.4,2.7,10124,2.08E-05,4.51E-05
佐久間由衣,6.7,34.7,12984,0.001189891022,8.37E-05
桜井日奈子,8.1,46.4,38203,0.0005159545508,0.0005916474351
桜井ユキ,9,31.2,17946,0.0003659314567,0.0002097287289
桜田ひより,7.4,23.4,72057,0.00173833305,0.001737702121
桜庭ななみ,2.8,36.1,12280,8.00E-05,0.0001957435584
佐々木希,20.7,80.4,20616,0.0003039301008,0.000228425522
指原莉乃,25.3,91.5,20289,0.0001956222762,0.001410033811
佐藤栞里,32.7,75.9,19231,5.49E-05,6.87E-05
佐野ひなこ,3.5,28.8,5238,7.79E-06,1.98E-05
沢口靖子,21.2,80.2,13687,3.34E-05,4.31E-05
SHELLY,18.8,80.2,7350,1.29E-05,2.05E-05
シシド・カフカ,11.3,60.4,7485,3.88E-05,5.92E-05
志田彩良,1.9,7.8,54301,0.001678721798,0.001948848215
志田未来,17.7,72.4,21468,0.001651115704,0.0003450945651
篠原涼子,23.5,90.8,20967,0.0005755176493,0.0002309861374
柴咲コウ,31.3,89,53436,0.001816570649,0.001861888694
柴田理恵,22.3,95.8,8862,5.60E-05,1.54E-05
渋谷凪咲,12.6,41.6,40007,0.0002375999082,0.0002974843218
島崎遥香,5,50.1,18861,0.0002371087625,0.0003551324008
島崎和歌子,18.1,80.9,13347,0.0001431021733,0.0001730535602
清水ミチコ,21.1,82.8,5203,1.40E-05,4.91E-05
趣里,10.1,38.9,214772,0.02318963946,0.008582330618
白石聖,1.9,9.6,51055,0.0003869464416,0.0004844719874
白石麻衣,18.1,72.6,18576,0.0005071040242,0.0003423888674
白石美帆,10.4,63.9,5181,5.17E-05,1.60E-05
新川優愛,7.8,46.2,14753,0.0004213368715,0.0001445533221
杉咲花,19.8,75.6,61464,0.001646813596,0.003806847402
杉本彩,12.9,77.5,7067,7.41E-06,9.28E-06
鈴木京香,18.6,74.5,11436,0.0001202304962,0.0008750044772
鈴木砂羽,15.9,63.2,6137,2.56E-05,3.18E-05
鈴木奈々,11.5,85.5,15652,3.64E-05,4.55E-05
鈴木保奈美,13.8,73.8,10918,0.0001928744871,0.0001552623868
鈴木ゆうか,0.9,5.1,5807,9.58E-06,3.53E-05
鈴木梨央,6,44.6,29364,0.0001380483561,0.0001732155818
須藤理彩,4.2,39.1,10862,1.75E-05,2.19E-05
鷲見玲奈,7.4,45,40824,0.0003455388473,0.0004326280697
清野菜名,23.5,61.9,22748,0.001266852677,0.0001856711781
関水渚,1.6,9.7,15082,4.83E-05,0.0003217252799
瀬戸朝香,11.9,64.1,9880,0.0001813336969,7.74E-05
染野有来,0.4,2.3,1328,2.62E-07,3.28E-07
大地真央,19.5,80.2,15866,0.001092259517,0.0004213246128
平祐奈,4.8,42.3,7310,6.03E-05,5.97E-05
高岡早紀,11.9,70.1,100108,0.006941573461,0.009241801284
高島彩,12.4,66.7,13222,2.60E-05,3.25E-05
高嶋ちさ子,25.5,89.6,47027,0.00109892443,0.0007603156949
高島礼子,14.7,77.7,10056,1.79E-05,0.000320583485
高梨臨,8,36.1,20553,0.0001022881933,0.0007034425591
高橋惠子,8.1,50.6,8801,4.70E-05,3.45E-05
髙橋ひかる,7.8,30.3,20389,6.17E-05,7.73E-05
高橋ひとみ,9.4,58.9,10272,1.57E-05,1.96E-05
高橋真麻,12.2,86.2,6349,1.13E-05,1.49E-05
高橋みなみ,7.1,72.4,8171,0.0001171624302,0.0003890665692
高橋メアリージュン,12.9,66.4,27084,0.0001258446494,0.0001918515066
高畑淳子,18.8,79.1,11942,2.12E-05,2.65E-05
高畑充希,28.1,83.2,23707,0.0008385853696,0.0006006205657
瀧内公美,1.6,8.8,50042,0.001370551062,0.001682144214
滝川クリステル,8.8,90.6,16646,0.0007168204852,0.0005051264735
滝沢カレン,32.6,91.5,63310,0.0007418995235,0.0009874956815
瀧本美織,10.1,55,11967,7.07E-05,4.58E-05
竹下景子,14.2,61.6,7066,0.0001304696743,0.0002025130804
武田梨奈,2.7,16.6,9270,0.0001038945081,0.0001637665186
武田玲奈,3.5,20.2,12373,0.0002738126509,0.0003912224407
田中美佐子,14.5,62.7,12405,2.28E-05,2.86E-05
田中道子,3.7,25.7,19337,5.55E-05,6.95E-05
田中みな実,21.4,84.4,100354,0.002745280893,0.002363016914
田中律子,11,66.7,9119,0.0005498157091,0.0007310285077
田中麗奈,9.4,63.4,72356,0.0007771831861,0.0009730635619
田辺桃子,1.9,7.8,11394,0.0001112393733,0.0005510290169
田鍋梨々花,0.7,4.8,1913,1.79E-06,5.38E-06
谷まりあ,9.4,43.2,41116,0.0005524024032,0.0003262129298
多部未華子,29.9,78.2,45640,0.00161564155,0.002512059752
玉城ティナ,5.5,47.3,6247,0.0001047408284,0.0002498263336
ダレノガレ明美,8.1,84.8,12354,2.75E-05,3.33E-05
檀れい,18.2,73.3,68783,0.003389827799,0.001563480843
壇蜜,19.5,89.9,25137,0.0001245394828,0.0003028961915
千秋,11.7,90.1,131,2.55E-09,3.19E-09
知花くらら,3.9,40.5,3996,2.37E-06,2.97E-06
土村芳,1.6,7.8,9192,7.91E-05,0.0001349578322
土屋アンナ,14.9,88,20573,9.62E-05,0.0005068942056
土屋太鳳,21.6,88.7,30573,0.00180607798,0.001250180756
恒松祐里,4.8,14.9,16892,6.82E-05,0.0002106520124
椿鬼奴,22.3,83.2,5589,4.64E-06,5.81E-06
鶴田真由,11.7,56.6,8988,0.0001176891584,3.41E-05
出口夏希,0.7,2.8,108115,0.002459314325,0.002615784035
寺島しのぶ,13.3,72.9,19662,0.0001961148255,0.0003750392748
當真あみ,1.8,10.1,18161,5.42E-05,0.0002603834718
常盤貴子,22.1,76.3,25542,0.0003825252953,0.001431942065
徳永えり,1.9,15.2,6629,6.52E-06,8.17E-06
戸田恵梨香,35,87.4,21708,0.002029486631,0.0007372916514
戸田恵子,25.8,77.2,23561,0.0002603776538,0.0001318492956
戸田菜穂,9.2,49.4,13091,2.54E-05,3.19E-05
富田望生,10.3,37.7,93273,0.002520683992,0.001899840369
富田靖子,8.3,55,5358,6.10E-05,0.0001154651857
ともさかりえ,9.4,76.5,13827,0.0001931884296,0.000150478955
友近,28.3,93.3,11767,4.71E-05,0.0003152868389
豊嶋花,0.4,5.3,31199,0.0003469780342,0.0003953353811
トラウデン直美,5.1,39.3,24349,8.80E-05,0.0001101930919
トリンドル玲奈,13.1,77.9,7737,2.41E-05,1.14E-05
なえなの,2.7,22.3,16875,4.23E-05,5.29E-05
奈緒,13.3,39.1,22511,0.0006947089646,0.0006737333235
仲里依紗,22.1,72.7,75275,0.01054094095,0.001516884406
長井短,1.9,21.1,4913,3.58E-06,4.49E-06
中川翔子,27.8,91.3,15037,0.0001258097595,7.77E-05
中越典子,7.3,51.2,11370,1.92E-05,2.40E-05
永作博美,28,74,8853,0.0002099047467,0.0001098499126
長澤樹,1.1,5.5,5780,1.67E-05,3.58E-05
長澤まさみ,41.4,92.4,56419,0.002936820044,0.01073629474
中島セナ,0,3.4,2421,5.06E-06,3.84E-06
中条あやみ,21.6,70.3,53825,0.001577208155,0.0009055624599
中谷美紀,22.8,76.5,19929,0.000121306763,0.0002924564425
永野芽郁,35,76.5,44250,0.002673385934,0.003483120006
長濱ねる,7.6,39.5,20768,8.63E-05,9.11E-05
仲間由紀恵,30.1,90.3,21399,0.0004355715912,0.0007207491691
中村アン,17.2,66.2,20743,6.39E-05,8.00E-05
中村静香,5,23.9,11516,1.97E-05,2.46E-05
中村ゆり,8.8,28.5,23327,0.0003696513037,0.0004780701467
中村ゆりか,0.9,8,13085,0.0001906354243,0.0002487483964
中山美穂,9.6,78.4,20865,0.0002878270882,0.0008107024773
夏川結衣,11.5,46,7830,0.0001669031752,9.40E-05
夏木マリ,26.4,81.8,16314,6.05E-05,0.0001095742466
夏子,0.4,6.2,1907,5.40E-07,6.76E-07
夏菜,8,52.7,8863,3.34E-05,9.00E-05
名取裕子,17.7,70.3,8874,3.14E-05,5.79E-05
菜々緒,27.3,84.6,42063,0.0002930513572,0.0004761933562
成海璃子,8.7,61.6,6006,7.56E-05,0.000113389985
二階堂ふみ,21.6,80.9,50238,0.002206962876,0.001500587864
西田尚美,11.9,46.7,10267,2.43E-05,9.94E-05
西野七瀬,13.5,56.8,35325,0.0008487919189,0.0004944047895
仁村紗和,0.5,3.5,29329,0.0002310050247,0.002153570264
生見愛瑠,19.3,66.9,103081,0.001577362611,0.001974919308
萩原みのり,0,2.7,127615,0.002565873537,0.003931002731
橋本愛,7.6,46.5,508,3.83E-08,4.80E-08
橋本環奈,35.2,83.5,97433,0.003666790482,0.004496501907
橋本マナミ,10.8,73.1,8965,1.19E-05,1.49E-05
長谷川京子,12.2,71.9,9043,2.19E-05,3.77E-05
羽田美智子,16.6,63,13102,8.12E-05,9.61E-05
畑芽育,0.9,3.2,24730,0.0001102518044,0.0001321229253
馬場ふみか,5,26.2,15670,0.0001969066744,0.0002105446071
濱田マリ,19.5,74.9,4975,3.67E-06,4.60E-06
浜辺美波,25.8,72,143194,0.009492363061,0.01686466496
早見あかり,5,36.8,13103,3.43E-05,0.0002349869148
原沙知絵,4.6,47.1,6337,5.96E-06,7.46E-06
原菜乃華,2.1,12,100997,0.0028544093,0.001997203082
原日出子,6.9,60.9,3707,6.40E-06,3.16E-05
原田知世,16.6,68.5,14203,0.0008023678015,0.00045736311
原田美枝子,9.7,47.6,5252,7.24E-05,0.0002693228412
波瑠,26.9,82.3,16808,0.0003045439667,0.0006891491263
比嘉愛未,22.8,62.1,11574,0.0003309781635,0.0001011891787
樋口可南子,10.6,70.6,14298,3.90E-05,0.0002076633087
ヒコロヒー,16.3,69.4,57741,0.000494928996,0.0006196703433
久本雅美,18.2,92.7,8388,6.41E-05,2.72E-05
平岩紙,7.4,37.7,7315,7.94E-06,9.95E-06
平子理沙,1.6,48.8,8462,1.06E-05,1.33E-05
平手友梨奈,8.5,63,71410,0.002171250535,0.001625131096
広末涼子,28.3,91.2,18872,0.0001241199758,0.0002587742793
広瀬アリス,33.3,88.3,66943,0.01042417728,0.002243637042
広瀬すず,35.8,93.1,38996,0.007568613559,0.005468832809
ファーストサマーウイカ,19.8,74.7,66490,0.0007767695063,0.001018257495
笛木優子,6.4,43.5,14752,3.23E-05,4.04E-05
深川麻衣,1.6,8.8,7564,8.49E-06,1.06E-05
深田恭子,32.7,91.5,39329,0.0006442886739,0.003400453748
深津絵里,28.5,72.9,25524,0.0006602578162,0.001028490689
吹石一恵,11.2,72,54578,0.005920322677,0.0005927557717
福地桃子,5.1,23.2,8587,0.0001649983316,3.67E-05
福原遥,21.1,53.3,72381,0.006844572425,0.007310126072
福本莉子,3.5,15.8,26974,0.0002626698275,0.0002389687589
藤田ニコル,15.4,92.9,23051,0.00189726162,0.0005567440864
藤田弓子,7.4,58.9,1422,3.00E-07,3.76E-07
藤野涼子,0.7,6.2,2741,1.12E-06,1.40E-06
藤間爽子,1.4,10.1,4630,3.18E-06,3.98E-06
藤本美貴,13.6,69.2,41795,0.0002593122033,0.0003246689593
藤原さくら,3.9,23.2,7719,1.25E-05,2.62E-05
藤原紀香,11.9,83.7,133254,0.01434960536,0.007178887537
風吹ジュン,19.1,69.4,30816,0.0002663114013,0.001693014141
古川琴音,5.1,21.1,74411,0.001025129322,0.001324449764
古畑星夏,1.6,8.3,8690,0.0001235043826,8.76E-05
フワちゃん,18.9,96.6,22136,0.0001403424711,0.0004584229
ベッキー,11.9,94.2,27996,0.0005928630141,0.001327809711
辺見えみり,7.8,74.3,7339,1.17E-05,1.53E-05
北斗晶,20.5,91.7,5795,4.99E-06,6.24E-06
堀田茜,12.7,51.2,16207,4.44E-05,6.70E-05
堀田真由,6.7,28.1,65869,0.001640243969,0.0009103531589
ホラン千秋,19.6,87.1,45254,0.0003164209372,0.0008293523378
堀内敬子,8.1,38.9,44413,0.0002928158059,0.0003666167721
本上まなみ,8.5,56.3,18466,0.0001530867528,0.0001037076803
本田翼,25.8,88.1,21490,6.86E-05,8.58E-05
本田望結,11,83.4,38003,0.0002282933037,0.000721424194
