ゆりやんレトリィバァ,20.5,89.7
余貴美子,14.5,57.7
横澤夏子,23.2,86.7
横田真悠,3.7,14.3
吉岡里帆,29.2,81.9
吉川愛,8.7,24.8
吉田美月喜,0,2.1
吉田羊,34.7,80.4
吉田莉桜,0.5,3.5
吉高由里子,37,83.4
吉谷彩子,3.9,22.8
吉永小百合,28.7,85.7
芳根京子,18.4,55.2
与田祐希,3.5,17.3
米倉涼子,33.3,94.5
米倉れいあ,0.7,4.1
RIKACO,10.4,75.8
莉子,2.3,10.1
りょう,19.6,74.2
遼河はるひ,10.4,61.9
LiLiCo,23.5,86.7
蓮佛美沙子,8.8,38.6
ローラ_(モデル),25.3,94.7
若月佑美,1.8,9.2
若村麻由美,10.4,45.5
和久井映見,18.4,65.1
和田アキ子,15.8,97.9
渡辺えり,18.6,78.1
渡辺直美,38.8,97.5
渡辺真起子,3,28.7
渡辺満里奈,15.6,73.8
阿佐ヶ谷姉妹,40.9,95.8
ガンバレルーヤ,29.4,89.7
3時のヒロイン,17.7,82.1
ぼる塾,19.5,78.6
