name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count
本仮屋ユイカ,11,108311,0,0.0,-2.5,-0.20000000000000284,12.4,62.1,9.9,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
本木雅弘,6,16456,7,92.0,-5.900000000000002,-0.29999999999999716,27.3,83.0,21.4,82.7,9.0,51.0,6.0,0.0,56.0,19.0,6.0,75.0
本田望結,9,67410,63,345.0,-1.9000000000000004,2.5,12.9,80.9,11.0,83.4,78.0,463.0,55.0,4.0,309.0,18.0,59.0,327.0
本田翼,4,41939,42,414.0,-8.900000000000002,1.5999999999999943,34.7,86.5,25.8,88.1,52.0,309.0,36.0,2.0,290.0,68.0,38.0,358.0
杉咲花,3,10491,8,249.0,-4.099999999999998,-0.20000000000000284,23.9,75.8,19.8,75.6,2.0,137.0,2.0,1.0,123.0,29.0,3.0,152.0
杉本哲太,4,8647,6,59.0,0.1999999999999993,6.0,13.3,76.8,13.5,82.8,6.0,31.0,4.0,0.0,28.0,5.0,4.0,33.0
杉本彩,3,3826,3,56.0,0.20000000000000107,0.5,12.7,77.0,12.9,77.5,1.0,8.0,2.0,1.0,25.0,22.0,3.0,47.0
杉浦太陽,5,9195,11,144.0,-1.2000000000000002,4.0,7.4,76.5,6.2,80.5,8.0,178.0,8.0,2.0,131.0,7.0,10.0,138.0
杉野遥亮,8,98190,51,286.0,2.8999999999999986,2.299999999999997,11.3,40.7,14.2,43.0,56.0,346.0,38.0,6.0,211.0,28.0,44.0,239.0
杏_(女優),6,135664,73,447.0,-5.0,-1.2000000000000028,40.9,92.0,35.9,90.8,15.0,167.0,35.0,31.0,218.0,140.0,66.0,358.0
村上佳菜子,11,9089,9,63.0,-2.6000000000000014,1.4000000000000057,13.8,67.1,11.2,68.5,3.0,24.0,4.0,2.0,28.0,16.0,6.0,44.0
村上信五,8,13057,25,114.0,3.5,1.9000000000000057,21.6,85.5,25.1,87.4,12.0,96.0,16.0,8.0,82.0,24.0,24.0,106.0
村上知子,9,6462,0,0.0,7.599999999999998,2.5,11.3,91.3,18.9,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
村上虹郎,10,175686,17,52.0,2.1000000000000005,3.8999999999999986,6.2,37.9,8.3,41.8,10.0,48.0,10.0,5.0,32.0,8.0,15.0,40.0
東山紀之,8,28422,25,104.0,-3.8000000000000007,1.2000000000000028,22.7,91.0,18.9,92.2,-5.0,-54.0,9.0,15.0,26.0,75.0,24.0,101.0
東野幸治,6,17889,10,110.0,0.0,2.299999999999997,15.9,94.0,15.9,96.3,2.0,33.0,4.0,2.0,57.0,34.0,6.0,91.0
松たか子,2,8720,6,191.0,-1.0,0.0,36.8,89.9,35.8,89.9,0.0,14.0,2.0,3.0,60.0,60.0,5.0,120.0
松下奈緒,5,30230,8,64.0,-2.6999999999999993,0.9000000000000057,23.4,79.1,20.7,80.0,4.0,38.0,3.0,1.0,32.0,12.0,4.0,44.0
松下洸平,12,115106,59,285.0,3.3999999999999986,8.100000000000001,13.8,49.4,17.2,57.5,115.0,529.0,56.0,2.0,265.0,14.0,58.0,279.0
松下由樹,8,17733,12,48.0,-3.1000000000000014,-1.5999999999999943,26.5,79.5,23.4,77.9,11.0,34.0,8.0,1.0,24.0,5.0,9.0,29.0
松丸亮吾,6,32933,4,78.0,-4.399999999999999,0.5,17.7,80.2,13.3,80.7,8.0,95.0,4.0,0.0,66.0,6.0,4.0,72.0
松井愛莉,5,37280,5,70.0,-0.5,-2.1999999999999993,4.6,28.7,4.1,26.5,6.0,64.0,4.0,0.0,50.0,8.0,4.0,58.0
松井玲奈,8,45698,10,110.0,-0.20000000000000018,1.2000000000000028,6.2,53.5,6.0,54.7,15.0,149.0,9.0,0.0,92.0,9.0,9.0,101.0
松坂慶子,8,48894,17,68.0,0.7000000000000011,0.09999999999999432,13.1,68.0,13.8,68.1,12.0,38.0,9.0,2.0,36.0,9.0,11.0,45.0
松坂桃李,7,99970,36,317.0,0.6000000000000014,2.0,33.6,90.6,34.2,92.6,28.0,218.0,29.0,4.0,202.0,47.0,33.0,249.0
松山ケンイチ,9,56351,38,173.0,-3.0,4.599999999999994,25.5,86.7,22.5,91.3,31.0,125.0,28.0,5.0,108.0,35.0,33.0,143.0
松岡修造,7,9151,2,57.0,-0.6999999999999993,-1.2000000000000028,28.0,95.2,27.3,94.0,1.0,87.0,1.0,1.0,41.0,5.0,2.0,46.0
松岡昌宏,10,23343,26,163.0,-2.6999999999999993,1.3999999999999915,26.2,92.4,23.5,93.8,8.0,71.0,12.0,9.0,88.0,49.0,21.0,137.0
松岡茉優,3,41642,13,176.0,1.8000000000000007,3.8000000000000043,18.4,61.9,20.2,65.7,16.0,191.0,11.0,1.0,134.0,21.0,12.0,155.0
松島花,17,21795,16,53.0,-0.40000000000000036,1.1000000000000014,3.2,18.2,2.8,19.3,7.0,16.0,6.0,4.0,20.0,13.0,10.0,33.0
松嶋尚美,12,39326,15,60.0,0.8000000000000007,0.5,8.0,75.6,8.8,76.1,11.0,20.0,8.0,4.0,27.0,14.0,12.0,41.0
松嶋菜々子,6,45563,42,104.0,-4.100000000000001,-2.799999999999997,37.2,90.6,33.1,87.8,51.0,72.0,31.0,3.0,57.0,17.0,34.0,74.0
松平健,10,130283,39,100.0,-2.6000000000000014,2.3000000000000114,19.8,88.1,17.2,90.4,89.0,185.0,37.0,1.0,86.0,3.0,38.0,89.0
松本まりか,3,22448,7,219.0,0.1999999999999993,5.0,12.9,46.7,13.1,51.7,8.0,262.0,6.0,1.0,170.0,28.0,7.0,198.0
松本人志,6,26951,44,398.0,1.2999999999999972,1.4000000000000057,40.5,97.5,41.8,98.9,-4.0,-125.0,18.0,23.0,123.0,230.0,41.0,353.0
松本伊代,5,19143,26,152.0,1.6999999999999993,1.2999999999999972,10.3,84.2,12.0,85.5,11.0,58.0,15.0,11.0,93.0,54.0,26.0,147.0
松本幸四郎,9,3296,25,147.0,0.8999999999999995,2.3999999999999915,7.8,77.2,8.7,79.6,19.0,127.0,17.0,8.0,93.0,29.0,25.0,122.0
松本潤,1,13305,11,290.0,-4.099999999999994,0.29999999999999716,36.3,94.7,32.2,95.0,15.0,393.0,11.0,0.0,247.0,37.0,11.0,284.0
松本穂香,6,20826,18,115.0,-0.6999999999999993,3.4000000000000057,12.0,47.8,11.3,51.2,21.0,115.0,16.0,1.0,89.0,14.0,17.0,103.0
松本若菜,19,409361,60,196.0,4.1,8.100000000000001,5.1,11.7,9.2,19.8,102.0,357.0,57.0,2.0,185.0,6.0,59.0,191.0
松村北斗,5,35689,20,278.0,5.5,2.799999999999997,7.6,34.0,13.1,36.8,29.0,481.0,19.0,0.0,254.0,21.0,19.0,275.0
松田るか,8,22796,17,84.0,-0.9999999999999999,-1.4,1.4,4.8,0.4,3.4,9.0,59.0,6.0,3.0,36.0,9.0,9.0,45.0
松田翔太,4,18733,2,84.0,-0.6999999999999993,3.1999999999999886,20.0,81.9,19.3,85.1,2.0,52.0,1.0,0.0,47.0,15.0,1.0,62.0
松田聖子,2,9107,7,177.0,-2.5,1.0999999999999943,17.0,88.5,14.5,89.6,3.0,-13.0,5.0,2.0,78.0,93.0,7.0,171.0
松田龍平,6,27998,11,75.0,-1.8000000000000007,2.0,16.3,82.1,14.5,84.1,14.0,58.0,9.0,1.0,46.0,11.0,10.0,57.0
松重豊,11,125036,44,140.0,5.600000000000001,1.8000000000000114,34.9,87.6,40.5,89.4,75.0,228.0,41.0,2.0,124.0,9.0,43.0,133.0
松雪泰子,10,117911,25,62.0,3.1999999999999993,0.0,19.8,70.4,23.0,70.4,34.0,69.0,21.0,3.0,44.0,5.0,24.0,49.0
松風理咲,10,5157,1,4.0,-0.2,-0.20000000000000018,0.4,2.1,0.2,1.9,2.0,5.0,1.0,0.0,4.0,0.0,1.0,4.0
板垣李光人,14,201371,48,260.0,3.2,10.2,1.8,10.3,5.0,20.5,97.0,405.0,45.0,2.0,206.0,15.0,47.0,221.0
板垣瑞生,2,4440,1,44.0,0.5,-1.3999999999999995,1.4,9.2,1.9,7.8,-1.0,20.0,0.0,1.0,18.0,11.0,1.0,29.0
板尾創路,5,14859,9,59.0,-0.3000000000000007,4.900000000000006,12.9,78.6,12.6,83.5,0.0,5.0,3.0,4.0,17.0,15.0,7.0,32.0
板谷由夏,10,61362,15,90.0,1.0,0.6999999999999957,7.1,38.6,8.1,39.3,6.0,69.0,7.0,4.0,63.0,20.0,11.0,83.0
林修,6,9795,11,126.0,-5.0,-0.7000000000000028,21.1,95.0,16.1,94.3,4.0,-27.0,5.0,2.0,22.0,53.0,7.0,75.0
林遣都,8,97278,50,218.0,-0.6999999999999993,5.900000000000006,13.1,65.1,12.4,71.0,68.0,140.0,39.0,2.0,112.0,46.0,41.0,158.0
柄本佑,5,65092,56,156.0,-1.8000000000000007,1.7000000000000028,22.7,75.8,20.9,77.5,116.0,249.0,53.0,0.0,133.0,6.0,53.0,139.0
柄本明,6,26876,9,66.0,-1.8000000000000007,2.8999999999999915,25.7,84.2,23.9,87.1,8.0,42.0,6.0,0.0,33.0,6.0,6.0,39.0
柄本時生,6,32847,15,129.0,0.6000000000000014,2.5,12.7,76.3,13.3,78.8,3.0,61.0,4.0,1.0,52.0,16.0,5.0,68.0
柏木由紀,14,58794,69,269.0,-3.2,-2.299999999999997,9.9,77.5,6.7,75.2,42.0,197.0,45.0,24.0,192.0,71.0,69.0,263.0
染谷将太,10,67431,19,167.0,0.5999999999999996,6.900000000000006,6.7,54.3,7.3,61.2,16.0,79.0,11.0,1.0,70.0,22.0,12.0,92.0
染野有来,10,4157,28,41.0,0.0,0.19999999999999973,0.4,2.1,0.4,2.3,50.0,58.0,20.0,2.0,29.0,5.0,22.0,34.0
柳ゆり菜,7,10665,0,41.0,-1.1,1.4000000000000004,1.8,10.1,0.7,11.5,0.0,4.0,0.0,0.0,15.0,11.0,0.0,26.0
柳原可奈子,11,12990,22,45.0,-2.5,-1.2000000000000028,22.1,89.7,19.6,88.5,0.0,2.0,3.0,4.0,5.0,4.0,7.0,9.0
柳楽優弥,2,8543,2,84.0,-4.100000000000001,0.9000000000000057,25.5,71.5,21.4,72.4,4.0,161.0,2.0,0.0,76.0,7.0,2.0,83.0
柳沢慎吾,6,17898,6,50.0,-1.8999999999999986,-0.7000000000000028,29.9,92.4,28.0,91.7,9.0,27.0,5.0,0.0,25.0,9.0,5.0,34.0
柳葉敏郎,7,23264,8,56.0,-2.3999999999999986,2.5999999999999943,26.5,86.2,24.1,88.8,5.0,41.0,5.0,2.0,36.0,11.0,7.0,47.0
柴咲コウ,7,195235,50,354.0,2.8000000000000007,-0.5999999999999943,28.5,89.6,31.3,89.0,64.0,392.0,40.0,9.0,270.0,54.0,49.0,324.0
柴田理恵,6,5026,11,48.0,1.1000000000000014,-0.10000000000000853,21.2,95.9,22.3,95.8,-1.0,-13.0,3.0,3.0,11.0,24.0,6.0,35.0
栗山千明,3,13745,3,70.0,0.1999999999999993,-1.1999999999999886,16.1,73.1,16.3,71.9,3.0,33.0,2.0,0.0,33.0,11.0,2.0,44.0
桃井かおり,4,48296,0,0.0,1.799999999999999,-0.7000000000000028,15.9,77.7,17.7,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
桐山漣,4,26663,14,51.0,-0.40000000000000036,0.0,5.0,28.3,4.6,28.3,27.0,62.0,13.0,0.0,34.0,4.0,13.0,38.0
桐谷健太,8,30738,13,97.0,1.1999999999999993,3.1999999999999886,24.6,86.9,25.8,90.1,13.0,113.0,9.0,2.0,72.0,13.0,11.0,85.0
桐谷美玲,5,21866,40,168.0,0.5,-0.20000000000000284,20.4,80.2,20.9,80.0,46.0,170.0,36.0,2.0,142.0,14.0,38.0,156.0
桑田佳祐,8,125406,72,234.0,3.1999999999999957,1.6000000000000085,42.1,91.3,45.3,92.9,101.0,316.0,63.0,7.0,197.0,31.0,70.0,228.0
桜井ユキ,7,47949,14,100.0,-0.1999999999999993,1.3000000000000007,9.2,29.9,9.0,31.2,12.0,89.0,11.0,2.0,73.0,19.0,13.0,92.0
桜井日奈子,8,42164,9,101.0,-1.5,2.5,9.6,43.9,8.1,46.4,6.0,62.0,5.0,3.0,57.0,28.0,8.0,85.0
桜庭ななみ,8,32710,19,42.0,-1.6000000000000005,-2.6999999999999957,4.4,38.8,2.8,36.1,46.0,59.0,19.0,0.0,34.0,5.0,19.0,39.0
桜田ひより,10,118461,23,127.0,5.1000000000000005,7.799999999999999,2.3,15.6,7.4,23.4,36.0,222.0,22.0,0.0,118.0,5.0,22.0,123.0
桜田通,2,3156,6,62.0,0.40000000000000013,0.1999999999999993,1.2,11.3,1.6,11.5,4.0,60.0,4.0,2.0,41.0,8.0,6.0,49.0
梅沢富美男,11,30458,23,85.0,-0.29999999999999716,0.7999999999999972,18.9,95.0,18.6,95.8,23.0,43.0,16.0,5.0,52.0,27.0,21.0,79.0
森七菜,7,47965,0,0.0,0.10000000000000142,3.700000000000003,11.2,52.9,11.3,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
森口瑤子,11,82017,22,55.0,0.20000000000000107,-0.6000000000000014,9.7,43.4,9.9,42.8,16.0,45.0,14.0,4.0,33.0,6.0,18.0,39.0
森尾由美,22,57729,31,57.0,-0.40000000000000036,0.29999999999999716,13.3,59.5,12.9,59.8,22.0,58.0,23.0,6.0,44.0,7.0,29.0,51.0
森山未來,5,17484,8,62.0,-1.9000000000000004,5.299999999999997,13.1,64.4,11.2,69.7,16.0,72.0,7.0,0.0,41.0,7.0,7.0,48.0
森崎ウィン,19,195319,45,197.0,1.7999999999999998,4.099999999999994,4.2,35.2,6.0,39.3,97.0,225.0,37.0,3.0,112.0,17.0,40.0,129.0
森川葵,11,57202,26,88.0,-0.7000000000000011,-0.6999999999999993,8.8,26.9,8.1,26.2,32.0,88.0,20.0,2.0,61.0,10.0,22.0,71.0
森星,13,47997,0,0.0,2.0999999999999996,2.299999999999997,8.0,53.1,10.1,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
森泉,18,87742,0,0.0,-0.3000000000000007,1.4000000000000057,19.1,87.1,18.8,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
森田想,5,1655,0,20.0,-0.2,0.20000000000000018,0.4,2.5,0.2,2.7,0.0,22.0,0.0,0.0,10.0,0.0,0.0,10.0
森田望智,4,34254,24,75.0,-0.30000000000000004,-1.5,2.1,8.0,1.8,6.5,81.0,74.0,21.0,3.0,23.0,9.0,24.0,32.0
森絵梨佳,4,2559,0,0.0,-0.19999999999999996,0.20000000000000018,1.8,7.6,1.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
森高千里,9,56425,42,145.0,-1.4000000000000021,0.7000000000000028,22.1,76.6,20.7,77.3,66.0,185.0,37.0,4.0,121.0,17.0,41.0,138.0
椎名桔平,4,8039,1,57.0,1.2000000000000028,4.6000000000000085,20.9,79.1,22.1,83.7,0.0,18.0,0.0,0.0,17.0,5.0,0.0,22.0
椿鬼奴,12,28931,34,138.0,1.1000000000000014,-1.7999999999999972,21.2,85.0,22.3,83.2,-5.0,-28.0,9.0,14.0,34.0,67.0,23.0,101.0
榊原郁恵,7,146724,71,150.0,6.899999999999999,0.6000000000000085,16.5,82.8,23.4,83.4,134.0,236.0,61.0,8.0,121.0,20.0,69.0,141.0
榮倉奈々,11,63613,22,111.0,1.5999999999999979,-0.8000000000000114,28.1,81.9,29.7,81.1,19.0,104.0,19.0,1.0,84.0,6.0,20.0,90.0
樋口可南子,3,5518,0,28.0,4.3999999999999995,13.999999999999993,6.2,56.6,10.6,70.6,0.0,-6.0,0.0,0.0,3.0,9.0,0.0,12.0
横山だいすけ,2,4204,0,55.0,-1.0000000000000018,-1.1999999999999957,16.6,56.8,15.6,55.6,0.0,22.0,0.0,0.0,23.0,7.0,0.0,30.0
横山裕,9,36538,34,161.0,-1.299999999999999,1.4000000000000057,14.2,73.6,12.9,75.0,25.0,139.0,22.0,10.0,112.0,26.0,32.0,138.0
横浜流星,7,84631,63,431.0,-2.599999999999998,0.0,29.7,82.1,27.1,82.1,91.0,670.0,54.0,8.0,379.0,36.0,62.0,415.0
横澤夏子,14,18599,17,85.0,1.5999999999999979,-0.3999999999999915,21.6,87.1,23.2,86.7,14.0,74.0,13.0,2.0,66.0,9.0,15.0,75.0
横田真悠,8,57599,10,107.0,1.0,2.6000000000000014,2.7,11.7,3.7,14.3,14.0,156.0,8.0,0.0,89.0,3.0,8.0,92.0
橋本マナミ,6,17745,12,115.0,0.9000000000000004,0.3999999999999915,9.9,72.7,10.8,73.1,12.0,124.0,9.0,3.0,92.0,18.0,12.0,110.0
橋本愛_(1996年生),8,53354,43,235.0,0.1999999999999993,-1.5,7.4,48.0,7.6,46.5,45.0,209.0,33.0,7.0,168.0,38.0,40.0,206.0
橋本環奈,7,206693,84,579.0,0.9000000000000057,0.0,34.3,83.5,35.2,83.5,60.0,545.0,52.0,26.0,439.0,111.0,78.0,550.0
檀れい,8,46218,11,71.0,1.3999999999999986,-0.5,16.8,73.8,18.2,73.3,13.0,62.0,10.0,1.0,49.0,8.0,11.0,57.0
櫻井海音,16,73994,22,101.0,-0.40000000000000013,3.5,1.8,8.5,1.4,12.0,22.0,101.0,16.0,2.0,69.0,4.0,18.0,73.0
櫻井翔,6,34081,39,356.0,-0.6999999999999957,0.5999999999999943,36.8,95.9,36.1,96.5,41.0,346.0,30.0,4.0,277.0,57.0,34.0,334.0
武井壮,7,21473,19,77.0,-3.9000000000000004,0.9000000000000057,17.0,91.0,13.1,91.9,11.0,23.0,11.0,7.0,38.0,25.0,18.0,63.0
武田梨奈,15,28117,9,41.0,-0.2999999999999998,0.10000000000000142,3.0,16.5,2.7,16.6,4.0,6.0,4.0,3.0,15.0,15.0,7.0,30.0
武田玲奈,5,40779,16,139.0,0.2999999999999998,1.3000000000000007,3.2,18.9,3.5,20.2,19.0,35.0,12.0,1.0,42.0,33.0,13.0,75.0
武田鉄矢,9,24175,22,92.0,-1.799999999999999,1.2999999999999972,17.7,92.9,15.9,94.2,-3.0,-1.0,9.0,9.0,35.0,43.0,18.0,78.0
毎熊克哉,7,11862,9,56.0,0.5,-1.200000000000001,1.4,14.3,1.9,13.1,8.0,42.0,7.0,0.0,29.0,6.0,7.0,35.0
比嘉愛未,12,75409,38,133.0,0.3000000000000007,2.6000000000000014,22.5,59.5,22.8,62.1,57.0,142.0,35.0,2.0,101.0,18.0,37.0,119.0
水原希子,10,46982,30,101.0,-4.1,-1.3999999999999915,15.4,77.3,11.3,75.9,17.0,52.0,23.0,6.0,70.0,22.0,29.0,92.0
水川あさみ,9,39057,37,122.0,-5.899999999999999,0.7000000000000028,23.4,71.7,17.5,72.4,43.0,132.0,31.0,0.0,106.0,5.0,31.0,111.0
水谷果穂,10,19214,21,53.0,0.0,2.3,0.2,4.4,0.2,6.7,24.0,44.0,15.0,2.0,32.0,4.0,17.0,36.0
水谷豊,9,80768,41,180.0,1.1000000000000014,0.5,28.5,89.6,29.6,90.1,41.0,211.0,34.0,6.0,146.0,19.0,40.0,165.0
水野真紀,12,51761,22,72.0,-0.20000000000000018,0.09999999999999432,7.3,66.4,7.1,66.5,13.0,48.0,12.0,8.0,42.0,20.0,20.0,62.0
水野美紀,9,45950,16,77.0,-0.8999999999999986,-0.8999999999999915,20.5,69.6,19.6,68.7,6.0,43.0,8.0,7.0,43.0,13.0,15.0,56.0
永作博美,8,86438,46,153.0,5.699999999999999,0.0,22.3,74.0,28.0,74.0,73.0,180.0,41.0,4.0,123.0,14.0,45.0,137.0
永山瑛太,2,7866,1,90.0,-1.5,2.299999999999997,19.6,70.4,18.1,72.7,-1.0,95.0,0.0,1.0,68.0,17.0,1.0,85.0
永山絢斗,5,27593,16,72.0,-0.3000000000000007,4.600000000000001,8.8,44.8,8.5,49.4,-10.0,-41.0,4.0,11.0,16.0,50.0,15.0,66.0
永瀬廉,6,106369,61,434.0,5.999999999999998,11.700000000000003,11.9,54.7,17.9,66.4,68.0,437.0,44.0,17.0,334.0,91.0,61.0,425.0
永瀬正敏,2,7810,1,56.0,0.9000000000000004,1.8000000000000043,5.8,60.9,6.7,62.7,2.0,32.0,1.0,0.0,24.0,6.0,1.0,30.0
永野芽郁,9,92034,82,495.0,2.299999999999997,2.299999999999997,32.7,74.2,35.0,76.5,111.0,682.0,74.0,5.0,441.0,30.0,79.0,471.0
江口のりこ,6,91595,8,66.0,-4.100000000000001,-1.7999999999999972,27.8,73.5,23.7,71.7,7.0,50.0,6.0,2.0,40.0,10.0,8.0,50.0
江口洋介,6,23355,7,99.0,6.699999999999999,4.700000000000003,24.8,85.0,31.5,89.7,2.0,42.0,4.0,2.0,46.0,20.0,6.0,66.0
池松壮亮,5,68208,16,69.0,2.1000000000000005,9.900000000000006,6.2,42.3,8.3,52.2,22.0,81.0,13.0,1.0,51.0,6.0,14.0,57.0
池田エライザ,12,234137,86,311.0,3.1999999999999993,5.500000000000007,14.3,60.9,17.5,66.4,83.0,322.0,63.0,21.0,232.0,48.0,84.0,280.0
池田美優,7,113044,25,115.0,0.9000000000000021,0.0,20.2,87.4,21.1,87.4,31.0,110.0,21.0,1.0,86.0,17.0,22.0,103.0
池脇千鶴,4,7506,0,18.0,2.1000000000000005,2.200000000000003,7.8,49.0,9.9,51.2,0.0,2.0,0.0,0.0,5.0,5.0,0.0,10.0
池間夏海,4,5389,0,12.0,0.19999999999999996,1.3000000000000003,0.5,1.9,0.7,3.2,0.0,-3.0,0.0,0.0,2.0,5.0,0.0,7.0
沢口靖子,6,65588,36,94.0,-4.5,-3.5,25.7,83.7,21.2,80.2,42.0,71.0,29.0,3.0,64.0,20.0,32.0,84.0
沢村一樹,15,88815,51,130.0,-1.1999999999999993,1.6000000000000085,28.3,85.1,27.1,86.7,58.0,154.0,44.0,5.0,116.0,9.0,49.0,125.0
河北麻友子,13,55174,38,111.0,-0.9000000000000004,-3.0,16.3,78.2,15.4,75.2,62.0,143.0,34.0,0.0,89.0,6.0,34.0,95.0
河合優実,6,10110,20,86.0,0.0,-0.9,0.2,1.8,0.2,0.9,40.0,136.0,19.0,0.0,76.0,3.0,19.0,79.0
河合郁人,17,31864,37,91.0,5.0,3.6000000000000014,10.8,61.4,15.8,65.0,56.0,119.0,34.0,3.0,78.0,12.0,37.0,90.0
泉澤祐希,4,7815,4,55.0,0.30000000000000004,2.8000000000000007,1.8,17.9,2.1,20.7,2.0,33.0,1.0,0.0,25.0,9.0,1.0,34.0
泉里香,8,37260,22,94.0,0.6999999999999993,2.3000000000000007,6.9,29.0,7.6,31.3,26.0,132.0,15.0,1.0,75.0,5.0,16.0,80.0
波瑠,6,24372,17,237.0,-2.3000000000000007,-0.4000000000000057,29.2,82.7,26.9,82.3,10.0,47.0,9.0,1.0,80.0,55.0,10.0,135.0
津田健次郎,5,166261,35,171.0,2.9000000000000004,11.000000000000004,9.0,24.2,11.9,35.2,58.0,274.0,32.0,1.0,143.0,9.0,33.0,152.0
津田寛治,9,29202,17,57.0,0.39999999999999947,1.6000000000000014,6.7,53.8,7.1,55.4,9.0,38.0,9.0,4.0,32.0,9.0,13.0,41.0
浅利陽介,7,35940,12,46.0,0.7000000000000011,1.0,14.7,71.2,15.4,72.2,19.0,38.0,11.0,0.0,26.0,3.0,11.0,29.0
浅川梨奈,7,32586,11,61.0,-0.40000000000000013,-0.40000000000000036,1.8,5.7,1.4,5.3,8.0,50.0,7.0,0.0,41.0,9.0,7.0,50.0
浅田真央,12,29119,67,223.0,-3.5,1.3999999999999915,38.2,95.9,34.7,97.3,79.0,143.0,47.0,13.0,120.0,57.0,60.0,177.0
浅田美代子,6,6832,1,47.0,-1.4000000000000004,-0.19999999999998863,12.9,70.1,11.5,69.9,-1.0,-7.0,0.0,1.0,12.0,21.0,1.0,33.0
浅田舞,12,30250,44,113.0,2.299999999999999,-1.2000000000000028,10.4,81.9,12.7,80.7,57.0,124.0,34.0,5.0,85.0,13.0,39.0,98.0
浅野ゆう子,10,35624,11,53.0,-1.0,2.0,15.9,77.3,14.9,79.3,1.0,20.0,2.0,2.0,22.0,12.0,4.0,34.0
浅野忠信,7,230461,39,108.0,3.0,0.7000000000000028,17.2,80.2,20.2,80.9,39.0,33.0,36.0,3.0,65.0,35.0,39.0,100.0
浜田雅功,15,127116,93,366.0,-0.8999999999999986,2.1000000000000085,36.8,96.3,35.9,98.4,-2.0,80.0,48.0,34.0,200.0,120.0,82.0,320.0
浜辺美波,2,37230,25,391.0,-3.8000000000000007,1.5999999999999943,29.6,70.4,25.8,72.0,25.0,407.0,21.0,2.0,328.0,44.0,23.0,372.0
浜野謙太,6,8363,13,51.0,-1.0,-1.2999999999999972,8.1,50.3,7.1,49.0,11.0,24.0,9.0,1.0,21.0,6.0,10.0,27.0
深川麻衣,1,2667,0,68.0,-0.8999999999999999,-0.8999999999999986,2.5,9.7,1.6,8.8,0.0,86.0,0.0,0.0,48.0,7.0,0.0,55.0
深津絵里,2,5358,12,73.0,0.5,-5.199999999999989,28.0,78.1,28.5,72.9,11.0,47.0,9.0,1.0,37.0,12.0,10.0,49.0
深田恭子,2,5538,5,150.0,-1.2999999999999972,0.20000000000000284,34.0,91.3,32.7,91.5,-5.0,101.0,0.0,4.0,89.0,42.0,4.0,131.0
清原果耶,12,138317,110,379.0,4.300000000000001,4.799999999999997,14.5,46.7,18.8,51.5,203.0,500.0,99.0,6.0,320.0,30.0,105.0,350.0
清水ミチコ,12,10799,13,57.0,1.5,-3.6000000000000085,19.6,86.4,21.1,82.8,10.0,22.0,9.0,2.0,27.0,14.0,11.0,41.0
清水尋也,4,9190,6,54.0,0.0,0.40000000000000213,1.4,18.9,1.4,19.3,7.0,42.0,5.0,1.0,31.0,9.0,6.0,40.0
清野菜名,5,43511,19,184.0,2.6000000000000014,2.799999999999997,20.9,59.1,23.5,61.9,26.0,179.0,16.0,0.0,121.0,22.0,16.0,143.0
渋谷凪咲,15,49774,39,149.0,1.4000000000000004,6.899999999999999,11.2,34.7,12.6,41.6,46.0,171.0,32.0,4.0,119.0,22.0,36.0,141.0
渡辺いっけい,6,18782,5,41.0,2.1000000000000014,4.3999999999999915,11.7,72.4,13.8,76.8,4.0,36.0,4.0,1.0,30.0,2.0,5.0,32.0
渡辺えり,8,21798,21,161.0,1.4000000000000021,-3.700000000000003,17.2,81.8,18.6,78.1,6.0,36.0,9.0,5.0,52.0,33.0,14.0,85.0
渡辺大知,12,67935,42,146.0,-0.20000000000000018,-0.20000000000000284,2.5,18.6,2.3,18.4,29.0,78.0,24.0,9.0,74.0,23.0,33.0,97.0
渡辺満里奈,4,4622,9,112.0,1.5999999999999996,0.20000000000000284,14.0,73.6,15.6,73.8,-3.0,3.0,5.0,4.0,55.0,32.0,9.0,87.0
渡辺直美,7,47273,32,248.0,-1.7000000000000028,-0.20000000000000284,40.5,97.7,38.8,97.5,39.0,288.0,24.0,2.0,192.0,27.0,26.0,219.0
渡辺真起子,9,10615,2,46.0,0.5,3.0,2.5,25.7,3.0,28.7,-1.0,12.0,0.0,1.0,16.0,7.0,1.0,23.0
渡辺謙,6,136244,14,79.0,0.3999999999999986,2.299999999999997,23.0,87.4,23.4,89.7,10.0,-7.0,11.0,3.0,34.0,41.0,14.0,75.0
渡邊圭祐,7,13537,15,101.0,-1.5,-2.0,5.7,24.8,4.2,22.8,24.0,152.0,13.0,0.0,87.0,10.0,13.0,97.0
