name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count
佐々木蔵之介,5,37065,15,220.0,-0.20000000000000284,3.8999999999999915,24.1,81.2,23.9,85.1,5.0,97.0,7.0,4.0,98.0,34.0,11.0,132.0
佐久間由衣,8,508902,48,128.0,-0.20000000000000018,9.200000000000003,6.9,25.5,6.7,34.7,87.0,131.0,43.0,1.0,85.0,22.0,44.0,107.0
佐藤二朗,5,64761,28,211.0,3.3000000000000007,0.5,30.3,86.4,33.6,86.9,22.0,134.0,17.0,5.0,104.0,28.0,22.0,132.0
佐藤健_(俳優),13,138504,67,318.0,2.0,6.200000000000003,35.9,80.7,37.9,86.9,84.0,349.0,55.0,9.0,244.0,51.0,64.0,295.0
佐藤勝利,10,47898,40,232.0,0.5,4.799999999999997,10.1,46.5,10.6,51.3,-17.0,167.0,21.0,19.0,150.0,56.0,40.0,206.0
佐藤大樹_(ダンサー),6,7702,14,131.0,-0.6000000000000001,-1.0999999999999996,1.8,14.7,1.2,13.6,1.0,98.0,5.0,8.0,76.0,30.0,13.0,106.0
佐藤寛太,3,2621,1,65.0,-1.4,-2.0,1.9,13.3,0.5,11.3,0.0,64.0,0.0,0.0,46.0,9.0,0.0,55.0
佐藤栞里,12,86537,16,103.0,3.700000000000003,3.5,29.0,72.4,32.7,75.9,22.0,152.0,13.0,1.0,93.0,6.0,14.0,99.0
佐藤浩市,6,28325,4,62.0,0.0,1.8000000000000114,25.1,84.6,25.1,86.4,-3.0,49.0,1.0,3.0,43.0,10.0,4.0,53.0
佐藤玲,11,715,16,89.0,-0.19999999999999996,0.3999999999999999,0.7,3.5,0.5,3.9,9.0,12.0,7.0,0.0,26.0,16.0,7.0,42.0
佐藤隆太,3,3523,7,61.0,2.3000000000000007,1.0999999999999943,21.8,88.5,24.1,89.6,0.0,17.0,2.0,2.0,19.0,6.0,4.0,25.0
佐野ひなこ,3,7112,2,51.0,-0.7000000000000002,0.3000000000000007,4.2,28.5,3.5,28.8,-3.0,5.0,0.0,1.0,15.0,22.0,1.0,37.0
佐野勇斗,7,40026,16,137.0,0.5,-3.1000000000000014,8.0,38.9,8.5,35.8,20.0,196.0,14.0,2.0,108.0,8.0,16.0,116.0
佐野史郎,10,25312,15,72.0,-0.5,4.3999999999999915,11.3,81.4,10.8,85.8,9.0,13.0,8.0,3.0,21.0,22.0,11.0,43.0
余貴美子,8,20238,15,128.0,-0.1999999999999993,-0.8999999999999986,14.7,58.6,14.5,57.7,-2.0,1.0,1.0,3.0,20.0,21.0,4.0,41.0
倉科カナ,8,29414,28,107.0,-4.199999999999999,-0.10000000000000853,20.7,67.4,16.5,67.3,45.0,148.0,27.0,1.0,95.0,9.0,28.0,104.0
優木まおみ,20,28466,26,79.0,-2.0,-2.6000000000000014,9.4,66.5,7.4,63.9,20.0,24.0,15.0,3.0,28.0,14.0,18.0,42.0
優香,5,15263,11,255.0,-3.0,-0.5999999999999943,29.2,84.1,26.2,83.5,8.0,1.0,5.0,0.0,77.0,98.0,5.0,175.0
光浦靖子,10,24812,19,61.0,-1.9000000000000004,-1.4000000000000057,17.5,89.4,15.6,88.0,19.0,24.0,14.0,2.0,26.0,22.0,16.0,48.0
光石研,3,19013,3,66.0,1.799999999999999,1.6000000000000014,9.4,52.0,11.2,53.6,3.0,61.0,2.0,0.0,42.0,3.0,2.0,45.0
児嶋一哉,2,2819,1,58.0,0.5,1.5999999999999943,26.4,89.2,26.9,90.8,0.0,22.0,0.0,0.0,32.0,11.0,0.0,43.0
八嶋智人,5,6957,3,56.0,-2.3000000000000007,1.4000000000000057,25.3,82.1,23.0,83.5,1.0,22.0,1.0,0.0,21.0,2.0,1.0,23.0
八木莉可子,12,40320,19,75.0,2.3,5.300000000000001,1.8,9.2,4.1,14.5,33.0,114.0,16.0,1.0,57.0,10.0,17.0,67.0
六平直政,6,8200,8,43.0,-1.3000000000000007,-0.6999999999999957,10.3,62.8,9.0,62.1,7.0,16.0,4.0,0.0,16.0,5.0,4.0,21.0
六角精児,11,52129,7,61.0,-0.9000000000000021,1.2000000000000028,22.8,84.6,21.9,85.8,5.0,30.0,3.0,0.0,25.0,9.0,3.0,34.0
内山理名,10,57562,39,70.0,1.5999999999999996,-1.4000000000000057,8.3,60.7,9.9,59.3,61.0,75.0,38.0,0.0,52.0,6.0,38.0,58.0
内村光良,5,19779,10,77.0,-2.799999999999997,-0.7000000000000028,48.8,96.8,46.0,96.1,14.0,89.0,10.0,0.0,63.0,7.0,10.0,70.0
内田有紀,6,184211,23,105.0,-0.6999999999999993,-0.4000000000000057,32.0,80.0,31.3,79.6,16.0,59.0,15.0,4.0,56.0,19.0,19.0,75.0
内田理央,5,24400,15,143.0,1.0,3.6000000000000014,5.7,36.6,6.7,40.2,15.0,177.0,12.0,2.0,121.0,11.0,14.0,132.0
内藤剛志,5,17897,12,72.0,-1.3999999999999986,2.0999999999999943,20.7,83.4,19.3,85.5,24.0,85.0,12.0,0.0,53.0,6.0,12.0,59.0
内野聖陽,2,6743,2,59.0,0.0,0.7999999999999972,19.5,64.2,19.5,65.0,0.0,25.0,0.0,0.0,23.0,11.0,0.0,34.0
出口夏希,14,36353,25,112.0,-0.40000000000000013,-0.9000000000000004,1.1,3.7,0.7,2.8,34.0,205.0,21.0,3.0,101.0,4.0,24.0,105.0
出川哲朗,9,24314,29,176.0,3.200000000000003,0.5,39.8,97.2,43.0,97.7,43.0,148.0,24.0,2.0,115.0,33.0,26.0,148.0
別所哲也,6,25074,3,52.0,-1.3999999999999986,3.5,9.7,71.7,8.3,75.2,1.0,15.0,2.0,1.0,19.0,7.0,3.0,26.0
前田敦子,10,47456,52,354.0,0.9000000000000004,-1.0999999999999943,9.0,89.6,9.9,88.5,30.0,128.0,32.0,12.0,193.0,101.0,44.0,294.0
前野朋哉,6,4161,13,51.0,1.0999999999999996,3.9000000000000057,3.0,39.8,4.1,43.7,4.0,42.0,6.0,2.0,29.0,2.0,8.0,31.0
劇団ひとり,13,41045,49,185.0,-3.400000000000002,0.0,30.3,94.0,26.9,94.0,42.0,73.0,30.0,13.0,76.0,51.0,43.0,127.0
加瀬亮,3,5098,0,37.0,2.0,5.699999999999996,8.3,53.6,10.3,59.3,0.0,13.0,0.0,0.0,14.0,8.0,0.0,22.0
加藤小夏,15,71128,16,42.0,-0.7,-0.5,0.9,1.6,0.2,1.1,20.0,37.0,10.0,2.0,21.0,2.0,12.0,23.0
加藤浩次,8,44684,47,210.0,1.1000000000000014,0.29999999999999716,20.5,92.4,21.6,92.7,15.0,-2.0,27.0,19.0,93.0,96.0,46.0,189.0
加藤清史郎,11,32173,21,107.0,-0.40000000000000036,1.5999999999999943,10.3,72.9,9.9,74.5,15.0,42.0,8.0,1.0,39.0,17.0,9.0,56.0
加藤諒,10,19126,4,56.0,-1.6000000000000014,-0.20000000000000284,14.3,88.0,12.7,87.8,7.0,38.0,4.0,0.0,25.0,7.0,4.0,32.0
勝俣州和,7,13785,14,58.0,-1.1000000000000014,2.0,13.3,85.1,12.2,87.1,6.0,12.0,7.0,2.0,21.0,11.0,9.0,32.0
勝地涼,13,43984,10,61.0,0.5999999999999996,1.4000000000000057,6.5,76.8,7.1,78.2,5.0,28.0,6.0,1.0,34.0,11.0,7.0,45.0
勝村政信,14,24248,15,58.0,-0.40000000000000036,4.400000000000006,14.0,75.8,13.6,80.2,12.0,43.0,7.0,3.0,30.0,7.0,10.0,37.0
北乃きい,16,104426,8,56.0,-1.5999999999999996,0.7000000000000028,11.5,73.5,9.9,74.2,2.0,4.0,2.0,0.0,17.0,16.0,2.0,33.0
北大路欣也,11,47926,18,69.0,4.799999999999997,2.5,21.6,87.6,26.4,90.1,25.0,90.0,14.0,1.0,52.0,5.0,15.0,57.0
北山宏光,4,8627,6,175.0,0.5,1.8000000000000043,4.6,58.4,5.1,60.2,6.0,-10.0,4.0,1.0,52.0,85.0,5.0,137.0
北川景子,5,75970,67,419.0,4.199999999999996,-0.9000000000000057,41.1,92.4,45.3,91.5,61.0,481.0,52.0,11.0,352.0,30.0,63.0,382.0
北斗晶,10,22602,35,263.0,1.8999999999999986,-0.5,18.6,92.2,20.5,91.7,29.0,98.0,24.0,6.0,129.0,63.0,30.0,192.0
北村一輝,7,149600,35,137.0,-1.5,2.799999999999997,27.3,83.0,25.8,85.8,42.0,150.0,30.0,3.0,102.0,12.0,33.0,114.0
北村匠海,7,52697,30,260.0,3.0,6.0,21.8,68.0,24.8,74.0,36.0,353.0,21.0,3.0,220.0,28.0,24.0,248.0
北村有起哉,7,121115,14,61.0,1.3999999999999995,5.599999999999994,5.7,43.2,7.1,48.8,32.0,85.0,14.0,0.0,46.0,1.0,14.0,47.0
千原ジュニア,6,16649,15,243.0,-1.0,0.0,18.9,93.8,17.9,93.8,8.0,110.0,8.0,4.0,128.0,49.0,12.0,177.0
千秋_(タレント),12,47790,56,279.0,2.8999999999999986,1.3999999999999915,8.8,88.7,11.7,90.1,39.0,69.0,37.0,10.0,116.0,76.0,47.0,192.0
千葉雄大,9,61427,27,155.0,-2.8000000000000007,1.7000000000000028,18.6,73.5,15.8,75.2,10.0,80.0,9.0,5.0,75.0,29.0,14.0,104.0
千鳥_(お笑いコンビ),4,33460,32,495.0,0.7000000000000028,-1.0999999999999943,50.8,96.5,51.5,95.4,21.0,311.0,21.0,8.0,335.0,100.0,29.0,435.0
南原清隆,10,30103,34,80.0,-1.200000000000001,4.0,15.9,88.0,14.7,92.0,52.0,97.0,32.0,0.0,67.0,4.0,32.0,71.0
南果歩,14,79885,11,53.0,0.7999999999999998,-2.0999999999999943,7.3,67.6,8.1,65.5,-9.0,-12.0,3.0,8.0,17.0,21.0,11.0,38.0
南沙良,9,104038,47,188.0,0.7000000000000002,2.3000000000000007,2.8,11.0,3.5,13.3,77.0,204.0,43.0,0.0,132.0,25.0,43.0,157.0
南沢奈央,9,20483,4,43.0,-0.5,1.7000000000000028,4.6,31.9,4.1,33.6,2.0,4.0,2.0,0.0,10.0,9.0,2.0,19.0
南野陽子,9,42265,38,79.0,-0.8999999999999986,-0.29999999999999716,11.2,76.1,10.3,75.8,48.0,74.0,35.0,2.0,61.0,13.0,37.0,74.0
博多華丸・大吉,12,48455,9,73.0,2.1000000000000014,1.1000000000000085,44.4,93.1,46.5,94.2,8.0,58.0,7.0,1.0,55.0,12.0,8.0,67.0
厚切りジェイソン,6,16754,8,54.0,-0.3000000000000007,-0.8000000000000114,19.8,90.4,19.5,89.6,15.0,46.0,6.0,1.0,29.0,10.0,7.0,39.0
原日出子,10,23560,14,58.0,-1.9000000000000004,0.5,8.8,60.4,6.9,60.9,16.0,30.0,12.0,0.0,32.0,15.0,12.0,47.0
原沙知絵,10,28981,7,10.0,-0.40000000000000036,2.5,5.0,44.6,4.6,47.1,1.0,-1.0,3.0,2.0,2.0,3.0,5.0,5.0
原田泰造,9,13729,6,73.0,2.3000000000000007,2.1000000000000085,31.2,92.6,33.5,94.7,5.0,66.0,4.0,0.0,49.0,9.0,4.0,58.0
原田知世,11,55539,24,59.0,0.7000000000000011,0.4000000000000057,15.9,68.1,16.6,68.5,31.0,79.0,19.0,4.0,46.0,8.0,23.0,54.0
原田美枝子,10,294276,40,143.0,1.3999999999999986,-0.3999999999999986,8.3,48.0,9.7,47.6,44.0,123.0,30.0,5.0,95.0,20.0,35.0,115.0
原田龍二,9,55951,8,72.0,-1.9000000000000004,1.5999999999999943,9.9,74.9,8.0,76.5,-4.0,13.0,1.0,5.0,34.0,27.0,6.0,61.0
原菜乃華,10,85151,46,242.0,0.30000000000000004,3.9000000000000004,1.8,8.1,2.1,12.0,81.0,395.0,40.0,2.0,186.0,22.0,42.0,208.0
又吉直樹,3,13562,1,70.0,0.0,1.6000000000000085,19.6,93.1,19.6,94.7,1.0,65.0,1.0,0.0,53.0,9.0,1.0,62.0
及川光博,5,36944,15,83.0,1.3999999999999986,0.30000000000001137,25.5,89.6,26.9,89.9,6.0,69.0,7.0,5.0,56.0,16.0,12.0,72.0
友近,8,12982,11,97.0,4.400000000000002,0.3999999999999915,23.9,92.9,28.3,93.3,6.0,40.0,6.0,1.0,49.0,17.0,7.0,66.0
反町隆史,7,45994,28,96.0,-1.1999999999999993,1.7999999999999972,29.2,87.8,28.0,89.6,28.0,64.0,24.0,1.0,61.0,18.0,25.0,79.0
古川優奈,17,123618,17,54.0,3.8999999999999995,10.300000000000004,4.8,52.4,8.7,62.7,1.0,11.0,5.0,10.0,22.0,26.0,15.0,48.0
古川琴音,10,121850,24,102.0,1.3999999999999995,3.400000000000002,3.7,17.7,5.1,21.1,53.0,147.0,23.0,0.0,76.0,6.0,23.0,82.0
古川雄大,6,26205,44,123.0,0.0,-0.8999999999999986,3.7,18.4,3.7,17.5,76.0,213.0,37.0,5.0,108.0,10.0,42.0,118.0
古田新太,9,34791,19,65.0,-0.3000000000000007,1.5999999999999943,23.7,86.7,23.4,88.3,8.0,45.0,10.0,7.0,37.0,13.0,17.0,50.0
古畑星夏,8,17324,9,65.0,0.5,0.3000000000000007,1.1,8.0,1.6,8.3,-2.0,50.0,0.0,2.0,36.0,8.0,2.0,44.0
古舘伊知郎,6,12029,11,74.0,-3.0,0.20000000000000284,12.6,86.2,9.6,86.4,-2.0,-25.0,3.0,5.0,17.0,40.0,8.0,57.0
吉岡秀隆,11,155043,42,84.0,2.5,5.299999999999997,12.7,70.3,15.2,75.6,84.0,171.0,38.0,2.0,78.0,4.0,40.0,82.0
吉岡里帆,1,8728,7,373.0,-2.1000000000000014,1.2000000000000028,31.3,80.7,29.2,81.9,11.0,504.0,7.0,0.0,326.0,34.0,7.0,360.0
吉川愛,7,53778,29,228.0,2.499999999999999,1.4000000000000021,6.2,23.4,8.7,24.8,19.0,118.0,16.0,8.0,106.0,51.0,24.0,157.0
吉川晃司,5,203655,50,211.0,3.1999999999999993,-0.6000000000000085,16.8,80.2,20.0,79.6,74.0,126.0,46.0,1.0,122.0,62.0,47.0,184.0
吉村崇,13,31149,10,81.0,-0.5,-0.9000000000000057,17.7,83.9,17.2,83.0,1.0,-18.0,5.0,3.0,33.0,42.0,8.0,75.0
吉永小百合,5,22193,2,73.0,-3.6999999999999993,0.20000000000000284,32.4,85.5,28.7,85.7,0.0,42.0,1.0,1.0,39.0,19.0,2.0,58.0
吉沢亮,2,31999,31,482.0,4.599999999999998,5.299999999999997,25.8,71.9,30.4,77.2,45.0,712.0,28.0,1.0,436.0,30.0,29.0,466.0
吉瀬美智子,7,36957,28,119.0,-1.3999999999999986,0.7999999999999972,26.2,75.0,24.8,75.8,20.0,87.0,21.0,6.0,80.0,25.0,27.0,105.0
吉田羊,7,61323,16,255.0,-2.299999999999997,-2.0999999999999943,37.0,82.5,34.7,80.4,17.0,131.0,11.0,2.0,114.0,39.0,13.0,153.0
吉田美月喜,10,2828,40,107.0,-0.4,0.30000000000000004,0.4,1.8,0.0,2.1,44.0,117.0,28.0,5.0,73.0,17.0,33.0,90.0
吉田莉桜,3,1270,0,49.0,-0.4,-0.20000000000000018,0.9,3.7,0.5,3.5,0.0,7.0,0.0,0.0,18.0,28.0,0.0,46.0
吉田鋼太郎,5,27172,21,225.0,-2.8999999999999986,-2.8999999999999915,28.7,90.3,25.8,87.4,4.0,56.0,7.0,7.0,68.0,51.0,14.0,119.0
吉谷彩子,10,74376,18,77.0,0.6999999999999997,6.199999999999999,3.2,16.6,3.9,22.8,20.0,92.0,14.0,4.0,55.0,10.0,18.0,65.0
吉高由里子,10,189049,76,266.0,0.3999999999999986,-0.29999999999999716,36.6,83.7,37.0,83.4,90.0,319.0,61.0,9.0,210.0,36.0,70.0,246.0
名倉潤,9,31003,9,59.0,-0.8000000000000007,2.299999999999997,18.1,89.4,17.3,91.7,9.0,18.0,7.0,1.0,27.0,13.0,8.0,40.0
名取裕子,6,16491,4,50.0,2.6999999999999993,-1.2000000000000028,15.0,71.5,17.7,70.3,-2.0,32.0,0.0,2.0,26.0,7.0,2.0,33.0
向井康二,4,21326,12,143.0,0.7000000000000002,0.3999999999999986,6.7,34.5,7.4,34.9,15.0,183.0,9.0,2.0,116.0,20.0,11.0,136.0
向井理,1,11252,2,95.0,-2.700000000000003,2.299999999999997,27.1,87.8,24.4,90.1,1.0,51.0,1.0,0.0,52.0,26.0,1.0,78.0
吹石一恵,10,69046,2,16.0,-0.10000000000000142,-0.20000000000000284,11.3,72.2,11.2,72.0,0.0,-3.0,0.0,0.0,3.0,7.0,0.0,10.0
吹越満,6,7915,5,43.0,-0.7999999999999998,2.3000000000000043,7.3,56.8,6.5,59.1,2.0,24.0,2.0,0.0,19.0,3.0,2.0,22.0
和久井映見,4,20714,1,38.0,-3.400000000000002,-3.0,21.8,68.1,18.4,65.1,0.0,7.0,0.0,0.0,9.0,4.0,0.0,13.0
和牛_(お笑いコンビ),7,12733,47,531.0,-0.1999999999999993,-1.0,14.0,74.3,13.8,73.3,56.0,757.0,38.0,6.0,461.0,56.0,44.0,517.0
和田アキ子,11,56764,34,150.0,2.3000000000000007,-0.19999999999998863,13.5,98.1,15.8,97.9,-12.0,-59.0,10.0,19.0,44.0,87.0,29.0,131.0
哀川翔,9,52537,14,67.0,0.5,0.8999999999999915,18.1,89.9,18.6,90.8,6.0,37.0,7.0,4.0,38.0,11.0,11.0,49.0
唐沢寿明,1,2096,2,72.0,0.3999999999999986,3.0999999999999943,30.8,84.2,31.2,87.3,0.0,92.0,0.0,0.0,59.0,1.0,0.0,60.0
四千頭身,11,42632,18,102.0,0.5,-0.30000000000001137,16.5,78.4,17.0,78.1,-1.0,-2.0,8.0,9.0,41.0,47.0,17.0,88.0
国仲涼子,6,19268,1,22.0,1.1999999999999993,-2.299999999999997,11.9,65.0,13.1,62.7,1.0,-4.0,1.0,0.0,4.0,7.0,1.0,11.0
国分太一,9,15305,33,198.0,-2.3000000000000007,1.0999999999999943,24.6,92.9,22.3,94.0,3.0,45.0,11.0,11.0,79.0,58.0,22.0,137.0
國村隼,2,4544,0,55.0,-0.1999999999999993,3.0,16.8,78.9,16.6,81.9,0.0,19.0,0.0,0.0,24.0,9.0,0.0,33.0
土屋アンナ,15,49845,49,106.0,-0.6999999999999993,-1.2000000000000028,15.6,89.2,14.9,88.0,55.0,88.0,38.0,4.0,71.0,15.0,42.0,86.0
土屋太鳳,7,191847,56,353.0,-4.399999999999999,-1.3999999999999915,26.0,90.1,21.6,88.7,81.0,384.0,51.0,4.0,280.0,45.0,55.0,325.0
土村芳,5,32936,7,25.0,-0.19999999999999996,-2.1000000000000005,1.8,9.9,1.6,7.8,16.0,27.0,7.0,0.0,16.0,0.0,7.0,16.0
土田晃之,5,6192,11,145.0,-2.5,0.5,17.2,89.9,14.7,90.4,7.0,31.0,5.0,0.0,42.0,19.0,5.0,61.0
坂ノ上茜,12,25602,12,57.0,-0.29999999999999993,-0.09999999999999964,0.7,2.8,0.4,2.7,22.0,84.0,11.0,1.0,44.0,7.0,12.0,51.0
坂上忍,6,13323,17,110.0,-2.5,0.09999999999999432,13.3,94.9,10.8,95.0,-9.0,-102.0,4.0,11.0,15.0,90.0,15.0,105.0
坂下千里子,18,34201,26,50.0,2.5,-1.1000000000000085,9.0,75.4,11.5,74.3,-7.0,4.0,5.0,13.0,16.0,16.0,18.0,32.0
坂井真紀,8,13195,8,50.0,-1.200000000000001,-1.999999999999993,12.4,64.1,11.2,62.1,10.0,24.0,7.0,1.0,21.0,7.0,8.0,28.0
坂口健太郎,3,20211,16,264.0,3.900000000000002,2.1000000000000085,21.9,79.1,25.8,81.2,17.0,335.0,12.0,3.0,223.0,27.0,15.0,250.0
坂東龍汰,10,170244,14,53.0,0.8999999999999999,0.1999999999999993,1.6,11.5,2.5,11.7,13.0,56.0,10.0,4.0,38.0,4.0,14.0,42.0
城島茂,11,15304,13,67.0,-3.0,1.6000000000000085,28.1,92.6,25.1,94.2,8.0,54.0,7.0,3.0,44.0,11.0,10.0,55.0
城田優,6,18664,9,81.0,0.5999999999999996,3.200000000000003,12.0,80.7,12.6,83.9,6.0,84.0,4.0,0.0,56.0,13.0,4.0,69.0
堀内健,6,10066,12,51.0,-2.0,-0.5,19.5,91.3,17.5,90.8,-2.0,-1.0,3.0,5.0,13.0,17.0,8.0,30.0
堀内敬子,6,12307,6,42.0,-2.0,-1.5,10.1,40.4,8.1,38.9,3.0,16.0,3.0,1.0,14.0,3.0,4.0,17.0
堀田真由,9,131489,16,164.0,1.6000000000000005,2.6000000000000014,5.1,25.5,6.7,28.1,37.0,263.0,15.0,0.0,136.0,11.0,15.0,147.0
堀田茜,10,54389,12,79.0,3.0999999999999996,5.0,9.6,46.2,12.7,51.2,9.0,72.0,8.0,2.0,51.0,11.0,10.0,62.0
堂本光一,8,61425,27,186.0,-0.5,1.2000000000000028,21.9,88.5,21.4,89.7,11.0,151.0,14.0,10.0,128.0,45.0,24.0,173.0
堂本剛,6,67720,8,180.0,-0.5999999999999979,0.5,22.7,88.5,22.1,89.0,9.0,125.0,5.0,3.0,123.0,50.0,8.0,173.0
堤真一,1,24501,4,85.0,0.29999999999999716,0.9000000000000057,37.0,90.1,37.3,91.0,5.0,50.0,3.0,1.0,41.0,11.0,4.0,52.0
堺正章,7,20067,14,56.0,0.0,-0.3999999999999915,15.2,93.3,15.2,92.9,-2.0,-5.0,2.0,7.0,19.0,25.0,9.0,44.0
堺雅人,5,18203,4,150.0,-2.299999999999997,0.0,33.3,89.9,31.0,89.9,0.0,12.0,2.0,1.0,58.0,61.0,3.0,119.0
塚地武雅,5,8419,8,65.0,6.100000000000001,2.799999999999997,15.0,88.0,21.1,90.8,0.0,23.0,1.0,1.0,26.0,11.0,2.0,37.0
塚本高史,9,53508,5,36.0,-0.5,2.1000000000000085,8.1,64.1,7.6,66.2,1.0,18.0,1.0,0.0,17.0,3.0,1.0,20.0
壇蜜,2,5127,2,172.0,-1.6999999999999993,0.5,21.2,89.4,19.5,89.9,-1.0,-38.0,0.0,1.0,44.0,87.0,1.0,131.0
夏川結衣,7,16095,0,12.0,-0.5,-4.100000000000001,12.0,50.1,11.5,46.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,3.0
夏帆,9,140818,63,226.0,7.600000000000001,7.100000000000001,11.7,58.9,19.3,66.0,79.0,259.0,50.0,8.0,172.0,23.0,58.0,195.0
夏木マリ,6,16006,12,106.0,3.6999999999999993,0.20000000000000284,22.7,81.6,26.4,81.8,4.0,59.0,5.0,2.0,48.0,7.0,7.0,55.0
夏菜,3,11269,32,204.0,-1.6999999999999993,-8.399999999999999,9.7,61.1,8.0,52.7,9.0,-24.0,10.0,6.0,30.0,60.0,16.0,90.0
多部未華子,8,28254,24,235.0,-4.800000000000004,-3.5999999999999943,34.7,81.8,29.9,78.2,2.0,-14.0,4.0,3.0,40.0,65.0,7.0,105.0
大久保佳代子,15,46774,27,143.0,1.0999999999999979,-0.20000000000000284,31.3,93.5,32.4,93.3,12.0,38.0,17.0,8.0,69.0,47.0,25.0,116.0
大倉孝二,6,6372,5,55.0,-4.0,2.3000000000000043,13.6,58.8,9.6,61.1,2.0,24.0,1.0,0.0,17.0,3.0,1.0,20.0
大倉忠義,9,29345,9,62.0,-0.6999999999999993,1.0999999999999943,12.2,64.4,11.5,65.5,3.0,30.0,5.0,4.0,37.0,22.0,9.0,59.0
大原櫻子,2,16677,3,57.0,-3.0999999999999996,1.1999999999999957,7.3,41.6,4.2,42.8,-3.0,51.0,0.0,3.0,37.0,11.0,3.0,48.0
大友花恋,17,62889,21,83.0,-0.9000000000000001,5.5,2.7,17.0,1.8,22.5,27.0,95.0,16.0,1.0,59.0,9.0,17.0,68.0
大地真央,11,40763,40,140.0,-1.6000000000000014,-1.2000000000000028,21.1,81.4,19.5,80.2,58.0,182.0,35.0,3.0,123.0,6.0,38.0,129.0
大坂なおみ,9,101707,56,145.0,-1.3999999999999986,0.0,17.9,96.8,16.5,96.8,52.0,50.0,39.0,16.0,77.0,52.0,55.0,129.0
大塚寧々,10,137935,22,56.0,2.5999999999999996,-1.2999999999999972,15.6,71.0,18.2,69.7,0.0,19.0,6.0,7.0,23.0,10.0,13.0,33.0
大島優子,4,45343,40,157.0,-3.200000000000003,1.4000000000000057,22.1,87.6,18.9,89.0,77.0,183.0,40.0,0.0,123.0,16.0,40.0,139.0
大島美幸,9,13851,6,57.0,3.0,1.8000000000000114,24.6,93.1,27.6,94.9,0.0,21.0,2.0,2.0,27.0,15.0,4.0,42.0
大政絢,5,7897,5,81.0,0.29999999999999893,1.8999999999999986,10.3,53.5,10.6,55.4,5.0,115.0,3.0,0.0,75.0,1.0,3.0,76.0
大森南朋,8,161706,7,100.0,1.0,3.700000000000003,16.5,72.2,17.5,75.9,3.0,44.0,2.0,0.0,45.0,14.0,2.0,59.0
大沢あかね,15,26720,31,91.0,1.4000000000000004,1.1000000000000085,9.9,76.6,11.3,77.7,7.0,38.0,17.0,10.0,53.0,22.0,27.0,75.0
大沢たかお,6,16142,1,73.0,3.1999999999999993,3.9000000000000057,20.2,79.3,23.4,83.2,2.0,75.0,1.0,0.0,41.0,9.0,1.0,50.0
大泉洋,6,54119,67,427.0,1.4000000000000057,-0.30000000000001137,50.8,95.9,52.2,95.6,97.0,547.0,60.0,4.0,365.0,34.0,64.0,399.0
大竹しのぶ,8,22623,41,165.0,0.9000000000000021,-1.7000000000000028,20.7,92.0,21.6,90.3,53.0,156.0,35.0,3.0,115.0,26.0,38.0,141.0
大谷亮平,10,60223,11,76.0,-1.6999999999999993,-1.5999999999999943,15.0,71.3,13.3,69.7,10.0,34.0,6.0,0.0,26.0,9.0,6.0,35.0
大谷翔平,3,84812,56,600.0,-3.700000000000003,0.5,59.5,96.5,55.8,97.0,129.0,823.0,53.0,2.0,490.0,97.0,55.0,587.0
大野いと,11,23840,2,19.0,0.7,0.1999999999999993,1.1,13.8,1.8,14.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,9.0
天海祐希,2,5621,2,79.0,0.6999999999999957,-0.29999999999999716,49.7,91.3,50.4,91.0,4.0,67.0,2.0,0.0,51.0,12.0,2.0,63.0
天野ひろゆき,13,29871,25,56.0,0.20000000000000107,1.3999999999999915,15.6,89.2,15.8,90.6,33.0,49.0,20.0,4.0,38.0,7.0,24.0,45.0
太田光,10,30183,35,207.0,-7.0,0.5,20.5,91.5,13.5,92.0,-22.0,-115.0,11.0,22.0,55.0,125.0,33.0,180.0
奈緒,12,131397,89,350.0,5.0,7.800000000000001,8.3,31.3,13.3,39.1,146.0,594.0,80.0,8.0,315.0,22.0,88.0,337.0
奥平大兼,4,2435,27,268.0,-1.1,-2.0,1.6,10.1,0.5,8.1,25.0,128.0,15.0,7.0,108.0,59.0,22.0,167.0
奥田瑛二,6,28434,10,51.0,-0.5999999999999996,1.3999999999999915,7.3,63.7,6.7,65.1,-1.0,-6.0,3.0,4.0,14.0,21.0,7.0,35.0
奥貫薫,5,18354,5,19.0,0.0,0.3999999999999986,6.4,31.3,6.4,31.7,1.0,6.0,2.0,1.0,7.0,5.0,3.0,12.0
妻夫木聡,8,158779,40,297.0,4.799999999999997,3.0,29.0,87.1,33.8,90.1,53.0,289.0,38.0,0.0,207.0,37.0,38.0,244.0
宇垣美里,5,16656,4,86.0,1.4000000000000004,-1.2000000000000028,4.8,32.2,6.2,31.0,5.0,86.0,3.0,0.0,68.0,11.0,3.0,79.0
宇多田ヒカル,5,49336,17,182.0,0.3999999999999986,1.4000000000000057,39.1,93.5,39.5,94.9,10.0,264.0,10.0,6.0,154.0,22.0,16.0,176.0
