name,fame_pct,popularity_pct
JD Williams,71,28
Leeds Building Society,71,28
Martini Asti,57,28
Japan Airlines,66,28
MAC Cosmetics,59,28
The Cotswold Company,67,28
Jameson,79,28
Danone,70,28
Guess,60,28
United Colours of Benetton,78,28
Kurt Geiger,61,28
Veuve Clicquot,42,28
Arriva,75,28
Maplin,65,28
Royal Enfield,57,28
Skipton Building Society,74,28
Grand Marnier,59,28
Sipsmith Gin,43,28
Daimler Company,57,28
Viking Ocean Cruises,68,28
Tesco Ashbeck,48,28
Marmalade,46,28
Ritz-Carlton,65,28
Montblanc,65,28
Aberdeen,50,28
Shandy Bass,64,27
Avis,78,27
Frijj,61,27
Bravissimo,55,27
Love2shop,61,27
E.ON,96,27
SunnyD,75,27
Blacks,45,27
Dole Packaged Foods,65,27
Sonos,55,27
Park Plaza Hotels & Resorts,57,27
Mikado White,67,27
Smartwater,73,27
Gtech,58,27
Oakley,60,27
Puregym,72,27
Upper Crust,57,27
Lee Cooper,72,27
Campari,72,27
Lambrini,79,27
Tie Rack,66,27
BlackBerry,89,27
Aspall,47,27
Bernard Matthews,85,27
Danepak,68,27
Grundig,59,27
Glenmorangie,59,27
Westfield,54,27
The Original Factory Shop,53,27
Stena Line Ferries,74,27
Four Seasons Hotels,73,27
Nairn's,50,27
M.A.C,56,27
Fruit Winders Strawberry and Blackcurrant,72,27
Sheilas' Wheels,64,27
Ritter Sport Praline,56,27
Scratchcards,80,27
per una,56,27
Mattessons,69,27
Moschino,62,27
Teapigs,41,27
M&Co.,62,27
Laurent-Perrier,49,27
Vintage Inns,52,27
Coast,52,27
Fujitsu,82,26
PetPlan,76,26
FirstGroup,66,26
Coventry Building Society,58,26
Ramada,53,26
Craghoppers,49,26
Belkin,55,26
Candy Necklaces,81,26
Laithwaites Wine,62,26
Nakd,58,26
Lancashire Tea,49,26
Iberia,62,26
Las Iguanas,55,26
Allianz,72,26
Warehouse,61,26
Bendicks,57,26
Beaverbrooks,62,26
Kappa,74,26
Vaillant,54,26
Diadora,59,26
Boden,51,26
Carluccio's,51,26
American Airlines,88,26
Joules,58,26
Ryanair,97,26
Princess Cruises,62,26
NVIDIA,47,26
Activision,45,26
Enterprise,85,26
99p Stores,48,26
VictoriaPlum.com,65,26
David Lloyd Leisure,81,26
WKD,79,26
The Glenlivet,52,26
NFU Mutual,71,26
SkyBet,87,26
Red Stripe,74,26
Brylcreem,72,26
Henry Westons Vintage Cider,48,26
Baxi Potterton,36,26
Police,69,26
Makro,53,26
Britannia,65,26
JP Morgan,76,26
SumUp,36,26
Pharmacy2U,55,25
Plymouth Gin,57,25
Starling Bank,64,25
LIZ EARLE,45,25
Sheraton Hotels and Resorts,58,25
Cinzano,63,25
Chivas Regal,52,25
Heathrow Express,65,25
Bud Light,86,25
BrewDog Punk IPA,72,25
Ella's Kitchen,54,25
More Than,69,25
Flaming Grill,48,25
Cadbury Turkish Delight Biscuits,74,25
Dacia,77,25
Issey Miyake,47,25
Black Horse,65,25
Adnams,43,25
Monster,91,25
Chrysler,87,25
Mulberry,69,25
Liberty,46,25
Edinburgh Gin,43,25
Secret Escapes,64,25
Morgan Stanley,64,25
St James Place,60,25
Blackthorn,52,25
Whitley Neill,46,25
Tennent's,62,25
Benefit,43,25
Kayak,65,25
Docklands Light Railway,55,25
Leica,37,25
Nutmeg,52,25
Mercure Hotels,69,25
West Bromwich Building Society,46,25
Stowford Press,47,25
AON,48,25
Clipper,46,25
Isuzu,65,25
Mizuno,41,25
The Macallan,38,25
Microsoft Surface,64,25
Metro Bank,75,25
Barefoot Wine,47,25
Foyles,40,24
UNIQLO,44,24
Charlie Bigham's,48,24
Yo! Sushi,69,24
JBL,43,24
Bushmills,47,24
Magnet,70,24
AirAsia,52,24
Belling,53,24
Barratt Homes,77,24
Higgidy,39,24
Sizzler,37,24
Napoleon Brandy,53,24
Lancia,61,24
Chase,60,24
BrewDog Lost Lager,65,24
Kiehl's,41,24
Bargain Booze,61,24
Wild Turkey,48,24
Holsten,61,24
Fitness First,58,24
Royal London,65,24
Isle of Jura,42,24
Arnold Clark,77,24
BSA Company Limited,40,24
Sizzling Pubs,52,24
hub by Premier Inn,42,24
East Midlands Railway,64,24
Hyatt,52,24
Columbia,55,24
Stonehouse Pizza & Carvery,51,24
Bobbi Brown,57,24
Vera Wang,55,24
Asprey,50,24
Havana Club,63,24
Coutts,63,24
Air New Zealand,60,24
Russell & Bromley,56,24
Wild Bean Cafe,53,24
Wasabi,58,24
Alexander McQueen,66,24
Efes,38,24
Fila,82,24
Skol,68,24
City Link,62,23
The Co-operative Travel,70,23
Hardys,49,23
Ubisoft,50,23
Jack's,51,23
Valentino,48,23
Desperados,62,23
Hooch,69,23
Skullcandy,56,23
Laphroaig,42,23
Head,60,23
Asda Finance,64,23
Côte,48,23
Days Inn,55,23
Fred Olsen,68,23
LloydsDirect,68,23
Burton,50,23
SAS Scandinavian Airlines,45,23
Hummer,68,23
Norwegian Air,58,23
Camden Hells Lager,42,23
Ovo Energy,77,23
Le Coq Sportif,63,23
Reiss,62,23
Spudulike,52,23
Mango,59,23
Monkey Shoulder,36,23
Donnay,55,23
Lindemans,41,23
Sage,60,23
Agent Provocateur,59,23
Sainsbury's Energy,62,23
Mateus,51,23
Chiquito,68,23
Tesla,94,23
Worthington's,64,23
Bombardier,50,23
Chambord,46,23
Bavaria,49,23
Weird Fish,48,23
Gala Bingo,90,23
St Austell,44,23
All Bar One,54,23
Evans Cycles,53,23
Cadillac,82,23
Ritter Sport Yoghurt,45,23
Evans Halshaw,61,23
Hotel du Vin,40,23
Whyte and Mackay,56,23
Hobbs,51,23
HighStreetVouchers.com,47,23
Daewoo Electronics,69,22
Trailfinders,43,22
Coors Light,79,22
Leffe,48,22
Woolwich,71,22
Cupra,46,22
gohenry,58,22
Minute Maid,49,22
Hoegaarden,49,22
Trident,47,22
TotalEnergies,67,22
South Western Railway,83,22
Glen's Vodka,53,22
Thai Airways International,47,22
Westons,45,22
EAT.,53,22
Betfred,93,22
Dunhill,69,22
Three Barrels,49,22
Forbidden Planet,48,22
Smart,58,22
Bristol Street Motors,62,22
Doom Bar,54,22
Carling Cider,62,22
Great Northern,65,22
Itsu,56,22
Scottish Gas,88,22
PrettyLittleThing,71,22
Vladivar Vodka,54,22
Special Brew,80,22
Anastasia Beverly Hills,32,22
Anglian Water,63,22
William Hill,93,22
Brothers Cider,38,22
Malmaison,43,22
Honest Burgers,40,21
Taylor's Port,39,21
The Kraken Rum,49,21
Loch Fyne Restaurant,40,21
Whole Foods Market,46,21
Marston's Pedigree,51,21
Aprilia Motorcycles,42,21
Vita Coco,50,21
Continental,53,21
Piper Heidsieck,33,21
Rizla,78,21
Rough Guides,43,21
Virgin Active,52,21
NYX,36,21
Hummingbird Bakery,32,21
South West Trains,68,21
Walkabout,45,21
Carabao,50,21
Mountain Dew,76,21
Lola's Cupcakes,35,21
Samuel Smith's,43,21
Coopers,44,21
Lotto,75,21
Meta,85,21
Pilsner Urquell,40,21
Brahma,31,21
easyHotel,61,21
Elizabeth Shaw,39,21
Bulgari,60,21
Paddy Power,94,21
Hunter,50,21
Taylor Wimpey,62,21
Greenall's,45,21
Gatorade,64,21
Kaleidoscope,48,21
Yop,47,21
Spanx,58,21
Spitfire Kentish Ale,44,21
City Electrical Factors,38,21
Vegemite,90,21
Campo Viejo,31,21
BFI,35,21
Caribbean Twist,44,21
Kumala,33,21
Bill's,47,21
Picturehouse,30,20
Coke Life,61,20
Guerlain,40,20
Aperol,52,20
Fossil,47,20
Staropramen,34,20
Glayva,28,20
West Midlands Railway,59,20
Coffee Republic,52,20
The Gym Group,49,20
Barratts,66,20
The Co-operative Energy,57,20
Hershey,86,20
Cîroc,42,20
Cisco Systems,53,20
Crown Carveries,41,20
Finnair,48,20
Celebrity Cruises,48,20
Rocket Dog,38,20
Tamdhu,30,20
Rowenta,48,20
Calvados,36,20
Lanson,42,20
Bathstore,58,20
Avanti West Coast,74,20
American Apparel,49,20
Konami,37,20
Atlantic,38,20
McEwan's,53,20
TVR,46,20
Cult Beauty,27,20
Associated British Foods,51,20
Booths,41,20
MBNA,56,20
Kahlua,43,20
InsureandGo,46,20
Intuit Quickbooks,54,20
Cahoot,57,20
Miller Genunine Draft,50,20
Western Union,74,20
Scottish Power,86,20
Wilson Sporting Goods,46,20
TsingTao,38,20
Wolf Blass,43,20
Jigsaw,41,20
Tesco London Dry Gin,61,20
Marella Cruises,38,20
Merchant Gourmet,35,20
HTC,55,20
101 Hits,36,20
Air India,68,20
Dentyl,49,19
La Senza,52,19
Happy Shopper,56,19
Utility Warehouse,55,19
Delta Airlines,71,19
Deutsche Bank,66,19
Teacher's Highland Cream,47,19
Bourjois,43,19
Gallagher,39,19
Great Lakes,28,19
John Rocha,50,19
Black Sheep,40,19
Swinton,71,19
Talisker,41,19
Curzon,37,19
Gulf,68,19
M&S Energy,47,19
AMD,33,19
Shangri-La Hotels,37,19
Champagne Krug,52,19
Yokohama Tyres,36,19
Möben,42,19
Ritter Sport Marzipan,63,19
JoJo Maman Bebe,38,19
Foxy Bingo,78,19
Henry Goode's Soft Eating Liquorice,41,19
Five Alive,41,19
Caffrey's,48,19
Hankook,40,19
BA CityFlyer,49,19
Advocaat,67,19
Goldman Sachs,68,19
HomeServe,50,19
Lipsy,45,19
Revitalift,46,19
Vanguard,53,19
Roku,43,19
Jules Verne,50,19
OpenAI,48,19
Forest Holidays,35,19
MSC Cruises,49,19
Shepherd Neame,29,19
Marmite Rice Cakes,81,19
Pure Brewery,31,19
Timothy Taylor,36,19
Highland Park,30,19
Kwik Fit Insurance,70,19
Yorkshire Water,72,19
Chevron,63,19
Abarth,40,19
British Seniors,47,19
Alienware,33,19
easycar,45,19
Phones 4U,89,19
ATS Euromaster,50,19
Pretty Green,29,18
Wiggle,27,18
De Beers,45,18
Leon,37,18
Bishops Finger,41,18
Southern Trains,68,18
Blue Harbour,35,18
Blue Moon,36,18
Moncler,44,18
Thistle Hotels,47,18
Jurys Inn,53,18
Elemis,38,18
Sourz,45,18
Bottle Green,32,18
Sennheiser,35,18
Starlink,46,18
Chef & Brewer,44,18
Fireball Cinnamon Whisky,37,18
Sun Bingo,74,18
GreenThumb,41,18
Chiltern Railways,51,18
Blizzard Entertainment,29,18
Cheltenham & Gloucester,61,18
Oliver Bonas,46,18
Park Inn,41,18
James Villa Holidays,42,18
Metaxa,34,18
KTM Motorcycle,37,18
Aqua,44,18
MacDonald Hotels,43,18
Ringtons,28,18
Damart,41,18
Wadworth,29,18
Airtours,46,18
Freemans,61,18
Tuborg,53,18
Missguided,52,18
Church's,32,18
Malaysia Airlines,66,18
Ballantine's,42,18
Thwaites,51,18
SunLife,62,18
Staysure,37,18
Thameslink,52,18
Dodge,58,18
Harveys,37,18
Bet365,89,18
CD Projekt Red,25,18
Isla Negra,35,18
Credit Suisse,48,17
The Fabulous Bakers,42,17
Lamb's,41,17
Made.com,35,17
Alitalia,38,17
Torres,27,17
QUIZ,42,17
EMR(East Midland Railways),63,17
Balenciaga,53,17
Fursty Ferret,31,17
Sloggi,46,17
Belhaven,34,17
King,45,17
Exxon Mobil,54,17
Amarula Cream Liqueur,31,17
Bhs Coffee Lounge,35,17
Southeastern Trains,67,17
Freixenet,34,17
Garnier Olia,41,17
DS Automobiles,43,17
Ricoh,43,17
Caravan and Motorhome Club,52,17
Ruddles County,35,17
SSE (Scottish & Southern Energy),74,17
Servis,46,17
Elf,41,17
Buick,57,17
Purdey's,34,17
Xero,49,17
Gail's,33,17
Balmain,40,17
MoneyGram,54,17
Eastern Airways,37,17
Ritter Sport Dark Chocolate,68,17
General Motors,71,17
Lookfantastic,27,17
Yves Rocher,41,17
Chipotle Mexican Grill,56,17
Ben's Cookies,33,17
Buffalo Trace,26,17
Merrell,29,17
Mount Gay,31,17
Harp,49,17
Chartreuse,36,17
Badger Ales,34,17
Fuji,52,17
Belvedere Vodka,42,17
United Utilities,43,17
AJ Bell,36,17
Red or Dead,41,17
Mouton Cadet,34,17
Bannatyne,54,17
Pernod Ricard,43,17
Coral,88,17
Opus Energy,55,16
Olympic Holidays,35,16
Transport for Wales,42,16
Essex & Suffolk Water,38,16
Wood's 100 Old Navy Rum,38,16
Wainwright,45,16
Nutrisse,39,16
Fidelity International,35,16
Manolo Blahnik,32,16
FlixBus,36,16
Tobermory,42,16
Fenwick,42,16
Sixt,50,16
Low Cost Holidays,39,16
Tullamore Dew,25,16
Creams Cafe,28,16
Urban Decay,37,16
Loewe,32,16
Caledonian MacBrayne,26,16
Anytime Fitness,37,16
Glossier,27,16
ING Direct,49,16
Stansted Express,51,16
Giraffe Restaurant,40,16
Budget,45,16
William Hill Vegas,80,16
Bénédictine,45,16
Dubonnet,54,16
Hargreaves Lansdown,47,16
Animal Friends,30,16
Dixy Chicken,37,16
Ladbrokes,98,16
CrossCountry,44,16
Gulf Air,50,16
Mirinda,36,16
Chang,27,16
Tombola,72,16
Whistles,32,16
SSE Water,57,16
Erdinger,37,16
Triumph International,43,16
Shake Shack,46,16
BetVictor,49,16
Scottish Blend,32,16
Alliance Tyres,32,16
Duvel,37,16
Rockport,40,16
Topps,45,16
Samsung SHAPE,27,16
Fonseca,31,16
Merrydown,40,16
Casting Crème Gloss,40,16
Bandai Namco,29,15
BOXT,28,15
Bells,31,15
GE Energy,44,15
Miu Miu,40,15
Chelsea Building Society,45,15
Omaze,68,15
Aberlour,26,15
Hitachi Personal Finance,38,15
Koenigsegg,26,15
TravelBag,34,15
McGuigan Wines,33,15
Kuoni,43,15
Barrhead Travel,28,15
Severn Trent Water,73,15
Powerade,57,15
Mecca Bingo,84,15
Four Bells Navy Rum,41,15
Roosters Piri Piri,33,15
Harry's,34,15
Fendi,47,15
188Bet,55,15
Quooker,43,15
Stowells,38,15
Principles,51,15
Village Hotel Club,31,15
VK,39,15
Opodo,37,15
Genesis,44,15
Tarte Cosmetics,23,15
Oyster Bay,32,15
Old Mutual,39,15
AVG,48,15
SSE Airtricity,36,15
Tide,29,15
Divine Chocolate,28,15
Oranjeboom,34,15
TAP Portugal,27,15
Hurtigruten,25,15
Jane Norman,40,15
Dorchester Collection Hotels,41,15
Canadian Club,35,15
Favourite Chicken & Ribs,30,15
Nest,43,15
J. P. Chenet,34,15
888 Ladies Bingo,50,15
Turkish Airlines,70,15
Betfair,82,15
Ecotricity,29,15
Valve,22,15
Nars,30,15
Salomon,31,15
Alexander Wang,40,15
Midori,29,15
Virgin Games,57,15
BlackRock,40,15
Park Christmas Savings,58,15
bareMinerals,35,15
Thames Water,90,15
Comfort Inn,47,14
Condor Ferries,42,14
Denplan,38,14
Brancott Estate,28,14
Simplyhealth,40,14
Air China,55,14
Wolseley Ware (formerly Plumb Center),31,14
CBGB,20,14
Loake,24,14
Square Enix,22,14
Travelsphere,31,14
LeoVegas,26,14
Paul Masson,28,14
Bath Ales,23,14
Aegon,46,14
BoohooMAN,45,14
Rosemount Estate,24,14
Codemasters,28,14
First Utility,51,14
Best-One,36,14
easyGym,37,14
United,41,14
Pensionbee,41,14
JetBlue,42,14
Ardmore,32,14
Hop House 13,32,14
Abel and Cole,39,14
Citibank,64,14
Close Brothers,31,14
Religion Clothing,25,14
Tata,57,14
Kate Spade,32,14
Bonprix,29,14
Atom,25,14
Greyhound,39,14
Ideal,33,14
Ageas,37,14
Nairn's Wheat Free Mix Berry Biscuits,39,14
Samuel Adams,32,14
Cauldron,28,14
Gaucho,28,14
Echo by Lloyds Pharmacy,26,14
Welch's Juice,37,14
Utilita Energy,44,14
Lombard Direct,49,14
Sprouts Farmers Market,22,14
Everyone Active,27,14
McMillan Hotels,26,14
Northern Rail,82,14
Celine,35,14
Shackleton,33,14
Brains,35,14
DeLonghi Purifier,36,14
Noilly Prat,27,14
PopCap Games,27,14
Privilege,33,13
Wahaca,24,13
Planet Organic,28,13
Thrifty,43,13
China Airlines,49,13
Take-Two Interactive,23,13
Grand Central by arriva,26,13
First ScotRail,53,13
Mace,30,13
Bowmore,26,13
Tencent Games,25,13
BYD Auto,32,13
Vertu Motors,28,13
Graham's Port,25,13
BNP Paribas,38,13
Old Rosie,28,13
Lottoland,45,13
Oban,27,13
Avon Tyres,36,13
Finlandia,29,13
Hamptons International,37,13
Age Perfect,38,13
Boylesports,32,13
Crown Royal,28,13
ECCO,39,13
Sierra Nevada,28,13
Boux Avenue,40,13
Veolia,45,13
Blue Nun,46,13
Sigma,28,13
Newcastle Building Society,43,13
Maille,24,13
Agfa,35,13
Equitable Life,51,13
Navman,19,13
118 118 Money,53,13
Taittinger,37,13
Alphabet,31,13
Cloud Nine,28,13
Lindisfarne Mead,28,13
Bottega Veneta,26,13
Q8,34,13
Air Serbia,27,13
Megelli Motorcycles,25,13
Stolichnaya Vodka,33,13
Pepe's Piri Piri,41,13
Glow Worm,35,13
Orchard Pig,23,13
Glen Elgin,23,13
Inkeepers Lodge,32,13
Riviera Travel,36,13
Brasserie Blanc,22,13
Three Spirit Non-Alcoholic,22,13
What Car? (Dealership),51,13
Aquascutum,31,13
Swift Cover,42,12
Innis & Gunn,25,12
Yamazaki Whisky,29,12
Mr Green,27,12
Gaymer,29,12
Principality Building Society,33,12
Invesco,40,12
Jimmy Chung's,29,12
cinch,68,12
Excellence,28,12
Duchamp,25,12
Tanglefoot,23,12
Hoxton Gin,31,12
Centrica,50,12
Tsingtao Beer,28,12
Cannon Cookers,32,12
Kenwood Travel,22,12
Modelo Especial,21,12
Franco Manca,32,12
Charles Stanley,24,12
Feelunique,27,12
Caterham,28,12
Alcatel,42,12
Cazoo,59,12
Courage Directors,39,12
PlayOJO Casino,37,12
HBOS,46,12
Croatia Airlines,34,12
Jet Airways,37,12
Flybmi,44,12
La Tasca,33,12
Cardhu,20,12
Korean Air,47,12
Doro,27,12
Oddschecker,27,12
Paul,20,12
Razer,21,12
QHotels,24,12
Cos,27,12
Accor,24,12
Scottish Hydro Electric,35,12
Hiscox,35,12
Scapa,18,12
32Red,42,12
Hartlepool Water,22,12
Silversea,27,12
Table Table,33,12
Mr & Mrs Smith,35,12
Yours,23,12
Otter Bitter,20,12
London Northwestern Railway,41,12
Wychwood,22,12
Kempinski Hotels,19,12
Flight Centre,28,12
Lookers,33,12
Loganair,45,12
Shawbrook Bank,24,12
Cambridge Water Company,26,12
Southwest Airlines,37,12
The Sun Vegas,39,11
Numan,40,11
Schroders,34,11
Goose Island,31,11
Crystal Ski Holidays,28,11
Natural Light,17,11
Pontiac,48,11
Coty Inc.,28,11
Morley's,22,11
Norwich and Peterborough,34,11
BAA Limited,41,11
Greensleeves,23,11
Russian Standard,32,11
Healthspan,29,11
Lincoln,31,11
ManoMano,34,11
Somersby,34,11
Vueling,28,11
Lumen Technologies,28,11
El Al,33,11
iRobot Roomba,25,11
Anthropologie,28,11
Biba,33,11
Lagavulin,16,11
Carwow,36,11
Nasty Gal,31,11
Oxford Landing,20,11
South East Water,52,11
Shakeaway,25,11
Buzz Bingo,40,11
Fidelity Investments,25,11
Chase Distillery,22,11
Better Energy,29,11
Dollar Shave Club,32,11
100 Hits,23,11
Bulb,34,11
Byron,27,11
ToteSport,37,11
Better Bathrooms,24,11
Jacksons of Piccadilly,20,11
Paulaner,21,11
Dollar,23,11
Milk Makeup,21,11
Woodforde’s,21,11
Chicken Cottage,31,11
Tyskie,38,11
Paradox,26,11
Tofoo,40,11
Warsteiner,21,11
Hayes & Jarvis,28,11
Archos,21,11
Irish Ferries,53,11
Becca Cosmetics,18,11
Dalwhinnie,21,11
Henry Westons,27,11
Yotel,25,11
DeepSeek,19,11
Xiaomi,29,11
Foam Brewers,17,11
NetEase Games,18,11
Flat Iron,20,11
Dual Energy,20,11
Corona Energy,28,10
Bestinvest,15,10
Happy Tiger,27,10
Drivy,16,10
DIY Kitchens,21,10
Stratstone,23,10
Sutton and East Surrey Water,26,10
Seedlip Non-Alcoholic Spirit,23,10
RSA Insurance Group,30,10
Bare Escentuals,24,10
2K Games,24,10
Hitachino,23,10
SmartestEnergy,22,10
Hesketh Motorcycles,31,10
Virgin Bet,56,10
Edwardian Hotels,28,10
Vermont Brewery,22,10
Faith,32,10
Noom,35,10
Bloc Hotels,24,10
Jackpot Village,21,10
Affinity Water,24,10
Thornbridge,16,10
Frosty Jack,34,10
Global Infrastructure Partners (GIP),20,10
Mazawattee Tea Company,24,10
Huda Beauty,22,10
Neuralink,23,10
Wizz Air,54,10
Craigdon Mountain Sports,16,10
RIAS,22,10
heycar,23,10
Breyers,20,10
Oracle,46,10
Hiyacar,22,10
Otter Ale,22,10
O Haras,19,10
Heverlee,15,10
South African Airways,49,10
Czech Airlines,36,10
Jose Cuervo,26,10
Frigidaire,42,10
Greater Anglia,28,10
Outfit,30,10
PFP Energy,22,10
Horniman's Tea,26,10
Brakspear,26,10
Eurolines,27,10
Bethesda Softworks,26,10
Canti,24,10
Pomellato,18,10
Quilter,21,10
Chain Reaction,21,10
Bud Light Plainum,30,10
E&J Gallo,29,10
Founders,21,10
Smile,24,10
Zopa,31,10
flydubai,36,10
LVMH,15,10
Bought By Many,19,10
Oceanix,12,10
Old English Inn,27,10
UBS,30,10
Rexel,27,10
Cooper Tires,23,10
Total Gas & Power,38,10
Power NI,21,10
Rathbones,33,10
Hainan Airlines,18,10
Corus Hotels,18,10
SkyVegas,70,9
Penfolds,28,9
Boomin,20,9
Strada,41,9
Mint,27,9
Chimay,21,9
Gin Mare,25,9
Irish Meadow,31,9
Bowers & Wilkins,15,9
Hook Norton,23,9
Set For Life,28,9
Energia,19,9
Gala Casinos,61,9
Simple Gas,18,9
The Dalmore,20,9
RBC Wealth Management,20,9
Wicked Kitchen,23,9
Dee Valley Water,22,9
Eurowings,30,9
Escada,27,9
Luxardo,19,9
Pacifico,20,9
Vanquis,41,9
Metro Inns,26,9
DeepMind,20,9
Blue Inc.,22,9
LoCO2 Energy,19,9
Irwin Mitchell Solicitors,32,9
Party Poker,31,9
Good Energy,24,9
Castle Cover,20,9
Bytedance,26,9
Penderyn,18,9
Budějovický Budvar,21,9
Grosvenor Casinos,52,9
Claude,15,9
Asiana Airlines,24,9
Leisure Cookers,25,9
Zuhair Murad,20,9
Suez,19,9
c2c,19,9
ODDBOX,29,9
Off-White,22,9
Betsafe,52,9
Ricard,33,9
Investec,24,9
Tripel Karmeliet,13,9
Coors Banquet,36,9
Curvissa,21,9
TotallyMoney,28,9
Balvenie,18,9
Countrywide Energy,20,9
Molson Canadian,30,9
DeepAI Inc,23,9
Monese,24,9
Genesis Casino,20,9
Ocean Finance,52,9
V8,31,9
Butcombe,25,9
Jackpotjoy,46,9
White Lightning,68,9
Grange Hotels,21,9
China Southern,29,9
Titan Travel,25,9
Esure,51,9
BrightHouse,60,9
Scotmid,21,9
B.,20,9
La Mer,21,9
Jennings,24,9
Up & Go,17,8
Haven Power,17,8
Preference,17,8
Savanna Dry Cider,19,8
Infiniti,42,8
Birchbox,22,8
Cannacord Genuity,12,8
Supercell,22,8
Weihenstephaner,15,8
Alamo,31,8
Neilson Active Holidays,18,8
Beiersdorf AG,23,8
Alibaba,45,8
Audley Travel,21,8
Hub footwear,26,8
F&C Investments,19,8
Rail Discoveries,19,8
weflip,12,8
Flogas,18,8
Brakspear Triple,17,8
Sytner Group,20,8
Milwaukee Best Ice,21,8
Lagunitas,15,8
United Healthcare,36,8
Pet Protect,27,8
ElevenLabs,14,8
LOT Polish Airlines,24,8
Kiddicare,34,8
M&G Investments,18,8
Exhibit,16,8
BioFreeze,14,8
Folgers,19,8
Lemon UPS Girl Scout Cookies,17,8
Kingstone Press,19,8
ViaVan,12,8
Exclusive Hotels,25,8
Cholderton and District Water Company,17,8
Titan Airways,20,8
Métisse Motorcycles,18,8
umi Hotels,18,8
Mountain Equipment,30,8
Merseyrail,36,8
Zipcar,35,8
Miller Homes,31,8
Smashbox,21,8
Curious Elixirs,17,8
The Row,14,8
Marshall Motor Group,27,8
So Energy,20,8
Tossed,15,8
Cazenove Capital,13,8
Julian Graves,20,8
Upbeat,17,8
Pennon,16,8
Helsing,16,8
Character AI,21,8
Luma AI,16,8
Shiseido,15,7
Turo,10,7
Strike Estate Agent,16,7
Piaget,14,7
Crerar Hotels,19,7
Gazprom,33,7
Rohan,26,7
K Cider,29,7
Brewin Dolphin,22,7
Busabout,17,7
Betway,67,7
Valero,17,7
GnERGY,23,7
Ermenegildo Zegna,13,7
Granite,17,7
Ghia,17,7
Menabrea,14,7
Lawn Master,22,7
HyperX,15,7
Lazy Jacks,17,7
Badoit,16,7
Riverford,19,7
Palantir,26,7
Axis Energy,22,7
888,50,7
Murco,32,7
London Midland,30,7
Dream Vegas,24,7
Brioni,12,7
Ardbeg,18,7
Evelyn Partners,19,7
LaBatte Blue,15,7
Nambarrie,12,7
ColourPop,15,7
Jasper AI,13,7
Wilson Retail,14,7
SuperValu,11,7
Explore Worldwide,13,7
Vizio,15,7
EverPure,16,7
United Gas and Power (UGP),19,7
Marlin,23,7
TransferWise,16,7
Old Pulteney,21,7
Synthesia,14,7
Casoola Casino,17,7
Peel Hotels,17,7
BANK Fashion,21,7
V-Kat Schnapps,28,7
bwin,26,7
Salvatore Ferragamo,14,7
Aeroflot,52,7
Unibet,43,7
Ariat,19,7
Absolute Collagen,21,6
Lex Autolease,28,6
Marz Community,17,6
Realme,13,6
PokerStars,36,6
Nexen Tire,18,6
Redrow,31,6
LiveScore Bet,24,6
Tessamae's,20,6
Pizazz Bingo,15,6
Auchentoshan,19,6
Mistral AI,12,6
EgyptAir,45,6
Clear Business Energy,16,6
Punjana,15,6
InterRent,14,6
Oppo,23,6
Principal Hotel Company,12,6
Beagle Street,30,6
Wayve,19,6
MaskedSinger Casino,18,6
Matchesfashion.com,14,6
Magical Vegas,19,6
Woodnose Sacre,16,6
Pol Roger,15,6
Deuchars,23,6
Kwiff,19,6
High-Flyer,16,6
BG Insurance,13,6
Bristol Energy,18,6
Dr. Bronner,10,6
Strutt & Parker,23,6
Independent Water Networks,19,6
Drafty,12,6
Glengettie,16,6
Colossal Biosciences,11,6
Bjarke Ingels Group,11,6
Bunnings warehouse,18,6
Engie,20,6
Autoline Insurance,15,6
Dafabet,26,6
Mennace,9,6
Jinro,11,6
Pick Up Stix,17,6
Regent Gas,15,6
Conosur,19,6
Portsmouth Water,27,6
ZTE,13,6
STA Travel,24,6
Loro Piana,13,6
JOY,14,6
Fudco Red Peanuts,23,5
BetMGM,36,5
Albion Water,17,5
Bellerose,14,5
Berluti,9,5
Montane,17,5
Goldcar,20,5
Klene,13,5
Firefly Rent-a-car,14,5
DJI Innovations,16,5
Sergio Rossi,21,5
Tecate,13,5
Yuenglng Lager,16,5
Rimowa,9,5
Macklin Motors,12,5
Youth Code,13,5
Xile,12,5
MET-Rx,11,5
SuperBreak,16,5
Stability AI,15,5
Casino Joy,26,5
CALA Homes,15,5
Harbin,13,5
LATAM Airlines,9,5
CasinoLab,12,5
Tractable,14,5
Contract Natural Gas,14,5
Faustino,9,5
Pimco,18,5
Back Me Up,7,5
Centauro,17,5
Garage Shoes,16,5
Elvital,19,5
AvantiGas,20,5
Meat & Shake,11,4
BGL Group,13,4
Fairfx,16,4
Baillie Gifford,15,4
Pod Restaurant,15,4
Landal GreenParks,9,4
Aleph Alpha,9,4
First Cape,12,4
Sailor Jerry,23,4
Hughes Insurance,20,4
Proteau,10,4
South Staffordshire Water,27,4
Signal AI,18,4
Abbey,20,4
F&S Energy,9,4
Moonton,11,4
Ahmad,13,4
Pentire Adrift,14,4
Flow Energy,15,4
Affect Energy,9,4
LowLow,13,4
BetStars,20,4
Finlux,14,4
SafeToNet,13,4
Jupiter Asset Management,19,4
Air Transat,21,4
M88 / Mansion,18,4
MA Energy,16,4
Crown Gas and Power,11,4
Tencent,20,4
Meat Liquor,18,4
