name,fame_pct,popularity_pct
Amba Hotels,11,4
Kin Euphorics,10,4
Garena,9,4
Casino Gods,23,4
M.A.G,10,4
Smart Insurance,25,4
Ikano Bank,15,4
For Bitter For Worse,16,4
SportPesa,10,4
DeadHappy,14,3
Zubrowka,11,3
Go Effortless Energy,9,3
Arniston Bay,13,3
Matthew Algie,10,3
Yorkshire Gas and Power (YGP),28,3
By Miles,9,3
bgo,16,3
daligas,9,3
Yanjing,14,3
Very Exclusive,12,3
Comptoir des Cotonniers,8,3
Rasasvada Zero-Proof Spirit,16,3
Culturelle,12,3
Cigna,13,3
Ebico,9,3
Yü Energy,15,3
Wealthify,25,3
TCL,23,3
Sagemcom,12,3
BOTB,12,2
INQ,9,2
Clarifai,9,2
For Goodness Shakes,12,2
Jennings Bet,17,2
D-ENERGi,12,2
South Wales Electricity (SWALEC),49,2
Onefinestay,9,2
Cuadrilla Resources,10,2
Covea,5,2
