name,name2,gender,pop_diff_past,aware_diff_past,201902人気度,201902知名度,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5,weightedPV1_past,weightedPV2_past,weightedPV3_past,weightedPV4_past,weightedPV5_past,allPV_past
内村光良,内村光良,男性,-4.7,-1.4,53.5,98.2,5,19779,10,77,-2.8,-0.7,48.8,96.8,46,96.1,14,89,10,0,63,7,10,70,2.73E-07,0.001459913668,7.941473031,203847.7636,18.819872,37214.62013,87199.59038,15740.98608,1400.43908,54450.92775,189675,3752.96342,5211.040499,348205.7737,722409.0447,21060.30852,2600.905531,328853.2528,2079193
内田有紀,内田有紀,女性,-0.9,-2.7,32.9,82.7,6,184211,23,105,-0.7,-0.4,32,80,31.3,79.6,16,59,15,4,56,19,19,75,8.27E-08,0.00375714157,9.166754617,231662.6398,23.28498743,118332.001,281107.6329,58529.73792,7377.495553,183019.9557,593736,35388.61925,46994.50662,584607.9478,1218711.889,26108.83271,3783.182267,562401.9925,3466521
内田理央,内田理央,女性,-0.3,0.3,6,36.3,5,24400,15,143,1,3.6,5.7,36.6,6.7,40.2,15,177,12,2,121,11,14,132,4.26E-10,4.62E-05,12.87527513,266949.3611,30.30857795,45429.88383,108501.5834,26362.49949,2288.743407,70719.73959,226508,3452.974117,4495.001121,311488.2265,645720.1539,18271.0325,1770.956992,292654.8343,1861166
内藤剛志,内藤剛志,男性,-1.8,-6.5,22.5,89.9,5,17897,12,72,-1.4,2.1,20.7,83.4,19.3,85.5,24,85,12,0,53,6,12,59,6.99E-262,0.0002360435442,5.669806662,125212.6031,14.37596248,27269.72063,64525.38264,14125.06503,1428.022307,41420.80763,137581,2924.587368,3952.460049,204637.6064,430323.3526,19217.80918,1734.07986,203974.4402,1202332
内野聖陽,内野聖陽,男性,-0.1,-3.8,19.6,68,2,6743,2,59,0,0.8,19.5,64.2,19.5,65,0,25,0,0,23,11,0,34,3.85E-08,0.001643842667,5.044158679,93575.6202,9.570501069,37644.58423,89790.08856,21069.96243,2095.749887,58608.85276,187980,0,0,457585.6353,947978.1019,16244.30535,1656.205211,428026.1922,2732276
出口夏希,出口夏希,女性,0.9,1.6,0.2,2.1,14,36353,25,112,-0.4,-0.9,1.1,3.7,0.7,2.8,34,205,21,3,101,4,24,105,1.38E-08,0.002615784035,8.274295301,187458.5216,19.41661832,44347.63826,109620.2842,44816.75923,3742.79518,77085.23277,213060,3003.408584,4100.377201,29979.7068,64155.98497,3575.277849,392.9210877,32050.8503,171870
出川哲朗,出川哲朗,男性,-6.6,-0.7,46.4,97.9,9,24314,29,176,3.2,0.5,39.8,97.2,43,97.7,43,148,24,2,115,33,26,148,2.61E-07,0.001628444447,15.65440995,357266.2531,40.11549215,37554.97427,90393.67098,26232.05299,2950.167182,60728.3228,186114,3524.629487,7786.561157,343318.9985,717901.1784,35807.75343,8653.988643,340625.7708,2037319
別所哲也,別所哲也,男性,1.4,-4.9,8.3,76.6,6,25074,3,52,-1.4,3.5,9.7,71.7,8.3,75.2,1,15,2,1,19,7,3,26,0,3.22E-06,4.537851728,91045.03645,8.449979589,19831.652,45126.20876,4414.961117,479.2868094,26336.40717,104571,1876.462675,2232.827118,95349.56902,197130.3394,3679.141489,333.3572967,88430.81942,571189
前田敦子,前田敦子,女性,1.7,-0.1,7.3,89.7,10,47456,52,354,0.9,-1.1,9,89.6,9.9,88.5,30,128,32,12,193,101,44,294,9.05E-08,0.0004354813438,26.59643927,630367.6733,63.06833853,43612.49096,103209.2969,22791.6356,1409.945715,65397.46993,219669,9014.07533,13023.03583,324477.5282,674467.6879,17324.81514,1811.845471,308181.4581,1930673
前野朋哉,前野朋哉,男性,-1.2,0.9,4.2,38.9,6,4161,13,51,1.1,3.9,3,39.8,4.1,43.7,4,42,6,2,29,2,8,31,0,7.40E-07,3.991515588,79959.18285,9.365981468,9025.963904,22465.6825,10024.86893,1120.913062,16310.14129,43187,468.8674296,809.1970014,77634.60754,163254.4706,3220.952405,335.5664803,77108.46074,454293
劇団ひとり,劇団ひとり,男性,3.9,-1.2,26.4,95.2,13,41045,49,185,-3.4,0,30.3,94,26.9,94,42,73,30,13,76,51,43,127,9.41E-08,0.00046688122,15.63883132,313970.1226,37.61936913,36010.78245,85186.67458,17952.93111,2397.796155,55175.26067,181860,6932.328056,10975.89849,213851.1049,452836.944,14428.54884,1383.56444,218549.6442,1242347
加瀬亮,加瀬亮,男性,-1.6,2.8,9.9,50.8,3,5098,0,37,2,5.7,8.3,53.6,10.3,59.3,0,13,0,0,14,8,0,22,2.44E-08,0.0002406525242,2.90843593,52394.29177,4.80962694,21607.49631,51371.52931,11891.89129,1079.813078,33217.68364,108327,704.7178662,966.3181925,221677.2444,459940.3588,11154.25736,1028.996768,208805.1747,1322171
加藤小夏,加藤小夏,女性,0.7,-1.2,0.2,2.8,15,71128,16,42,-0.7,-0.5,0.9,1.6,0.2,1.1,20,37,10,2,21,2,12,23,0,4.11E-06,3.178721356,86302.46527,8.929728162,33568.21447,77230.676,5404.676065,244.2689717,45590.81534,173838,14228.88729,18590.71598,43752.38407,91597.34509,3688.462524,235.8767409,42733.58952,258426
加藤浩次,加藤浩次,男性,-5.7,-0.3,26.2,92.7,8,44684,47,210,1.1,0.3,20.5,92.4,21.6,92.7,15,-2,27,19,93,96,46,189,2.79E-08,0.0001842909089,17.21760112,525678.9722,50.94767824,45165.01434,106668.1939,21161.83192,2014.375144,67906.95833,228097,4353.721481,5839.114569,347027.1774,716272.3098,17676.89554,1946.553764,320371.4733,2085940
加藤諒,加藤諒,男性,1.2,-0.5,13.1,88.5,10,19126,4,56,-1.6,-0.2,14.3,88,12.7,87.8,7,38,4,0,25,7,4,32,0,1.53E-05,4.255543839,91376.6909,8.789530589,19082.38619,44278.68188,7012.887673,538.1840005,26957.18415,98381,2381.348918,3305.23932,124454.4756,258350.4839,7241.258234,588.0481959,117477.2512,742886
勝俣州和,勝俣州和,男性,-1.4,-2.9,14.7,88,7,13785,14,58,-1.1,2,13.3,85.1,12.2,87.1,6,12,7,2,21,11,9,32,1.39E-07,0.0003569623651,4.787612552,124579.575,13.17868435,16030.74656,37947.62216,8457.814223,833.4533905,24370.30912,80857,2884.154889,3992.727206,117684,246035.2068,8116.786433,899.4166107,114611.2206,695966
勝地涼,勝地涼,男性,-3.6,8,10.1,68.8,13,43984,10,61,0.6,1.4,6.5,76.8,7.1,78.2,5,28,6,1,34,11,7,45,6.87E-09,1.74E-05,4.971187311,135522.474,13.4985898,27642.73972,67594.19233,25445.56965,1520.630854,45923.52767,134334,7419.819132,12397.31421,277603.4883,578978.1355,13054.54648,890.1930821,266609.8536,1643219
勝村政信,勝村政信,男性,-2.3,-3.5,16.3,79.3,14,24248,15,58,-0.4,4.4,14,75.8,13.6,80.2,12,43,7,3,30,7,10,37,4.92E-08,0.0001139947755,5.129326748,105839.0013,12.77883269,21374.03753,50298.77213,8847.811659,707.2521691,31573.59702,108213,3465.563689,5133.859553,121522.6991,252752.4883,9351.962967,763.1342138,115755.2368,723735
北乃きい,北乃きい,女性,3,-2.6,8.5,76.1,16,104426,8,56,-1.6,0.7,11.5,73.5,9.9,74.2,2,4,2,0,17,16,2,33,1.04E-08,0.0001923076269,5.299351005,109444.182,10.34199845,49539.30777,125466.1241,51109.91331,21936.81125,110751.2857,234732,23798.59011,69765.89393,344432.6671,716430.1824,13009.03129,993.5727848,327190.4424,2046621
北大路欣也,北大路欣也,男性,-2.8,-4.4,24.4,92,11,47926,18,69,4.8,2.5,21.6,87.6,26.4,90.1,25,90,14,1,52,5,15,57,0,2.99E-05,6.163534744,111302.9616,12.3550087,43179.4584,106162.4535,39481.8012,5024.546866,75329.98586,209327,6955.354255,17437.73559,261393.8621,546256.3713,19573.36327,3705.901716,255861.0972,1546461
北山宏光,北山宏光,男性,-1.2,4.8,5.8,53.6,4,8627,6,175,0.5,1.8,4.6,58.4,5.1,60.2,6,-10,4,1,52,85,5,137,2.27E-08,0.000109163517,13.69691643,263861.9472,30.09868536,19188.51197,46277.13513,14226.81867,1428.44086,31096.77073,94949,2311.74811,4741.710842,170425.5682,354244.525,12096.14986,1084.287195,161971.6013,1015421
北川景子,北川景子,女性,-6.9,-1.8,48,94.2,5,75970,67,419,4.2,-0.9,41.1,92.4,45.3,91.5,61,481,52,11,352,30,63,382,1.34E-06,0.006478740198,34.67016493,948458.9751,89.14062417,94860.31821,233667.4818,91016.76525,10441.64542,165968.0615,458139,16044.1439,32730.86722,597459.2613,1245261.133,46239.60598,7835.758015,577859.7284,3548647
北斗晶,北斗晶,女性,-7.9,-2.7,26.5,94.9,10,22602,35,263,1.9,-0.5,18.6,92.2,20.5,91.7,29,98,24,6,129,63,30,192,0,6.24E-06,20.89479858,531711.2152,52.40246991,21900.35061,52547.50938,13894.06023,1535.277621,34944.83526,108804,3676.79082,6253.072667,122364.3367,262261.5164,16512.46646,1195.103687,131159.336,702658
北村一輝,北村一輝,男性,5.4,-1.2,21.9,84.2,7,149600,35,137,-1.5,2.8,27.3,83,25.8,85.8,42,150,30,3,102,12,33,114,2.83E-08,0.0001378487579,10.59263383,252695.0144,26.17815969,85223.58303,196563.9275,25112.47603,1787.444964,117674.4467,441827,27309.01596,37370.41151,362481.5065,758880.3715,37938.17483,3408.842968,355425.8388,2144862
北村匠海,北村匠海,男性,14.5,34,7.3,34,7,52697,30,260,3,6,21.8,68,24.8,74,36,353,21,3,220,28,24,248,1.22E-07,0.002844262176,25.80286138,569264.8588,57.47275098,85198.29995,215710.7577,101802.8887,21729.99394,172304.48,401211,15863.96249,42862.35692,865762.3684,1799935.217,48133.32313,12671.26095,830856.1008,5150826
千原ジュニア,千原ジュニア,男性,-0.2,-2,19.1,95.8,6,16649,15,243,-1,0,18.9,93.8,17.9,93.8,8,110,8,4,128,49,12,177,1.80E-07,0.0009986421967,18.36788645,423683.0232,48.50621591,29053.70129,69684.43778,19271.97327,1839.320408,46114.90854,144414,2849.468222,5274.149716,233323.3724,487246.8331,14796.07436,1239.823961,225685.8337,1381739
千秋_(タレント),千秋_(タレント),女性,-1.6,-2.8,10.4,91.5,12,47790,56,279,2.9,1.4,8.8,88.7,11.7,90.1,39,69,37,10,116,76,47,192,0,0,22.00623677,561994.4662,50.03153425,32551.1242,77106.88882,15164.61289,1294.365493,49208.2532,163601,8325.833096,12253.03729,201543.8529,420872.1563,16971.12155,2559.985536,196387.7475,1194735
千葉雄大,千葉雄大,男性,-1.4,4.3,20,69.2,9,61427,27,155,-2.8,1.7,18.6,73.5,15.8,75.2,10,80,9,5,75,29,14,104,3.88E-08,0.0003666223384,12.35376787,271068.6238,29.04899254,44308.2633,109865.7959,49650.47612,3640.945098,77512.67108,212445,12087.33667,21786.56604,452756.6168,934432.0749,24036.85118,2012.190387,417268.9793,2720176
千鳥_(お笑いコンビ),千鳥_(お笑いコンビ),グループ,12.7,6.9,38.1,89.6,4,33460,32,495,0.7,-1.1,50.8,96.5,51.5,95.4,21,311,21,8,335,100,29,435,1.59E-07,0.004774801121,41.55449063,993611.2872,103.7441091,80948.71544,193056.6536,49119.9091,4068.984749,125477.4478,404717,6855.624658,10974.36284,798723.8384,1657997.721,41847.72586,6653.756266,756889.6843,4762387
南原清隆,南原清隆,男性,-2.7,-6.3,18.6,94.3,10,30103,34,80,-1.2,4,15.9,88,14.7,92,52,97,32,0,67,4,32,71,1.44E-07,0.0003407578178,5.140876182,167434.2242,18.03312123,25329.69299,59925.56074,11506.42933,838.7955113,38002.25351,127391,5985.063148,8605.983639,116924.5731,244471.4944,8147.482542,938.2384316,113948.0614,691204
南果歩,南果歩,女性,0.6,-7.8,6.7,75.4,14,79885,11,53,0.8,-2.1,7.3,67.6,8.1,65.5,-9,-12,3,8,17,21,11,38,1.07E-09,1.15E-05,4.179675567,112528.367,9.020424377,39867.31038,95698.18411,29917.05196,1795.705968,62612.69448,198293,15272.80799,24865.77385,286195.7357,593856.2021,14295.9996,1458.191649,269826.0268,1708013
南沢奈央,南沢奈央,女性,0.2,-18,4.4,49.9,9,20483,4,43,-0.5,1.7,4.6,31.9,4.1,33.6,2,4,2,0,10,9,2,19,4.71E-09,0.000149727993,3.385365608,61529.98158,5.787469279,22599.25138,53002.92409,9683.324129,833.9315493,33146.48103,115037,4062.606451,5538.107293,179198.8668,375015.5494,18841.10379,1906.176209,175624.268,1060321
南野陽子,南野陽子,女性,2,-4.1,9.2,80.2,9,42265,38,79,-0.9,-0.3,11.2,76.1,10.3,75.8,48,74,35,2,61,13,37,74,1.19E-07,0.001002384794,9.467535051,206546.9772,18.50613262,34105.91525,80595.59343,19154.35519,1133.794653,50940.55048,172369,8463.804881,12804.83662,262251.8512,550019.012,27391.46112,3280.643156,259802.1276,1546429
博多華丸・大吉,博多華丸・大吉,グループ,-4.8,-0.4,49.2,93.5,12,48455,9,73,2.1,1.1,44.4,93.1,46.5,94.2,8,58,7,1,55,12,8,67,1.89E-07,0.003387599361,9.685067708,219221.2416,20.80283537,52104.67605,125569.503,36156.99282,3025.206634,83543.44634,257253,7996.888893,13718.29044,291403.6577,606332.1454,16364.16809,1818.810636,278070.1822,1732111
厚切りジェイソン,厚切りジェイソン,男性,-0.9,1.4,20.7,89,6,16754,8,54,-0.3,-0.8,19.8,90.4,19.5,89.6,15,46,6,1,29,10,7,39,0,1.09E-05,4.055397606,70718.73808,8.295354051,16388.5447,38315.61025,6854.404029,540.7289765,23749.10535,83751,2968.072785,3751.778104,153090.7268,321524.6315,10629.36497,1232.750563,151850.8431,899398
原日出子,原日出子,女性,2.3,-5.8,6.5,66.2,10,23560,14,58,-1.9,0.5,8.8,60.4,6.9,60.9,16,30,12,0,32,15,12,47,3.72E-13,3.16E-05,4.079519684,121324.2512,13.06008782,37017.30356,87523.51451,18341.16899,2071.219844,56239.56259,186927,2094.3367,2633.557103,232360.7127,513749.2249,18829.64958,1007.651521,276810.6969,1274183
原沙知絵,原沙知絵,女性,0.4,-8,4.6,52.6,10,28981,7,10,-0.4,2.5,5,44.6,4.6,47.1,1,-1,3,2,2,3,5,5,0,7.46E-06,2.962053408,32115.62517,3.844685079,17421.76775,40212.10201,5222.83844,609.0065192,24368.40153,90343,4852.692104,6848.40479,119364.4213,255286.8901,19874.40158,1480.066519,127154.0282,688501
原田泰造,原田泰造,男性,-1,-2.4,32.2,95,9,13729,6,73,2.3,2.1,31.2,92.6,33.5,94.7,5,66,4,0,49,9,4,58,7.20E-08,0.0002005188409,5.60157741,145855.4177,15.19077532,18723.21807,44681.93725,10709.21411,1523.078189,29668.29632,93655,2977.648226,5711.842794,158563.8448,329971.1688,9929.10789,1035.041937,151437.0364,943305
原田知世,原田知世,女性,0.3,-3.4,15.6,71.5,11,55539,24,59,0.7,0.4,15.9,68.1,16.6,68.5,31,79,19,4,46,8,23,54,4.05E-08,0.00045736311,5.937756906,93859.463,9.516580425,38674.76526,90894.52682,16804.42692,1420.469139,57049.10775,196321,10779.81795,14681.259,465934.7055,960854.1432,14862.43869,1670.356459,427757.5284,2800040
原田美枝子,原田美枝子,女性,0.7,-4.2,7.6,52.2,10,294276,40,143,1.4,-0.4,8.3,48,9.7,47.6,44,123,30,5,95,20,35,115,0.007840298989,0.0002693228412,12.14107769,313096.4969,27.77124451,122771.1636,277866.2638,14988.00766,1274.326861,158743.2134,649408,53112.01405,66516.18824,324980.6595,696348.1477,51662.54234,4292.921131,349166.9308,1867951
原田龍二,原田龍二,男性,-3.4,3,13.3,71.9,9,55951,8,72,-1.9,1.6,9.9,74.9,8,76.5,-4,13,1,5,34,27,6,61,0,0.000182413699,5.54313776,124678.7152,13.53484181,46518.37637,109859.068,23021.96834,1752.512779,69603.54278,234891,8826.373456,11741.06308,372645.2932,768486.0282,15049.49757,1413.098012,342191.3219,2241977
又吉直樹,又吉直樹,男性,-5,-4.2,24.6,97.3,3,13562,1,70,0,1.6,19.6,93.1,19.6,94.7,1,65,1,0,53,9,1,62,3.49E-08,0.0003271846327,5.68570638,127827.374,12.18737348,26900.31482,62944.98419,11051.50295,1198.546864,39391.17906,137419,2666.97156,3222.51395,167425.0468,350247.6553,16193.77475,1606.867592,163725.7849,990639
及川光博,及川光博,男性,5.5,-1.6,20,91.2,5,36944,15,83,1.4,0.3,25.5,89.6,26.9,89.9,6,69,7,5,56,16,12,72,9.75E-08,0.0005549149078,6.739761495,153842.718,15.28025621,40797.34263,96133.17915,19903.49119,1170.539009,60303.01267,206421,5758.489171,8248.836936,306613.1277,639553.4881,15081.39868,1443.382282,295057.2434,1816369
友近,友近,女性,-6.7,-0.9,30.6,93.8,8,12982,11,97,4.4,0.4,23.9,92.9,28.3,93.3,6,40,6,1,49,17,7,66,8.41E-08,0.0003152868389,9.676825373,196529.1436,20.0964071,20144.64319,47948.46968,11780.07885,1068.716026,31115.58051,100970,2261.004015,3107.575115,157248.1882,327136.8586,10682.42927,1808.323569,150855.3294,936440
反町隆史,反町隆史,男性,7.8,-0.9,21.4,88.7,7,45994,28,96,-1.2,1.8,29.2,87.8,28,89.6,28,64,24,1,61,18,25,79,2.45E-08,0.0003370456183,7.713716698,186293.9705,19.69641968,59399.67004,142591.9661,43236.42968,2499.647914,93216.72737,294865,6835.584605,10501.11788,505219.758,1064947.804,64679.38388,4089.678697,507934.7645,2964005
古田新太,古田新太,男性,-1.4,-0.2,25.1,86.9,9,34791,19,65,-0.3,1.6,23.7,86.7,23.4,88.3,8,45,10,7,37,13,17,50,4.89E-08,9.23E-05,5.795746103,124067.6665,12.97694653,26510.32154,63117.3618,15469.2073,1481.299942,41074.25365,132837,7236.350482,11610.69288,203412.7215,421770.9995,10841.10693,1762.308698,191924.5315,1215041
古畑星夏,古畑星夏,女性,-0.5,-3.2,1.6,11.2,8,17324,9,65,0.5,0.3,1.1,8,1.6,8.3,-2,50,0,2,36,8,2,44,2.47E-08,8.76E-05,5.477713568,127733.1508,12.85918402,24664.80935,58412.0185,11384.75273,797.8314159,37082.8834,123872,2642.868364,3884.171584,104461.2782,220402.4551,6837.445108,864.8512134,105484.8171,609652
古舘伊知郎,古舘伊知郎,男性,0.9,-4.6,11.7,90.8,6,12029,11,74,-3,0.2,12.6,86.2,9.6,86.4,-2,-25,3,5,17,40,8,57,2.13E-07,0.0005041379023,6.278594052,141762.3172,14.28717999,19410.97358,46724.91639,12732.61227,2084.361179,31982.78519,96289,2309.905855,4314.483251,131649.4468,274136.4984,8669.263249,1111.265783,126304.9404,782541
吉岡秀隆,吉岡秀隆,男性,-1.6,-5.1,14.3,75.4,11,155043,42,84,2.5,5.3,12.7,70.3,15.2,75.6,84,171,38,2,78,4,40,82,9.31E-09,0.0004054043432,6.841864502,168457.4327,15.9537133,149182.0756,354704.9446,68961.64929,2978.922476,225085.2857,744062,27105.46846,40627.67778,420172.846,873171.5314,25354.57517,4066.883307,400388.7494,2502954
吉岡里帆,吉岡里帆,女性,7.8,8.3,23.5,72.4,1,8728,7,373,-2.1,1.2,31.3,80.7,29.2,81.9,11,504,7,0,326,34,7,360,1.07E-07,0.002172827838,28.90095177,666725.4708,68.86269671,76004.46323,183460.5371,55745.56027,4822.699409,122746.8083,374917,1847.372391,3085.838089,855557.7366,1792603.096,67152.20636,4185.005478,837915.0871,5046265
吉川晃司,吉川晃司,男性,-4.1,-2.8,20.9,83,5,203655,50,211,3.2,-0.6,16.8,80.2,20,79.6,74,126,46,1,122,62,47,184,1.04E-07,0.0008436370648,17.68914135,414987.8104,34.45712962,103221.456,244389.8743,38829.38747,1949.82193,153828.8698,516882,39573.46791,57733.16503,307864.1717,644380.2623,17114.10425,1891.143617,300760.4057,1815976
吉村崇,吉村崇,男性,-1.4,1.4,19.1,82.5,13,31149,10,81,-0.5,-0.9,17.7,83.9,17.2,83,1,-18,5,3,33,42,8,75,5.41E-09,2.38E-05,6.396420201,176048.0105,17.34602248,24974.83166,58477.42982,10652.46143,829.3645044,36349.28615,127377,5659.354967,7867.348072,135353.8754,284831.2335,19142.56449,3146.360205,137235.8792,797412
吉永小百合,吉永小百合,女性,-3.9,-2.8,36.3,88.3,5,22193,2,73,-3.7,0.2,32.4,85.5,28.7,85.7,0,42,1,1,39,19,2,58,8.77E-08,0.0007433800955,7.174406253,168143.4592,14.31454656,55190.06615,130606.0295,28529.17657,2166.046647,83163.00113,278039,1645.445029,2513.059159,402769.0722,837562.3901,25662.77839,3971.659002,384917.2991,2398862
吉沢亮,吉沢亮,男性,13.4,28.2,12.4,43.7,2,31999,31,482,4.6,5.3,25.8,71.9,30.4,77.2,45,712,28,1,436,30,29,466,6.93E-08,0.001134980678,36.33056111,838785.1724,79.92604153,127425.7258,298745.642,50753.45585,4732.203142,186788.9819,648451,7232.185228,8895.738914,1049522.925,2182838.523,124735.2549,50144.10547,1044673.855,6287681
吉瀬美智子,吉瀬美智子,女性,-3.9,-3.4,30.1,78.4,7,36957,28,119,-1.4,0.8,26.2,75,24.8,75.8,20,87,21,6,80,25,27,105,4.20E-08,0.001559664893,8.110141375,244205.0805,24.41685702,40561.23023,94446.60613,13110.64134,1089.287072,57871.53193,207809,8504.410793,11232.90212,265665.6918,554141.0609,19388.05236,1972.74899,256264.7625,1574224
吉田羊,吉田羊,女性,-2.8,-7.1,39.8,89.6,7,61323,16,255,-2.3,-2.1,37,82.5,34.7,80.4,17,131,11,2,114,39,13,153,0,3.20E-05,22.31572133,406943.8608,39.70215971,42748.97772,99766.97199,16441.87357,1603.174034,61831.06782,218878,11570.79274,14683.11271,385041.8824,795847.9145,17146.78522,1537.048287,356898.2391,2308018
吉田鋼太郎,吉田鋼太郎,男性,-4.4,2.3,33.1,88,5,27172,21,225,-2.9,-2.9,28.7,90.3,25.8,87.4,4,56,7,7,68,51,14,119,6.74E-08,0.000311269025,18.75494019,355623.7835,36.62728741,21361.38652,51162.05262,14410.33375,847.2954185,33281.26276,106162,5586.745053,8845.284329,244025.6634,506343.4631,12224.51941,1408.220433,230199.919,1455314
吉高由里子,吉高由里子,女性,13.6,0.9,23,82.8,10,189049,76,266,0.4,-0.3,36.6,83.7,37,83.4,90,319,61,9,210,36,70,246,2.98E-07,0.006331224837,25.85492705,652059.4804,62.13884062,126774.2156,307400.0494,103146.8874,9945.096384,209279.5334,622964,37553.43563,64849.065,646088.3892,1347871.255,43251.89374,3987.662685,622890.2596,3829091
名倉潤,名倉潤,男性,-1.4,-1.6,19.5,91,9,31003,9,59,-0.8,2.3,18.1,89.4,17.3,91.7,9,18,7,1,27,13,8,40,2.09E-08,9.15E-05,3.996739658,104747.518,12.67243524,51435.09497,119659.3786,10537.71579,1028.101981,72905.03147,262933,1567.484304,3183.746369,184900.8441,382870.3959,10634.80914,1717.05986,173589.5475,1107260
名取裕子,名取裕子,女性,-0.6,-8,15.6,79.5,6,16491,4,50,2.7,-1.2,15,71.5,17.7,70.3,-2,32,0,2,26,7,2,33,2.19E-84,5.79E-05,4.214676001,85227.18586,7.906145233,24545.22667,58367.01505,13294.75618,1489.009163,38034.80231,123076,3804.367461,6579.621102,198334.638,415202.7591,15081.0939,1575.413921,194211.0628,1170998
向井理,向井理,男性,-3.2,-3.4,30.3,91.2,1,11252,2,95,-2.7,2.3,27.1,87.8,24.4,90.1,1,51,1,0,52,26,1,78,7.89E-08,0.0003884164978,7.791123363,165026.6626,15.93491558,40598.90192,96451.43039,23668.76364,1947.663891,62167.86792,203953,2057.016385,2397.816214,451785.8841,938238.9585,23117.46056,2281.489043,427390.378,2694480
吹石一恵,吹石一恵,女性,-2,-7.1,13.3,79.3,10,69046,2,16,-0.1,-0.2,11.3,72.2,11.2,72,0,-3,0,0,3,7,0,10,3.09E-09,0.0005927557717,1.425640163,27169.58897,2.189779172,49849.12542,116654.9798,20741.88316,1071.735561,71886.7115,254052,14460.21754,21399.71189,236270.1092,492427.7068,13288.94385,1454.560632,226953.9354,1401598
吹越満,吹越満,男性,-5.3,-6.7,12.6,63.5,6,7915,5,43,-0.8,2.3,7.3,56.8,6.5,59.1,2,24,2,0,19,3,2,22,0,3.27E-06,3.536567592,75887.29777,8.147788247,15802.84953,37405.38425,8258.404669,718.2584605,23911.59603,79659,1441.356224,2513.6682,135146.5162,282509.8293,8524.157491,918.4035094,131437.7822,798733
和久井映見,和久井映見,女性,2.7,-7.1,19.1,75.2,4,20714,1,38,-3.4,-3,21.8,68.1,18.4,65.1,0,7,0,0,9,4,0,13,2.12E-08,0.0002088769364,2.763343694,64690.7946,6.795741577,26940.23351,64009.82329,15403.7778,1081.382323,41070.31556,135133,3934.70858,5094.264556,271629.4258,581135.1423,64103.85117,5061.372423,291049.8912,1570697
和牛_(お笑いコンビ),和牛_(お笑いコンビ),グループ,-1.2,7.6,15.2,66.7,7,12733,47,531,-0.2,-1,14,74.3,13.8,73.3,56,757,38,6,461,56,44,517,1.60E-08,0.009128102328,37.75869622,840403.2948,55.87885147,21926.43214,52495.54529,13788.38942,850.0352217,34112.30821,108907,1454.792919,2126.884572,311164.9084,635294.7635,7252.838573,877.5065509,273729.7137,1894227
和田アキ子,和田アキ子,女性,2,0.6,11.5,97.5,11,56764,34,150,2.3,-0.2,13.5,98.1,15.8,97.9,-12,-59,10,19,44,87,29,131,2.17E-07,0.003231578895,11.52254437,375537.0271,39.23281098,45236.92294,108264.7653,28120.60119,2119.358909,70667.72188,224939,9176.035853,13870.77987,331111.7406,691106.4797,27515.96113,4307.186637,322167.7344,1965087
哀川翔,哀川翔,男性,-4,-4.6,22.1,94.5,9,52537,14,67,0.5,0.9,18.1,89.9,18.6,90.8,6,37,7,4,38,11,11,49,2.36E-07,0.0006139007167,6.815702448,173801.847,14.30296063,46116.0536,108403.2025,19820.13946,2952.832028,69354.65178,234503,5497.868078,7450.723625,218756.0144,454321.0692,15285.62702,2206.056583,208062.1539,1306033
唐沢寿明,唐沢寿明,男性,-4.2,-2.9,35,87.1,1,2096,2,72,0.4,3.1,30.8,84.2,31.2,87.3,0,92,0,0,59,1,0,60,1.43E-07,0.0005179659391,5.333919545,136903.8228,13.40381068,24406.40209,57950.6428,13592.38852,1156.819254,37312.13924,122602,470.7617834,898.2284188,349559.2725,725086.2926,26671.3185,1330.840541,328534.5948,2088759
国仲涼子,国仲涼子,女性,-1,-6.9,12.9,71.9,6,19268,1,22,1.2,-2.3,11.9,65,13.1,62.7,1,-4,1,0,4,7,1,11,7.52E-08,0.0004840671653,2.370936487,60760.44184,5.669136119,27700.60383,66095.07328,16635.63442,1103.388053,42718.23988,138224,3886.343861,5847.722877,313928.354,658294.6914,21945.96001,2226.344299,309178.3838,1851217
国分太一,国分太一,男性,-2.3,-3.6,26.9,96.5,9,15305,33,198,-2.3,1.1,24.6,92.9,22.3,94,3,45,11,11,79,58,22,137,9.55E-08,0.0001146005156,19.1163065,377061.1077,36.72792696,17898.18758,42810.83728,11310.68908,771.0673186,27838.78278,89096,3177.476035,4712.255963,134578.0678,279333.0569,7871.37134,930.531821,127282.7206,803155
國村隼,國村隼,男性,-1.3,-5.2,18.1,84.1,2,4544,0,55,-0.2,3,16.8,78.9,16.6,81.9,0,19,0,0,24,9,0,33,0,9.45E-06,4.876798289,89861.0654,7.832028278,25196.15072,58367.59569,8099.036446,833.2776433,35554.67559,130088,1381.882379,1849.595034,189364.599,403914.0943,19553.47242,2418.772878,200049.6811,1091255
