name,name2,gender,pop_diff_past,aware_diff_past,201902人気度,201902知名度,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5,weightedPV1_past,weightedPV2_past,weightedPV3_past,weightedPV4_past,weightedPV5_past,allPV_past
平祐奈,平祐奈,女性,-0.3,-1.3,3.7,42.7,14,81725,41,113,1.4,0.9,3.4,41.4,4.8,42.3,35,118,33,7,98,11,40,109,2.16E-08,5.97E-05,6.951636647,195393.5968,20.93985536,50711.15613,119764.5625,20748.55377,2320.777437,76315.20818,255753,14787.36016,22226.288,234094.5642,487432.5581,15785.72671,2082.065278,224630.9618,1392064
平野紫耀,平野紫耀,男性,10.4,26.4,16.1,43.2,6,198684,95,515,8,6.7,26.5,69.6,34.5,76.3,-31,485,50,44,374,132,94,506,8.06E-09,0.000524673435,36.5457607,954612.2104,92.21813524,237246.0998,562083.4355,110589.884,9157.437158,358596.9302,1191627,24498.77508,32306.58692,752709.7504,1562326.948,58124.37199,5916.62796,712289.9119,4496714
広末涼子,広末涼子,女性,3,-1.1,22.7,92.6,13,73238,38,218,2.6,-0.3,25.7,91.5,28.3,91.2,-34,-165,4,34,34,180,38,214,2.46E-08,0.0002587742793,18.66943736,440976.8245,43.40279886,54650.15857,130813.3062,34706.24462,2765.655332,85625.3308,271827,10975.62364,17300.26485,554929.8911,1184298.341,45960.836,2484.814953,582873.4188,3195886
広瀬すず,広瀬すず,女性,-0.3,0.9,32.9,93.6,6,68408,63,425,3.2,-1.4,32.6,94.5,35.8,93.1,53,350,46,11,311,87,57,398,5.16E-07,0.005468832809,36.13718217,867703.4502,80.82322238,106499.4251,260372.15,95116.18458,7881.214818,179074.162,517932,4704.515463,12378.39348,919572.225,1910614.695,52129.89887,4662.522481,871512.9643,5481359
広瀬アリス,広瀬アリス,女性,8.6,5.3,28.7,82.5,7,53513,64,315,-4,0.5,37.3,87.8,33.3,88.3,13,204,31,26,193,69,57,262,1.00E-07,0.002243637042,25.6126412,645850.5207,60.73056636,61053.31416,146456.048,41720.58072,2905.245845,96012.68747,303109,5984.972718,7627.230375,714573.658,1498032.809,38639.55054,2771.258607,700866.0175,4208189
役所広司,役所広司,男性,-5.9,-4.2,36.3,91.3,3,9102,21,194,-1.9,0.5,30.4,87.1,28.5,87.6,26,145,17,2,114,35,19,149,1.01E-07,0.005684190956,15.89067937,321599.3339,29.3190238,26389.45657,62588.71445,14311.42061,1488.848128,40449.78678,132821,1446.224799,1728.407538,176075.2837,370479.8241,12739.74724,1154.816,175611.752,1031919
後藤輝基,後藤輝基,男性,0.9,-0.6,19.3,87.3,10,11057,10,70,1.7,3.4,20.2,86.7,21.9,90.1,5,25,5,2,32,18,7,50,5.50E-08,0.0003071043495,6.361634303,144474.9818,15.83761951,14570.31168,34830.26882,8890.110111,769.2936664,22776.40263,72578,1372.714653,2684.632844,130067.9501,270915.6091,6621.786711,815.8209284,124661.1829,771930
徳永えり,徳永えり,女性,-0.6,-3.3,3.4,21.2,6,19860,7,52,-0.9,-2.7,2.8,17.9,1.9,15.2,6,22,5,2,22,9,7,31,0,8.17E-06,3.746306337,81166.5747,9.448329378,31183.31751,73485.59248,13851.75011,987.3663614,46203.51533,157652,3073.074191,4559.333571,223634.5276,471160.4768,29182.13652,7942.29955,230439.3611,1315000
志尊淳,志尊淳,男性,4.4,13,12.2,54.3,2,3921,7,212,0.7,2.4,16.6,67.3,17.3,69.7,5,133,3,1,99,30,4,129,7.07E-08,0.006824676901,17.72126156,366124.3245,38.05268153,25840.67925,61306.70241,14134.0595,1637.516397,39829.39804,130110,787.0081052,1171.283761,554027.2903,1151288.234,27366.93125,1967.484143,524557.5823,3298615
志田未来,志田未来,女性,4.4,-5.5,14.2,74.2,11,54016,25,150,-0.9,3.7,18.6,68.7,17.7,72.4,3,50,5,4,55,19,9,74,3.20E-08,0.0003450945651,13.88554569,290267.9641,31.0606279,58680.81913,140690.6722,35481.84698,3340.302558,92717.93276,291245,10289.23649,15797.81095,401969.3909,835962.2768,21752.38297,2404.452719,382758.3567,2390501
恒松祐里,恒松祐里,女性,2.1,9,0,3.7,12,63437,21,62,2.7,2.2,2.1,12.7,4.8,14.9,39,101,20,1,51,4,21,55,7.98E-08,0.0002106520124,4.802260924,100997.099,11.07314314,55446.61046,138378.5902,60618.42791,5016.163946,99068.56062,263002,11436.45882,20843.05017,306420.9856,640900.1538,10731.34616,901.2655626,297558.0125,1803622
恵俊彰,恵俊彰,男性,-4.6,-3.2,14,87.6,4,7782,2,46,0.5,2.3,9.4,84.4,9.9,86.7,1,-18,1,0,8,22,1,30,4.10E-08,0.0001059893247,5.60070909,183216.4438,10.8685685,20130.92788,47867.69934,10900.77803,1109.277855,31056.2971,100937,2314.383012,4166.512174,168275.8523,354126.9598,13133.2218,879.4827475,167688.3007,986712
成海璃子,成海璃子,女性,-0.2,-3.8,9,65.7,9,25055,16,31,-0.1,-0.3,8.8,61.9,8.7,61.6,22,22,11,0,16,4,11,20,4.02E-08,0.000113389985,2.912274435,66040.2341,6.378790585,23207.22891,55040.06853,12253.09756,888.9559288,35158.3342,116609,5030.131914,7777.032523,219167.4751,459212.2121,14566.07353,2065.866437,215713.689,1291709
成田凌,成田凌,男性,8.7,17.6,6,45.8,4,20877,5,98,-2,-2.2,14.7,63.4,12.7,61.2,4,53,2,0,52,17,2,69,4.81E-08,0.0002038448637,7.416056409,163920.7376,15.84182032,26062.30819,60973.97898,10139.95722,897.3318471,37885.6231,132986,4357.883329,5646.479964,490825.2546,1013449.351,17633.42011,1756.734832,452821.406,2943715
戸塚純貴,戸塚純貴,男性,1.2,1,2.7,18.6,8,28169,22,55,-1.6,0,3.9,19.6,2.3,19.6,52,99,20,1,46,1,21,47,3.98E-10,3.70E-05,5.331691052,99395.98737,11.03922338,25725.8848,61479.6146,16785.83897,1944.724568,40736.18911,128669,5667.819909,7509.723674,242900.1848,508705.5966,17347.03901,1368.810763,237655.2923,1431559
戸次重幸,戸次重幸,男性,2.6,8.7,9.4,42.8,12,58229,11,62,-1.7,-0.5,12,51.5,10.3,51,21,82,11,0,49,4,11,53,3.06E-09,4.01E-05,5.319711442,87401.50628,9.798494037,45442.42646,109288.6158,30753.6607,5863.349987,75746.94344,226207,9944.181085,21218.87363,370072.1708,776904.2352,24046.98498,2169.030397,365647.8223,2176319
戸田恵子,戸田恵子,女性,-1.4,-4.4,25.5,82.5,7,71815,22,189,1.7,-0.9,24.1,78.1,25.8,77.2,25,127,19,3,105,22,22,127,5.79E-14,0.0001318492956,15.89925467,324481.8856,31.27790584,66810.27779,162294.5818,53056.17066,7988.452426,113375.5771,328593,15118.06068,29076.87771,359104.2817,751100.1238,32106.57443,3674.983254,351172.3154,2125311
戸田恵梨香,戸田恵梨香,女性,7.8,5.3,29.4,82.7,10,147911,67,310,-2.2,-0.6,37.2,88,35,87.4,74,301,56,8,247,53,64,300,8.58E-08,0.0007372916514,22.73180616,560326.4221,52.40204417,112400.504,263878.3181,37777.7968,2776.991513,164074.7108,569429,22519.62212,31525.67124,867947.3057,1793141.562,41114.83011,4479.553543,803844.489,5203328
戸田菜穂,戸田菜穂,女性,-0.9,-8.7,9.9,56.3,11,34555,8,56,0.2,1.8,9,47.6,9.2,49.4,2,24,3,1,25,6,4,31,0,3.19E-05,4.968119531,102247.0971,11.54447746,33615.18805,79311.13238,15250.99884,1184.800043,50089.80027,169782,6268.83468,9353.622206,161197.6261,334822.9692,8973.137438,1574.377868,153335.0062,960512
所ジョージ,所ジョージ,男性,-2.1,-1.2,49.7,99.3,4,12829,20,258,-6.2,-1.5,47.6,98.1,41.4,96.6,3,125,5,7,120,53,12,173,2.07E-07,0.00182390095,23.91721362,408135.6411,47.23108817,33049.40007,79035.9531,20798.3784,1940.549352,51901.30076,164774,2147.383631,3558.761884,344197.6776,716801.9035,20488.03816,2148.648186,329631.2205,2044664
押切もえ,押切もえ,女性,-2,-7.3,7.1,83.9,10,33203,9,56,-0.3,-0.3,5.1,76.6,4.8,76.3,5,31,6,2,34,12,8,46,1.45E-08,3.76E-05,4.232042787,104607.1303,10.88419561,16364.25227,38256.84754,5156.39017,345.4873792,23536.68449,83327,7532.71308,10369.83532,102249.2373,213286.1823,9298.794266,2623.684554,100553.2379,607553
斉藤由貴,斉藤由貴,女性,-0.5,-6.1,11.5,82.7,6,54707,16,131,0.3,0,11,76.6,11.3,76.6,1,-10,6,8,52,70,14,122,1.35E-07,0.001058229902,11.02428122,266508.1086,25.66150973,45776.87731,107379.6975,19823.50434,1881.220338,67372.02644,233063,11290.81783,16307.37869,308967.7415,654318.8813,42262.79809,2481.347654,316071.0544,1801131
斎藤工,斎藤工,男性,1.9,6.9,27.1,81.8,1,2576,1,273,-1.2,0.3,29,88.7,27.8,89,1,247,1,0,169,26,1,195,6.23E-08,0.000315431935,20.6561217,442751.554,43.96867208,37562.57034,90047.0655,24109.53266,2532.712751,59711.90287,186792,0,0,365183.7485,763990.3967,22642.33823,1883.682838,355728.354,2159465
新垣結衣,新垣結衣,女性,-0.4,-1.6,54.9,93.6,3,21868,17,202,-2.5,0.9,54.5,92,52,92.9,16,115,12,5,125,46,17,171,7.39E-07,0.005750347609,16.70323126,381238.3113,38.42053524,86223.55157,205430.0776,51207.34196,4650.419873,133630.8019,431659,4900.875435,9714.408274,1062595.919,2217547.111,78420.74476,9595.397511,1028693.055,6293589
新川優愛,新川優愛,女性,-2.5,-2.3,11.7,40.7,9,81924,28,81,-1.4,7.8,9.2,38.4,7.8,46.2,40,63,24,1,51,12,25,63,2.05E-08,0.0001445533221,5.95988458,163906.7794,15.02035017,56564.53293,132425.1546,24089.93041,2685.014417,83062.69346,289034,13051.45257,19182.8832,483024.6712,998398.5671,20713.4504,1854.449099,447728.0092,2897314
新木優子,新木優子,女性,0.7,9.9,17,49.7,4,38937,28,247,3.7,4.6,17.7,59.6,21.4,64.2,32,297,23,2,204,26,25,230,2.53E-08,0.001431367439,17.50937949,440496.5517,46.92263178,81473.06314,186811.6379,19623.99247,1799.197759,110600.0479,425310,6387.10655,9380.604957,630104.8651,1322187.277,105147.3752,10596.59359,627546.3355,3731179
新田真剣佑,新田真剣佑,男性,-3,15.1,18.6,58.2,6,133394,43,306,1.4,1.4,15.6,73.3,17,74.7,26,-38,29,12,94,154,41,248,1.20E-08,0.0002599674241,21.10410652,660724.5582,66.81662621,116336.5199,290246.2855,135334.3428,9377.347476,206265.4389,553972,28640.97391,57294.07057,1273574.854,2642928.732,40822.42918,5165.54892,1200075.589,7585144
日村勇紀,日村勇紀,男性,10.6,-0.7,26,97.5,16,64802,20,90,2.2,-0.2,36.6,96.8,38.8,96.6,9,21,12,6,47,34,18,81,9.13E-09,7.96E-05,7.092659514,198198.7878,21.30753006,54758.50374,132043.8255,40779.38277,3234.299052,87924.81086,270592,10986.97792,18851.05819,333093.5732,705304.6538,38430.91104,5432.578109,343575.8859,1940429
早見あかり,早見あかり,女性,-0.7,-5.2,5.7,42.5,14,103399,17,61,0,-0.5,5,37.3,5,36.8,8,31,9,6,29,14,15,43,5.88E-08,0.0002349869148,3.994576391,88508.72232,10.18782582,49202.05179,113646.9118,12750.97108,1007.747665,68235.41496,254369,16827.24224,21038.0117,283617.2127,593534.0622,19812.06016,1409.59741,276543.4736,1676910
明石家さんま,明石家さんま,男性,-2.3,-0.7,55,99.3,7,52657,57,309,-6.2,-0.9,52.7,98.6,46.5,97.7,39,140,40,12,178,89,52,267,4.70E-07,0.009170248623,27.00892446,720963.2346,73.72983214,69373.39951,165139.3807,38602.3267,2920.954487,106492.797,346932,7103.099066,10412.72339,720392.4537,1482646.546,34408.14771,3697.32442,656962.6963,4348178
星野源,星野源,男性,-9.4,5,41.4,88.3,3,33323,17,276,-2.1,0.9,32,93.3,29.9,94.2,15,296,13,4,219,40,17,259,1.27E-07,0.00175232212,21.33340172,469540.6758,44.3235772,70944.22709,170240.398,46875.51901,4795.330406,113075.3552,352451,6825.164448,10655.97438,949819.7684,1975216.974,43738.43646,4911.585031,903399.9533,5640810
春日俊彰,春日俊彰,男性,1.6,-1,23,97.5,4,8756,5,112,-0.7,0.1,24.6,96.5,23.9,96.6,2,42,3,2,68,38,5,106,1.24E-08,0.0001705900962,9.482238827,184112.9873,19.87652594,30380.44664,72420.20194,17745.55641,1622.039574,47149.79633,151900,1168.443469,1838.394398,274211.7269,567853.91,15009.81229,1449.098754,256479.2294,1641417
春風亭昇太,春風亭昇太,男性,-10.6,-4.8,22.3,91,17,41214,21,59,4.4,2.3,11.7,86.2,16.1,88.5,4,14,7,5,24,14,12,38,4.18E-08,0.0001242110725,6.384261476,119768.3951,13.14997717,31012.87273,72994.23933,14029.04685,1597.938978,46373.1177,157376,9535.662408,14438.95768,200029.3419,416048.7012,11142.81405,1310.146418,190734.2549,1190848
有吉弘行,有吉弘行,男性,3.2,-0.7,38.9,98.9,7,46675,49,279,-2.6,0.6,42.1,98.2,39.5,98.8,51,143,38,3,166,77,41,243,3.44E-07,0.007685923659,23.25089799,561631.8701,63.13655935,66804.15801,159658.8748,42339.68028,3169.037223,103973.4204,332997,4372.253855,7156.72717,667379.3845,1394746.249,32163.93592,3361.231079,647293.6652,3939377
有岡大貴,有岡大貴,男性,-0.1,4.4,8.8,48.7,8,13341,9,58,1.2,4.2,8.7,53.1,9.9,57.3,12,39,7,0,36,10,7,46,2.68E-07,0.0002128323939,4.019300683,82276.13632,9.827622092,23256.99758,55199.01018,12580.60535,1262.599042,35670.97957,116936,1740.309368,2649.674702,147719.8462,313739.1608,18663.90512,2185.324502,153810.8214,858462
有村架純,有村架純,女性,0.6,-3.6,37.5,90.1,10,145808,84,544,3,2.2,38.1,86.5,41.1,88.7,54,503,53,17,379,93,70,472,1.85E-07,0.008902949406,44.67781742,1086913.73,105.5026201,123920.8027,295980.3698,75156.3965,4967.7264,191676.2761,617489,26222.53114,41056.36359,669875.5459,1400399.892,65840.91977,7685.256916,654509.1289,3966978
有田哲平,有田哲平,男性,-3.7,-1.4,37.2,97.7,7,32567,39,106,-1.1,-0.4,33.5,96.3,32.4,95.9,-12,1,15,20,45,50,35,95,1.78E-07,0.0007342347236,9.0647777,204935.4618,24.32568167,31597.75085,75077.14467,16391.65182,2146.857643,49072.4316,158660,5492.641897,7265.78814,216605.3771,449849.5153,13782.05403,1455.233533,205234.3446,1291339
朝比奈彩,朝比奈彩,女性,-3,-12,6.2,31.3,7,27705,17,74,2.1,7.2,3.2,19.3,5.3,26.5,33,99,17,0,59,6,17,65,1.24E-06,0.0002494312993,7.088149553,164110.3815,16.43947223,43164.7917,105267.3555,36110.1529,2420.108004,71339.39845,209967,1267.521295,1582.264777,278399.3826,584015.2458,18744.69577,2592.835385,275199.7292,1636023
木南晴夏,木南晴夏,女性,-4.3,-6.4,17,51.7,12,98511,19,88,4.1,7.8,12.7,45.3,16.8,53.1,21,109,15,1,68,3,16,71,6.45E-09,0.002627000267,6.839953989,160731.4953,18.15300307,88035.84692,217704.1107,90214.04744,7270.854584,153022.199,422687,17781.43603,28679.7343,537890.8034,1120519.127,26683.37758,2165.996971,514627.355,3193144
木村カエラ,木村カエラ,女性,-2.4,-3.8,15.9,88,9,22358,37,205,0.3,-1.7,13.5,84.2,13.8,82.5,20,108,15,10,97,52,25,149,2.12E-08,0.0001919330488,18.79114063,301111.8076,34.73468833,27202.2678,66486.69006,23250.45659,2587.477401,46227.19591,132540,3658.389303,7950.48266,201194.364,419002.7774,19788.29474,1241.859551,192586.0556,1197682
木村佳乃,木村佳乃,女性,-3.4,-10.5,33.3,86.4,4,36299,11,75,-1.4,-1.2,29.9,75.9,28.5,74.7,7,55,8,1,48,8,9,56,4.93E-08,0.001047932607,6.027598814,165228.4329,14.3888065,47280.43975,114932.5419,39504.67541,3242.480572,77983.303,231607,8228.854797,16469.39049,451771.0258,939586.4611,33831.78659,4072.588441,431469.7288,2690256
木村多江,木村多江,女性,1.7,-0.9,24.1,81.1,12,61045,22,99,-1,1.2,25.8,80.2,24.8,81.4,24,77,14,1,49,9,15,58,1.17E-08,0.000123133011,6.594047078,198942.3067,27.36228036,37732.58975,88916.16375,15017.57835,776.1650478,55516.03724,190350,10851.72122,15692.563,259270.3329,542896.8875,29969.16552,1973.506033,253945.847,1534643
木村拓哉,木村拓哉,男性,-1.8,-1.6,33.1,98.1,7,131750,68,559,2.9,1.7,31.3,96.5,34.2,98.2,85,545,57,11,427,117,68,544,6.51E-07,0.007379768738,49.53824762,1155841.261,101.9653958,167059.9931,422095.5606,184225.6809,45238.68905,338203.7249,788731,31509.43532,96022.91919,847431.5359,1765468.314,60895.65471,5885.323461,813183.7021,5035652
木村文乃,木村文乃,女性,-0.1,-2.6,21.9,72.2,4,68263,25,297,1.9,1.7,21.8,69.6,23.7,71.3,36,268,21,2,186,38,23,224,2.85E-07,0.001548234388,22.95916421,550317.1018,53.01221843,114073.0464,266030.8267,40928.95301,4476.421537,164877.168,584316,12622.92947,15589.91742,739157.1791,1538875.864,45835.35194,4021.899895,706355.8316,4390499
木梨憲武,木梨憲武,男性,-3.2,-2.5,33.1,94.9,2,9770,3,81,-2.6,0.9,29.9,92.4,27.3,93.3,5,91,3,0,62,4,3,66,2.14E-07,0.0006920616875,5.903157066,147295.0289,16.69979571,26394.62167,62743.66735,14436.8439,1065.325865,40305.56961,132223,2061.014373,3420.357396,254584.4946,533388.0694,16002.87461,1425.191006,249492.0214,1499461
本上まなみ,本上まなみ,女性,0,-8.5,9.6,66.2,13,29228,7,29,-1.1,-1.4,9.6,57.7,8.5,56.3,5,7,4,0,9,3,4,12,8.36E-09,0.0001037076803,2.480450594,48240.12627,5.085652321,19317.9479,48145.39152,19162.07125,5050.003504,38021.70515,92631,7019.331364,19019.20677,121548.1936,254809.3768,10925.39374,986.7202745,119640.6039,716568
本仮屋ユイカ,本仮屋ユイカ,女性,0.2,-4.1,12.2,66.2,11,108311,0,0,-2.5,-0.2,12.4,62.1,9.9,61.9,0,0,0,0,0,0,0,0,4.73E-08,0.0002893410851,0,0,0,65243.78911,150842.3479,18603.61155,1016.118318,90405.17087,336905,21398.49152,27589.60676,421287.9096,889277.986,47017.38186,4621.914284,427107.4351,2462787
本木雅弘,本木雅弘,男性,-1,-5.7,28.3,88.7,6,16456,7,92,-5.9,-0.3,27.3,83,21.4,82.7,9,51,6,0,56,19,6,75,3.50E-08,0.0003119228067,7.508931166,188113.5733,17.21234856,26404.11244,62349.08069,13054.78956,1126.841057,39617.35796,133444,4119.188519,6718.61139,293783.6907,606722.8007,18415.45134,2160.320979,272303.7969,1766009
本田望結,本田望結,女性,-4.8,-1.2,17.7,82.1,9,67410,63,345,-1.9,2.5,12.9,80.9,11,83.4,78,463,55,4,309,18,59,327,1.89E-08,0.000721424194,24.55553155,718540.2966,70.11301702,63990.27876,153507.0504,43963.30066,2884.086375,100441.5266,317738,12918.31,20166.89089,368145.8948,773556.1438,32017.55908,1846.70647,364642.2411,2163929
本田翼,本田翼,女性,10.1,4.4,24.6,82.1,4,41939,42,414,-8.9,1.6,34.7,86.5,25.8,88.1,52,309,36,2,290,68,38,358,0,8.58E-05,29.89849608,726231.4167,70.61039141,63859.70057,150375.2206,26340.58035,2295.321682,94686.34464,323093,6032.242103,7897.827651,680184.2058,1400322.046,22126.17873,1575.584693,619222.7388,4097398
杉咲花,杉咲花,女性,2,-0.8,21.9,76.6,3,10491,8,249,-4.1,-0.2,23.9,75.8,19.8,75.6,2,137,2,1,123,29,3,152,2.20E-07,0.003806847402,18.96529339,388388.6814,39.3728134,51569.10248,121962.5719,26891.48437,2935.046719,78477.65121,260481,1831.619291,2349.207433,712743.0934,1482398.583,35485.74318,3508.944591,678116.2304,4234014
杉本哲太,杉本哲太,男性,-3.2,-7.4,16.5,84.2,4,8647,6,59,0.2,6,13.3,76.8,13.5,82.8,6,31,4,0,28,5,4,33,0,2.41E-06,5.185161876,99085.63376,10.92865135,18988.04576,46581.65466,16850.43825,2194.209146,32953.54647,92241,2526.668672,5830.594808,136421.5912,288568.2469,14228.40831,1415.180984,139344.2548,795583
杉本彩,杉本彩,女性,0.7,-6,12,83,3,3826,3,56,0.2,0.5,12.7,77,12.9,77.5,1,8,2,1,25,22,3,47,0,9.28E-06,6.962719808,99929.33371,11.53963517,11719.37586,27581.59567,5432.050148,589.8915799,17516.0204,59486,712.7892165,873.5631312,103578.1262,216490.1109,8445.381771,1159.717832,101108.7507,613092
杉浦太陽,杉浦太陽,男性,-1.6,-3.5,9,80,5,9195,11,144,-1.2,4,7.4,76.5,6.2,80.5,8,178,8,2,131,7,10,138,1.45E-08,0.0001437118025,11.59168142,241720.2142,28.71052019,21054.33474,50188.35183,12893.02608,1053.514717,32581.7592,105367,2342.352806,3904.817398,179527.1453,376638.9623,15715.47858,1674.645435,177497.5803,1058382
杉野遥亮,杉野遥亮,男性,9.5,33.8,1.8,6.9,8,98190,51,286,2.9,2.3,11.3,40.7,14.2,43,56,346,38,6,211,28,44,239,2.67E-07,0.001492607288,20.2482239,527232.8168,53.13356316,117640.3026,286579.9375,109982.1745,7066.082197,194094.7921,575489,15779.14495,28428.80626,826991.5586,1777802.803,204466.5346,51664.3961,938129.1845,4769688
杏_(女優),杏_(女優),女性,9.2,0.1,31.7,91.9,6,135664,73,447,-5,-1.2,40.9,92,35.9,90.8,15,167,35,31,218,140,66,358,0,0,34.60331348,850697.4432,77.57323478,111504.664,257278.6891,35146.53812,3542.035687,155328.2525,578649,25123.73521,30636.95659,713863.6164,1486300.561,82102.44865,6141.929258,684191.966,4256183
村上佳菜子,村上佳菜子,女性,-7.3,-9.4,21.1,76.5,11,9089,9,63,-2.6,1.4,13.8,67.1,11.2,68.5,3,24,4,2,28,16,6,44,0,6.10E-05,4.441441158,106289.676,12.82121949,9010.073309,21166.33508,3740.117514,204.1181106,13151.1165,45688,1941.430291,2548.845223,89009.77336,185698.8943,5573.341573,388.8462871,85682.78662,527814
村上信五,村上信五,男性,1.2,11.3,20.4,74.2,8,13057,25,114,3.5,1.9,21.6,85.5,25.1,87.4,12,96,16,8,82,24,24,106,2.69E-08,7.05E-05,9.441678676,180360.3632,20.60355499,18701.73407,45053.94348,12667.18604,1500.889922,30357.28509,92521,2717.064568,5481.878005,141423.9888,292970.9311,8935.440032,844.6339323,132545.4478,846441
村上知子,村上知子,女性,-8,-2.9,19.3,94.2,9,6462,0,0,7.6,2.5,11.3,91.3,18.9,93.8,0,0,0,0,0,0,0,0,1.09E-08,8.84E-06,0,0,0,8210.259282,19379.85134,4087.165473,308.003108,12266.67975,41492,925.688761,1304.939938,58256.08299,121952.3059,5371.373076,756.1361347,57308.26464,344371
村上虹郎,村上虹郎,男性,0.7,1.6,5.5,36.3,10,175686,17,52,2.1,3.9,6.2,37.9,8.3,41.8,10,48,10,5,32,8,15,40,9.39E-08,0.0002715049722,4.543429581,104373.7139,10.41547361,109638.295,261105.2025,69075.64047,5502.783676,169229.6138,549429,33743.77533,44214.85873,434227.7921,940815.9135,51693.57938,3365.793291,483262.2345,2449671
東山紀之,東山紀之,男性,2.5,-1.6,20.2,92.6,8,28422,25,104,-3.8,1.2,22.7,91,18.9,92.2,-5,-54,9,15,26,75,24,101,1.40E-07,0.00152545403,9.717649641,203376.2877,21.61874693,34125.62663,81838.75971,22496.93526,1752.230402,53739.50986,169448,4705.324497,7766.121656,316100.4561,658043.2732,24239.5092,2092.932372,302289.4712,1879379
東野幸治,東野幸治,男性,1.6,0,14.3,94,6,17889,10,110,0,2.3,15.9,94,15.9,96.3,2,33,4,2,57,34,6,91,2.99E-07,0.001254644793,9.435076426,232030.0559,24.18961928,24929.86055,59576.53095,16048.69821,1331.962102,38931.73893,124439,3348.390379,5265.518037,248507.0116,517039.1358,16821.83131,2341.812951,237840.3945,1479519
松たか子,松たか子,女性,4.8,-0.5,32,90.4,2,8720,6,191,-1,0,36.8,89.9,35.8,89.9,0,14,2,3,60,60,5,120,2.71E-07,0.001423343496,15.88906446,417666.3235,35.88751986,45214.10478,107192.0293,23248.4924,2535.987162,69219.10901,227557,1652.001219,2114.166273,451763.3664,950216.6775,36110.88535,2404.326435,449358.681,2648788
松下奈緒,松下奈緒,女性,-2.6,-5.9,26,85,5,30230,8,64,-2.7,0.9,23.4,79.1,20.7,80,4,38,3,1,32,12,4,44,2.30E-08,0.0008673176489,5.657995576,138624.3937,13.97824786,34031.46152,84099.39553,33601.81932,3589.360961,59852.21601,163598,8207.956211,17142.93298,333957.121,697835.0936,14447.22739,1185.083672,323308.5403,1973972
松下由樹,松下由樹,女性,1.5,-5.6,25,85.1,8,17733,12,48,-3.1,-1.6,26.5,79.5,23.4,77.9,11,34,8,1,24,5,9,29,7.13E-09,0.0002091095848,4.530256902,73342.38219,8.999282071,28013.57896,66335.87543,13564.02758,1951.847096,43178.34491,141241,3496.925982,6467.998469,239069.4426,498522.6415,21080.43527,1864.955289,230434.2434,1420359
松井愛莉,松井愛莉,女性,-0.5,-3.3,5.1,32,5,37280,5,70,-0.5,-2.2,4.6,28.7,4.1,26.5,6,64,4,0,50,8,4,58,1.14E-08,3.81E-05,5.6175825,127931.8907,12.62427027,26936.10215,64215.6326,14384.73753,1106.505663,41512.61608,134335,7743.186675,12687.20595,240734.2552,500932.9513,14536.18137,1190.733203,229481.4458,1431817
松井玲奈,松井玲奈,女性,-1.2,1.3,7.4,52.2,8,45698,10,110,-0.2,1.2,6.2,53.5,6,54.7,15,149,9,0,92,9,9,101,8.43E-09,0.0002352634236,8.543978737,184698.4633,19.72048353,38409.60076,89338.26114,14162.2512,1502.572925,55064.02474,197533,8008.944092,10000.43337,311588.8375,647449.1302,24184.33729,1982.968811,295685.7526,1857672
松坂慶子,松坂慶子,女性,-7.4,-11.8,20.5,79.8,8,48894,17,68,0.7,0.1,13.1,68,13.8,68.1,12,38,9,2,36,9,11,45,5.04E-10,3.60E-05,6.018683395,132166.678,11.32819921,44236.83799,103502.2953,16519.64452,1441.453088,64246.76947,225542,9835.303522,13054.17513,193040.1545,402296.7737,14259.60919,1472.833711,185624.4993,1147506
松坂桃李,松坂桃李,男性,-0.6,2.8,34.2,87.8,7,99970,36,317,0.6,2,33.6,90.6,34.2,92.6,28,218,29,4,202,47,33,249,3.74E-08,0.0003477894507,23.95658805,577507.5554,56.7305156,95707.57699,224617.6236,35700.25234,3771.183232,140914.3299,486166,16645.68048,21928.56011,754592.1052,1561241.715,33363.11517,3948.180517,703197.007,4516885
松山ケンイチ,松山ケンイチ,男性,3.4,-0.7,22.1,87.4,9,56351,38,173,-3,4.6,25.5,86.7,22.5,91.3,31,125,28,5,108,35,33,143,2.13E-08,0.0002291237549,15.39384346,369086.2055,35.09274862,42255.2924,101363.498,27808.09321,3090.055869,67501.65231,210158,12469.58587,16892.86418,243559.5884,509751.0961,12632.88784,1259.8316,237650.3901,1435795
松岡修造,松岡修造,男性,-10.6,-1.3,38.6,96.5,7,9151,2,57,-0.7,-1.2,28,95.2,27.3,94,1,87,1,1,41,5,2,46,5.56E-08,0.0002777853966,6.123801533,173033.7042,11.47906874,19706.92055,46867.44073,10767.79821,1444.904929,30774.11523,98956,2153.909986,3972.242437,174744.1705,364418.7585,11622.40371,1034.468603,168200.8045,1036742
