name,burst_count,sentiment_mean,news_count,pop_diff,aware_diff
加藤清史郎,11,0.88,25,-0.40000000000000036,1.5999999999999943
加藤諒,11,0.875,8,-1.6000000000000014,-0.20000000000000284
勝俣州和,8,0.9047619047619048,21,-1.1000000000000014,2.0
勝地涼,15,0.7916666666666666,24,0.5999999999999996,1.4000000000000057
勝村政信,16,0.9523809523809523,21,-0.40000000000000036,4.400000000000006
北乃きい,17,0.9473684210526315,19,-1.5999999999999996,0.7000000000000028
北大路欣也,11,0.9047619047619048,21,4.799999999999997,2.5
北山宏光,4,1.0,3,0.5,1.8000000000000043
北川景子,10,0.8367346938775511,49,4.199999999999996,-0.9000000000000057
北斗晶,13,1.0,34,1.8999999999999986,-0.5
北村一輝,9,0.9615384615384616,26,-1.5,2.799999999999997
北村匠海,7,0.9166666666666666,12,3.0,6.0
北村有起哉,7,1.0,12,1.3999999999999995,5.599999999999994
千原ジュニア,7,0.9166666666666666,12,-1.0,0.0
千秋_(タレント),13,0.9696969696969697,33,2.8999999999999986,1.3999999999999915
千葉雄大,10,0.972972972972973,37,-2.8000000000000007,1.7000000000000028
千鳥_(お笑いコンビ),5,0.9333333333333333,15,0.7000000000000028,-1.0999999999999943
南原清隆,11,0.9272727272727272,55,-1.200000000000001,4.0
南果歩,15,0.6875,16,0.7999999999999998,-2.0999999999999943
南沙良,11,0.8979591836734694,49,0.7000000000000002,2.3000000000000007
南沢奈央,10,1.0,3,-0.5,1.7000000000000028
南野陽子,11,0.9024390243902439,41,-0.8999999999999986,-0.29999999999999716
博多華丸・大吉,12,0.8076923076923077,26,2.1000000000000014,1.1000000000000085
厚切りジェイソン,6,0.8333333333333334,6,-0.3000000000000007,-0.8000000000000114
原日出子,10,1.0,17,-1.9000000000000004,0.5
原沙知絵,14,1.0,11,-0.40000000000000036,2.5
原田泰造,10,0.9047619047619048,21,2.3000000000000007,2.1000000000000085
原田知世,11,0.9655172413793104,29,0.7000000000000011,0.4000000000000057
原田美枝子,12,0.9166666666666666,24,1.3999999999999986,-0.3999999999999986
原田龍二,10,0.7857142857142857,14,-1.9000000000000004,1.5999999999999943
原菜乃華,11,1.0,34,0.30000000000000004,3.9000000000000004
又吉直樹,3,1.0,6,0.0,1.6000000000000085
及川光博,7,1.0,19,1.3999999999999986,0.30000000000001137
友近,8,0.75,12,4.400000000000002,0.3999999999999915
反町隆史,7,0.90625,32,-1.1999999999999993,1.7999999999999972
古川優奈,21,0.6666666666666666,21,3.8999999999999995,10.300000000000004
古川琴音,12,0.9032258064516129,31,1.3999999999999995,3.400000000000002
古川雄大,6,0.9,30,0.0,-0.8999999999999986
古田新太,10,0.8695652173913043,46,-0.3000000000000007,1.5999999999999943
古畑星夏,9,0.96875,32,0.5,0.3000000000000007
古舘伊知郎,6,0.6666666666666666,9,-3.0,0.20000000000000284
吉岡秀隆,12,0.7966101694915254,59,2.5,5.299999999999997
吉岡里帆,1,1.0,2,-2.1000000000000014,1.2000000000000028
吉川愛,8,0.6153846153846154,26,2.499999999999999,1.4000000000000021
吉川晃司,5,0.9210526315789473,38,3.1999999999999993,-0.6000000000000085
吉村崇,15,0.6842105263157895,19,-0.5,-0.9000000000000057
吉永小百合,6,1.0,9,-3.6999999999999993,0.20000000000000284
吉沢亮,2,1.0,9,4.599999999999998,5.299999999999997
吉瀬美智子,8,1.0,21,-1.3999999999999986,0.7999999999999972
吉田羊,7,0.8666666666666667,15,-2.299999999999997,-2.0999999999999943
吉田美月喜,11,0.9555555555555556,45,-0.4,0.30000000000000004
吉田莉桜,4,,0,-0.4,-0.20000000000000018
吉田鋼太郎,6,0.896551724137931,29,-2.8999999999999986,-2.8999999999999915
吉谷彩子,10,0.8235294117647058,17,0.6999999999999997,6.199999999999999
吉高由里子,10,0.9743589743589743,39,0.3999999999999986,-0.29999999999999716
名倉潤,10,0.8461538461538461,13,-0.8000000000000007,2.299999999999997
名取裕子,6,1.0,5,2.6999999999999993,-1.2000000000000028
向井康二,4,0.8,10,0.7000000000000002,0.3999999999999986
向井理,2,0.75,4,-2.700000000000003,2.299999999999997
吹石一恵,10,,0,-0.10000000000000142,-0.20000000000000284
吹越満,8,0.875,8,-0.7999999999999998,2.3000000000000043
和久井映見,4,1.0,1,-3.400000000000002,-3.0
和牛_(お笑いコンビ),7,0.9375,16,-0.1999999999999993,-1.0
和田アキ子,14,0.8222222222222222,45,2.3000000000000007,-0.19999999999998863
哀川翔,9,0.8823529411764706,17,0.5,0.8999999999999915
唐沢寿明,1,1.0,1,0.3999999999999986,3.0999999999999943
四千頭身,13,0.76,25,0.5,-0.30000000000001137
国仲涼子,7,0.9333333333333333,15,1.1999999999999993,-2.299999999999997
国分太一,13,0.6428571428571429,28,-2.3000000000000007,1.0999999999999943
國村隼,2,,0,-0.1999999999999993,3.0
土屋アンナ,17,0.9387755102040817,49,-0.6999999999999993,-1.2000000000000028
土屋太鳳,8,0.9629629629629629,27,-4.399999999999999,-1.3999999999999915
土村芳,6,1.0,12,-0.19999999999999996,-2.1000000000000005
土田晃之,6,0.875,8,-2.5,0.5
坂ノ上茜,14,0.8823529411764706,17,-0.29999999999999993,-0.09999999999999964
坂上忍,8,0.6764705882352942,34,-2.5,0.09999999999999432
坂下千里子,23,0.7096774193548387,31,2.5,-1.1000000000000085
坂井真紀,9,1.0,9,-1.200000000000001,-1.999999999999993
坂口健太郎,4,0.9655172413793104,29,3.900000000000002,2.1000000000000085
坂東龍汰,12,0.9705882352941176,34,0.8999999999999999,0.1999999999999993
城島茂,13,0.9047619047619048,21,-3.0,1.6000000000000085
城田優,6,1.0,14,0.5999999999999996,3.200000000000003
堀内健,7,0.7647058823529411,17,-2.0,-0.5
堀内敬子,6,1.0,7,-2.0,-1.5
堀田真由,9,0.6923076923076923,13,1.6000000000000005,2.6000000000000014
堀田茜,12,0.9,10,3.0999999999999996,5.0
堂本光一,10,0.88,25,-0.5,1.2000000000000028
堂本剛,7,0.75,8,-0.5999999999999979,0.5
堤真一,1,0.75,4,0.29999999999999716,0.9000000000000057
堺正章,9,0.9285714285714286,14,0.0,-0.3999999999999915
堺雅人,6,0.8888888888888888,18,-2.299999999999997,0.0
塚地武雅,6,0.7692307692307693,13,6.100000000000001,2.799999999999997
塚本高史,10,1.0,8,-0.5,2.1000000000000085
壇蜜,3,1.0,5,-1.6999999999999993,0.5
夏川結衣,9,1.0,1,-0.5,-4.100000000000001
夏帆,11,0.9811320754716981,53,7.600000000000001,7.100000000000001
夏木マリ,6,0.9166666666666666,12,3.6999999999999993,0.20000000000000284
夏菜,3,0.9655172413793104,29,-1.6999999999999993,-8.399999999999999
多部未華子,9,0.8888888888888888,18,-4.800000000000004,-3.5999999999999943
大久保佳代子,17,0.8529411764705882,34,1.0999999999999979,-0.20000000000000284
大倉孝二,6,1.0,8,-4.0,2.3000000000000043
大倉忠義,11,0.7857142857142857,14,-0.6999999999999993,1.0999999999999943
大原櫻子,3,1.0,6,-3.0999999999999996,1.1999999999999957
大友花恋,20,1.0,26,-0.9000000000000001,5.5
大地真央,13,0.9782608695652174,46,-1.6000000000000014,-1.2000000000000028
大坂なおみ,9,0.6862745098039216,51,-1.3999999999999986,0.0
大塚寧々,10,0.84,25,2.5999999999999996,-1.2999999999999972
大島優子,4,1.0,40,-3.200000000000003,1.4000000000000057
大島美幸,11,0.9,10,3.0,1.8000000000000114
大政絢,8,0.9615384615384616,26,0.29999999999999893,1.8999999999999986
大森南朋,10,0.9130434782608695,23,1.0,3.700000000000003
大沢あかね,18,0.8888888888888888,45,1.4000000000000004,1.1000000000000085
大沢たかお,6,0.75,4,3.1999999999999993,3.9000000000000057
大泉洋,7,0.875,40,1.4000000000000057,-0.30000000000001137
大竹しのぶ,9,0.9285714285714286,42,0.9000000000000021,-1.7000000000000028
大谷亮平,10,0.8823529411764706,17,-1.6999999999999993,-1.5999999999999943
大谷翔平,3,0.9411764705882353,17,-3.700000000000003,0.5
大野いと,15,1.0,14,0.7,0.1999999999999993
天海祐希,2,0.8,5,0.6999999999999957,-0.29999999999999716
天野ひろゆき,15,0.875,32,0.20000000000000107,1.3999999999999915
太田光,11,0.7380952380952381,42,-7.0,0.5
奈緒,13,0.8717948717948718,39,5.0,7.800000000000001
奥平大兼,4,0.9523809523809523,21,-1.1,-2.0
奥田瑛二,7,0.75,8,-0.5999999999999996,1.3999999999999915
奥貫薫,7,1.0,7,0.0,0.3999999999999986
妻夫木聡,10,0.967741935483871,31,4.799999999999997,3.0
宇垣美里,5,1.0,5,1.4000000000000004,-1.2000000000000028
宇多田ヒカル,5,1.0,20,0.3999999999999986,1.4000000000000057
宇梶剛士,2,1.0,3,-2.799999999999999,1.2999999999999972
宇賀なつみ,21,0.8461538461538461,26,-0.9000000000000004,1.1000000000000014
安めぐみ,13,0.7857142857142857,28,-0.40000000000000036,-0.20000000000000284
安田成美,4,0.6666666666666666,3,0.0,0.0
安田章大,10,0.75,36,-0.9000000000000004,-2.8000000000000043
安田美沙子,18,0.9090909090909091,55,-1.799999999999999,-1.4000000000000057
安田顕,9,0.9444444444444444,18,5.0,1.9000000000000057
安藤サクラ,9,0.9130434782608695,23,5.300000000000001,8.099999999999994
安達祐実,8,0.8235294117647058,17,2.0,-1.2999999999999972
室井滋,6,1.0,5,2.3000000000000007,-0.9000000000000057
宮世琉弥,10,0.9473684210526315,38,0.8000000000000003,4.4
宮崎美子,8,0.875,8,4.300000000000001,-0.4000000000000057
宮川大輔_(タレント),7,0.8461538461538461,13,0.8000000000000007,0.5
宮本信子,9,1.0,13,-0.5,-1.2000000000000028
宮本茉由,17,0.9444444444444444,18,0.09999999999999998,1.4000000000000004
宮根誠司,9,0.7142857142857143,7,-0.7000000000000002,2.8999999999999915
宮沢りえ,8,0.9512195121951219,41,0.8999999999999986,-0.9000000000000057
宮沢氷魚,19,0.8961038961038961,77,1.299999999999999,7.299999999999997
宮澤エマ,20,0.8524590163934426,61,1.5999999999999996,1.3999999999999986
宮﨑あおい,9,1.0,10,-1.4000000000000021,0.29999999999999716
富田望生,8,0.9333333333333333,15,-0.09999999999999964,-0.6999999999999957
富田靖子,8,0.9230769230769231,13,-1.5999999999999996,-2.5
寺島しのぶ,16,0.9302325581395349,86,5.200000000000001,1.4000000000000057
寺島進,6,0.8333333333333334,12,0.6999999999999993,2.0
寺田心,17,0.8913043478260869,92,0.20000000000000107,-1.7000000000000028
寺脇康文,13,0.9767441860465116,43,2.3000000000000007,4.1000000000000085
小倉優子,11,0.8260869565217391,23,-1.4000000000000004,-0.19999999999998863
小宮浩信,11,0.5833333333333334,12,0.1999999999999993,3.5
小宮璃央,12,0.8333333333333334,36,0.7999999999999999,1.200000000000001
小峠英二,13,0.8076923076923077,26,2.200000000000003,1.1000000000000085
小嶋陽菜,5,1.0,19,0.1999999999999993,2.6000000000000014
小川紗良,15,,0,-0.3,0.2999999999999998
小手伸也,14,0.8181818181818182,22,0.40000000000000036,2.799999999999997
小日向文世,5,1.0,1,3.200000000000003,3.0999999999999943
小松菜奈,3,1.0,6,0.5,0.8999999999999915
小林聡美,5,0.8571428571428571,7,0.3999999999999986,0.30000000000000426
小林薫,1,0.0,1,3.1999999999999993,4.099999999999994
小栗旬,6,0.875,16,2.799999999999997,1.1999999999999886
小池徹平,8,0.9666666666666667,30,-0.9000000000000004,3.200000000000003
小池栄子,6,0.8636363636363636,22,6.400000000000006,-0.7000000000000028
小泉孝太郎,12,0.9558823529411765,68,-1.0,1.1000000000000085
小澤征悦,8,0.7142857142857143,7,1.799999999999999,-1.8000000000000114
小瀧望,9,0.6153846153846154,13,1.1999999999999997,1.4000000000000021
小籔千豊,9,0.868421052631579,38,-3.6000000000000014,-0.5
小芝風花,15,0.9090909090909091,55,0.6999999999999993,2.5
小西桜子,2,0.6666666666666666,3,0.0,-1.7999999999999998
小西真奈美,5,1.0,7,-2.5,-1.0
小野花梨,13,1.0,18,0.5,-0.9000000000000004
小関裕太,4,0.625,8,1.1,2.700000000000003
小雪_(女優),10,0.9761904761904762,42,0.0,1.2999999999999972
尾上松也_(2代目),9,1.0,20,1.4000000000000004,2.299999999999997
尾野真千子,1,1.0,2,-1.0999999999999996,-0.20000000000000284
山下健二郎,13,0.8888888888888888,9,-0.9000000000000004,-0.3999999999999986
山下智久,7,0.8837209302325582,43,0.7000000000000028,2.1999999999999886
山下美月,12,1.0,27,0.7999999999999998,7.200000000000003
山中崇,7,0.8181818181818182,11,1.1,2.5
山之内すず,16,0.88,25,-2.5,0.6999999999999886
山口まゆ_(女優),6,1.0,4,0.7,-0.29999999999999893
山口もえ,23,0.9722222222222222,36,4.9,1.6000000000000085
山口智充,6,0.7777777777777778,9,-0.6999999999999993,1.7000000000000028
山口智子,3,0.8,5,0.5,-1.5999999999999943
山口紗弥加,6,0.9130434782608695,23,0.20000000000000107,0.10000000000000142
山崎弘也,11,1.0,10,-1.6000000000000014,-0.4000000000000057
山崎紘菜,16,1.0,34,2.3,6.0
山崎育三郎,14,1.0,54,-1.1000000000000014,0.19999999999998863
山崎静代,14,0.9666666666666667,30,0.40000000000000213,-0.7999999999999972
山本美月,7,1.0,20,-1.4000000000000021,-0.4000000000000057
山本耕史,11,1.0,27,6.9,4.799999999999997
山本舞香,11,0.9285714285714286,42,1.5999999999999996,4.599999999999994
山田優_(モデル),14,0.9333333333333333,30,-1.0,-3.4000000000000057
山田孝之,4,0.7333333333333333,15,0.29999999999999716,1.2000000000000028
山田杏奈,6,0.8823529411764706,17,1.2000000000000002,1.6000000000000014
山田涼介,5,0.8571428571428571,21,1.3999999999999986,8.099999999999994
山田真歩,10,1.0,5,0.7,2.0999999999999996
山田裕貴,7,0.9375,16,5.0,5.5
