name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3
村上知子,9,6462,0,0.0,7.599999999999998,2.5,11.3,91.3,18.9,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093710339797875e-08,8.83928799408303e-06,0,0,0
村上虹郎,10,175686,17,52.0,2.1000000000000005,3.8999999999999986,6.2,37.9,8.3,41.8,10.0,48.0,10.0,5.0,32.0,8.0,15.0,40.0,9.386669734872864e-08,0.00027150497218964226,4.543429581293799,104373.71390989664,10.415473609470636
東山紀之,8,28422,25,104.0,-3.8000000000000007,1.2000000000000028,22.7,91.0,18.9,92.2,-5.0,-54.0,9.0,15.0,26.0,75.0,24.0,101.0,1.3987786498402328e-07,0.001525454030370675,9.717649641273239,203376.2876950507,21.61874693480893
東野幸治,6,17889,10,110.0,0.0,2.299999999999997,15.9,94.0,15.9,96.3,2.0,33.0,4.0,2.0,57.0,34.0,6.0,91.0,2.991217762265436e-07,0.0012546447932539283,9.43507642632224,232030.05586517503,24.189619283063443
松たか子,2,8720,6,191.0,-1.0,0.0,36.8,89.9,35.8,89.9,0.0,14.0,2.0,3.0,60.0,60.0,5.0,120.0,2.71010956919493e-07,0.0014233434959638124,15.889064459659533,417666.3234605947,35.88751985864099
松下奈緒,5,30230,8,64.0,-2.6999999999999993,0.9000000000000057,23.4,79.1,20.7,80.0,4.0,38.0,3.0,1.0,32.0,12.0,4.0,44.0,2.3019472212599666e-08,0.0008673176489339197,5.657995576228174,138624.3936992552,13.978247859040225
松下洸平,12,115106,59,285.0,3.3999999999999986,8.100000000000001,13.8,49.4,17.2,57.5,115.0,529.0,56.0,2.0,265.0,14.0,58.0,279.0,6.102824742733758e-08,0.002592502126340486,23.397010048733836,537141.0870301713,52.90878421024604
松下由樹,8,17733,12,48.0,-3.1000000000000014,-1.5999999999999943,26.5,79.5,23.4,77.9,11.0,34.0,8.0,1.0,24.0,5.0,9.0,29.0,7.12536242122839e-09,0.00020910958476791908,4.530256901992822,73342.38219207694,8.999282070625357
松丸亮吾,6,32933,4,78.0,-4.399999999999999,0.5,17.7,80.2,13.3,80.7,8.0,95.0,4.0,0.0,66.0,6.0,4.0,72.0,0.0,2.8362009135847993e-05,7.270158887793774,198169.6881788303,17.344006647926715
松井愛莉,5,37280,5,70.0,-0.5,-2.1999999999999993,4.6,28.7,4.1,26.5,6.0,64.0,4.0,0.0,50.0,8.0,4.0,58.0,1.1395616945991553e-08,3.811332773451705e-05,5.617582500495461,127931.8906510032,12.62427027113989
松井玲奈,8,45698,10,110.0,-0.20000000000000018,1.2000000000000028,6.2,53.5,6.0,54.7,15.0,149.0,9.0,0.0,92.0,9.0,9.0,101.0,8.431953646687783e-09,0.0002352634235933523,8.543978736679376,184698.4632816986,19.72048353399699
松坂慶子,8,48894,17,68.0,0.7000000000000011,0.09999999999999432,13.1,68.0,13.8,68.1,12.0,38.0,9.0,2.0,36.0,9.0,11.0,45.0,5.039807872738318e-10,3.6017985430979165e-05,6.018683395367499,132166.6780382786,11.328199207281328
松坂桃李,7,99970,36,317.0,0.6000000000000014,2.0,33.6,90.6,34.2,92.6,28.0,218.0,29.0,4.0,202.0,47.0,33.0,249.0,3.741199304095896e-08,0.00034778945069430586,23.956588047889298,577507.5554228505,56.730515599168506
松山ケンイチ,9,56351,38,173.0,-3.0,4.599999999999994,25.5,86.7,22.5,91.3,31.0,125.0,28.0,5.0,108.0,35.0,33.0,143.0,2.1314981558464138e-08,0.00022912375487710654,15.393843459449442,369086.20546333736,35.09274862416782
松岡修造,7,9151,2,57.0,-0.6999999999999993,-1.2000000000000028,28.0,95.2,27.3,94.0,1.0,87.0,1.0,1.0,41.0,5.0,2.0,46.0,5.560321830473457e-08,0.00027778539661957666,6.123801533024677,173033.70420772224,11.47906873565945
松岡昌宏,10,23343,26,163.0,-2.6999999999999993,1.3999999999999915,26.2,92.4,23.5,93.8,8.0,71.0,12.0,9.0,88.0,49.0,21.0,137.0,9.126180965702253e-08,0.00022500873617022906,12.761671648622144,283845.87914444617,29.311169502091055
松岡茉優,3,41642,13,176.0,1.8000000000000007,3.8000000000000043,18.4,61.9,20.2,65.7,16.0,191.0,11.0,1.0,134.0,21.0,12.0,155.0,1.3044384598386783e-07,0.0009021959820523416,13.33305910643956,337577.20499622537,32.775625515304355
松島花,17,21795,16,53.0,-0.40000000000000036,1.1000000000000014,3.2,18.2,2.8,19.3,7.0,16.0,6.0,4.0,20.0,13.0,10.0,33.0,0.0,3.213005733673391e-05,3.654995409203541,79061.49195132822,8.12177069615351
松嶋尚美,12,39326,15,60.0,0.8000000000000007,0.5,8.0,75.6,8.8,76.1,11.0,20.0,8.0,4.0,27.0,14.0,12.0,41.0,1.6766985193400094e-09,1.1160351369828978e-05,4.5251607537702325,96572.19104226984,11.607611699246949
松嶋菜々子,6,45563,42,104.0,-4.100000000000001,-2.799999999999997,37.2,90.6,33.1,87.8,51.0,72.0,31.0,3.0,57.0,17.0,34.0,74.0,3.331306034219782e-08,0.0003294453642776463,9.043338144414829,239572.77383636133,22.79366549092341
松平健,10,130283,39,100.0,-2.6000000000000014,2.3000000000000114,19.8,88.1,17.2,90.4,89.0,185.0,37.0,1.0,86.0,3.0,38.0,89.0,7.4112862469851e-08,0.0017771713412126373,7.814682065301626,179541.78286469544,19.140170707698488
松本まりか,3,22448,7,219.0,0.1999999999999993,5.0,12.9,46.7,13.1,51.7,8.0,262.0,6.0,1.0,170.0,28.0,7.0,198.0,2.0302757591276896e-08,0.00044991654067151555,18.48865645751743,427659.09527172515,44.38190650125929
松本人志,6,26951,44,398.0,1.2999999999999972,1.4000000000000057,40.5,97.5,41.8,98.9,-4.0,-125.0,18.0,23.0,123.0,230.0,41.0,353.0,7.191409146297907e-07,0.0369261625696767,33.786474038213825,892316.3093503924,84.5356836553771
松本伊代,5,19143,26,152.0,1.6999999999999993,1.2999999999999972,10.3,84.2,12.0,85.5,11.0,58.0,15.0,11.0,93.0,54.0,26.0,147.0,1.0355492027872493e-07,0.0002871901307049814,13.068808825459554,387810.6640140578,33.57040602410816
松本幸四郎,9,3296,25,147.0,0.8999999999999995,2.3999999999999915,7.8,77.2,8.7,79.6,19.0,127.0,17.0,8.0,93.0,29.0,25.0,122.0,1.1046577340620645e-08,1.3057483358820409e-05,11.339313331979643,197150.20070820107,21.32385671000353
松本潤,1,13305,11,290.0,-4.099999999999994,0.29999999999999716,36.3,94.7,32.2,95.0,15.0,393.0,11.0,0.0,247.0,37.0,11.0,284.0,3.4186146921256387e-07,0.0026670845880135755,27.622231349955488,727900.0611973644,65.468074390602
松本穂香,6,20826,18,115.0,-0.6999999999999993,3.4000000000000057,12.0,47.8,11.3,51.2,21.0,115.0,16.0,1.0,89.0,14.0,17.0,103.0,7.188531586107819e-08,0.0031330017745929925,9.828255601968168,178691.12974303483,19.183734437838215
松本若菜,19,409361,60,196.0,4.1,8.100000000000001,5.1,11.7,9.2,19.8,102.0,357.0,57.0,2.0,185.0,6.0,59.0,191.0,0.0,0.0022561403450262496,15.652690298739062,398365.94292616873,41.41162174669206
松村北斗,5,35689,20,278.0,5.5,2.799999999999997,7.6,34.0,13.1,36.8,29.0,481.0,19.0,0.0,254.0,21.0,19.0,275.0,1.4155787378181693e-07,0.0008291235808417755,17.85517727718345,442934.4870481157,45.927014473519144
松田るか,8,22796,17,84.0,-0.9999999999999999,-1.4,1.4,4.8,0.4,3.4,9.0,59.0,6.0,3.0,36.0,9.0,9.0,45.0,0.0,3.902912569800502e-05,6.037742221486343,86478.83358942418,11.642198781049354
松田翔太,4,18733,2,84.0,-0.6999999999999993,3.1999999999999886,20.0,81.9,19.3,85.1,2.0,52.0,1.0,0.0,47.0,15.0,1.0,62.0,2.482832780607418e-07,0.00062762271634297,5.842762202867585,144003.70405819785,14.169244332019533
松田聖子,2,9107,7,177.0,-2.5,1.0999999999999943,17.0,88.5,14.5,89.6,3.0,-13.0,5.0,2.0,78.0,93.0,7.0,171.0,2.122124092081458e-07,0.0037872345077287705,17.178867538099137,345069.49518432707,28.782738376945733
松田龍平,6,27998,11,75.0,-1.8000000000000007,2.0,16.3,82.1,14.5,84.1,14.0,58.0,9.0,1.0,46.0,11.0,10.0,57.0,2.800615577270899e-07,0.0003782320301946046,5.455828721534739,118759.5844835163,11.846056466725122
松重豊,11,125036,44,140.0,5.600000000000001,1.8000000000000114,34.9,87.6,40.5,89.4,75.0,228.0,41.0,2.0,124.0,9.0,43.0,133.0,2.020174805349945e-09,0.0004997655085323833,11.63336128919356,261238.48334839687,26.966519711393406
松雪泰子,10,117911,25,62.0,3.1999999999999993,0.0,19.8,70.4,23.0,70.4,34.0,69.0,21.0,3.0,44.0,5.0,24.0,49.0,7.759892731403878e-08,0.0002155489000194955,5.185133775094282,111048.87762530615,10.931332872898691
松風理咲,10,5157,1,4.0,-0.2,-0.20000000000000018,0.4,2.1,0.2,1.9,2.0,5.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,5.849238646135836e-07,0.4654963288279857,18812.78693738716,1.953709205198224
板垣李光人,14,201371,48,260.0,3.2,10.2,1.8,10.3,5.0,20.5,97.0,405.0,45.0,2.0,206.0,15.0,47.0,221.0,2.5872797340835777e-09,0.0007101611845377995,21.123874325034055,469183.4082848959,49.257347760820004
板垣瑞生,2,4440,1,44.0,0.5,-1.3999999999999995,1.4,9.2,1.9,7.8,-1.0,20.0,0.0,1.0,18.0,11.0,1.0,29.0,9.504670904884808e-08,8.991270296005196e-05,3.531218881671776,88336.3679020356,9.26328712044017
板尾創路,5,14859,9,59.0,-0.3000000000000007,4.900000000000006,12.9,78.6,12.6,83.5,0.0,5.0,3.0,4.0,17.0,15.0,7.0,32.0,5.645437869790395e-08,0.00030910355243554997,5.453474513814355,106099.37291042368,11.001885582754733
板谷由夏,10,61362,15,90.0,1.0,0.6999999999999957,7.1,38.6,8.1,39.3,6.0,69.0,7.0,4.0,63.0,20.0,11.0,83.0,3.7583685668382644e-08,0.00027701678609190516,6.665243463618873,184852.61823722464,18.307097462291487
林修,6,9795,11,126.0,-5.0,-0.7000000000000028,21.1,95.0,16.1,94.3,4.0,-27.0,5.0,2.0,22.0,53.0,7.0,75.0,1.6766985193400094e-09,7.022844177579624e-05,11.901452814977908,281622.19730294467,30.00418156164418
林遣都,8,97278,50,218.0,-0.6999999999999993,5.900000000000006,13.1,65.1,12.4,71.0,68.0,140.0,39.0,2.0,112.0,46.0,41.0,158.0,1.654361808376431e-08,0.00029442932798906383,16.08241821675715,423810.9432139637,43.32770022175179
柄本佑,5,65092,56,156.0,-1.8000000000000007,1.7000000000000028,22.7,75.8,20.9,77.5,116.0,249.0,53.0,0.0,133.0,6.0,53.0,139.0,1.4879174872192135e-07,0.001096122036661134,11.434492943375346,340976.4944915193,30.055407595390975
柄本明,6,26876,9,66.0,-1.8000000000000007,2.8999999999999915,25.7,84.2,23.9,87.1,8.0,42.0,6.0,0.0,33.0,6.0,6.0,39.0,1.0616821313830066e-07,0.0005623480742507357,6.120881593300473,138358.89718625817,13.212939701500314
柄本時生,6,32847,15,129.0,0.6000000000000014,2.5,12.7,76.3,13.3,78.8,3.0,61.0,4.0,1.0,52.0,16.0,5.0,68.0,2.747881782971882e-08,0.00016988034824326283,11.18487783721236,223194.96976411942,23.656242031356122
柏木由紀,14,58794,69,269.0,-3.2,-2.299999999999997,9.9,77.5,6.7,75.2,42.0,197.0,45.0,24.0,192.0,71.0,69.0,263.0,4.281223461484137e-08,0.0004624462212688485,21.60510875560977,490272.54655450996,49.676390835530015
染谷将太,10,67431,19,167.0,0.5999999999999996,6.900000000000006,6.7,54.3,7.3,61.2,16.0,79.0,11.0,1.0,70.0,22.0,12.0,92.0,5.670638959706653e-09,0.0001738675755396556,14.641005065467555,286697.9705610907,29.30619360293567
染野有来,10,4157,28,41.0,0.0,0.19999999999999973,0.4,2.1,0.4,2.3,50.0,58.0,20.0,2.0,29.0,5.0,22.0,34.0,0.0,3.277843842508673e-07,3.9420390566170784,82294.20420198263,8.637141581747183
柳ゆり菜,7,10665,0,41.0,-1.1,1.4000000000000004,1.8,10.1,0.7,11.5,0.0,4.0,0.0,0.0,15.0,11.0,0.0,26.0,3.249314727700477e-09,1.6494917883980243e-05,3.1268363276191997,69255.2191484285,7.781486564336197
柳原可奈子,11,12990,22,45.0,-2.5,-1.2000000000000028,22.1,89.7,19.6,88.5,0.0,2.0,3.0,4.0,5.0,4.0,7.0,9.0,7.297530518459607e-09,6.384706598437653e-05,3.0802580071898658,69449.95293948555,8.50630860160962
柳楽優弥,2,8543,2,84.0,-4.100000000000001,0.9000000000000057,25.5,71.5,21.4,72.4,4.0,161.0,2.0,0.0,76.0,7.0,2.0,83.0,1.9879768003158761e-07,0.0009737602423751171,8.913053242127377,179806.6409545169,17.2383868460255
柳沢慎吾,6,17898,6,50.0,-1.8999999999999986,-0.7000000000000028,29.9,92.4,28.0,91.7,9.0,27.0,5.0,0.0,25.0,9.0,5.0,34.0,7.372242136307212e-08,0.0004284458833087457,4.337643992013382,78663.13591444201,9.148247154388939
柳葉敏郎,7,23264,8,56.0,-2.3999999999999986,2.5999999999999943,26.5,86.2,24.1,88.8,5.0,41.0,5.0,2.0,36.0,11.0,7.0,47.0,4.281544639135819e-08,0.0004966092564149234,5.126274341810118,144616.99070837518,14.374657070097676
柴咲コウ,7,195235,50,354.0,2.8000000000000007,-0.5999999999999943,28.5,89.6,31.3,89.0,64.0,392.0,40.0,9.0,270.0,54.0,49.0,324.0,7.754255130973175e-08,0.0018618886940506565,26.00582392121339,627556.7118554002,60.7182471347309
柴田理恵,6,5026,11,48.0,1.1000000000000014,-0.10000000000000853,21.2,95.9,22.3,95.8,-1.0,-13.0,3.0,3.0,11.0,24.0,6.0,35.0,1.0086943886443403e-10,1.5372288401694288e-05,4.262249302881819,91255.44801586845,9.356986427256079
栗山千明,3,13745,3,70.0,0.1999999999999993,-1.1999999999999886,16.1,73.1,16.3,71.9,3.0,33.0,2.0,0.0,33.0,11.0,2.0,44.0,1.921872177071425e-08,0.00017336602524587803,6.39428748127853,139840.89897259115,14.860569348006017
桃井かおり,4,48296,0,0.0,1.799999999999999,-0.7000000000000028,15.9,77.7,17.7,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.867433971591589e-08,0.0001474229965329173,0,0,0
桐山漣,4,26663,14,51.0,-0.40000000000000036,0.0,5.0,28.3,4.6,28.3,27.0,62.0,13.0,0.0,34.0,4.0,13.0,38.0,1.1901711775153785e-09,1.6986552382259067e-05,3.5254078861854468,87825.61865431606,8.864192818055535
桐谷健太,8,30738,13,97.0,1.1999999999999993,3.1999999999999886,24.6,86.9,25.8,90.1,13.0,113.0,9.0,2.0,72.0,13.0,11.0,85.0,2.69411475637572e-08,0.00016607330959632032,7.229290095602986,177455.65347936342,17.77348916522637
桐谷美玲,5,21866,40,168.0,0.5,-0.20000000000000284,20.4,80.2,20.9,80.0,46.0,170.0,36.0,2.0,142.0,14.0,38.0,156.0,2.835440067752385e-08,0.0005329846110670207,12.934385623482104,327467.4731437139,33.83225424834983
桑田佳祐,8,125406,72,234.0,3.1999999999999957,1.6000000000000085,42.1,91.3,45.3,92.9,101.0,316.0,63.0,7.0,197.0,31.0,70.0,228.0,4.953126404091626e-07,0.005246729845803326,18.161072397888482,443792.7219178444,37.944605785114796
桜井ユキ,7,47949,14,100.0,-0.1999999999999993,1.3000000000000007,9.2,29.9,9.0,31.2,12.0,89.0,11.0,2.0,73.0,19.0,13.0,92.0,5.0806372625922406e-08,0.00020972872888824323,8.356380379167975,187062.9143688366,20.731339513987173
桜井日奈子,8,42164,9,101.0,-1.5,2.5,9.6,43.9,8.1,46.4,6.0,62.0,5.0,3.0,57.0,28.0,8.0,85.0,2.6548395132992462e-08,0.0005916474351377979,6.6534567057401555,150740.38676693488,16.00798631615411
桜庭ななみ,8,32710,19,42.0,-1.6000000000000005,-2.6999999999999957,4.4,38.8,2.8,36.1,46.0,59.0,19.0,0.0,34.0,5.0,19.0,39.0,2.5862876317336508e-08,0.00019574355837330225,4.265786556189706,114033.89219438861,12.508624229101043
桜田ひより,10,118461,23,127.0,5.1000000000000005,7.799999999999999,2.3,15.6,7.4,23.4,36.0,222.0,22.0,0.0,118.0,5.0,22.0,123.0,1.7695801995444126e-07,0.001737702121240184,10.274364579613394,250508.06518075932,27.066344907154523
桜田通,2,3156,6,62.0,0.40000000000000013,0.1999999999999993,1.2,11.3,1.6,11.5,4.0,60.0,4.0,2.0,41.0,8.0,6.0,49.0,1.0190834910133688e-09,8.486667565638091e-06,4.439715696599442,91416.3934472499,9.812551129754302
梅沢富美男,11,30458,23,85.0,-0.29999999999999716,0.7999999999999972,18.9,95.0,18.6,95.8,23.0,43.0,16.0,5.0,52.0,27.0,21.0,79.0,4.1320269377759435e-08,0.00010805238919511165,7.581634415316187,202439.0895352533,18.80540414222227
森七菜,7,47965,0,0.0,0.10000000000000142,3.700000000000003,11.2,52.9,11.3,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9959145012400284e-07,0.0011649522833408834,0,0,0
森口瑤子,11,82017,22,55.0,0.20000000000000107,-0.6000000000000014,9.7,43.4,9.9,42.8,16.0,45.0,14.0,4.0,33.0,6.0,18.0,39.0,0.0,1.6259005517280366e-05,4.23290454673683,119902.13617889595,11.92242085741815
森尾由美,22,57729,31,57.0,-0.40000000000000036,0.29999999999999716,13.3,59.5,12.9,59.8,22.0,58.0,23.0,6.0,44.0,7.0,29.0,51.0,2.1472635793978345e-09,7.862459001258235e-05,4.5842854887278826,142074.12646212926,14.10885521444125
森山未來,5,17484,8,62.0,-1.9000000000000004,5.299999999999997,13.1,64.4,11.2,69.7,16.0,72.0,7.0,0.0,41.0,7.0,7.0,48.0,7.838619279347263e-09,8.22454742287743e-05,4.75971206205006,89212.89001236652,9.193984638494282
森崎ウィン,19,195319,45,197.0,1.7999999999999998,4.099999999999994,4.2,35.2,6.0,39.3,97.0,225.0,37.0,3.0,112.0,17.0,40.0,129.0,0.0,0.0003786457832490774,16.340997453416424,334212.3103399426,34.25583484707721
森川葵,11,57202,26,88.0,-0.7000000000000011,-0.6999999999999993,8.8,26.9,8.1,26.2,32.0,88.0,20.0,2.0,61.0,10.0,22.0,71.0,1.1247188601224858e-08,0.0011414985042730989,6.538078400560593,151166.18518945348,16.14296145130243
森星,13,47997,0,0.0,2.0999999999999996,2.299999999999997,8.0,53.1,10.1,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010371966366925332,1.0487789170775398e-05,0,0,0
森泉,18,87742,0,0.0,-0.3000000000000007,1.4000000000000057,19.1,87.1,18.8,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001878900713589615,1.9909396502762534e-05,0,0,0
森田想,5,1655,0,20.0,-0.2,0.20000000000000018,0.4,2.5,0.2,2.7,0.0,22.0,0.0,0.0,10.0,0.0,0.0,10.0,4.222605110323143e-07,1.0713309353665493e-05,1.9539173781547317,26850.52545868046,3.253485276807305
森田望智,4,34254,24,75.0,-0.30000000000000004,-1.5,2.1,8.0,1.8,6.5,81.0,74.0,21.0,3.0,23.0,9.0,24.0,32.0,0.0,1.025776691439995e-05,6.219946109835064,128643.93034586917,13.466940298173824
森絵梨佳,4,2559,0,0.0,-0.19999999999999996,0.20000000000000018,1.8,7.6,1.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.354578030608114e-09,4.322469329844797e-06,0,0,0
森高千里,9,56425,42,145.0,-1.4000000000000021,0.7000000000000028,22.1,76.6,20.7,77.3,66.0,185.0,37.0,4.0,121.0,17.0,41.0,138.0,7.63711688107334e-09,0.0002381184286668706,12.576551155779006,301961.0429993285,30.89924864511857
椎名桔平,4,8039,1,57.0,1.2000000000000028,4.6000000000000085,20.9,79.1,22.1,83.7,0.0,18.0,0.0,0.0,17.0,5.0,0.0,22.0,4.484715390474517e-08,0.0004199831558768482,4.775563703731254,113535.40557741528,11.436001750821024
椿鬼奴,12,28931,34,138.0,1.1000000000000014,-1.7999999999999972,21.2,85.0,22.3,83.2,-5.0,-28.0,9.0,14.0,34.0,67.0,23.0,101.0,0.0,5.805776711445548e-06,12.400898180613693,236511.3605001861,28.647935264377356
榊原郁恵,7,146724,71,150.0,6.899999999999999,0.6000000000000085,16.5,82.8,23.4,83.4,134.0,236.0,61.0,8.0,121.0,20.0,69.0,141.0,1.0544601031790667e-08,3.834287902959555e-05,12.775736023957625,430718.602091491,36.74246859894107
榮倉奈々,11,63613,22,111.0,1.5999999999999979,-0.8000000000000114,28.1,81.9,29.7,81.1,19.0,104.0,19.0,1.0,84.0,6.0,20.0,90.0,3.2852209740080717e-08,0.000367467971889741,8.588314633799898,212987.34139568033,21.228736782093467
樋口可南子,3,5518,0,28.0,4.3999999999999995,13.999999999999993,6.2,56.6,10.6,70.6,0.0,-6.0,0.0,0.0,3.0,9.0,0.0,12.0,3.577273836753686e-08,0.00020766330872913651,1.8604504232593497,31730.77222532221,3.079673302754894
横山だいすけ,2,4204,0,55.0,-1.0000000000000018,-1.1999999999999957,16.6,56.8,15.6,55.6,0.0,22.0,0.0,0.0,23.0,7.0,0.0,30.0,0.0,1.4988037915825749e-05,4.492026220659351,81485.73491489324,8.43391219412255
横山裕,9,36538,34,161.0,-1.299999999999999,1.4000000000000057,14.2,73.6,12.9,75.0,25.0,139.0,22.0,10.0,112.0,26.0,32.0,138.0,1.996956080182032e-08,5.325455261905932e-05,16.954734754817572,466123.65755066153,40.47470270536965
横浜流星,7,84631,63,431.0,-2.599999999999998,0.0,29.7,82.1,27.1,82.1,91.0,670.0,54.0,8.0,379.0,36.0,62.0,415.0,2.6532362581341206e-07,0.0022532557111854265,35.969938179847524,764567.9162811415,73.2792135274733
横澤夏子,14,18599,17,85.0,1.5999999999999979,-0.3999999999999915,21.6,87.1,23.2,86.7,14.0,74.0,13.0,2.0,66.0,9.0,15.0,75.0,8.769634832376037e-09,0.00017374189459351476,7.470768450010549,169598.52365054295,17.441352792515726
横田真悠,8,57599,10,107.0,1.0,2.6000000000000014,2.7,11.7,3.7,14.3,14.0,156.0,8.0,0.0,89.0,3.0,8.0,92.0,8.19191773159648e-08,0.00016975387486431272,7.599645922571836,170050.0934012628,18.475740722041134
橋本マナミ,6,17745,12,115.0,0.9000000000000004,0.3999999999999915,9.9,72.7,10.8,73.1,12.0,124.0,9.0,3.0,92.0,18.0,12.0,110.0,0.0,1.4938008338765215e-05,8.068354060441445,241792.05281139992,26.52845155793954
橋本愛_(1996年生),8,53354,43,235.0,0.1999999999999993,-1.5,7.4,48.0,7.6,46.5,45.0,209.0,33.0,7.0,168.0,38.0,40.0,206.0,0.0,0,18.731823160009693,440255.2895015511,41.46250160057729
橋本環奈,7,206693,84,579.0,0.9000000000000057,0.0,34.3,83.5,35.2,83.5,60.0,545.0,52.0,26.0,439.0,111.0,78.0,550.0,9.989544290589168e-08,0.004496501907277777,44.00512560875922,1181245.2513200545,111.13001423213522
檀れい,8,46218,11,71.0,1.3999999999999986,-0.5,16.8,73.8,18.2,73.3,13.0,62.0,10.0,1.0,49.0,8.0,11.0,57.0,3.6649296532748275e-08,0.001563480843074213,6.116034765783196,124122.70549486224,12.54352423475692
櫻井海音,16,73994,22,101.0,-0.40000000000000013,3.5,1.8,8.5,1.4,12.0,22.0,101.0,16.0,2.0,69.0,4.0,18.0,73.0,8.614384667395356e-10,0.0004118291819671005,9.155320044992745,180099.08485792106,17.781395786956377
櫻井翔,6,34081,39,356.0,-0.6999999999999957,0.5999999999999943,36.8,95.9,36.1,96.5,41.0,346.0,30.0,4.0,277.0,57.0,34.0,334.0,2.965652355935403e-07,0.002061454892509052,28.532738336903858,732510.6245787933,77.46536855718884
武井壮,7,21473,19,77.0,-3.9000000000000004,0.9000000000000057,17.0,91.0,13.1,91.9,11.0,23.0,11.0,7.0,38.0,25.0,18.0,63.0,5.160594046374325e-09,0.00010642712178124393,5.857985921751874,145435.0096709739,14.718845350311444
武田梨奈,15,28117,9,41.0,-0.2999999999999998,0.10000000000000142,3.0,16.5,2.7,16.6,4.0,6.0,4.0,3.0,15.0,15.0,7.0,30.0,2.7895545600600736e-08,0.00016376651861115663,3.8825572852552512,46424.9537752753,5.565589343445918
武田玲奈,5,40779,16,139.0,0.2999999999999998,1.3000000000000007,3.2,18.9,3.5,20.2,19.0,35.0,12.0,1.0,42.0,33.0,13.0,75.0,4.257809106695876e-08,0.0003912224407281053,9.722401797706656,199015.87662166287,22.0782262387899
武田鉄矢,9,24175,22,92.0,-1.799999999999999,1.2999999999999972,17.7,92.9,15.9,94.2,-3.0,-1.0,9.0,9.0,35.0,43.0,18.0,78.0,1.3121855008032714e-07,0.0012090411293759656,7.363659735568121,162102.80133538262,17.216228646975928
毎熊克哉,7,11862,9,56.0,0.5,-1.200000000000001,1.4,14.3,1.9,13.1,8.0,42.0,7.0,0.0,29.0,6.0,7.0,35.0,0.0,0.0010724128812870718,4.509533792485105,95205.52108671633,8.423012696767067
比嘉愛未,12,75409,38,133.0,0.3000000000000007,2.6000000000000014,22.5,59.5,22.8,62.1,57.0,142.0,35.0,2.0,101.0,18.0,37.0,119.0,1.4442453041100823e-08,0.00010118917868945535,10.138851769262741,287458.450410846,27.600622770976234
水原希子,10,46982,30,101.0,-4.1,-1.3999999999999915,15.4,77.3,11.3,75.9,17.0,52.0,23.0,6.0,70.0,22.0,29.0,92.0,8.146455908984545e-10,1.2875613849215964e-05,7.708621869391149,191040.17032218352,19.070664091649807
水川あさみ,9,39057,37,122.0,-5.899999999999999,0.7000000000000028,23.4,71.7,17.5,72.4,43.0,132.0,31.0,0.0,106.0,5.0,31.0,111.0,7.712741774136633e-08,0.0005604771902882107,11.630056847013964,321435.2966429347,32.47352188046299
水谷果穂,10,19214,21,53.0,0.0,2.3,0.2,4.4,0.2,6.7,24.0,44.0,15.0,2.0,32.0,4.0,17.0,36.0,3.178677832750611e-08,1.2790702367565089e-05,4.351054163411443,81209.61868643004,9.754602975110975
水谷豊,9,80768,41,180.0,1.1000000000000014,0.5,28.5,89.6,29.6,90.1,41.0,211.0,34.0,6.0,146.0,19.0,40.0,165.0,9.248971042857506e-08,0.001776106109570421,13.319093364985639,381187.37222010817,37.30000274423291
水野真紀,12,51761,22,72.0,-0.20000000000000018,0.09999999999999432,7.3,66.4,7.1,66.5,13.0,48.0,12.0,8.0,42.0,20.0,20.0,62.0,4.31661925220258e-09,0.0002333534999167366,6.823161069935581,174940.69384403946,20.302212098932213
水野美紀,9,45950,16,77.0,-0.8999999999999986,-0.8999999999999915,20.5,69.6,19.6,68.7,6.0,43.0,8.0,7.0,43.0,13.0,15.0,56.0,2.4127430205403024e-08,0.00013226516797876795,6.005608362094744,170163.5467335681,17.480196842232683
永作博美,8,86438,46,153.0,5.699999999999999,0.0,22.3,74.0,28.0,74.0,73.0,180.0,41.0,4.0,123.0,14.0,45.0,137.0,2.240805863358674e-08,0.00010984991259167044,12.344434343599278,372708.2688918272,31.03088403279208
永山瑛太,2,7866,1,90.0,-1.5,2.299999999999997,19.6,70.4,18.1,72.7,-1.0,95.0,0.0,1.0,68.0,17.0,1.0,85.0,1.334767452436962e-07,0.0003902285421690226,6.564623574365082,142696.04669475788,14.40142971484765
