浜野謙太,8.1,50.3,7.1,49,7570,6553,8924,5847,9258,5800,20610
林修,21.1,95,16.1,94.3,18211,14395,12282,11932,10717,15616,25902
林遣都,13.1,65.1,12.4,71,97365,34652,30437,12562,11438,30264,9748
速水もこみち,15.4,91,13.6,92.9,14675,30780,15041,10624,10115,12382,13304
原田泰造,31.2,92.6,33.5,94.7,10911,7906,5986,8502,10214,8724,5674
原田龍二,9.9,74.9,8,76.5,16342,19161,21771,15793,13495,21049,13508
はるな愛,13.5,92,12.2,93.8,9036,6621,6386,7603,6348,6832,6081
坂東龍汰,1.6,11.5,2.5,11.7,166643,51485,11371,8047,9489,131208,64268
HIKAKIN,19.8,88.5,14.5,87.4,81137,54545,36237,29058,50938,54182,38636
東野幸治,15.9,94,15.9,96.3,15024,14550,11373,8578,14644,16182,10273
東山紀之,22.7,91,18.9,92.2,13275,15071,12031,22485,11672,28109,9946
ビートたけし,32.4,97.5,25.8,96.8,36118,30764,28048,27100,30318,35225,31640
ビビる大木,11.9,89.4,10.6,89,5937,10533,4764,6625,5068,7066,4077
日村勇紀,36.6,96.8,38.8,96.6,19406,24386,19398,18638,21315,37050,36410
平泉成,15.9,85.5,15.9,85,4309,5077,3533,5889,5157,6684,4515
平岡祐太,4.8,41.4,6,45.3,7117,6493,6673,4735,27258,20821,7728
平野紫耀,26.5,69.6,34.5,76.3,81517,68212,131808,280377,127811,122219,69661
平山浩行,6.2,41.6,7.1,46.7,4347,3040,5123,6064,4887,8545,4810
ヒロミ,26.2,94.7,26,95.8,15752,14887,20321,20111,20322,20150,22661
吹越満,7.3,56.8,6.5,59.1,6176,5029,5901,6468,4413,6775,7257
福澤朗,11.3,86.9,10.3,86.5,3213,5387,4762,2252,2556,4012,2770
福士蒼汰,23.7,85.7,24.6,85.3,16417,17263,19161,12311,13075,48462,24101
福山雅治,34.9,93.5,38.1,95,52911,164121,39304,26102,95254,34325,29067
藤井隆,20.2,80.4,20.5,82.3,15062,11826,14405,14598,10322,6836,6492
藤井流星,3.7,41.4,5.3,40.7,11987,10669,8991,8019,5456,11030,7213
藤岡弘、,18.9,88.3,17.2,88.1,15724,31159,8474,15915,20330,80189,29460
藤ヶ谷太輔,11.2,67.1,13.1,73.3,12706,12581,7878,19785,27257,148782,13214
藤木直人,24.2,79.5,21.1,81.6,11630,11729,19089,7186,9016,58310,15201
藤森慎吾,15.9,86.9,14.3,87.4,14832,16139,16964,15030,12394,26535,38385
藤原大祐,0.2,4.8,0.9,5.1,12009,18114,10511,6827,5769,24416,9691
藤原竜也,30.8,93.8,29.9,93.8,19810,82031,16738,13120,16569,41148,25848
船越英一郎,11.2,87.3,10.1,89,8074,9007,23608,12682,9572,8186,10325
古川雄輝,3.4,25.7,2.5,23,16124,10904,10562,9325,5821,7298,7006
古川雄大,3.7,18.4,3.7,17.5,22538,9943,30959,63091,23606,15798,16633
古田新太,23.7,86.7,23.4,88.3,10178,13668,20741,15117,5032,15541,10694
古舘伊知郎,12.6,86.2,9.6,86.4,7573,8872,10712,7333,10915,12291,7039
別所哲也,9.7,71.7,8.3,75.2,53285,10773,5181,4159,4077,4678,18169
星野源,32,93.3,29.9,94.2,49973,31103,30401,32316,54341,49838,40150
細田佳央太,2.8,17.3,4.2,20.2,20780,19505,18185,8268,9992,6849,4441
堀内健,19.5,91.3,17.5,90.8,7161,4456,3897,3987,5779,4545,4218
本郷奏多,8.7,44.6,7.6,47.6,27370,18482,18777,13303,12848,17147,11247
毎熊克哉,1.4,14.3,1.9,13.1,12581,12002,4788,3212,6893,9573,7268
眞栄田郷敦,11.3,52.4,14,58.2,21864,18831,81416,83158,79339,120919,30849
前野朋哉,3,39.8,4.1,43.7,2883,1753,2097,1364,1644,8385,6644
マキタスポーツ,6.7,49.4,6.5,53.6,4645,6524,13681,9571,12590,13962,6769
眞島秀和,6,40.9,7.6,43,11206,24578,13058,8561,9118,45992,20538
又吉直樹,19.6,93.1,19.6,94.7,20361,22384,16954,12191,9816,10289,10809
町田啓太,10.4,31,14.3,45.7,135921,90391,52770,26323,93096,42316,35060
松岡修造,28,95.2,27.3,94,12747,14736,11428,11921,12274,11809,10826
松岡昌宏,26.2,92.4,23.5,93.8,7813,8820,9530,12712,6161,21788,15260
マツコ・デラックス,52.6,98.6,51,98.9,41863,32101,38996,34226,25711,43630,29778
松坂桃李,33.6,90.6,34.2,92.6,37329,34123,105597,67459,45160,27903,24187
松重豊,34.9,87.6,40.5,89.4,36094,40494,48398,69123,66531,121987,45209
松下洸平,13.8,49.4,17.2,57.5,50244,34192,112261,97542,71017,45512,33817
松田翔太,20,81.9,19.3,85.1,7381,15291,7962,9243,9185,9313,6549
松田龍平,16.3,82.1,14.5,84.1,8819,16220,8210,8437,8921,10389,7311
松平健,19.8,88.1,17.2,90.4,43872,51595,81557,27245,36945,45319,16416
松丸亮吾,17.7,80.2,13.3,80.7,26851,12119,19733,11270,19356,17015,11302
松村北斗,7.6,34,13.1,36.8,42079,35424,39307,64406,59497,51896,32876
松本幸四郎,7.8,77.2,8.7,79.6,463,817,606,2313,3620,2566,3220
松本潤,36.3,94.7,32.2,95,20823,15278,12770,15149,35316,85693,30725
松本人志,40.5,97.5,41.8,98.9,26767,33556,26159,19817,25946,29887,28765
松山ケンイチ,25.5,86.7,22.5,91.3,10550,30619,22130,17724,10362,30631,53663
的場浩司,15.6,86.5,12.6,88.5,17607,8104,8951,4237,6830,8560,13966
間宮祥太朗,19.8,65.5,18.1,67.8,78945,46619,21773,24727,13053,16237,28785
丸山隆平,12.7,66.4,11.3,61.1,3777,3346,3710,3757,4690,4775,6450
三浦知良,24.1,88.3,22.7,90.4,22965,25990,40471,63031,69215,45356,31935
三浦翔平,16.3,67.8,13.3,66.5,22444,21353,13510,20545,14618,12972,9550
三浦貴大,4.8,43.2,4.2,44.4,12137,6437,26645,19603,21615,15877,7768
三浦友和,18.9,82.1,19.3,82.3,19378,15997,19524,21877,20933,11921,10534
水谷豊,28.5,89.6,29.6,90.1,30020,21595,67877,26673,50331,42144,22815
溝端淳平,14,71.5,11.9,76.8,15311,5563,13444,15175,11356,22085,28395
道枝駿佑,14.5,48,13.3,51.5,61006,28874,26671,33249,33914,53030,26827
光石研,9.4,52,11.2,53.6,17203,19328,23421,6545,5680,7996,8448
満島真之介,18.2,70.8,16.1,73.5,31182,47187,14059,7742,24785,32048,13828
峰竜太,6.2,80.7,5.1,81.8,5775,7211,4335,7686,5797,5204,4895
宮川大輔_(タレント),30.4,94.7,31.2,95.2,8081,8841,9479,17215,7035,18610,11726
三宅弘城,5,41.2,5.3,41.8,3716,4259,2937,2303,3756,3035,3874
三宅裕司,11.9,82.3,13.5,84.6,12532,5969,18366,4252,4722,5756,6348
宮沢氷魚,8.8,39.6,10.1,46.9,141168,109978,35344,58076,20287,46749,176859
宮世琉弥,1.9,11.9,2.7,16.3,8571,16749,98623,101738,97770,76585,45382
宮根誠司,6.2,86.7,5.5,89.6,14263,9496,9058,7738,13423,7449,9088
向井理,27.1,87.8,24.4,90.1,33967,22977,15517,19609,17938,27184,17961
向井康二,6.7,34.5,7.4,34.9,37960,32329,25203,23528,24769,40043,26159
六平直政,10.3,62.8,9,62.1,8506,3956,5151,7167,3632,4133,10685
村上信五,21.6,85.5,25.1,87.4,6879,5291,6245,5898,9645,8365,5484
村上虹郎,6.2,37.9,8.3,41.8,23105,130397,62794,11958,39398,98555,26857
ムロツヨシ,49.4,92.7,46.7,92.9,15755,55128,19422,12484,13811,19838,14938
恵俊彰,9.4,84.4,9.9,86.7,10456,11006,9449,9709,16316,9423,7270
目黒蓮,10.4,40.7,24.6,65.3,46779,61731,498549,350785,404326,189193,96281
望月歩,1.1,8.3,0.7,9.6,6660,50289,5820,4091,8645,36193,5539
本木雅弘,27.3,83,21.4,82.7,9571,12253,17908,12378,8049,9586,7459
森崎ウィン,4.2,35.2,6,39.3,37314,56356,25916,20943,107926,85098,29263
森山未來,13.1,64.4,11.2,69.7,27639,22162,19568,7285,10339,9134,7856
柳楽優弥,25.5,71.5,21.4,72.4,22720,22628,21291,13189,17692,40568,28554
役所広司,30.4,87.1,28.5,87.6,16765,15517,9939,9684,12942,13855,12357
薬丸裕英,10.8,86.9,7.8,88.1,4635,4157,2852,3691,4169,9703,5222
矢沢永吉,22.8,93.5,18.4,92.2,62707,51967,29497,22396,48915,23224,17219
八嶋智人,25.3,82.1,23,83.5,5815,7377,5375,3886,3976,7219,38232
安田顕,27.4,80,32.4,81.9,18015,14389,50559,25179,45456,19293,12364
安田章大,7.4,57.7,6.5,54.9,6367,6339,5377,6276,35359,13917,6635
柳沢慎吾,29.9,92.4,28,91.7,13644,20049,8288,7908,9297,9495,4007
柳葉敏郎,26.5,86.2,24.1,88.8,15791,14692,20247,7954,11394,15567,30852
矢部浩之,19.3,91.3,19.1,95,10479,10926,4542,11369,9429,13897,7019
山口智充,26,88,25.3,89.7,11436,11690,12773,14945,10545,19042,12557
山崎育三郎,21.8,72.9,20.7,73.1,27041,19003,14571,14501,34729,39688,27500
山﨑賢人,24.8,79.5,26.5,81.4,48379,34072,144964,68150,49384,41586,17543
山崎弘也,35.4,91.9,33.8,91.5,6468,9149,4645,5181,8858,8598,4976
山里亮太,26.4,94.3,26.7,94.2,25042,20210,10438,9443,19837,41659,16390
山下健二郎,11.5,54,10.6,53.6,11798,6712,7670,6800,7386,7821,9733
山下智久,27.4,87.4,28.1,89.6,33562,32491,36363,58388,41541,41877,25481
山田孝之,35.6,89.6,35.9,90.8,27288,31828,18615,19267,24767,23624,28427
山田裕貴,19.1,63.5,24.1,69,139018,49388,31646,28811,61546,284516,148419
山田涼介,18.8,73.5,20.2,81.6,69139,33824,55601,40600,31764,37306,28023
山中崇,3.9,39.3,5,41.8,53175,39895,15112,5403,6282,5767,5035
山本耕史,13.1,79.8,20,84.6,69793,62255,45405,73949,85298,55604,20915
矢本悠馬,7.1,43.4,7.6,41.6,15370,11101,18726,11090,11097,4532,6374
結木滉星,0.7,7.1,1.1,9.4,18132,8129,14887,7051,360190,11848,19383
ゆうたろう_(モデル),0.9,15.9,2.1,11.3,11142,8923,6654,5749,6012,11993,7620
ユースケ・サンタマリア,20.7,88,17.2,89.2,10388,27863,9351,5977,7782,9719,9003
横浜流星,29.7,82.1,27.1,82.1,94284,57718,112017,35911,26423,33190,36541
横山だいすけ,16.6,56.8,15.6,55.6,18676,7790,5990,7355,6608,7977,12470
横山裕,14.2,73.6,12.9,75,7521,11954,42590,15014,15911,26088,81726
吉岡秀隆,12.7,70.3,15.2,75.6,27511,31847,71230,99478,215756,68402,18646
吉沢亮,25.8,71.9,30.4,77.2,93688,41182,126772,70377,85059,51154,29581
吉田鋼太郎,28.7,90.3,25.8,87.4,9243,12490,5536,14000,5524,25973,14615
吉村崇,17.7,83.9,17.2,83,14891,14491,31875,7245,10711,13033,9283
竜星涼,5.1,25,8.1,35.8,59481,79784,23836,13462,25883,169966,95153
リリー・フランキー,17.3,80.9,16.6,82.7,14591,17405,13846,12801,11087,14677,14025
六角精児,22.8,84.6,21.9,85.8,15630,12009,51982,18885,17082,18139,12570
若林正恭,35,90.8,33.1,90.1,17466,17582,20718,16072,13239,22487,18388
渡辺いっけい,11.7,72.4,13.8,76.8,16094,19819,9247,4550,6517,10593,14771
渡邊圭祐,5.7,24.8,4.2,22.8,11505,12075,10182,15146,18969,15826,14809
渡辺謙,23,87.4,23.4,89.7,127272,59740,19193,13816,28144,46576,21154
渡辺大知,2.5,18.6,2.3,18.4,37822,32306,27327,28151,11367,13233,5027
渡部篤郎,19.1,76.3,22.7,83.9,8020,10939,6951,6016,12176,18964,221847
EXIT_(お笑いコンビ),32,88.1,30.8,87.4,72309,16430,10957,19374,10705,26939,40560
おぎやはぎ,32,93.1,27.1,93.1,21122,12420,11971,14771,12975,11806,15314
かまいたち_(お笑いコンビ),37.9,94,37.3,92.6,57410,52555,43866,34386,75395,99254,38772
さまぁ〜ず,36.6,92.9,33.1,94.3,12919,11907,16680,13007,12254,14091,12566
サンドウィッチマン_(お笑いコンビ),64.8,97.9,67.4,98.1,44911,40986,30407,28790,56505,48879,35112
JO1,2.5,37.5,4.1,40,42256,46337,96831,95016,268877,96778,64938
シソンヌ_(お笑いコンビ),20.4,63.9,23.5,66.5,49251,23476,50988,31767,41272,69779,36268
霜降り明星,20.9,88.1,22.7,86.7,24715,22032,26428,20317,33134,33396,21987
タカアンドトシ,40,95,39.1,94.7,18211,16142,18883,13233,16016,19719,21001
千鳥_(お笑いコンビ),50.8,96.5,51.5,95.4,62109,55885,39591,35596,70479,64639,35426
チョコレートプラネット,41.8,89.7,40.9,90.1,41493,33494,32598,27344,26558,49816,24595
ティモンディ,20.9,75.4,19.1,80.5,103152,32949,32196,14974,14318,49159,20765
ナイツ_(お笑いコンビ),34.5,89,34.5,88.5,11046,13418,10187,7465,31764,16858,16383
錦鯉_(お笑いコンビ),21.8,88.3,20.2,90.1,154003,115774,56599,54511,93323,87484,51614
博多華丸・大吉,44.4,93.1,46.5,94.2,25896,22057,27431,22558,47314,46769,25279
ブラックマヨネーズ,24.1,91.2,22.1,90.6,10050,5123,4278,5093,6683,8776,5402
ぺこぱ,23.9,88.7,21.1,89.6,13468,9327,13978,11197,18631,12242,19195
ミキ_(お笑いコンビ),18.8,83.2,17,81.4,18740,14090,10995,14912,31544,20364,14320
ミルクボーイ,13.5,83.7,14.9,82.5,9726,10863,8175,7652,20461,12247,7218
四千頭身,16.5,78.4,17,78.1,30031,21800,24105,15535,19507,22922,18332
和牛_(お笑いコンビ),14,74.3,13.8,73.3,10414,11795,8667,10009,19947,17735,6050
相武紗季,20,77.5,16.8,77,20513,14644,9695,11278,16625,28323,32674
蒼井優,27.8,89.9,26.4,88,49404,25217,17342,17131,37489,21554,14240
葵わかな,6.7,42.8,6,47.6,6572,7379,14454,8036,10473,59670,37263
秋田汐梨,0.4,1.9,0.7,2.7,5920,6221,6795,2426,2625,5889,1616
秋元梢,2.5,46.9,2.8,46.9,3162,6272,4775,5330,9415,10145,5274
浅川梨奈,1.8,5.7,1.4,5.3,26801,7937,21846,27021,7593,17585,70680
浅田舞,10.4,81.9,12.7,80.7,8489,10377,7757,14735,4351,15503,6314
浅田真央,38.2,95.9,34.7,97.3,10801,21356,10823,17462,18302,12354,11397
浅田美代子,12.9,70.1,11.5,69.9,8912,6579,6290,4741,4713,4399,8804
浅野ゆう子,15.9,77.3,14.9,79.3,11605,18629,12819,18610,17582,13003,10888
朝日奈央,24.2,69.2,25.1,72.9,74026,95334,37318,27118,20876,34096,17683
朝比奈彩,3.2,19.3,5.3,26.5,19759,11162,10033,12578,34664,42198,28090
芦田愛菜,46.7,94.3,45.8,95.4,60546,72402,56556,80982,75405,104979,94316
麻生久美子,18.4,63.2,18.8,65.8,11702,41950,20919,14588,12584,10121,7865
麻生祐未,9.4,41.9,8.8,40.5,14398,14466,11855,10459,16780,12933,10890
安達祐実,21.2,88,23.2,86.7,24747,61913,17730,23652,19300,18890,17991
足立梨花,13.1,65.3,14.7,69.9,38828,36820,38408,28453,43040,44545,18006
天海祐希,49.7,91.3,50.4,91,26597,31192,33264,31861,36586,27540,30764
綾瀬はるか,58.8,95.4,58.1,95.9,42620,44485,34192,35100,57237,92070,39151
新井恵理那,12.2,43.5,13.3,46.5,53249,60845,107143,38201,80285,39435,26195
新垣結衣,54.5,92,52,92.9,62734,41043,36799,40011,48361,52005,50063
新木優子,17.7,59.6,21.4,64.2,87040,115779,44240,28952,25650,21521,17711
有村架純,38.1,86.5,41.1,88.7,81975,55482,50862,57431,105546,100821,65822
杏_(女優),40.9,92,35.9,90.8,167223,99361,48842,38512,28237,46406,21850
アンミカ,20.7,92.6,27.8,93.1,70980,41512,56112,108422,43814,107170,65992
安藤サクラ,20,65.7,25.3,73.8,26296,17216,26053,70206,23680,203358,155314
飯豊まりえ,12.9,44.1,12.2,46.4,252768,45980,16493,14970,42819,50574,42076
井川遥,23.9,73.3,24.8,75.8,23379,26147,44256,23555,18351,42834,70707
生田絵梨花,11.5,51,15.6,56.3,35920,24318,35697,39546,89000,62629,31268
池田エライザ,14.3,60.9,17.5,66.4,99848,52500,139470,83632,135912,32338,24361
井桁弘恵,5.5,18.4,5.8,26.2,119175,53885,30589,62746,56723,69119,23359
池田美優,20.2,87.4,21.1,87.4,38253,31979,115525,46344,26790,56222,26288
池間夏海,0.5,1.9,0.7,3.2,10337,4183,5042,3171,2038,2170,11966
池脇千鶴,7.8,49,9.9,51.2,8422,11468,10386,5675,5266,6971,5732
生駒里奈,9.2,53.3,6.2,54.3,10704,8739,8107,12424,12179,11746,11160
石井杏奈_(E-girls),7.4,26.4,6.4,27.4,27786,14500,11173,8248,28312,12445,14471
石川恋,2.1,10.3,1.6,13.3,23711,7618,13618,16464,37485,8099,6078
石田ニコル,3.9,25.7,2.5,29,8033,6020,8865,9140,4294,12385,87876
石田ひかり,12.7,67.4,10.8,68,8838,8595,10539,7003,22784,28300,23840
石田ゆり子,39.8,81.6,40.7,80.2,29001,34757,36810,34862,28366,36666,28398
石野真子,10.6,68.5,11,68.8,20394,13153,9971,12089,9966,24753,34138
石橋静河,5.7,25.7,6,28.5,25443,83357,53345,27617,46279,28058,35516
石原さとみ,36.5,93.6,38.1,92.4,45008,56856,31708,49332,44666,36379,35141
泉里香,6.9,29,7.6,31.3,26931,24741,29735,21948,32247,34129,20777
磯野貴理子,14.7,87.3,14.7,85.7,11150,11309,8230,7082,7646,20567,8046
磯山さやか,18.2,68.3,15.4,68.8,21981,26779,18734,24573,16273,17204,25133
板谷由夏,7.1,38.6,8.1,39.3,16801,23662,72701,9314,6061,15147,20437
市川紗椰,7.1,41.1,8,41.2,14613,14464,18369,20126,32972,34829,20446
市川実日子,15.6,49.4,15.6,51.9,23354,9614,11406,19481,15784,14764,14210
市毛良枝,9.9,60,11.7,60,4403,8064,9858,3098,3921,4851,24930
いとうあさこ,40.2,94.9,36.1,94.9,46661,17676,12690,12260,14754,19200,19307
伊藤歩,2.3,14.3,2.5,13.8,9861,72187,27371,28342,13953,11384,30546
伊藤沙莉,28,60.9,26.9,61.6,74494,50581,53835,57677,50340,56488,97926
稲森いずみ,15.6,65.1,14.9,63.9,48569,24725,10317,8199,9713,13301,14183
井上咲楽,9.2,71.5,11.5,73.8,28708,30420,23732,22923,26300,26066,18898
井上真央,19.8,75.2,26.9,76.8,26996,31256,32946,74315,35250,186857,70597
祷キララ,0.2,1.2,0,1.1,2204,1344,3498,2753,12932,4979,2615
伊原六花,5.5,26.2,5.1,30.3,18916,21707,35948,47172,31303,90156,52182
今田美桜,26.9,61.8,28,65.5,73441,63786,48800,41225,44723,63694,48811
IMALU,5.7,77.9,5.5,77.7,15594,10261,15879,9202,10707,19541,5746
芋生悠,0.7,3,0.7,3.2,9683,5937,9838,14847,5262,5028,3726
井本彩花,0.2,4.1,0,3.9,12514,11689,4035,4135,4517,22430,18602
イモトアヤコ,35.2,97.7,36.5,97.5,15537,25072,11718,24323,9086,9599,12917
井森美幸,20.9,86.5,23.2,85.8,7846,12238,11847,7822,6701,8492,6878
上戸彩,37,91.7,34.3,93.1,27501,28234,16667,18304,43095,32974,127069
上野樹里,28.7,79.5,27.4,77.2,19908,44419,26454,21506,17763,31502,16244
宇賀なつみ,6.2,39.6,5.3,40.7,21598,15487,18520,9241,36817,25361,26573
宇垣美里,4.8,32.2,6.2,31,14692,20194,15017,19908,13390,24804,16955
臼田あさ美,6.7,30.8,3.5,29,10791,17658,6020,6751,5340,10248,21506
宇多田ヒカル,39.1,93.5,39.5,94.9,74204,37927,36564,39419,61656,54223,37143
内田有紀,32,80,31.3,79.6,21720,22749,206836,51185,43861,57313,109353
内田理央,5.7,36.6,6.7,40.2,16881,14874,47567,35532,25297,30148,26137
内山理名,8.3,60.7,9.9,59.3,14123,9779,11583,49666,8628,11196,17600
榮倉奈々,28.1,81.9,29.7,81.1,55693,39919,17138,23265,15947,22564,13962
江口のりこ,27.8,73.5,23.7,71.7,32919,37229,17262,89425,10725,14171,20227
蛯原友里,11.2,69.9,8.3,71.3,8199,7315,61710,15968,7492,6425,4604
大久保佳代子,31.3,93.5,32.4,93.3,32379,18330,17137,14776,19527,17990,17831
大坂なおみ,17.9,96.8,16.5,96.8,13421,15410,10516,10039,8578,112093,9030
大沢あかね,9.9,76.6,11.3,77.7,19960,14661,12782,7017,14830,9680,10134
大島美幸,24.6,93.1,27.6,94.9,7604,6101,3899,2841,2725,6237,4082
大島優子,22.1,87.6,18.9,89,48460,20977,46310,18745,20534,37690,18021
大竹しのぶ,20.7,92,21.6,90.3,8992,13692,13061,17769,13875,19777,15156
大塚寧々,15.6,71,18.2,69.7,10453,9892,13483,26539,182608,16558,7188
大友花恋,2.7,17,1.8,22.5,24637,35852,34675,18683,16872,16976,20680
大野いと,1.1,13.8,1.8,14,5716,12276,8534,8035,4268,6483,38388
大原櫻子,7.3,41.6,4.2,42.8,10444,9905,20041,8540,9202,16631,19583
大政絢,10.3,53.5,10.6,55.4,13386,8881,11561,11752,6154,10194,17973
岡崎紗絵,6.4,15.4,5.1,14.7,124054,44256,16716,21955,17790,39986,19755
岡副麻希,6.2,41.4,5.3,38.2,16763,19685,7930,4210,5009,7345,25855
岡田結実,12.7,73.6,13.1,73.3,14788,16737,8953,11772,10531,14677,12731
岡本夏美,0.7,3.4,0.9,5.1,9505,4417,4615,2708,2646,6251,3832
岡本玲,2.5,31.3,2.8,31.3,8373,8119,4756,8156,9087,16194,23828
小川紗良,0.5,2.7,0.2,3,2047,3303,1647,1368,2710,7062,3717
奥貫薫,6.4,31.3,6.4,31.7,19526,12070,8677,10019,5894,9411,13488
小倉優子,11.3,84.1,9.9,83.9,21709,12595,14409,10947,16523,12080,15326
押切もえ,5.1,76.6,4.8,76.3,7419,4233,13202,16896,6584,2844,5221
乙葉,13.6,68,14.3,66,7115,7648,9278,10765,9936,8308,5576
小野花梨,1.6,8.3,2.1,7.4,18111,10588,5300,5497,4227,154966,152093
おのののか,5.1,70.3,5.7,74.7,15156,7273,3979,4883,5457,39969,4135
尾野真千子,17,65,15.9,64.8,30579,13598,15609,10634,12026,14547,13353
皆藤愛子,8.5,56.1,10.8,58.9,18722,24594,20481,21401,29950,50996,13219
賀来千香子,13.1,66.5,13.3,64.8,13041,13788,11744,14467,12448,21736,16410
筧美和子,8.1,53.6,7.6,53.3,30348,21054,26018,16695,11084,22938,24330
柏木由紀,9.9,77.5,6.7,75.2,29366,36616,29660,26294,26829,22055,16142
片桐はいり,19.1,82.5,18.8,81.4,14310,13339,67524,6323,4035,5685,6837
かたせ梨乃,15.4,77,18.1,76.3,9093,18762,11799,23471,29469,21570,11031
片平なぎさ,13.3,73.1,16.3,72.7,12685,9142,8544,8773,10288,19841,34775
片山友希,0.7,1.9,0,1.9,35081,51504,6665,5222,4449,16721,12178
加藤小夏,0.9,1.6,0.2,1.1,3172,30856,40473,39224,7846,4190,2222
門脇麦,14,57,15.6,64.2,15195,13877,69431,52214,41457,150301,94621
夏帆,11.7,58.9,19.3,66,14503,26839,62083,211705,104200,101540,58869
上白石萌歌,19.3,79.6,16.5,78.1,46917,37126,29263,17342,20339,74270,28693
上白石萌音,24.6,84.4,22.7,82.8,57799,39803,42787,34333,60473,93789,47400
茅島みずき,0.7,3.7,0.4,3.7,8348,3678,8038,2341,7214,39505,3206
河合優実,0.2,1.8,0.2,0.9,11295,20402,8601,7902,7928,10514,11544
川栄李奈,18.2,69.2,18.8,71.2,20829,35981,49036,38481,18548,33113,14520
河北麻友子,16.3,78.2,15.4,75.2,14098,19603,23505,32886,22015,17137,21790
川口春奈,29.2,76.5,35.2,79.3,89852,54760,222379,144116,152642,74214,45017
川島海荷,7.6,55.9,7.4,55.6,38704,14787,11104,13340,11257,54842,9645
川津明日香,0.4,2.8,0.4,3,3530,2644,14977,6901,6013,14891,11010
貫地谷しほり,14.5,69.4,15.2,68,29710,25122,11438,6572,7812,10204,11040
菅野美穂,30.6,85.1,29.6,82.7,35036,12878,13679,10993,13761,34632,16249
菅野莉央,0.5,2.3,0,2.3,2017,5612,32144,26481,18523,4687,4241
菊池桃子,13.6,71.9,12.9,72.6,29435,11774,16597,74756,13126,28001,13666
岸井ゆきの,7.6,26.2,11,33.8,21975,30378,215353,118370,86712,31175,38532
貴島明日香,10.4,36.5,11,42.7,50359,40157,29672,100403,108768,79040,23110
岸本加世子,7.3,66.9,11,65.1,3321,2749,2529,10687,7330,7754,3997
北川景子,41.1,92.4,45.3,91.5,52291,28327,40044,33235,40670,140536,106319
北乃きい,11.5,73.5,9.9,74.2,64621,25999,10790,15287,21343,56388,29495
吉瀬美智子,26.2,75,24.8,75.8,18585,17210,70454,18903,19435,13927,10951
木南晴夏,12.7,45.3,16.8,53.1,24341,21470,38483,22479,43031,113183,58068
木村カエラ,13.5,84.2,13.8,82.5,12504,11166,11954,10353,22988,25607,16913
木村多江,25.8,80.2,24.8,81.4,13844,21244,16554,38642,42684,14982,9382
木村文乃,21.8,69.6,23.7,71.3,49693,104264,159177,50368,32902,48741,38206
キムラ緑子,12.6,52.7,12.7,53.5,8436,13784,6940,13467,6665,6859,5969
木村佳乃,29.9,75.9,28.5,74.7,19375,19401,21177,21787,14080,54775,21063
きゃりーぱみゅぱみゅ,12.6,92.4,15.6,93.3,16937,18684,36513,14562,14722,40326,18223
清原果耶,14.5,46.7,18.8,51.5,36305,45059,213633,128427,78174,44377,24785
桐谷美玲,20.4,80.2,20.9,80,20027,23134,24726,36325,20303,18788,15709
草刈民代,10.1,69.4,10.6,68.5,3750,2816,6732,3436,4238,5831,3152
工藤美桜,1.8,7.6,1.8,9.7,34165,31869,19741,40294,29139,37351,11087
国仲涼子,11.9,65,13.1,62.7,13570,9532,7250,7182,22236,14593,27971
久保田紗友,1.8,8,1.9,9.4,41142,12958,5513,6179,17672,13627,15040
久間田琳加,2.8,9.4,3.2,11.5,7779,9641,17120,14065,41918,34285,17598
倉科カナ,20.7,67.4,16.5,67.3,49450,40306,28695,17376,32824,30982,47803
栗山千明,16.1,73.1,16.3,71.9,62059,30716,15810,14640,14156,30355,29687
黒木華,22.1,74.5,23.4,72.2,30281,29837,19811,14930,32169,146815,43009
黒木瞳,19.3,83.5,17.5,82.7,13872,25190,14077,13736,13197,37169,19123
黒沢かずこ,17.2,86.5,25.1,92.9,3806,7420,4217,4380,2304,3157,4189
黒島結菜,7.6,29.2,9,45.1,126459,188908,131322,175357,84368,39389,36176
黒谷友香,9.6,60.5,6.7,59.1,9775,24812,10745,19633,24348,47054,27055
小池栄子,36.3,91.7,42.7,91,85042,46523,37138,30528,46550,22634,18255
Cocomi,3.9,54,6.2,62.7,18644,22668,22525,29985,107017,65382,14139
小芝風花,17.5,54.7,18.2,57.2,56638,38739,154113,70486,41203,209373,53471
小嶋陽菜,8.5,61.1,8.7,63.7,20793,13891,21115,13928,24216,32481,7592
小西桜子,0.5,4.1,0.5,2.3,5413,4211,2917,2132,2099,4958,4783
小西真奈美,20.4,72.7,17.9,71.7,9484,12035,10913,4993,5913,7673,7847
小林聡美,16.8,63.9,17.2,64.2,12002,10637,11179,11200,11476,14226,16813
小松菜奈,20.4,66.9,20.9,67.8,46829,53334,40661,46917,40335,27971,23508
小雪_(女優),13.1,81.2,13.1,82.5,9025,19236,83897,47109,9419,19194,14723
近藤春菜,29.6,96.5,30.8,97,15298,8808,9345,10617,7898,16833,8675
紺野彩夏,0.7,5.1,1.1,5.5,20085,17599,7784,26125,14464,32775,14309
紺野まひる,2.8,26,2.1,27.8,4265,21637,10963,23604,4697,9138,3173
紺野美沙子,7.1,53.8,6.7,55.6,8237,20491,4302,3102,4592,16548,5785
財前直見,12.7,67.6,12,66.7,40789,24821,20077,41413,17059,86186,17655
