name,pop_diff_past,aware_diff_past,201902人気度,201902知名度,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5
千鳥_(お笑いコンビ),12.7,6.9,38.1,89.6,4,33460,32,495.0,0.7000000000000028,-1.0999999999999943,50.8,96.5,51.5,95.4,21.0,311.0,21.0,8.0,335.0,100.0,29.0,435.0,1.5884045126813572e-07,0.004774801121361936,41.554490627694896,993611.2872118329,103.74410909595836,80948.7154380401,193056.6535775841,49119.909097711956,4068.98474940657,125477.44782777663,404717,6855.624658206874,10974.362844230374
南原清隆,-2.7,-6.3,18.6,94.3,10,30103,34,80.0,-1.200000000000001,4.0,15.9,88.0,14.7,92.0,52.0,97.0,32.0,0.0,67.0,4.0,32.0,71.0,1.4408003376079776e-07,0.00034075781776454636,5.140876181511269,167434.22418665834,18.03312123219959,25329.692987723745,59925.56073993711,11506.429327650285,838.795511263298,38002.2535051815,127391,5985.063147543408,8605.983639455422
南果歩,0.6,-7.8,6.7,75.4,14,79885,11,53.0,0.7999999999999998,-2.0999999999999943,7.3,67.6,8.1,65.5,-9.0,-12.0,3.0,8.0,17.0,21.0,11.0,38.0,1.0688746554278577e-09,1.1523915635546834e-05,4.179675567124098,112528.36704516169,9.020424377080223,39867.3103760509,95698.18411287901,29917.051958449967,1795.7059682547933,62612.69447871287,198293,15272.807992573917,24865.773847735105
南沢奈央,0.2,-18,4.4,49.9,9,20483,4,43.0,-0.5,1.7000000000000028,4.6,31.9,4.1,33.6,2.0,4.0,2.0,0.0,10.0,9.0,2.0,19.0,4.70758023636867e-09,0.00014972799300294772,3.3853656079911403,61529.981577257175,5.7874692788074515,22599.251377191158,53002.924091480316,9683.324128860333,833.9315492560952,33146.481026787944,115037,4062.6064508326817,5538.107293068288
南野陽子,2,-4.1,9.2,80.2,9,42265,38,79.0,-0.8999999999999986,-0.29999999999999716,11.2,76.1,10.3,75.8,48.0,74.0,35.0,2.0,61.0,13.0,37.0,74.0,1.1879063568940883e-07,0.0010023847938028714,9.467535051492657,206546.97723774385,18.506132616487072,34105.91524576275,80595.59343308357,19154.355188233763,1133.7946531620419,50940.55047909214,172369,8463.804880715647,12804.83661601923
博多華丸・大吉,-4.8,-0.4,49.2,93.5,12,48455,9,73.0,2.1000000000000014,1.1000000000000085,44.4,93.1,46.5,94.2,8.0,58.0,7.0,1.0,55.0,12.0,8.0,67.0,1.8887659209905829e-07,0.0033875993607886553,9.685067708156968,219221.24159712534,20.802835370186802,52104.67604870222,125569.5029599978,36156.99282346443,3025.2066336476146,83543.44633637936,257253,7996.888893348956,13718.290435574581
厚切りジェイソン,-0.9,1.4,20.7,89,6,16754,8,54.0,-0.3000000000000007,-0.8000000000000114,19.8,90.4,19.5,89.6,15.0,46.0,6.0,1.0,29.0,10.0,7.0,39.0,0.0,1.09084497257297e-05,4.055397605621341,70718.73807505956,8.295354051187736,16388.54470474407,38315.61024511352,6854.404029472397,540.7289764761323,23749.10534807406,83751,2968.0727846322243,3751.7781035012213
原日出子,2.3,-5.8,6.5,66.2,10,23560,14,58.0,-1.9000000000000004,0.5,8.8,60.4,6.9,60.9,16.0,30.0,12.0,0.0,32.0,15.0,12.0,47.0,3.7227434322918365e-13,3.155542218003707e-05,4.079519684267517,121324.25122665786,13.060087822599174,37017.303562138826,87523.51451042027,18341.168991757633,2071.2198442330546,56239.56258599267,186927,2094.3367002948917,2633.557102677084
原沙知絵,0.4,-8,4.6,52.6,10,28981,7,10.0,-0.40000000000000036,2.5,5.0,44.6,4.6,47.1,1.0,-1.0,3.0,2.0,2.0,3.0,5.0,5.0,0.0,7.463791930339987e-06,2.962053407968956,32115.625169966486,3.8446850792828844,17421.767750658135,40212.10201005291,5222.838440157835,609.0065192493458,24368.401530476498,90343,4852.692104496864,6848.404789742325
原田泰造,-1,-2.4,32.2,95,9,13729,6,73.0,2.3000000000000007,2.1000000000000085,31.2,92.6,33.5,94.7,5.0,66.0,4.0,0.0,49.0,9.0,4.0,58.0,7.20263638598078e-08,0.00020051884094331133,5.601577410108386,145855.41773496833,15.1907753204652,18723.2180678988,44681.93724615209,10709.21411449436,1523.0781887587655,29668.29631510565,93655,2977.6482259344966,5711.842794316989
原田知世,0.3,-3.4,15.6,71.5,11,55539,24,59.0,0.7000000000000011,0.4000000000000057,15.9,68.1,16.6,68.5,31.0,79.0,19.0,4.0,46.0,8.0,23.0,54.0,4.045423457096474e-08,0.0004573631100007572,5.937756906467264,93859.46300473456,9.516580425040285,38674.76525926478,90894.5268222869,16804.426917863195,1420.469138900933,57049.107751818425,196321,10779.817950709617,14681.259001278633
原田美枝子,0.7,-4.2,7.6,52.2,10,294276,40,143.0,1.3999999999999986,-0.3999999999999986,8.3,48.0,9.7,47.6,44.0,123.0,30.0,5.0,95.0,20.0,35.0,115.0,0.007840298988631542,0.00026932284121483684,12.141077688096395,313096.4969122376,27.77124450545162,122771.16357713944,277866.26382570615,14988.007660470548,1274.326860679333,158743.21342403226,649408,53112.01404823502,66516.18824450855
原田龍二,-3.4,3,13.3,71.9,9,55951,8,72.0,-1.9000000000000004,1.5999999999999943,9.9,74.9,8.0,76.5,-4.0,13.0,1.0,5.0,34.0,27.0,6.0,61.0,0.0,0.00018241369895531163,5.543137759634497,124678.715219973,13.534841807772935,46518.37636504085,109859.06797902977,23021.96833971428,1752.5127792057842,69603.5427844322,234891,8826.37345600511,11741.063084512092
又吉直樹,-5,-4.2,24.6,97.3,3,13562,1,70.0,0.0,1.6000000000000085,19.6,93.1,19.6,94.7,1.0,65.0,1.0,0.0,53.0,9.0,1.0,62.0,3.4904423428895337e-08,0.0003271846327468327,5.685706380292938,127827.37395549162,12.187373480837753,26900.31482149969,62944.9841895841,11051.502952555511,1198.5468639057585,39391.17906263432,137419,2666.971560285843,3222.5139495961143
及川光博,5.5,-1.6,20,91.2,5,36944,15,83.0,1.3999999999999986,0.30000000000001137,25.5,89.6,26.9,89.9,6.0,69.0,7.0,5.0,56.0,16.0,12.0,72.0,9.75374867226262e-08,0.0005549149077791447,6.739761494536017,153842.71804461695,15.280256211046344,40797.34263010228,96133.17915174204,19903.491192058496,1170.5390090809672,60303.01267280337,206421,5758.4891712143635,8248.836935819989
友近,-6.7,-0.9,30.6,93.8,8,12982,11,97.0,4.400000000000002,0.3999999999999915,23.9,92.9,28.3,93.3,6.0,40.0,6.0,1.0,49.0,17.0,7.0,66.0,8.406397214714428e-08,0.0003152868389245949,9.676825372967263,196529.14361328556,20.09640710477856,20144.6431915276,47948.469677582645,11780.078848179217,1068.7160260987857,31115.58051295637,100970,2261.004015097332,3107.575114807333
反町隆史,7.8,-0.9,21.4,88.7,7,45994,28,96.0,-1.1999999999999993,1.7999999999999972,29.2,87.8,28.0,89.6,28.0,64.0,24.0,1.0,61.0,18.0,25.0,79.0,2.44838788473487e-08,0.0003370456182996545,7.713716698167747,186293.97048860256,19.696419677173317,59399.67004193045,142591.96609946823,43236.42968121721,2499.647913591535,93216.72737031478,294865,6835.584605178416,10501.117877667519
古田新太,-1.4,-0.2,25.1,86.9,9,34791,19,65.0,-0.3000000000000007,1.5999999999999943,23.7,86.7,23.4,88.3,8.0,45.0,10.0,7.0,37.0,13.0,17.0,50.0,4.8857408293415386e-08,9.230018088967902e-05,5.79574610330428,124067.6665135792,12.976946527971299,26510.321535237734,63117.3618014488,15469.2072983831,1481.2999420364617,41074.25365254479,132837,7236.350481743618,11610.692881705992
古畑星夏,-0.5,-3.2,1.6,11.2,8,17324,9,65.0,0.5,0.3000000000000007,1.1,8.0,1.6,8.3,-2.0,50.0,0.0,2.0,36.0,8.0,2.0,44.0,2.4741338863623376e-08,8.761224220787115e-05,5.477713567858541,127733.15075745118,12.859184024680117,24664.809353856293,58412.0185027978,11384.752729134669,797.8314159373961,37082.88340145937,123872,2642.8683641493253,3884.1715838481873
古舘伊知郎,0.9,-4.6,11.7,90.8,6,12029,11,74.0,-3.0,0.20000000000000284,12.6,86.2,9.6,86.4,-2.0,-25.0,3.0,5.0,17.0,40.0,8.0,57.0,2.1279460117874484e-07,0.0005041379023084364,6.278594052053488,141762.3172245556,14.28717999421328,19410.973584824755,46724.91638531996,12732.612268558985,2084.361178514757,31982.78519321887,96289,2309.9058554435514,4314.483250530151
吉岡秀隆,-1.6,-5.1,14.3,75.4,11,155043,42,84.0,2.5,5.299999999999997,12.7,70.3,15.2,75.6,84.0,171.0,38.0,2.0,78.0,4.0,40.0,82.0,9.310916112271226e-09,0.00040540434315310884,6.841864502311573,168457.4326702194,15.953713304800806,149182.0756256285,354704.9446001528,68961.64929313686,2978.9224761262603,225085.28572760112,744062,27105.46846425013,40627.677784717394
吉岡里帆,7.8,8.3,23.5,72.4,1,8728,7,373.0,-2.1000000000000014,1.2000000000000028,31.3,80.7,29.2,81.9,11.0,504.0,7.0,0.0,326.0,34.0,7.0,360.0,1.0699473124382349e-07,0.0021728278380139772,28.900951772886117,666725.4708458054,68.86269671062315,76004.46322937273,183460.53705909458,55745.5602654568,4822.699408601174,122746.80834059393,374917,1847.3723907555477,3085.8380891211023
吉川晃司,-4.1,-2.8,20.9,83,5,203655,50,211.0,3.1999999999999993,-0.6000000000000085,16.8,80.2,20.0,79.6,74.0,126.0,46.0,1.0,122.0,62.0,47.0,184.0,1.041331518940596e-07,0.000843637064808856,17.6891413462096,414987.81042698486,34.45712962442304,103221.4559508685,244389.8743049415,38829.387471761554,1949.8219304737474,153828.86981865746,516882,39573.467912071275,57733.165032445904
吉村崇,-1.4,1.4,19.1,82.5,13,31149,10,81.0,-0.5,-0.9000000000000057,17.7,83.9,17.2,83.0,1.0,-18.0,5.0,3.0,33.0,42.0,8.0,75.0,5.409882381085751e-09,2.3792916342600203e-05,6.396420201355637,176048.01048163392,17.346022477649008,24974.831655762344,58477.429817013865,10652.4614306328,829.364504427286,36349.286152985405,127377,5659.354966667087,7867.34807171435
吉永小百合,-3.9,-2.8,36.3,88.3,5,22193,2,73.0,-3.6999999999999993,0.20000000000000284,32.4,85.5,28.7,85.7,0.0,42.0,1.0,1.0,39.0,19.0,2.0,58.0,8.772020735415933e-08,0.000743380095519108,7.17440625322148,168143.45923553145,14.31454656016004,55190.06614786401,130606.02945148031,28529.17657293915,2166.046646965663,83163.00112628388,278039,1645.4450289296042,2513.0591585305474
吉沢亮,13.4,28.2,12.4,43.7,2,31999,31,482.0,4.599999999999998,5.299999999999997,25.8,71.9,30.4,77.2,45.0,712.0,28.0,1.0,436.0,30.0,29.0,466.0,6.928048288569934e-08,0.0011349806784071847,36.330561108419786,838785.172427854,79.92604152592652,127425.72578173614,298745.6420357167,50753.45585494936,4732.203142439752,186788.98185128256,648451,7232.185228280516,8895.73891399293
吉瀬美智子,-3.9,-3.4,30.1,78.4,7,36957,28,119.0,-1.3999999999999986,0.7999999999999972,26.2,75.0,24.8,75.8,20.0,87.0,21.0,6.0,80.0,25.0,27.0,105.0,4.197968703775117e-08,0.0015596648925403499,8.110141374807844,244205.08051915103,24.416857024527115,40561.23023167961,94446.60612888081,13110.641341378026,1089.2870719269258,57871.53193468182,207809,8504.410793199584,11232.902118799197
吉田羊,-2.8,-7.1,39.8,89.6,7,61323,16,255.0,-2.299999999999997,-2.0999999999999943,37.0,82.5,34.7,80.4,17.0,131.0,11.0,2.0,114.0,39.0,13.0,153.0,0.0,3.203538294921405e-05,22.31572133391644,406943.8607904724,39.70215971036963,42748.977723698314,99766.97198893591,16441.873571547258,1603.1740337313327,61831.067816151946,218878,11570.792742873007,14683.112709502622
吉田鋼太郎,-4.4,2.3,33.1,88,5,27172,21,225.0,-2.8999999999999986,-2.8999999999999915,28.7,90.3,25.8,87.4,4.0,56.0,7.0,7.0,68.0,51.0,14.0,119.0,6.742689484501207e-08,0.00031126902498608024,18.754940185214426,355623.7835357309,36.62728740928495,21361.38652245986,51162.05262353328,14410.333747548204,847.295418465055,33281.26276305862,106162,5586.745052943181,8845.284328533138
吉高由里子,13.6,0.9,23,82.8,10,189049,76,266.0,0.3999999999999986,-0.29999999999999716,36.6,83.7,37.0,83.4,90.0,319.0,61.0,9.0,210.0,36.0,70.0,246.0,2.975421261600094e-07,0.0063312248368854705,25.85492705060215,652059.4804351334,62.13884062037861,126774.21555232319,307400.04938488477,103146.88744577001,9945.096383515753,209279.5334272051,622964,37553.43562748753,64849.065003094875
名倉潤,-1.4,-1.6,19.5,91,9,31003,9,59.0,-0.8000000000000007,2.299999999999997,18.1,89.4,17.3,91.7,9.0,18.0,7.0,1.0,27.0,13.0,8.0,40.0,2.089317995802897e-08,9.151252626421264e-05,3.996739658247264,104747.51802799918,12.672435240783996,51435.09497054904,119659.37855355837,10537.715793918172,1028.1019810393002,72905.03147366001,262933,1567.4843038026795,3183.7463687621284
名取裕子,-0.6,-8,15.6,79.5,6,16491,4,50.0,2.6999999999999993,-1.2000000000000028,15.0,71.5,17.7,70.3,-2.0,32.0,0.0,2.0,26.0,7.0,2.0,33.0,2.190402337371058e-84,5.7850896325600726e-05,4.214676001243168,85227.18585601797,7.90614523342843,24545.226671085115,58367.01504908612,13294.756183228665,1489.009162922789,38034.80230641793,123076,3804.3674612925797,6579.621102315912
向井理,-3.2,-3.4,30.3,91.2,1,11252,2,95.0,-2.700000000000003,2.299999999999997,27.1,87.8,24.4,90.1,1.0,51.0,1.0,0.0,52.0,26.0,1.0,78.0,7.892888573888482e-08,0.000388416497803628,7.791123362961314,165026.66258134198,15.934915575824286,40598.901921683915,96451.43038986836,23668.763638553064,1947.6638905623188,62167.86792012075,203953,2057.0163848604734,2397.8162139469136
吹石一恵,-2,-7.1,13.3,79.3,10,69046,2,16.0,-0.10000000000000142,-0.20000000000000284,11.3,72.2,11.2,72.0,0.0,-3.0,0.0,0.0,3.0,7.0,0.0,10.0,3.0917927386300734e-09,0.0005927557717284379,1.4256401631507587,27169.58897148787,2.1897791720962347,49849.125417987074,116654.97978121696,20741.88316095379,1071.7355612997303,71886.71149904643,254052,14460.217543075021,21399.711890453964
吹越満,-5.3,-6.7,12.6,63.5,6,7915,5,43.0,-0.7999999999999998,2.3000000000000043,7.3,56.8,6.5,59.1,2.0,24.0,2.0,0.0,19.0,3.0,2.0,22.0,0.0,3.273934965253504e-06,3.5365675920147392,75887.29777221779,8.147788246887021,15802.849533990848,37405.38425301186,8258.404669040587,718.2584604665373,23911.596034390594,79659,1441.3562238513357,2513.6682004193453
和久井映見,2.7,-7.1,19.1,75.2,4,20714,1,38.0,-3.400000000000002,-3.0,21.8,68.1,18.4,65.1,0.0,7.0,0.0,0.0,9.0,4.0,0.0,13.0,2.1157609785736483e-08,0.00020887693642938888,2.7633436935131437,64690.79459565814,6.795741577222982,26940.233513461466,64009.82329104888,15403.777803250074,1081.3823227442986,41070.31556218628,135133,3934.708580322512,5094.264555922543
和牛_(お笑いコンビ),-1.2,7.6,15.2,66.7,7,12733,47,531.0,-0.1999999999999993,-1.0,14.0,74.3,13.8,73.3,56.0,757.0,38.0,6.0,461.0,56.0,44.0,517.0,1.6019875266653754e-08,0.009128102328246714,37.75869621994769,840403.2948185276,55.878851471146604,21926.43213625162,52495.54529127167,13788.389419595826,850.0352217034233,34112.30820814384,108907,1454.7929194102642,2126.8845724646803
和田アキ子,2,0.6,11.5,97.5,11,56764,34,150.0,2.3000000000000007,-0.19999999999998863,13.5,98.1,15.8,97.9,-12.0,-59.0,10.0,19.0,44.0,87.0,29.0,131.0,2.169239718057139e-07,0.003231578894791118,11.522544371773089,375537.0270554989,39.23281098068076,45236.922939434146,108264.76534470476,28120.60119107471,2119.3589086537013,70667.72188002199,224939,9176.03585325958,13870.779874033637
哀川翔,-4,-4.6,22.1,94.5,9,52537,14,67.0,0.5,0.8999999999999915,18.1,89.9,18.6,90.8,6.0,37.0,7.0,4.0,38.0,11.0,11.0,49.0,2.36128149422229e-07,0.000613900716716718,6.815702447566062,173801.846969432,14.302960626344966,46116.05360074637,108403.20246676495,19820.1394616941,2952.832027553587,69354.65178373804,234503,5497.868078412497,7450.723625212726
唐沢寿明,-4.2,-2.9,35,87.1,1,2096,2,72.0,0.3999999999999986,3.0999999999999943,30.8,84.2,31.2,87.3,0.0,92.0,0.0,0.0,59.0,1.0,0.0,60.0,1.4291625394183568e-07,0.0005179659390934878,5.333919544818764,136903.82282621783,13.403810681919158,24406.40208937367,57950.64279597335,13592.388521393814,1156.8192544452868,37312.13923935086,122602,470.7617833602252,898.2284187940745
国仲涼子,-1,-6.9,12.9,71.9,6,19268,1,22.0,1.1999999999999993,-2.299999999999997,11.9,65.0,13.1,62.7,1.0,-4.0,1.0,0.0,4.0,7.0,1.0,11.0,7.51507123981561e-08,0.0004840671652674191,2.370936486559212,60760.44183952865,5.6691361185311795,27700.60383275288,66095.07328420863,16635.63442175996,1103.3880533397644,42718.23987901303,138224,3886.3438610787503,5847.722877005396
国分太一,-2.3,-3.6,26.9,96.5,9,15305,33,198.0,-2.3000000000000007,1.0999999999999943,24.6,92.9,22.3,94.0,3.0,45.0,11.0,11.0,79.0,58.0,22.0,137.0,9.554647976252991e-08,0.0001146005155643382,19.116306502582557,377061.1077144903,36.72792696329583,17898.187577643497,42810.83728426838,11310.689083201803,771.0673185602419,27838.782777782835,89096,3177.476034588378,4712.255962816651
國村隼,-1.3,-5.2,18.1,84.1,2,4544,0,55.0,-0.1999999999999993,3.0,16.8,78.9,16.6,81.9,0.0,19.0,0.0,0.0,24.0,9.0,0.0,33.0,0.0,9.448680620669562e-06,4.876798288956979,89861.06539929917,7.832028277846391,25196.15072249194,58367.59568767815,8099.036446190687,833.2776433307597,35554.67558830768,130088,1381.8823785635793,1849.595033872944
土屋アンナ,0.7,0,14.9,89.2,15,49845,49,106.0,-0.6999999999999993,-1.2000000000000028,15.6,89.2,14.9,88.0,55.0,88.0,38.0,4.0,71.0,15.0,42.0,86.0,3.711180952310484e-08,0.0005068942056113317,9.768771177424268,223031.62350858658,22.65370299956265,24108.28210382537,56838.920901775695,12883.917084290662,1330.2147959935664,36275.69753984961,122409,7029.294585923304,11392.238088860966
土屋太鳳,-6.9,0.5,32.9,89.6,7,191847,56,353.0,-4.399999999999999,-1.3999999999999915,26.0,90.1,21.6,88.7,81.0,384.0,51.0,4.0,280.0,45.0,55.0,325.0,1.3114598304314153e-07,0.0012501807559290592,28.691927697344997,771323.7083258422,73.93617685153276,130207.6022835474,318893.3009236759,117267.09340623103,7328.386165009579,217887.27352253033,629782,38311.38167684815,66805.0307455999
土村芳,0.4,-0.7,1.4,10.6,5,32936,7,25.0,-0.19999999999999996,-2.1000000000000005,1.8,9.9,1.6,7.8,16.0,27.0,7.0,0.0,16.0,0.0,7.0,16.0,7.789941592872001e-09,0.0001349578321886571,2.3974349815200107,42039.81332444909,4.610127594525196,22747.439346928604,52642.06311137951,8604.305522828241,481.3982267602174,31720.130689348363,117660,5325.781238785789,7315.817436552532
土田晃之,-1,-3,18.2,92.9,5,6192,11,145.0,-2.5,0.5,17.2,89.9,14.7,90.4,7.0,31.0,5.0,0.0,42.0,19.0,5.0,61.0,1.1805917470859705e-07,0.0002566354935571669,10.658685161447428,186317.26618866896,22.809043068771864,14114.312585196958,33386.98371648065,7030.236445591951,614.9728063857181,21303.894283913585,71151,1223.3116235528937,1752.8188873683916
坂上忍,-4,-1.4,17.3,96.3,6,13323,17,110.0,-2.5,0.09999999999999432,13.3,94.9,10.8,95.0,-9.0,-102.0,4.0,11.0,15.0,90.0,15.0,105.0,4.1134872878327396e-08,0.00018405073271912908,10.070581988698631,221046.18362452154,23.747581405218398,21703.763350616446,51592.61640456611,12304.585668775551,1277.021765538456,33565.79703987498,108938,3045.9690996476734,5673.384515053638
坂下千里子,-0.4,-5.8,9.4,81.2,18,34201,26,50.0,2.5,-1.1000000000000085,9.0,75.4,11.5,74.3,-7.0,4.0,5.0,13.0,16.0,16.0,18.0,32.0,5.496065994859986e-09,2.5547167762591387e-05,5.074920631034628,136755.3944568254,12.381433970951987,19281.459634327686,45111.33411898296,8142.939408198878,596.0740427487535,27955.857863172896,98441,7032.67390810356,9886.866274349184
坂井真紀,3,-2.3,9.4,66.4,8,13195,8,50.0,-1.200000000000001,-1.999999999999993,12.4,64.1,11.2,62.1,10.0,24.0,7.0,1.0,21.0,7.0,8.0,28.0,1.8381064974e-314,3.033865534888889e-05,3.6865984021644986,61089.12558709554,6.920757040276831,19402.70734877038,46628.6909255286,12208.683782308191,2174.359855037522,31995.699385727494,96368,3373.002681089685,6723.3139891386945
坂口健太郎,-0.6,6.5,22.5,72.6,3,20211,16,264.0,3.900000000000002,2.1000000000000085,21.9,79.1,25.8,81.2,17.0,335.0,12.0,3.0,223.0,27.0,15.0,250.0,7.570028669103211e-08,0.00045575036595757055,19.743074383878827,464867.8727626326,44.749196737890244,75763.17167476077,176034.7803600395,26069.43791479805,2553.4798366005043,107888.95869538715,389822,2230.108744113561,2744.0408633230263
城島茂,-8.9,-3.2,37,95.8,11,15304,13,67.0,-3.0,1.6000000000000085,28.1,92.6,25.1,94.2,8.0,54.0,7.0,3.0,44.0,11.0,10.0,55.0,9.45422336077715e-08,9.933994563049781e-05,6.636334404115924,125438.11018392394,12.619519900641363,18543.62330814623,44038.624008692546,10121.342947612393,899.9830304600828,28387.184504084944,93087,3010.5140682053006,4328.346720954043
城田優,0.5,4.2,11.5,76.5,6,18664,9,81.0,0.5999999999999996,3.200000000000003,12.0,80.7,12.6,83.9,6.0,84.0,4.0,0.0,56.0,13.0,4.0,69.0,4.677157734773246e-08,0.002862567168925546,6.536199681217166,125381.29318599765,12.421383227911532,23853.395230522412,56426.53755733837,12502.786631231513,885.4524315402166,35845.806147155105,120250,3696.288379822303,5324.337474135211
堀内健,3,0.1,16.5,91.2,6,10066,12,51.0,-2.0,-0.5,19.5,91.3,17.5,90.8,-2.0,-1.0,3.0,5.0,13.0,17.0,8.0,30.0,1.4851163544741003e-07,0.00022125402617299568,4.315991765949805,108185.47937165559,11.866608830439606,11936.896459060044,28332.144488001104,6296.240784373091,808.0751319798559,18474.92328313733,60042,2236.0185497052425,3896.287408573481
堀内敬子,1.1,0,9,40.4,6,12307,6,42.0,-2.0,-1.5,10.1,40.4,8.1,38.9,3.0,16.0,3.0,1.0,14.0,3.0,4.0,17.0,0.0,0.00036661677211038984,3.4250632363553266,60880.16227838928,6.312474922350284,19484.217856799147,45753.899277453114,8931.55166237925,989.9966512678259,28943.858431469398,99219,2393.572471610625,3292.8917327778872
堀田真由,4,19,1.1,6.5,9,131489,16,164.0,1.6000000000000005,2.6000000000000014,5.1,25.5,6.7,28.1,37.0,263.0,15.0,0.0,136.0,11.0,15.0,147.0,5.877439450771449e-09,0.0009103531588827114,14.119602915153262,366994.7532961344,35.31380072136768,133023.16812096094,324943.3234887767,128676.1055975727,13015.401933022471,226072.2581624128,651205,25473.140684074646,48155.0461688692
堀田茜,0.2,4.6,9.4,41.6,10,54389,12,79.0,3.0999999999999996,5.0,9.6,46.2,12.7,51.2,9.0,72.0,8.0,2.0,51.0,11.0,10.0,62.0,7.737100907811413e-10,6.701247799961324e-05,6.9447891820815135,151234.9659585851,15.99259654696554,33981.75564487849,79983.18941545658,14044.946063323232,997.3799447136086,50103.51924455586,171922,10916.008498840221,15935.481747784303
堂本光一,1,-1.2,20.9,89.7,8,61425,27,186.0,-0.5,1.2000000000000028,21.9,88.5,21.4,89.7,11.0,151.0,14.0,10.0,128.0,45.0,24.0,173.0,4.18775656258007e-08,0.00010623645822660807,14.776378624124469,336180.77998898807,35.75324103003805,50300.66564105978,121078.34446383068,34352.04510257854,2113.274446724047,79573.11838791778,248286,12150.69052897597,20596.891438439663
堂本剛,2.5,0.4,20.2,88.1,6,67720,8,180.0,-0.5999999999999979,0.5,22.7,88.5,22.1,89.0,9.0,125.0,5.0,3.0,123.0,50.0,8.0,173.0,5.3780307330320176e-08,0.00023400314485598332,13.000288384549336,269082.5325586991,31.26078308520744,67683.46307538927,161913.43761970152,41803.76827222799,2574.1550334336407,105014.08161605881,336459,15933.746886497705,25242.37164776701
堤真一,1.8,0.2,35.2,89.9,1,24501,4,85.0,0.29999999999999716,0.9000000000000057,37.0,90.1,37.3,91.0,5.0,50.0,3.0,1.0,41.0,11.0,4.0,52.0,1.7836621958785174e-07,0.0007797159444244925,7.220128789100382,156771.34536016238,14.32230887304769,37207.67196145699,86540.44063084443,12132.199987386135,1106.308128138562,53008.803091376736,191003,4586.543671490939,5688.539847569755
堺正章,-4.1,-1.9,19.3,95.2,7,20067,14,56.0,0.0,-0.3999999999999915,15.2,93.3,15.2,92.9,-2.0,-5.0,2.0,7.0,19.0,25.0,9.0,44.0,3.706764218137973e-08,0.0004640517085554703,4.877415006009973,117991.98975774334,11.518656918221952,28637.63293796931,67881.14169298751,15396.967867188869,1143.6531997351412,43366.19918084822,144027,4350.255359817029,6358.243996653567
堺雅人,-1.4,-1.1,34.7,91,5,18203,4,150.0,-2.299999999999997,0.0,33.3,89.9,31.0,89.9,0.0,12.0,2.0,1.0,58.0,61.0,3.0,119.0,4.563080456708065e-08,0.0010703999066977367,13.14186677324584,282933.81383536774,24.312313854030023,42616.96928840934,102007.97760786094,27232.73025465772,1847.7833706513309,66446.54719015358,211904,2384.478018101102,3578.494809099293
塚地武雅,-5,-4.4,20,92.4,5,8419,8,65.0,6.100000000000001,2.799999999999997,15.0,88.0,21.1,90.8,0.0,23.0,1.0,1.0,26.0,11.0,2.0,37.0,4.0165412094038413e-08,0.00011799960456010365,5.01121520294769,127874.76160636378,13.520041706007747,20698.551063411578,49861.27218712261,14540.667372838765,1496.321615143936,33434.21591313537,102379,2200.009076204275,3457.5075676723677
塚本高史,-0.4,0.6,8.5,63.5,9,53508,5,36.0,-0.5,2.1000000000000085,8.1,64.1,7.6,66.2,1.0,18.0,1.0,0.0,17.0,3.0,1.0,20.0,6.561152159393456e-09,1.9388872072862703e-05,3.845219748712214,58344.86625200551,7.8190130844950065,33375.086094558974,80882.03897917159,24349.932182440196,3080.0550263201435,55384.101945195645,164106,10523.786046752251,19921.184697373494
壇蜜,-0.7,-1.9,21.9,91.3,2,5127,2,172.0,-1.6999999999999993,0.5,21.2,89.4,19.5,89.9,-1.0,-38.0,0.0,1.0,44.0,87.0,1.0,131.0,1.908352875733342e-08,0.0003028961914867245,17.1357204812828,386034.1000917855,31.76875005237925,22930.931858530777,53897.23923473095,10340.490041854435,1060.2925539358348,34057.620141589214,116532,1212.2823922261916,1432.8793795798185
夏川結衣,0,-8,12,58.1,7,16095,0,12.0,-0.5,-4.100000000000001,12.0,50.1,11.5,46.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.2671101173584335e-08,9.397789810441447e-05,0.8543570771589987,16258.789589173422,1.6525771385630725,28973.468206825226,69599.06039130759,19726.270908717575,2212.7430500276505,46551.52500569766,143925,3196.8044895820176,6758.459124673552
夏帆,4.3,2.6,7.4,56.3,9,140818,63,226.0,7.600000000000001,7.100000000000001,11.7,58.9,19.3,66.0,79.0,259.0,50.0,8.0,172.0,23.0,58.0,195.0,2.992963208368869e-07,0.0015405276023221454,17.607332642814676,453735.1515404008,43.09371980796294,141019.83780421104,338993.1889930406,84779.2215088171,6254.359342843676,222681.0321599026,696320,21691.8628299083,31150.03556162084
