name,人気度変化,知名度変化,スコア,ニュース数,positive数,negative数,202208人気度,202208知名度,202302人気度,202302知名度
河合優実,0.0,-0.9,0,161,0,0,0.2,1.8,0.2,0.9
川栄李奈,0.6000000000000014,2.0,0,210,0,0,18.2,69.2,18.8,71.2
河北麻友子,-0.9000000000000004,-3.0,0,109,0,0,16.3,78.2,15.4,75.2
川口春奈,6.0000000000000036,2.799999999999997,0,210,0,0,29.2,76.5,35.2,79.3
川島海荷,-0.1999999999999993,-0.29999999999999716,0,108,0,0,7.6,55.9,7.4,55.6
川津明日香,0.0,0.20000000000000018,0,76,0,0,0.4,2.8,0.4,3
貫地谷しほり,0.6999999999999993,-1.4000000000000057,0,77,0,0,14.5,69.4,15.2,68
菅野美穂,-1.0,-2.3999999999999915,0,82,0,0,30.6,85.1,29.6,82.7
菅野莉央,-0.5,0.0,0,45,0,0,0.5,2.3,0,2.3
菊池桃子,-0.6999999999999993,0.6999999999999886,0,83,0,0,13.6,71.9,12.9,72.6
岸井ゆきの,3.4000000000000004,7.599999999999998,0,209,0,0,7.6,26.2,11,33.8
貴島明日香,0.5999999999999996,6.200000000000003,0,158,0,0,10.4,36.5,11,42.7
岸本加世子,3.7,-1.8000000000000114,0,27,0,0,7.3,66.9,11,65.1
北川景子,4.199999999999996,-0.9000000000000057,0,210,0,0,41.1,92.4,45.3,91.5
北乃きい,-1.5999999999999996,0.7000000000000028,0,72,0,0,11.5,73.5,9.9,74.2
吉瀬美智子,-1.3999999999999986,0.7999999999999972,0,109,0,0,26.2,75,24.8,75.8
木南晴夏,4.100000000000001,7.800000000000004,0,108,0,0,12.7,45.3,16.8,53.1
木村カエラ,0.3000000000000007,-1.7000000000000028,0,111,0,0,13.5,84.2,13.8,82.5
木村多江,-1.0,1.2000000000000028,0,83,0,0,25.8,80.2,24.8,81.4
木村文乃,1.8999999999999986,1.7000000000000028,0,160,0,0,21.8,69.6,23.7,71.3
キムラ緑子,0.09999999999999964,0.7999999999999972,0,70,0,0,12.6,52.7,12.7,53.5
木村佳乃,-1.3999999999999986,-1.2000000000000028,0,89,0,0,29.9,75.9,28.5,74.7
きゃりーぱみゅぱみゅ,3.0,0.8999999999999915,0,202,0,0,12.6,92.4,15.6,93.3
清原果耶,4.300000000000001,4.799999999999997,0,204,0,0,14.5,46.7,18.8,51.5
桐谷美玲,0.5,-0.20000000000000284,0,164,0,0,20.4,80.2,20.9,80
草刈民代,0.5,-0.9000000000000057,0,49,0,0,10.1,69.4,10.6,68.5
工藤美桜,0.0,2.0999999999999996,0,194,0,0,1.8,7.6,1.8,9.7
国仲涼子,1.1999999999999993,-2.299999999999997,0,46,0,0,11.9,65,13.1,62.7
久保田紗友,0.09999999999999987,1.4000000000000004,0,63,0,0,1.8,8,1.9,9.4
久間田琳加,0.40000000000000036,2.0999999999999996,0,174,0,0,2.8,9.4,3.2,11.5
倉科カナ,-4.199999999999999,-0.10000000000000853,0,138,0,0,20.7,67.4,16.5,67.3
栗山千明,0.1999999999999993,-1.1999999999999886,0,79,0,0,16.1,73.1,16.3,71.9
黒木華,1.2999999999999972,-2.299999999999997,0,161,0,0,22.1,74.5,23.4,72.2
黒木瞳,-1.8000000000000007,-0.7999999999999972,0,85,0,0,19.3,83.5,17.5,82.7
黒沢かずこ,7.900000000000002,6.400000000000006,0,66,0,0,17.2,86.5,25.1,92.9
黒島結菜,1.4000000000000004,15.900000000000002,0,169,0,0,7.6,29.2,9,45.1
黒谷友香,-2.8999999999999995,-1.3999999999999986,0,73,0,0,9.6,60.5,6.7,59.1
小池栄子,6.400000000000006,-0.7000000000000028,0,184,0,0,36.3,91.7,42.7,91
Cocomi,2.3000000000000003,8.700000000000003,0,210,0,0,3.9,54,6.2,62.7
小芝風花,0.6999999999999993,2.5,0,210,0,0,17.5,54.7,18.2,57.2
小嶋陽菜,0.1999999999999993,2.6000000000000014,0,181,0,0,8.5,61.1,8.7,63.7
小西桜子,0.0,-1.7999999999999998,0,39,0,0,0.5,4.1,0.5,2.3
小西真奈美,-2.5,-1.0,0,49,0,0,20.4,72.7,17.9,71.7
小林聡美,0.3999999999999986,0.30000000000000426,0,56,0,0,16.8,63.9,17.2,64.2
小松菜奈,0.5,0.8999999999999915,0,180,0,0,20.4,66.9,20.9,67.8
小雪,0.0,1.2999999999999972,0,148,0,0,13.1,81.2,13.1,82.5
近藤春菜,1.1999999999999993,0.5,0,163,0,0,29.6,96.5,30.8,97
紺野彩夏,0.40000000000000013,0.40000000000000036,0,127,0,0,0.7,5.1,1.1,5.5
紺野まひる,-0.6999999999999997,1.8000000000000007,0,31,0,0,2.8,26,2.1,27.8
紺野美沙子,-0.39999999999999947,1.8000000000000043,0,38,0,0,7.1,53.8,6.7,55.6
財前直見,-0.6999999999999993,-0.8999999999999915,0,62,0,0,12.7,67.6,12,66.7
齋藤飛鳥,-1.0999999999999996,6.899999999999999,0,208,0,0,11.9,51.5,10.8,58.4
斉藤由貴,0.3000000000000007,0.0,0,137,0,0,11,76.6,11.3,76.6
紗栄子,2.2,2.299999999999997,0,204,0,0,4.2,65.5,6.4,67.8
坂井真紀,-1.200000000000001,-1.999999999999993,0,65,0,0,12.4,64.1,11.2,62.1
酒井美紀,-1.8000000000000007,-1.2999999999999972,0,59,0,0,8.3,58.8,6.5,57.5
酒井若菜,-0.7000000000000002,-3.5,0,50,0,0,6.4,43.7,5.7,40.2
榊原郁恵,6.899999999999999,0.6000000000000085,0,101,0,0,16.5,82.8,23.4,83.4
坂下千里子,2.5,-1.1000000000000085,0,61,0,0,9,75.4,11.5,74.3
坂ノ上茜,-0.29999999999999993,-0.09999999999999964,0,73,0,0,0.7,2.8,0.4,2.7
佐久間由衣,-0.20000000000000018,9.200000000000003,0,91,0,0,6.9,25.5,6.7,34.7
桜井日奈子,-1.5,2.5,0,101,0,0,9.6,43.9,8.1,46.4
桜井ユキ,-0.1999999999999993,1.3000000000000007,0,119,0,0,9.2,29.9,9,31.2
桜田ひより,5.1000000000000005,7.799999999999999,0,157,0,0,2.3,15.6,7.4,23.4
桜庭ななみ,-1.6000000000000005,-2.6999999999999957,0,86,0,0,4.4,38.8,2.8,36.1
佐々木希,-2.6999999999999993,-1.8999999999999915,0,195,0,0,23.4,82.3,20.7,80.4
指原莉乃,-0.1999999999999993,-0.7000000000000028,0,210,0,0,25.5,92.2,25.3,91.5
佐藤栞里,3.700000000000003,3.5,0,138,0,0,29,72.4,32.7,75.9
佐藤玲,-0.19999999999999996,0.3999999999999999,0,114,0,0,0.7,3.5,0.5,3.9
佐野ひなこ,-0.7000000000000002,0.3000000000000007,0,77,0,0,4.2,28.5,3.5,28.8
沢口靖子,-4.5,-3.5,0,105,0,0,25.7,83.7,21.2,80.2
SHELLY,-2.8000000000000007,-4.0,0,66,0,0,21.6,84.2,18.8,80.2
シシド・カフカ,0.0,0.0,0,43,0,0,11.3,60.4,11.3,60.4
志田彩良,1.4,2.0999999999999996,0,85,0,0,0.5,5.7,1.9,7.8
志田未来,-0.9000000000000021,3.700000000000003,0,204,0,0,18.6,68.7,17.7,72.4
篠原涼子,1.8999999999999986,0.7000000000000028,0,133,0,0,21.6,90.1,23.5,90.8
柴咲コウ,2.8000000000000007,-0.5999999999999943,0,210,0,0,28.5,89.6,31.3,89
柴田理恵,1.1000000000000014,-0.10000000000000853,0,127,0,0,21.2,95.9,22.3,95.8
渋谷凪咲,1.4000000000000004,6.899999999999999,0,188,0,0,11.2,34.7,12.6,41.6
島崎遥香,0.9000000000000004,-1.1000000000000014,0,102,0,0,4.1,51.2,5,50.1
島崎和歌子,2.3000000000000007,0.0,0,76,0,0,15.8,80.9,18.1,80.9
清水ミチコ,1.5,-3.6000000000000085,0,65,0,0,19.6,86.4,21.1,82.8
趣里,2.5,7.699999999999999,0,210,0,0,7.6,31.2,10.1,38.9
白石聖,-1.6,0.9000000000000004,0,136,0,0,3.5,8.7,1.9,9.6
白石麻衣,-3.099999999999998,-2.4000000000000057,0,203,0,0,21.2,75,18.1,72.6
白石美帆,0.3000000000000007,-1.8999999999999986,0,11,0,0,10.1,65.8,10.4,63.9
新川優愛,-1.3999999999999995,7.800000000000004,0,93,0,0,9.2,38.4,7.8,46.2
杉咲花,-4.099999999999998,-0.20000000000000284,0,207,0,0,23.9,75.8,19.8,75.6
杉本彩,0.20000000000000107,0.5,0,66,0,0,12.7,77,12.9,77.5
鈴木京香,-2.5,-0.20000000000000284,0,83,0,0,21.1,74.7,18.6,74.5
鈴木砂羽,4.700000000000001,1.6000000000000014,0,92,0,0,11.2,61.6,15.9,63.2
鈴木奈々,3.1999999999999993,1.7999999999999972,0,151,0,0,8.3,83.7,11.5,85.5
鈴木保奈美,0.9000000000000004,0.20000000000000284,0,124,0,0,12.9,73.6,13.8,73.8
鈴木ゆうか,0.20000000000000007,0.8999999999999995,0,83,0,0,0.7,4.2,0.9,5.1
鈴木梨央,0.2999999999999998,1.8999999999999986,0,37,0,0,5.7,42.7,6,44.6
須藤理彩,-0.7999999999999998,-2.799999999999997,0,32,0,0,5,41.9,4.2,39.1
鷲見玲奈,0.3000000000000007,3.1000000000000014,0,152,0,0,7.1,41.9,7.4,45
清野菜名,2.6000000000000014,2.799999999999997,0,210,0,0,20.9,59.1,23.5,61.9
関水渚,-0.6999999999999997,0.5,0,121,0,0,2.3,9.2,1.6,9.7
瀬戸朝香,1.5,-0.10000000000000853,0,188,0,0,10.4,64.2,11.9,64.1
染野有来,0.0,0.19999999999999973,0,55,0,0,0.4,2.1,0.4,2.3
大地真央,-1.6000000000000014,-1.2000000000000028,0,158,0,0,21.1,81.4,19.5,80.2
平祐奈,1.4,0.8999999999999986,0,176,0,0,3.4,41.4,4.8,42.3
高岡早紀,0.0,0.19999999999998863,0,160,0,0,11.9,69.9,11.9,70.1
高島彩,-1.4000000000000004,-3.5999999999999943,0,49,0,0,13.8,70.3,12.4,66.7
高嶋ちさ子,0.1999999999999993,-1.4000000000000057,0,89,0,0,25.3,91,25.5,89.6
高島礼子,-0.7000000000000011,-1.2000000000000028,0,88,0,0,15.4,78.9,14.7,77.7
高梨臨,3.0,4.400000000000002,0,103,0,0,5,31.7,8,36.1
高橋惠子,0.2999999999999998,-0.6999999999999957,0,33,0,0,7.8,51.3,8.1,50.6
髙橋ひかる,-1.8999999999999995,1.3000000000000007,0,149,0,0,9.7,29,7.8,30.3
高橋ひとみ,-0.5,-1.5,0,64,0,0,9.9,60.4,9.4,58.9
高橋真麻,0.6999999999999993,-0.29999999999999716,0,150,0,0,11.5,86.5,12.2,86.2
高橋みなみ,-1.5999999999999996,-1.0999999999999943,0,184,0,0,8.7,73.5,7.1,72.4
高橋メアリージュン,-0.1999999999999993,0.20000000000000284,0,120,0,0,13.1,66.2,12.9,66.4
高畑淳子,7.800000000000001,-0.9000000000000057,0,126,0,0,11,80,18.8,79.1
高畑充希,-2.299999999999997,0.0,0,157,0,0,30.4,83.2,28.1,83.2
瀧内公美,-0.8999999999999999,-1.0999999999999996,0,67,0,0,2.5,9.9,1.6,8.8
滝川クリステル,0.5,-0.4000000000000057,0,87,0,0,8.3,91,8.8,90.6
滝沢カレン,-1.8999999999999986,-1.0999999999999943,0,147,0,0,34.5,92.6,32.6,91.5
瀧本美織,1.5999999999999996,2.299999999999997,0,146,0,0,8.5,52.7,10.1,55
竹下景子,3.5999999999999996,-3.1999999999999957,0,58,0,0,10.6,64.8,14.2,61.6
武田梨奈,-0.2999999999999998,0.10000000000000142,0,52,0,0,3,16.5,2.7,16.6
武田玲奈,0.2999999999999998,1.3000000000000007,0,63,0,0,3.2,18.9,3.5,20.2
田中美佐子,-1.0999999999999996,-0.7999999999999972,0,59,0,0,15.6,63.5,14.5,62.7
田中道子,1.9000000000000001,6.800000000000001,0,84,0,0,1.8,18.9,3.7,25.7
田中みな実,1.8999999999999986,0.5,0,210,0,0,19.5,83.9,21.4,84.4
田中律子,-0.3000000000000007,-1.0999999999999943,0,76,0,0,11.3,67.8,11,66.7
田中麗奈,1.0999999999999996,-3.1000000000000014,0,82,0,0,8.3,66.5,9.4,63.4
田辺桃子,0.7999999999999998,1.5999999999999996,0,75,0,0,1.1,6.2,1.9,7.8
田鍋梨々花,0.19999999999999996,2.3,0,54,0,0,0.5,2.5,0.7,4.8
谷まりあ,2.3000000000000007,6.700000000000003,0,196,0,0,7.1,36.5,9.4,43.2
多部未華子,-4.800000000000004,-3.5999999999999943,0,210,0,0,34.7,81.8,29.9,78.2
玉城ティナ,0.9000000000000004,2.8999999999999986,0,156,0,0,4.6,44.4,5.5,47.3
ダレノガレ明美,1.3999999999999995,1.2999999999999972,0,141,0,0,6.7,83.5,8.1,84.8
檀れい,1.3999999999999986,-0.5,0,87,0,0,16.8,73.8,18.2,73.3
壇蜜,-1.6999999999999993,0.5,0,188,0,0,21.2,89.4,19.5,89.9
千秋,2.8999999999999986,1.3999999999999915,0,210,0,0,8.8,88.7,11.7,90.1
知花くらら,0.3999999999999999,-3.6000000000000014,0,51,0,0,3.5,44.1,3.9,40.5
土村芳,-0.19999999999999996,-2.1000000000000005,0,31,0,0,1.8,9.9,1.6,7.8
土屋アンナ,-0.6999999999999993,-1.2000000000000028,0,103,0,0,15.6,89.2,14.9,88
土屋太鳳,-4.399999999999999,-1.3999999999999915,0,180,0,0,26,90.1,21.6,88.7
恒松祐里,2.6999999999999997,2.200000000000001,0,73,0,0,2.1,12.7,4.8,14.9
椿鬼奴,1.1000000000000014,-1.7999999999999972,0,66,0,0,21.2,85,22.3,83.2
鶴田真由,0.0,-0.3999999999999986,0,31,0,0,11.7,57,11.7,56.6
出口夏希,-0.40000000000000013,-0.9000000000000004,0,114,0,0,1.1,3.7,0.7,2.8
寺島しのぶ,5.200000000000001,1.4000000000000057,0,145,0,0,8.1,71.5,13.3,72.9
當真あみ,0.9,8.0,0,149,0,0,0.9,2.1,1.8,10.1
常盤貴子,1.7000000000000028,0.8999999999999915,0,93,0,0,20.4,75.4,22.1,76.3
徳永えり,-0.8999999999999999,-2.6999999999999993,0,72,0,0,2.8,17.9,1.9,15.2
戸田恵梨香,-2.200000000000003,-0.5999999999999943,0,168,0,0,37.2,88,35,87.4
戸田恵子,1.6999999999999993,-0.8999999999999915,0,160,0,0,24.1,78.1,25.8,77.2
戸田菜穂,0.1999999999999993,1.7999999999999972,0,93,0,0,9,47.6,9.2,49.4
富田望生,-0.09999999999999964,-0.6999999999999957,0,63,0,0,10.4,38.4,10.3,37.7
富田靖子,-1.5999999999999996,-2.5,0,73,0,0,9.9,57.5,8.3,55
ともさかりえ,1.4000000000000004,1.0999999999999943,0,95,0,0,8,75.4,9.4,76.5
友近,4.400000000000002,0.3999999999999915,0,103,0,0,23.9,92.9,28.3,93.3
豊嶋花,-0.09999999999999998,0.7000000000000002,0,94,0,0,0.5,4.6,0.4,5.3
トラウデン直美,0.5,-0.30000000000000426,0,76,0,0,4.6,39.6,5.1,39.3
トリンドル玲奈,-0.7000000000000011,-1.0,0,185,0,0,13.8,78.9,13.1,77.9
なえなの,-0.5,4.600000000000001,0,202,0,0,3.2,17.7,2.7,22.3
奈緒,5.0,7.800000000000001,0,210,0,0,8.3,31.3,13.3,39.1
仲里依紗,-0.1999999999999993,1.4000000000000057,0,210,0,0,22.3,71.3,22.1,72.7
長井短,0.0,2.0,0,57,0,0,1.9,19.1,1.9,21.1
中川翔子,-3.1999999999999993,0.09999999999999432,0,210,0,0,31,91.2,27.8,91.3
中越典子,2.2,-2.299999999999997,0,43,0,0,5.1,53.5,7.3,51.2
永作博美,5.699999999999999,0.0,0,130,0,0,22.3,74,28,74
長澤まさみ,-8.700000000000003,-0.6999999999999886,0,203,0,0,50.1,93.1,41.4,92.4
中島セナ,-0.4,0.19999999999999973,0,53,0,0,0.4,3.2,0,3.4
中条あやみ,-2.299999999999997,4.099999999999994,0,180,0,0,23.9,66.2,21.6,70.3
中谷美紀,3.0,2.0,0,161,0,0,19.8,74.5,22.8,76.5
永野芽郁,2.299999999999997,2.299999999999997,0,210,0,0,32.7,74.2,35,76.5
仲間由紀恵,-1.5999999999999979,1.2999999999999972,0,93,0,0,31.7,89,30.1,90.3
中村アン,-0.10000000000000142,1.4000000000000057,0,180,0,0,17.3,64.8,17.2,66.2
中村静香,0.7999999999999998,3.8999999999999986,0,78,0,0,4.2,20,5,23.9
中村ゆり,3.1000000000000005,6.399999999999999,0,147,0,0,5.7,22.1,8.8,28.5
中村ゆりか,-0.4999999999999999,1.5999999999999996,0,62,0,0,1.4,6.4,0.9,8
中山美穂,-0.7000000000000011,1.8000000000000114,0,165,0,0,10.3,76.6,9.6,78.4
夏川結衣,-0.5,-4.100000000000001,0,20,0,0,12,50.1,11.5,46
夏木マリ,3.6999999999999993,0.20000000000000284,0,124,0,0,22.7,81.6,26.4,81.8
夏菜,-1.6999999999999993,-8.399999999999999,0,180,0,0,9.7,61.1,8,52.7
名取裕子,2.6999999999999993,-1.2000000000000028,0,59,0,0,15,71.5,17.7,70.3
菜々緒,1.3000000000000007,-2.3000000000000114,0,210,0,0,26,86.9,27.3,84.6
成海璃子,-0.10000000000000142,-0.29999999999999716,0,37,0,0,8.8,61.9,8.7,61.6
二階堂ふみ,-2.5,0.9000000000000057,0,94,0,0,24.1,80,21.6,80.9
西田尚美,0.40000000000000036,-0.8999999999999986,0,57,0,0,11.5,47.6,11.9,46.7
西野七瀬,-1.9000000000000004,3.1999999999999957,0,190,0,0,15.4,53.6,13.5,56.8
生見愛瑠,3.0,3.700000000000003,0,210,0,0,16.3,63.2,19.3,66.9
萩原みのり,-0.7,-0.09999999999999964,0,22,0,0,0.7,2.8,0,2.7
橋本愛,0.1999999999999993,-1.5,0,186,0,0,7.4,48,7.6,46.5
橋本環奈,0.9000000000000057,0.0,0,210,0,0,34.3,83.5,35.2,83.5
橋本マナミ,0.9000000000000004,0.3999999999999915,0,148,0,0,9.9,72.7,10.8,73.1
長谷川京子,3.0,0.4000000000000057,0,174,0,0,9.2,71.5,12.2,71.9
羽田美智子,-0.5999999999999979,2.1000000000000014,0,72,0,0,17.2,60.9,16.6,63
馬場ふみか,0.5999999999999996,-0.9000000000000021,0,156,0,0,4.4,27.1,5,26.2
濱田マリ,5.9,-0.5,0,57,0,0,13.6,75.4,19.5,74.9
浜辺美波,-3.8000000000000007,1.5999999999999943,0,210,0,0,29.6,70.4,25.8,72
早見あかり,0.0,-0.5,0,84,0,0,5,37.3,5,36.8
原沙知絵,-0.40000000000000036,2.5,0,14,0,0,5,44.6,4.6,47.1
原菜乃華,0.30000000000000004,3.9000000000000004,0,210,0,0,1.8,8.1,2.1,12
原日出子,-1.9000000000000004,0.5,0,59,0,0,8.8,60.4,6.9,60.9
原田知世,0.7000000000000011,0.4000000000000057,0,83,0,0,15.9,68.1,16.6,68.5
原田美枝子,1.3999999999999986,-0.3999999999999986,0,103,0,0,8.3,48,9.7,47.6
波瑠,-2.3000000000000007,-0.4000000000000057,0,210,0,0,29.2,82.7,26.9,82.3
比嘉愛未,0.3000000000000007,2.6000000000000014,0,156,0,0,22.5,59.5,22.8,62.1
樋口可南子,4.3999999999999995,13.999999999999993,0,36,0,0,6.2,56.6,10.6,70.6
ヒコロヒー,4.300000000000001,4.300000000000011,0,210,0,0,12,65.1,16.3,69.4
久本雅美,0.6999999999999993,-1.0999999999999943,0,76,0,0,17.5,93.8,18.2,92.7
平岩紙,-1.4000000000000004,1.2000000000000028,0,69,0,0,8.8,36.5,7.4,37.7
平子理沙,-1.4,-2.0,0,71,0,0,3,50.8,1.6,48.8
平手友梨奈,-3.0,1.7999999999999972,0,136,0,0,11.5,61.2,8.5,63
広末涼子,2.6000000000000014,-0.29999999999999716,0,203,0,0,25.7,91.5,28.3,91.2
広瀬アリス,-4.0,0.5,0,210,0,0,37.3,87.8,33.3,88.3
広瀬すず,3.1999999999999957,-1.4000000000000057,0,210,0,0,32.6,94.5,35.8,93.1
ファーストサマーウイカ,1.0,2.0,0,210,0,0,18.8,72.7,19.8,74.7
笛木優子,-0.09999999999999964,0.5,0,20,0,0,6.5,43,6.4,43.5
深川麻衣,-0.8999999999999999,-0.8999999999999986,0,93,0,0,2.5,9.7,1.6,8.8
深田恭子,-1.2999999999999972,0.20000000000000284,0,183,0,0,34,91.3,32.7,91.5
深津絵里,0.5,-5.199999999999989,0,115,0,0,28,78.1,28.5,72.9
吹石一恵,-0.10000000000000142,-0.20000000000000284,0,18,0,0,11.3,72.2,11.2,72
福地桃子,2.3,1.5999999999999979,0,116,0,0,2.8,21.6,5.1,23.2
福原遥,5.700000000000001,8.899999999999999,0,206,0,0,15.4,44.4,21.1,53.3
福本莉子,0.0,1.3000000000000007,0,130,0,0,3.5,14.5,3.5,15.8
藤田ニコル,-3.4999999999999982,1.4000000000000057,0,210,0,0,18.9,91.5,15.4,92.9
藤田弓子,2.4000000000000004,0.29999999999999716,0,32,0,0,5,58.6,7.4,58.9
藤野涼子,-0.7,-0.5,0,51,0,0,1.4,6.7,0.7,6.2
藤本美貴,3.5,-3.0,0,210,0,0,10.1,72.2,13.6,69.2
藤原さくら,0.0,2.0,0,154,0,0,3.9,21.2,3.9,23.2
藤原紀香,0.7000000000000011,0.29999999999999716,0,191,0,0,11.2,83.4,11.9,83.7
風吹ジュン,2.6000000000000014,1.4000000000000057,0,170,0,0,16.5,68,19.1,69.4
古川琴音,1.3999999999999995,3.400000000000002,0,118,0,0,3.7,17.7,5.1,21.1
古畑星夏,0.5,0.3000000000000007,0,90,0,0,1.1,8,1.6,8.3
フワちゃん,2.799999999999997,0.7999999999999972,0,210,0,0,16.1,95.8,18.9,96.6
ベッキー,0.40000000000000036,1.5,0,179,0,0,11.5,92.7,11.9,94.2
辺見えみり,1.3999999999999995,-0.6000000000000085,0,60,0,0,6.4,74.9,7.8,74.3
北斗晶,1.8999999999999986,-0.5,0,210,0,0,18.6,92.2,20.5,91.7
堀田茜,3.0999999999999996,5.0,0,89,0,0,9.6,46.2,12.7,51.2
堀田真由,1.6000000000000005,2.6000000000000014,0,154,0,0,5.1,25.5,6.7,28.1
ホラン千秋,1.7000000000000028,0.0,0,198,0,0,17.9,87.1,19.6,87.1
堀内敬子,-2.0,-1.5,0,57,0,0,10.1,40.4,8.1,38.9
本上まなみ,-1.0999999999999996,-1.4000000000000057,0,42,0,0,9.6,57.7,8.5,56.3
本田翼,-8.900000000000002,1.5999999999999943,0,210,0,0,34.7,86.5,25.8,88.1
本田望結,-1.9000000000000004,2.5,0,201,0,0,12.9,80.9,11,83.4
前田敦子,0.9000000000000004,-1.0999999999999943,0,203,0,0,9,89.6,9.9,88.5
マギー,-1.0,-1.8999999999999986,0,210,0,0,6,65.8,5,63.9
真木よう子,-2.5,-0.3999999999999915,0,136,0,0,17,72.6,14.5,72.2
蒔田彩珠,0.20000000000000018,-2.8000000000000007,0,82,0,0,1.9,12.9,2.1,10.1
益若つばさ,0.5,-2.0999999999999943,0,160,0,0,5,74.3,5.5,72.2
松たか子,-1.0,0.0,0,175,0,0,36.8,89.9,35.8,89.9
松井愛莉,-0.5,-2.1999999999999993,0,100,0,0,4.6,28.7,4.1,26.5
松井玲奈,-0.20000000000000018,1.2000000000000028,0,131,0,0,6.2,53.5,6,54.7
松岡茉優,1.8000000000000007,3.8000000000000043,0,191,0,0,18.4,61.9,20.2,65.7
松風理咲,-0.2,-0.20000000000000018,0,11,0,0,0.4,2.1,0.2,1.9
松坂慶子,0.7000000000000011,0.09999999999999432,0,75,0,0,13.1,68,13.8,68.1
松下奈緒,-2.6999999999999993,0.9000000000000057,0,91,0,0,23.4,79.1,20.7,80
松下由樹,-3.1000000000000014,-1.5999999999999943,0,60,0,0,26.5,79.5,23.4,77.9
松嶋菜々子,-4.100000000000001,-2.799999999999997,0,143,0,0,37.2,90.6,33.1,87.8
松嶋尚美,0.8000000000000007,0.5,0,66,0,0,8,75.6,8.8,76.1
松島花,-0.40000000000000036,1.1000000000000014,0,66,0,0,3.2,18.2,2.8,19.3
松田聖子,-2.5,1.0999999999999943,0,179,0,0,17,88.5,14.5,89.6
松田るか,-0.9999999999999999,-1.4,0,119,0,0,1.4,4.8,0.4,3.4
松本伊代,1.6999999999999993,1.2999999999999972,0,160,0,0,10.3,84.2,12,85.5
松本穂香,-0.6999999999999993,3.4000000000000057,0,118,0,0,12,47.8,11.3,51.2
松本まりか,0.1999999999999993,5.0,0,192,0,0,12.9,46.7,13.1,51.7
松本若菜,4.1,8.100000000000001,0,210,0,0,5.1,11.7,9.2,19.8
松雪泰子,3.1999999999999993,0.0,0,79,0,0,19.8,70.4,23,70.4
真飛聖,0.5999999999999996,2.8000000000000007,0,85,0,0,4.4,22.5,5,25.3
眞鍋かをり,-0.9000000000000004,1.2000000000000028,0,42,0,0,10.6,76.3,9.7,77.5
真矢ミキ,-0.5999999999999979,-0.29999999999999716,0,70,0,0,23.4,79.8,22.8,79.5
丸山桂里奈,-1.1999999999999993,-1.7999999999999972,0,210,0,0,13.1,88.5,11.9,86.7
萬田久子,-2.5,-1.0,0,72,0,0,10.6,71.3,8.1,70.3
萬波ユカ,0.0,-0.9000000000000004,0,16,0,0,0.5,4.4,0.5,3.5
三浦透子,1.9,4.699999999999999,0,143,0,0,1.1,15.8,3,20.5
見上愛,-0.5,-0.2999999999999998,0,145,0,0,1.2,5.3,0.7,5
水川あさみ,-5.899999999999999,0.7000000000000028,0,146,0,0,23.4,71.7,17.5,72.4
水谷果穂,0.0,2.3,0,61,0,0,0.2,4.4,0.2,6.7
水野真紀,-0.20000000000000018,0.09999999999999432,0,95,0,0,7.3,66.4,7.1,66.5
水野美紀,-0.8999999999999986,-0.8999999999999915,0,105,0,0,20.5,69.6,19.6,68.7
水原希子,-4.1,-1.3999999999999915,0,131,0,0,15.4,77.3,11.3,75.9
光浦靖子,-1.9000000000000004,-1.4000000000000057,0,86,0,0,17.5,89.4,15.6,88
観月ありさ,-1.6000000000000014,-0.6999999999999886,0,136,0,0,19.5,84.1,17.9,83.4
満島ひかり,0.0,0.7999999999999972,0,192,0,0,29.4,76.5,29.4,77.3
三戸なつめ,-0.20000000000000018,-1.0999999999999943,0,48,0,0,2.7,50.8,2.5,49.7
南果歩,0.7999999999999998,-2.0999999999999943,0,61,0,0,7.3,67.6,8.1,65.5
南沙良,0.7000000000000002,2.3000000000000007,0,210,0,0,2.8,11,3.5,13.3
南沢奈央,-0.5,1.7000000000000028,0,44,0,0,4.6,31.9,4.1,33.6
南野陽子,-0.8999999999999986,-0.29999999999999716,0,102,0,0,11.2,76.1,10.3,75.8
美村里江,0.6000000000000005,2.099999999999998,0,60,0,0,5.8,22.3,6.4,24.4
宮﨑あおい,-1.4000000000000021,0.29999999999999716,0,81,0,0,25.3,81.8,23.9,82.1
宮崎美子,4.300000000000001,-0.4000000000000057,0,58,0,0,24.2,88.5,28.5,88.1
宮澤エマ,1.5999999999999996,1.3999999999999986,0,121,0,0,6.5,34.5,8.1,35.9
宮沢りえ,0.8999999999999986,-0.9000000000000057,0,154,0,0,21.6,86,22.5,85.1
宮本信子,-0.5,-1.2000000000000028,0,69,0,0,11.7,51.5,11.2,50.3
宮本茉由,0.09999999999999998,1.4000000000000004,0,91,0,0,0.4,4.1,0.5,5.5
三吉彩花,0.5,-0.19999999999999574,0,116,0,0,4.8,32.4,5.3,32.2
村上佳菜子,-2.6000000000000014,1.4000000000000057,0,129,0,0,13.8,67.1,11.2,68.5
村上知子,7.599999999999998,2.5,0,53,0,0,11.3,91.3,18.9,93.8
室井滋,2.3000000000000007,-0.9000000000000057,0,61,0,0,19.5,79.5,21.8,78.6
MEGUMI,0.8000000000000007,-1.9000000000000057,0,210,0,0,16.5,75.4,17.3,73.5
本仮屋ユイカ,-2.5,-0.20000000000000284,0,154,0,0,12.4,62.1,9.9,61.9
