name,人気度変化,知名度変化,スコア,ニュース数,positive数,negative数,202208人気度,202208知名度,202302人気度,202302知名度
中村雅俊,1.700000000000001,7.599999999999994,0,83,0,0,15.6,75.2,17.3,82.8
永山瑛太,-1.5,2.299999999999997,0,120,0,0,19.6,70.4,18.1,72.7
永山絢斗,-0.3000000000000007,4.600000000000001,0,91,0,0,8.8,44.8,8.5,49.4
中山秀征,-1.299999999999999,1.1000000000000085,0,115,0,0,14.2,90.8,12.9,91.9
名倉潤,-0.8000000000000007,2.299999999999997,0,76,0,0,18.1,89.4,17.3,91.7
生瀬勝久,0.3000000000000007,1.6000000000000085,0,63,0,0,23.9,82.8,24.2,84.4
成田凌,-2.0,-2.1999999999999957,0,149,0,0,14.7,63.4,12.7,61.2
南原清隆,-1.200000000000001,4.0,0,104,0,0,15.9,88,14.7,92
錦織圭,-8.100000000000001,2.0,0,127,0,0,24.6,90.4,16.5,92.4
西島秀俊,6.899999999999999,6.400000000000006,0,207,0,0,34.5,79.8,41.4,86.2
西田敏行,-1.6000000000000014,1.0,0,72,0,0,33.5,91,31.9,92
西畑大吾,0.7000000000000002,2.6000000000000014,0,152,0,0,5.5,35.8,6.2,38.4
西村まさ彦,-1.799999999999999,2.4000000000000057,0,52,0,0,17.7,73.5,15.9,75.9
二宮和也,-1.2999999999999972,1.0999999999999943,0,210,0,0,36.5,95.2,35.2,96.3
温水洋一,-2.1999999999999993,0.7000000000000028,0,62,0,0,20.4,87.8,18.2,88.5
野間口徹,2.0999999999999996,6.200000000000003,0,79,0,0,11,68.7,13.1,74.9
野村周平,-0.5,-0.8999999999999986,0,108,0,0,6.9,58.8,6.4,57.9
野村萬斎,0.5000000000000018,3.4000000000000057,0,112,0,0,15.6,79.1,16.1,82.5
バカリズム,-1.6999999999999957,0.20000000000000284,0,210,0,0,35.9,92.2,34.2,92.4
萩原利久,0.29999999999999993,1.1000000000000014,0,176,0,0,0.9,12.2,1.2,13.3
はじめしゃちょー,-5.1000000000000005,0.5999999999999943,0,210,0,0,12.9,63.5,7.8,64.1
長谷川博己,-1.6000000000000014,2.1999999999999886,0,75,0,0,16.8,67.4,15.2,69.6
羽鳥慎一,-0.8999999999999986,-0.9000000000000057,0,134,0,0,26,91.5,25.1,90.6
羽生結弦,-2.799999999999997,0.0,0,210,0,0,34.3,95.8,31.5,95.8
濱正悟,-0.09999999999999998,-0.40000000000000036,0,56,0,0,0.5,5,0.4,4.6
濱田岳,4.599999999999998,3.0,0,161,0,0,25.1,84.4,29.7,87.4
濱田龍臣,1.0,0.6999999999999957,0,84,0,0,4.8,50.1,5.8,50.8
浜田雅功,-0.8999999999999986,2.1000000000000085,0,210,0,0,36.8,96.3,35.9,98.4
浜野謙太,-1.0,-1.2999999999999972,0,60,0,0,8.1,50.3,7.1,49
林修,-5.0,-0.7000000000000028,0,152,0,0,21.1,95,16.1,94.3
林遣都,-0.6999999999999993,5.900000000000006,0,150,0,0,13.1,65.1,12.4,71
速水もこみち,-1.8000000000000007,1.9000000000000057,0,70,0,0,15.4,91,13.6,92.9
原田泰造,2.3000000000000007,2.1000000000000085,0,140,0,0,31.2,92.6,33.5,94.7
原田龍二,-1.9000000000000004,1.5999999999999943,0,84,0,0,9.9,74.9,8,76.5
はるな愛,-1.3000000000000007,1.7999999999999972,0,93,0,0,13.5,92,12.2,93.8
坂東龍汰,0.8999999999999999,0.1999999999999993,0,97,0,0,1.6,11.5,2.5,11.7
HIKAKIN,-5.300000000000001,-1.0999999999999943,0,210,0,0,19.8,88.5,14.5,87.4
東野幸治,0.0,2.299999999999997,0,153,0,0,15.9,94,15.9,96.3
東山紀之,-3.8000000000000007,1.2000000000000028,0,105,0,0,22.7,91,18.9,92.2
ビートたけし,-6.599999999999998,-0.7000000000000028,0,210,0,0,32.4,97.5,25.8,96.8
ビビる大木,-1.3000000000000007,-0.4000000000000057,0,65,0,0,11.9,89.4,10.6,89
日村勇紀,2.1999999999999957,-0.20000000000000284,0,125,0,0,36.6,96.8,38.8,96.6
平泉成,0.0,-0.5,0,48,0,0,15.9,85.5,15.9,85
平岡祐太,1.2000000000000002,3.8999999999999986,0,69,0,0,4.8,41.4,6,45.3
平野紫耀,8.0,6.700000000000003,0,210,0,0,26.5,69.6,34.5,76.3
平山浩行,0.8999999999999995,5.100000000000001,0,49,0,0,6.2,41.6,7.1,46.7
ヒロミ,-0.1999999999999993,1.0999999999999943,0,210,0,0,26.2,94.7,26,95.8
吹越満,-0.7999999999999998,2.3000000000000043,0,65,0,0,7.3,56.8,6.5,59.1
福澤朗,-1.0,-0.4000000000000057,0,44,0,0,11.3,86.9,10.3,86.5
福士蒼汰,0.9000000000000021,-0.4000000000000057,0,100,0,0,23.7,85.7,24.6,85.3
福山雅治,3.200000000000003,1.5,0,207,0,0,34.9,93.5,38.1,95
藤井隆,0.3000000000000007,1.8999999999999915,0,167,0,0,20.2,80.4,20.5,82.3
藤井流星,1.5999999999999996,-0.6999999999999957,0,170,0,0,3.7,41.4,5.3,40.7
藤岡弘、,-1.6999999999999993,-0.20000000000000284,0,117,0,0,18.9,88.3,17.2,88.1
藤ヶ谷太輔,1.9000000000000004,6.200000000000003,0,195,0,0,11.2,67.1,13.1,73.3
藤木直人,-3.099999999999998,2.0999999999999943,0,192,0,0,24.2,79.5,21.1,81.6
藤森慎吾,-1.5999999999999996,0.5,0,184,0,0,15.9,86.9,14.3,87.4
藤原大祐,0.7,0.2999999999999998,0,81,0,0,0.2,4.8,0.9,5.1
藤原竜也,-0.9000000000000021,0.0,0,197,0,0,30.8,93.8,29.9,93.8
船越英一郎,-1.0999999999999996,1.7000000000000028,0,91,0,0,11.2,87.3,10.1,89
古川雄輝,-0.8999999999999999,-2.6999999999999993,0,60,0,0,3.4,25.7,2.5,23
古川雄大,0.0,-0.8999999999999986,0,140,0,0,3.7,18.4,3.7,17.5
古田新太,-0.3000000000000007,1.5999999999999943,0,196,0,0,23.7,86.7,23.4,88.3
古舘伊知郎,-3.0,0.20000000000000284,0,77,0,0,12.6,86.2,9.6,86.4
別所哲也,-1.3999999999999986,3.5,0,69,0,0,9.7,71.7,8.3,75.2
星野源,-2.1000000000000014,0.9000000000000057,0,210,0,0,32,93.3,29.9,94.2
細田佳央太,1.4000000000000004,2.8999999999999986,0,210,0,0,2.8,17.3,4.2,20.2
堀内健,-2.0,-0.5,0,66,0,0,19.5,91.3,17.5,90.8
本郷奏多,-1.0999999999999996,3.0,0,64,0,0,8.7,44.6,7.6,47.6
毎熊克哉,0.5,-1.200000000000001,0,82,0,0,1.4,14.3,1.9,13.1
眞栄田郷敦,2.6999999999999993,5.800000000000004,0,193,0,0,11.3,52.4,14,58.2
前野朋哉,1.0999999999999996,3.9000000000000057,0,68,0,0,3,39.8,4.1,43.7
マキタスポーツ,-0.20000000000000018,4.200000000000003,0,185,0,0,6.7,49.4,6.5,53.6
眞島秀和,1.5999999999999996,2.1000000000000014,0,86,0,0,6,40.9,7.6,43
又吉直樹,0.0,1.6000000000000085,0,134,0,0,19.6,93.1,19.6,94.7
町田啓太,3.9000000000000004,14.700000000000003,0,191,0,0,10.4,31,14.3,45.7
松岡修造,-0.6999999999999993,-1.2000000000000028,0,165,0,0,28,95.2,27.3,94
松岡昌宏,-2.6999999999999993,1.3999999999999915,0,193,0,0,26.2,92.4,23.5,93.8
マツコ・デラックス,-1.6000000000000014,0.30000000000001137,0,210,0,0,52.6,98.6,51,98.9
松坂桃李,0.6000000000000014,2.0,0,210,0,0,33.6,90.6,34.2,92.6
松重豊,5.600000000000001,1.8000000000000114,0,176,0,0,34.9,87.6,40.5,89.4
松下洸平,3.3999999999999986,8.100000000000001,0,207,0,0,13.8,49.4,17.2,57.5
松田翔太,-0.6999999999999993,3.1999999999999886,0,117,0,0,20,81.9,19.3,85.1
松田龍平,-1.8000000000000007,2.0,0,117,0,0,16.3,82.1,14.5,84.1
松平健,-2.6000000000000014,2.3000000000000114,0,147,0,0,19.8,88.1,17.2,90.4
松丸亮吾,-4.399999999999999,0.5,0,110,0,0,17.7,80.2,13.3,80.7
松村北斗,5.5,2.799999999999997,0,210,0,0,7.6,34,13.1,36.8
松本幸四郎,0.8999999999999995,2.3999999999999915,0,187,0,0,7.8,77.2,8.7,79.6
松本潤,-4.099999999999994,0.29999999999999716,0,198,0,0,36.3,94.7,32.2,95
松本人志,1.2999999999999972,1.4000000000000057,0,210,0,0,40.5,97.5,41.8,98.9
松山ケンイチ,-3.0,4.599999999999994,0,178,0,0,25.5,86.7,22.5,91.3
的場浩司,-3.0,2.0,0,80,0,0,15.6,86.5,12.6,88.5
間宮祥太朗,-1.6999999999999993,2.299999999999997,0,210,0,0,19.8,65.5,18.1,67.8
丸山隆平,-1.3999999999999986,-5.300000000000004,0,81,0,0,12.7,66.4,11.3,61.1
三浦知良,-1.4000000000000021,2.1000000000000085,0,180,0,0,24.1,88.3,22.7,90.4
三浦翔平,-3.0,-1.2999999999999972,0,210,0,0,16.3,67.8,13.3,66.5
三浦貴大,-0.5999999999999996,1.1999999999999957,0,65,0,0,4.8,43.2,4.2,44.4
三浦友和,0.40000000000000213,0.20000000000000284,0,140,0,0,18.9,82.1,19.3,82.3
水谷豊,1.1000000000000014,0.5,0,174,0,0,28.5,89.6,29.6,90.1
溝端淳平,-2.0999999999999996,5.299999999999997,0,89,0,0,14,71.5,11.9,76.8
道枝駿佑,-1.1999999999999993,3.5,0,208,0,0,14.5,48,13.3,51.5
光石研,1.799999999999999,1.6000000000000014,0,100,0,0,9.4,52,11.2,53.6
満島真之介,-2.099999999999998,2.700000000000003,0,106,0,0,18.2,70.8,16.1,73.5
峰竜太,-1.1000000000000005,1.0999999999999943,0,69,0,0,6.2,80.7,5.1,81.8
宮川大輔,0.8000000000000007,0.5,0,96,0,0,30.4,94.7,31.2,95.2
三宅弘城,0.2999999999999998,0.5999999999999943,0,59,0,0,5,41.2,5.3,41.8
三宅裕司,1.5999999999999996,2.299999999999997,0,72,0,0,11.9,82.3,13.5,84.6
宮沢氷魚,1.299999999999999,7.299999999999997,0,199,0,0,8.8,39.6,10.1,46.9
宮世琉弥,0.8000000000000003,4.4,0,201,0,0,1.9,11.9,2.7,16.3
宮根誠司,-0.7000000000000002,2.8999999999999915,0,66,0,0,6.2,86.7,5.5,89.6
向井理,-2.700000000000003,2.299999999999997,0,117,0,0,27.1,87.8,24.4,90.1
向井康二,0.7000000000000002,0.3999999999999986,0,157,0,0,6.7,34.5,7.4,34.9
六平直政,-1.3000000000000007,-0.6999999999999957,0,61,0,0,10.3,62.8,9,62.1
村上信五,3.5,1.9000000000000057,0,144,0,0,21.6,85.5,25.1,87.4
村上虹郎,2.1000000000000005,3.8999999999999986,0,87,0,0,6.2,37.9,8.3,41.8
ムロツヨシ,-2.6999999999999957,0.20000000000000284,0,140,0,0,49.4,92.7,46.7,92.9
恵俊彰,0.5,2.299999999999997,0,57,0,0,9.4,84.4,9.9,86.7
目黒蓮,14.200000000000001,24.599999999999994,0,210,0,0,10.4,40.7,24.6,65.3
望月歩,-0.40000000000000013,1.299999999999999,0,87,0,0,1.1,8.3,0.7,9.6
本木雅弘,-5.900000000000002,-0.29999999999999716,0,81,0,0,27.3,83,21.4,82.7
森崎ウィン,1.7999999999999998,4.099999999999994,0,125,0,0,4.2,35.2,6,39.3
森山未來,-1.9000000000000004,5.299999999999997,0,74,0,0,13.1,64.4,11.2,69.7
柳楽優弥,-4.100000000000001,0.9000000000000057,0,173,0,0,25.5,71.5,21.4,72.4
役所広司,-1.8999999999999986,0.5,0,158,0,0,30.4,87.1,28.5,87.6
薬丸裕英,-3.000000000000001,1.1999999999999886,0,52,0,0,10.8,86.9,7.8,88.1
矢沢永吉,-4.400000000000002,-1.2999999999999972,0,170,0,0,22.8,93.5,18.4,92.2
八嶋智人,-2.3000000000000007,1.4000000000000057,0,66,0,0,25.3,82.1,23,83.5
安田顕,5.0,1.9000000000000057,0,201,0,0,27.4,80,32.4,81.9
安田章大,-0.9000000000000004,-2.8000000000000043,0,162,0,0,7.4,57.7,6.5,54.9
柳沢慎吾,-1.8999999999999986,-0.7000000000000028,0,62,0,0,29.9,92.4,28,91.7
柳葉敏郎,-2.3999999999999986,2.5999999999999943,0,79,0,0,26.5,86.2,24.1,88.8
矢部浩之,-0.1999999999999993,3.700000000000003,0,95,0,0,19.3,91.3,19.1,95
山口智充,-0.6999999999999993,1.7000000000000028,0,75,0,0,26,88,25.3,89.7
山崎育三郎,-1.1000000000000014,0.19999999999998863,0,143,0,0,21.8,72.9,20.7,73.1
山﨑賢人,1.6999999999999993,1.9000000000000057,0,157,0,0,24.8,79.5,26.5,81.4
山崎弘也,-1.6000000000000014,-0.4000000000000057,0,74,0,0,35.4,91.9,33.8,91.5
山里亮太,0.3000000000000007,-0.09999999999999432,0,201,0,0,26.4,94.3,26.7,94.2
山下健二郎,-0.9000000000000004,-0.3999999999999986,0,74,0,0,11.5,54,10.6,53.6
山下智久,0.7000000000000028,2.1999999999999886,0,199,0,0,27.4,87.4,28.1,89.6
山田孝之,0.29999999999999716,1.2000000000000028,0,168,0,0,35.6,89.6,35.9,90.8
山田裕貴,5.0,5.5,0,210,0,0,19.1,63.5,24.1,69
山田涼介,1.3999999999999986,8.099999999999994,0,210,0,0,18.8,73.5,20.2,81.6
山中崇,1.1,2.5,0,63,0,0,3.9,39.3,5,41.8
山本耕史,6.9,4.799999999999997,0,192,0,0,13.1,79.8,20,84.6
矢本悠馬,0.5,-1.7999999999999972,0,73,0,0,7.1,43.4,7.6,41.6
結木滉星,0.40000000000000013,2.3000000000000007,0,120,0,0,0.7,7.1,1.1,9.4
ゆうたろう,1.2000000000000002,-4.6,0,88,0,0,0.9,15.9,2.1,11.3
ユースケ・サンタマリア,-3.5,1.2000000000000028,0,89,0,0,20.7,88,17.2,89.2
横浜流星,-2.599999999999998,0.0,0,210,0,0,29.7,82.1,27.1,82.1
横山だいすけ,-1.0000000000000018,-1.1999999999999957,0,63,0,0,16.6,56.8,15.6,55.6
横山裕,-1.299999999999999,1.4000000000000057,0,191,0,0,14.2,73.6,12.9,75
吉岡秀隆,2.5,5.299999999999997,0,140,0,0,12.7,70.3,15.2,75.6
吉沢亮,4.599999999999998,5.299999999999997,0,210,0,0,25.8,71.9,30.4,77.2
吉田鋼太郎,-2.8999999999999986,-2.8999999999999915,0,209,0,0,28.7,90.3,25.8,87.4
吉村崇,-0.5,-0.9000000000000057,0,110,0,0,17.7,83.9,17.2,83
竜星涼,3.0,10.799999999999997,0,210,0,0,5.1,25,8.1,35.8
リリー・フランキー,-0.6999999999999993,1.7999999999999972,0,128,0,0,17.3,80.9,16.6,82.7
六角精児,-0.9000000000000021,1.2000000000000028,0,67,0,0,22.8,84.6,21.9,85.8
若林正恭,-1.8999999999999986,-0.7000000000000028,0,161,0,0,35,90.8,33.1,90.1
渡辺いっけい,2.1000000000000014,4.3999999999999915,0,59,0,0,11.7,72.4,13.8,76.8
渡邊圭祐,-1.5,-2.0,0,144,0,0,5.7,24.8,4.2,22.8
渡辺謙,0.3999999999999986,2.299999999999997,0,156,0,0,23,87.4,23.4,89.7
渡辺大知,-0.20000000000000018,-0.20000000000000284,0,156,0,0,2.5,18.6,2.3,18.4
渡部篤郎,3.599999999999998,7.6000000000000085,0,68,0,0,19.1,76.3,22.7,83.9
EXIT,-1.1999999999999993,-0.6999999999999886,0,210,0,0,32,88.1,30.8,87.4
おぎやはぎ,-4.899999999999999,0.0,0,186,0,0,32,93.1,27.1,93.1
かまいたち,-0.6000000000000014,-1.4000000000000057,0,210,0,0,37.9,94,37.3,92.6
さまぁ〜ず,-3.5,1.3999999999999915,0,210,0,0,36.6,92.9,33.1,94.3
サンドウィッチマン_(お笑いコンビ),2.6000000000000085,0.19999999999998863,0,85,0,0,64.8,97.9,67.4,98.1
JO1,1.5999999999999996,2.5,0,210,0,0,2.5,37.5,4.1,40
シソンヌ,3.1000000000000014,2.6000000000000014,0,205,0,0,20.4,63.9,23.5,66.5
霜降り明星,1.8000000000000007,-1.3999999999999915,0,209,0,0,20.9,88.1,22.7,86.7
タカアンドトシ,-0.8999999999999986,-0.29999999999999716,0,79,0,0,40,95,39.1,94.7
千鳥,0.7000000000000028,-1.0999999999999943,0,210,0,0,50.8,96.5,51.5,95.4
チョコレートプラネット,-0.8999999999999986,0.3999999999999915,0,194,0,0,41.8,89.7,40.9,90.1
ティモンディ,-1.7999999999999972,5.099999999999994,0,209,0,0,20.9,75.4,19.1,80.5
ナイツ,0.0,-0.5,0,210,0,0,34.5,89,34.5,88.5
錦鯉,-1.6000000000000014,1.7999999999999972,0,210,0,0,21.8,88.3,20.2,90.1
博多華丸・大吉,2.1000000000000014,1.1000000000000085,0,185,0,0,44.4,93.1,46.5,94.2
ブラックマヨネーズ,-2.0,-0.6000000000000085,0,111,0,0,24.1,91.2,22.1,90.6
ぺこぱ,-2.799999999999997,0.8999999999999915,0,210,0,0,23.9,88.7,21.1,89.6
ミキ,-1.8000000000000007,-1.7999999999999972,0,210,0,0,18.8,83.2,17,81.4
ミルクボーイ,1.4000000000000004,-1.2000000000000028,0,210,0,0,13.5,83.7,14.9,82.5
四千頭身,0.5,-0.30000000000001137,0,136,0,0,16.5,78.4,17,78.1
和牛,-0.1999999999999993,-1.0,0,210,0,0,14,74.3,13.8,73.3
相武紗季,-3.1999999999999993,-0.5,0,109,0,0,20,77.5,16.8,77
蒼井優,-1.4000000000000021,-1.9000000000000057,0,142,0,0,27.8,89.9,26.4,88
葵わかな,-0.7000000000000002,4.800000000000004,0,123,0,0,6.7,42.8,6,47.6
秋田汐梨,0.29999999999999993,0.8000000000000003,0,64,0,0,0.4,1.9,0.7,2.7
秋元梢,0.2999999999999998,0.0,0,63,0,0,2.5,46.9,2.8,46.9
浅川梨奈,-0.40000000000000013,-0.40000000000000036,0,92,0,0,1.8,5.7,1.4,5.3
浅田舞,2.299999999999999,-1.2000000000000028,0,113,0,0,10.4,81.9,12.7,80.7
浅田真央,-3.5,1.3999999999999915,0,197,0,0,38.2,95.9,34.7,97.3
浅田美代子,-1.4000000000000004,-0.19999999999998863,0,111,0,0,12.9,70.1,11.5,69.9
浅野ゆう子,-1.0,2.0,0,61,0,0,15.9,77.3,14.9,79.3
朝日奈央,0.9000000000000021,3.700000000000003,0,144,0,0,24.2,69.2,25.1,72.9
朝比奈彩,2.0999999999999996,7.199999999999999,0,106,0,0,3.2,19.3,5.3,26.5
芦田愛菜,-0.9000000000000057,1.1000000000000085,0,186,0,0,46.7,94.3,45.8,95.4
麻生久美子,0.40000000000000213,2.5999999999999943,0,69,0,0,18.4,63.2,18.8,65.8
麻生祐未,-0.5999999999999996,-1.3999999999999986,0,30,0,0,9.4,41.9,8.8,40.5
安達祐実,2.0,-1.2999999999999972,0,197,0,0,21.2,88,23.2,86.7
足立梨花,1.5999999999999996,4.6000000000000085,0,186,0,0,13.1,65.3,14.7,69.9
天海祐希,0.6999999999999957,-0.29999999999999716,0,132,0,0,49.7,91.3,50.4,91
綾瀬はるか,-0.6999999999999957,0.5,0,210,0,0,58.8,95.4,58.1,95.9
新井恵理那,1.1000000000000014,3.0,0,156,0,0,12.2,43.5,13.3,46.5
新垣結衣,-2.5,0.9000000000000057,0,204,0,0,54.5,92,52,92.9
新木優子,3.6999999999999993,4.600000000000001,0,190,0,0,17.7,59.6,21.4,64.2
有村架純,3.0,2.200000000000003,0,210,0,0,38.1,86.5,41.1,88.7
杏,-5.0,-1.2000000000000028,0,210,0,0,40.9,92,35.9,90.8
アンミカ,7.100000000000001,0.5,0,209,0,0,20.7,92.6,27.8,93.1
安藤サクラ,5.300000000000001,8.099999999999994,0,156,0,0,20,65.7,25.3,73.8
飯豊まりえ,-0.7000000000000011,2.299999999999997,0,207,0,0,12.9,44.1,12.2,46.4
井川遥,0.9000000000000021,2.5,0,108,0,0,23.9,73.3,24.8,75.8
生田絵梨花,4.1,5.299999999999997,0,198,0,0,11.5,51,15.6,56.3
池田エライザ,3.1999999999999993,5.500000000000007,0,180,0,0,14.3,60.9,17.5,66.4
井桁弘恵,0.2999999999999998,7.800000000000001,0,136,0,0,5.5,18.4,5.8,26.2
池田美優,0.9000000000000021,0.0,0,150,0,0,20.2,87.4,21.1,87.4
池間夏海,0.19999999999999996,1.3000000000000003,0,21,0,0,0.5,1.9,0.7,3.2
池脇千鶴,2.1000000000000005,2.200000000000003,0,25,0,0,7.8,49,9.9,51.2
生駒里奈,-2.999999999999999,1.0,0,84,0,0,9.2,53.3,6.2,54.3
石井杏奈,-1.0,1.0,0,127,0,0,7.4,26.4,6.4,27.4
石川恋,-0.5,3.0,0,173,0,0,2.1,10.3,1.6,13.3
石田ニコル,-1.4,3.3000000000000007,0,79,0,0,3.9,25.7,2.5,29
石田ひかり,-1.8999999999999986,0.5999999999999943,0,81,0,0,12.7,67.4,10.8,68
石田ゆり子,0.9000000000000057,-1.3999999999999915,0,191,0,0,39.8,81.6,40.7,80.2
石野真子,0.40000000000000036,0.29999999999999716,0,48,0,0,10.6,68.5,11,68.8
石橋静河,0.2999999999999998,2.8000000000000007,0,206,0,0,5.7,25.7,6,28.5
石原さとみ,1.6000000000000014,-1.1999999999999886,0,141,0,0,36.5,93.6,38.1,92.4
泉里香,0.6999999999999993,2.3000000000000007,0,190,0,0,6.9,29,7.6,31.3
磯野貴理子,0.0,-1.5999999999999943,0,45,0,0,14.7,87.3,14.7,85.7
磯山さやか,-2.799999999999999,0.5,0,89,0,0,18.2,68.3,15.4,68.8
板谷由夏,1.0,0.6999999999999957,0,107,0,0,7.1,38.6,8.1,39.3
市川紗椰,0.9000000000000004,0.10000000000000142,0,69,0,0,7.1,41.1,8,41.2
市川実日子,0.0,2.5,0,69,0,0,15.6,49.4,15.6,51.9
市毛良枝,1.799999999999999,0.0,0,52,0,0,9.9,60,11.7,60
いとうあさこ,-4.100000000000001,0.0,0,176,0,0,40.2,94.9,36.1,94.9
伊藤歩,0.20000000000000018,-0.5,0,76,0,0,2.3,14.3,2.5,13.8
伊藤沙莉,-1.1000000000000014,0.7000000000000028,0,198,0,0,28,60.9,26.9,61.6
稲森いずみ,-0.6999999999999993,-1.1999999999999957,0,46,0,0,15.6,65.1,14.9,63.9
井上咲楽,2.3000000000000007,2.299999999999997,0,189,0,0,9.2,71.5,11.5,73.8
井上真央,7.099999999999998,1.5999999999999943,0,197,0,0,19.8,75.2,26.9,76.8
祷キララ,-0.2,-0.09999999999999987,0,50,0,0,0.2,1.2,0,1.1
伊原六花,-0.40000000000000036,4.100000000000001,0,149,0,0,5.5,26.2,5.1,30.3
今田美桜,1.1000000000000014,3.700000000000003,0,206,0,0,26.9,61.8,28,65.5
IMALU,-0.20000000000000018,-0.20000000000000284,0,210,0,0,5.7,77.9,5.5,77.7
芋生悠,0.0,0.20000000000000018,0,55,0,0,0.7,3,0.7,3.2
井本彩花,-0.2,-0.19999999999999973,0,62,0,0,0.2,4.1,0,3.9
イモトアヤコ,1.2999999999999972,-0.20000000000000284,0,120,0,0,35.2,97.7,36.5,97.5
井森美幸,2.3000000000000007,-0.7000000000000028,0,66,0,0,20.9,86.5,23.2,85.8
上戸彩,-2.700000000000003,1.3999999999999915,0,192,0,0,37,91.7,34.3,93.1
上野樹里,-1.3000000000000007,-2.299999999999997,0,197,0,0,28.7,79.5,27.4,77.2
宇賀なつみ,-0.9000000000000004,1.1000000000000014,0,74,0,0,6.2,39.6,5.3,40.7
宇垣美里,1.4000000000000004,-1.2000000000000028,0,124,0,0,4.8,32.2,6.2,31
臼田あさ美,-3.2,-1.8000000000000007,0,67,0,0,6.7,30.8,3.5,29
宇多田ヒカル,0.3999999999999986,1.4000000000000057,0,210,0,0,39.1,93.5,39.5,94.9
内田有紀,-0.6999999999999993,-0.4000000000000057,0,120,0,0,32,80,31.3,79.6
内田理央,1.0,3.6000000000000014,0,191,0,0,5.7,36.6,6.7,40.2
内山理名,1.5999999999999996,-1.4000000000000057,0,81,0,0,8.3,60.7,9.9,59.3
榮倉奈々,1.5999999999999979,-0.8000000000000114,0,210,0,0,28.1,81.9,29.7,81.1
江口のりこ,-4.100000000000001,-1.7999999999999972,0,126,0,0,27.8,73.5,23.7,71.7
蛯原友里,-2.8999999999999986,1.3999999999999915,0,105,0,0,11.2,69.9,8.3,71.3
大久保佳代子,1.0999999999999979,-0.20000000000000284,0,158,0,0,31.3,93.5,32.4,93.3
大坂なおみ,-1.3999999999999986,0.0,0,202,0,0,17.9,96.8,16.5,96.8
大沢あかね,1.4000000000000004,1.1000000000000085,0,108,0,0,9.9,76.6,11.3,77.7
大島美幸,3.0,1.8000000000000114,0,71,0,0,24.6,93.1,27.6,94.9
大島優子,-3.200000000000003,1.4000000000000057,0,143,0,0,22.1,87.6,18.9,89
大竹しのぶ,0.9000000000000021,-1.7000000000000028,0,193,0,0,20.7,92,21.6,90.3
大塚寧々,2.5999999999999996,-1.2999999999999972,0,71,0,0,15.6,71,18.2,69.7
大友花恋,-0.9000000000000001,5.5,0,94,0,0,2.7,17,1.8,22.5
大野いと,0.7,0.1999999999999993,0,36,0,0,1.1,13.8,1.8,14
大原櫻子,-3.0999999999999996,1.1999999999999957,0,184,0,0,7.3,41.6,4.2,42.8
大政絢,0.29999999999999893,1.8999999999999986,0,108,0,0,10.3,53.5,10.6,55.4
岡崎紗絵,-1.3000000000000007,-0.7000000000000011,0,121,0,0,6.4,15.4,5.1,14.7
岡副麻希,-0.9000000000000004,-3.1999999999999957,0,61,0,0,6.2,41.4,5.3,38.2
岡田結実,0.40000000000000036,-0.29999999999999716,0,104,0,0,12.7,73.6,13.1,73.3
岡本夏美,0.20000000000000007,1.6999999999999997,0,52,0,0,0.7,3.4,0.9,5.1
岡本玲,0.2999999999999998,0.0,0,75,0,0,2.5,31.3,2.8,31.3
小川紗良,-0.3,0.2999999999999998,0,7,0,0,0.5,2.7,0.2,3
奥貫薫,0.0,0.3999999999999986,0,24,0,0,6.4,31.3,6.4,31.7
小倉優子,-1.4000000000000004,-0.19999999999998863,0,103,0,0,11.3,84.1,9.9,83.9
押切もえ,-0.2999999999999998,-0.29999999999999716,0,52,0,0,5.1,76.6,4.8,76.3
乙葉,0.7000000000000011,-2.0,0,53,0,0,13.6,68,14.3,66
小野花梨,0.5,-0.9000000000000004,0,62,0,0,1.6,8.3,2.1,7.4
おのののか,0.6000000000000005,4.400000000000006,0,128,0,0,5.1,70.3,5.7,74.7
尾野真千子,-1.0999999999999996,-0.20000000000000284,0,80,0,0,17,65,15.9,64.8
皆藤愛子,2.3000000000000007,2.799999999999997,0,77,0,0,8.5,56.1,10.8,58.9
賀来千香子,0.20000000000000107,-1.7000000000000028,0,62,0,0,13.1,66.5,13.3,64.8
筧美和子,-0.5,-0.30000000000000426,0,179,0,0,8.1,53.6,7.6,53.3
柏木由紀,-3.2,-2.299999999999997,0,210,0,0,9.9,77.5,6.7,75.2
片桐はいり,-0.3000000000000007,-1.0999999999999943,0,51,0,0,19.1,82.5,18.8,81.4
かたせ梨乃,2.700000000000001,-0.7000000000000028,0,68,0,0,15.4,77,18.1,76.3
片平なぎさ,3.0,-0.3999999999999915,0,69,0,0,13.3,73.1,16.3,72.7
片山友希,-0.7,0.0,0,38,0,0,0.7,1.9,0,1.9
加藤小夏,-0.7,-0.5,0,51,0,0,0.9,1.6,0.2,1.1
門脇麦,1.5999999999999996,7.200000000000003,0,181,0,0,14,57,15.6,64.2
夏帆,7.600000000000001,7.100000000000001,0,203,0,0,11.7,58.9,19.3,66
上白石萌歌,-2.8000000000000007,-1.5,0,210,0,0,19.3,79.6,16.5,78.1
上白石萌音,-1.9000000000000021,-1.6000000000000085,0,210,0,0,24.6,84.4,22.7,82.8
茅島みずき,-0.29999999999999993,0.0,0,65,0,0,0.7,3.7,0.4,3.7
