name,人気度変化,知名度変化,スコア,ニュース数,positive数,negative数,202208人気度,202208知名度,202302人気度,202302知名度
哀川翔,0.5,0.8999999999999915,60,76,68,8,18.1,89.9,18.6,90.8
相葉雅紀,-3.700000000000003,-1.5999999999999943,157,207,182,25,47.6,96.3,43.9,94.7
青木崇高,-0.7999999999999989,-0.6999999999999957,48,68,58,10,11.2,52.9,10.4,52.2
青柳翔,0.7000000000000002,-3.0,59,73,66,7,1.4,15,2.1,12
明石家さんま,-6.200000000000003,-0.8999999999999915,152,210,181,29,52.7,98.6,46.5,97.7
赤楚衛二,6.199999999999999,6.700000000000003,168,210,189,21,10.3,29.9,16.5,36.6
秋山竜次,-4.5,-0.5,117,151,134,17,37.2,92.4,32.7,91.9
浅野忠信,3.0,0.7000000000000028,74,90,82,8,17.2,80.2,20.2,80.9
浅利陽介,0.7000000000000011,1.0,43,55,49,6,14.7,71.2,15.4,72.2
厚切りジェイソン,-0.3000000000000007,-0.8000000000000114,44,68,56,12,19.8,90.4,19.5,89.6
あばれる君,-0.10000000000000142,-0.9000000000000057,63,81,72,9,22.8,94.7,22.7,93.8
阿部サダヲ,2.8000000000000043,1.7000000000000028,167,205,186,19,32.4,89.6,35.2,91.3
阿部寛,1.6000000000000014,0.20000000000000284,166,210,188,22,53.6,96.1,55.2,96.3
天野ひろゆき,0.20000000000000107,1.3999999999999915,66,80,73,7,15.6,89.2,15.8,90.6
綾野剛,-0.9000000000000021,1.6000000000000085,139,209,174,35,24.1,87.1,23.2,88.7
荒川良々,2.5,2.8999999999999915,55,69,62,7,11,72.7,13.5,75.6
荒木飛羽,1.4,0.8999999999999995,75,93,84,9,0.5,6.7,1.9,7.6
新田真剣佑,1.4000000000000004,1.4000000000000057,145,185,165,20,15.6,73.3,17,74.7
有岡大貴,1.200000000000001,4.199999999999996,57,71,64,7,8.7,53.1,9.9,57.3
有田哲平,-1.1000000000000014,-0.3999999999999915,50,146,98,48,33.5,96.3,32.4,95.9
有吉弘行,-2.6000000000000014,0.5999999999999943,138,210,174,36,42.1,98.2,39.5,98.8
飯尾和樹,1.3999999999999986,0.7000000000000028,76,84,80,4,38.2,91.3,39.6,92
井浦新,6.899999999999999,5.100000000000001,121,137,129,8,14.3,53.5,21.2,58.6
生田斗真,2.1000000000000014,-0.9000000000000057,151,189,170,19,29.4,85.7,31.5,84.8
池松壮亮,2.1000000000000005,9.900000000000006,82,100,91,9,6.2,42.3,8.3,52.2
伊沢拓司,-2.700000000000001,2.799999999999997,86,96,91,5,15.8,72.2,13.1,75
石塚英彦,-1.9000000000000021,-1.4000000000000057,45,63,54,9,28.8,94.9,26.9,93.5
石橋貴明,-1.8999999999999986,0.29999999999999716,133,179,156,23,20,91.9,18.1,92.2
石原良純,-3.5,-1.4000000000000057,71,95,83,12,20.5,94.7,17,93.3
石丸幹二,0.6999999999999993,1.1999999999999957,53,71,62,9,10.3,60.7,11,61.9
伊集院光,-3.8999999999999986,0.29999999999999716,78,102,90,12,20.2,90.3,16.3,90.6
泉澤祐希,0.30000000000000004,2.8000000000000007,50,62,56,6,1.8,17.9,2.1,20.7
磯村勇斗,2.700000000000001,1.8999999999999986,128,174,151,23,13.1,48,15.8,49.9
板尾創路,-0.3000000000000007,4.900000000000006,49,77,63,14,12.9,78.6,12.6,83.5
板垣瑞生,0.5,-1.3999999999999995,65,79,72,7,1.4,9.2,1.9,7.8
板垣李光人,3.2,10.2,128,210,169,41,1.8,10.3,5,20.5
市川猿之助,-3.3000000000000007,-0.6999999999999886,80,102,91,11,14.3,81.1,11,80.4
一ノ瀬颯,-0.7,1.8000000000000007,58,68,63,5,1.4,7.6,0.7,9.4
市原隼人,4.600000000000001,4.6000000000000085,126,148,137,11,19.5,79.6,24.1,84.2
市村正親,0.5999999999999996,4.1000000000000085,85,99,92,7,15,82.8,15.6,86.9
IKKO,-0.1999999999999993,-0.9000000000000057,63,97,80,17,29,98.4,28.8,97.5
井手上漠,-0.40000000000000013,2.9000000000000004,93,95,94,1,1.8,12.9,1.4,15.8
伊藤あさひ,-0.29999999999999993,2.5,39,49,44,5,0.7,3.5,0.4,6
伊藤淳史,1.6000000000000014,3.700000000000003,59,67,63,4,20.2,82.1,21.8,85.8
伊藤英明,6.900000000000002,3.799999999999997,111,163,137,26,18.4,82.7,25.3,86.5
稲垣吾郎,-2.799999999999999,-0.4000000000000057,174,198,186,12,18.2,91.7,15.4,91.3
稲葉友,-0.6999999999999997,1.9999999999999982,46,64,55,9,2.8,15.9,2.1,17.9
犬飼貴丈,1.1,4.600000000000001,68,98,83,15,3.9,18.2,5,22.8
井上祐貴,-0.09999999999999998,-0.8000000000000003,58,92,75,17,0.5,4.2,0.4,3.4
伊野尾慧,-2.0,-1.2000000000000028,74,106,90,16,13.3,69.9,11.3,68.7
井ノ原快彦,-4.099999999999998,0.7999999999999972,109,153,131,22,31.9,88.8,27.8,89.6
井之脇海,2.8000000000000003,8.299999999999997,125,173,149,24,3.9,31,6.7,39.3
伊原剛志,4.300000000000001,1.5999999999999943,52,64,58,6,9.2,69.2,13.5,70.8
伊武雅刀,1.4000000000000004,3.6000000000000085,45,55,50,5,15.6,79.6,17,83.2
今井翼,-4.6,1.7999999999999972,40,60,50,10,12,66.9,7.4,68.7
今田耕司,-3.1999999999999993,-0.6999999999999886,121,181,151,30,29.2,96.1,26,95.4
岩田剛典,-6.199999999999999,-1.7000000000000028,184,210,197,13,24.4,69.7,18.2,68
上田晋也,-2.099999999999998,-2.0,114,176,145,31,30.4,94.9,28.3,92.9
ウエンツ瑛士,-3.6999999999999993,1.1000000000000085,84,104,94,10,20.2,93.1,16.5,94.2
宇梶剛士,-2.799999999999999,1.2999999999999972,50,60,55,5,17.7,79.8,14.9,81.1
内野聖陽,0.0,0.7999999999999972,53,65,59,6,19.5,64.2,19.5,65
内村光良,-2.799999999999997,-0.7000000000000028,99,129,114,15,48.8,96.8,46,96.1
ウド鈴木,-0.6999999999999993,-0.5,56,66,61,5,16.8,92.4,16.1,91.9
梅沢富美男,-0.29999999999999716,0.7999999999999972,69,119,94,25,18.9,95,18.6,95.8
江口洋介,6.699999999999999,4.700000000000003,154,210,182,28,24.8,85,31.5,89.7
柄本明,-1.8000000000000007,2.8999999999999915,80,128,104,24,25.7,84.2,23.9,87.1
柄本佑,-1.8000000000000007,1.7000000000000028,136,152,144,8,22.7,75.8,20.9,77.5
柄本時生,0.6000000000000014,2.5,76,102,89,13,12.7,76.3,13.3,78.8
遠藤憲一,-2.5,-0.9000000000000057,158,184,171,13,41.6,92.4,39.1,91.5
遠藤章造,1.0,2.299999999999997,35,71,53,18,8.7,80.2,9.7,82.5
及川光博,1.3999999999999986,0.30000000000001137,89,119,104,15,25.5,89.6,26.9,89.9
大泉洋,1.4000000000000057,-0.30000000000001137,142,210,176,34,50.8,95.9,52.2,95.6
大倉孝二,-4.0,2.3000000000000043,47,63,55,8,13.6,58.8,9.6,61.1
大倉忠義,-0.6999999999999993,1.0999999999999943,42,88,65,23,12.2,64.4,11.5,65.5
大沢たかお,3.1999999999999993,3.9000000000000057,81,109,95,14,20.2,79.3,23.4,83.2
太田光,-7.0,0.5,130,210,170,40,20.5,91.5,13.5,92
大谷翔平,-3.700000000000003,0.5,154,210,182,28,59.5,96.5,55.8,97
大谷亮平,-1.6999999999999993,-1.5999999999999943,74,88,81,7,15,71.3,13.3,69.7
大森南朋,1.0,3.700000000000003,121,171,146,25,16.5,72.2,17.5,75.9
岡田圭右,-0.1999999999999993,0.9000000000000057,152,198,175,23,10.6,84.6,10.4,85.5
岡田准一,4.100000000000001,2.299999999999997,154,202,178,24,36.8,90.8,40.9,93.1
岡田将生,-1.4000000000000021,3.5999999999999943,141,199,170,29,22.8,75,21.4,78.6
岡村隆史,-2.5,0.8999999999999915,142,210,176,34,31.7,95.2,29.2,96.1
岡山天音,0.20000000000000018,6.200000000000003,100,132,116,16,6.2,41.9,6.4,48.1
奥田瑛二,-0.5999999999999996,1.3999999999999915,48,62,55,7,7.3,63.7,6.7,65.1
奥平大兼,-1.1,-2.0,164,190,177,13,1.6,10.1,0.5,8.1
小栗旬,2.799999999999997,1.1999999999999886,152,210,181,29,38.1,92.4,40.9,93.6
小澤征悦,1.799999999999999,-1.8000000000000114,58,74,66,8,10.8,81.4,12.6,79.6
織田裕二,-1.2000000000000028,0.9000000000000057,44,70,57,13,22.1,88.3,20.9,89.2
オダギリジョー,3.0,0.6999999999999886,138,210,174,36,23.5,87.4,26.5,88.1
音尾琢真,-0.5,0.8000000000000007,133,185,159,26,3.5,18.8,3,19.6
尾上松也,1.4000000000000004,2.299999999999997,148,210,179,31,11.5,74.3,12.9,76.6
香川照之,-18.400000000000002,2.0,36,160,98,62,39.6,90.4,21.2,92.4
賀来賢人,1.6000000000000014,-0.20000000000000284,123,183,153,30,33.6,85.3,35.2,85.1
角田晃広,1.4000000000000021,5.200000000000003,46,64,55,9,20.9,69,22.3,74.2
筧利夫,4.6,2.1000000000000085,32,62,47,15,10.1,76.1,14.7,78.2
風間俊介,8.2,4.099999999999994,153,189,171,18,22.8,83.5,31,87.6
笠松将,-0.6999999999999997,-1.8999999999999986,70,88,79,9,3.4,29.2,2.7,27.3
春日俊彰,-0.7000000000000028,0.09999999999999432,70,148,109,39,24.6,96.5,23.9,96.6
カズレーザー,0.3999999999999986,0.7000000000000028,168,210,189,21,33.6,96.1,34,96.8
加瀬亮,2.0,5.699999999999996,50,60,55,5,8.3,53.6,10.3,59.3
片岡愛之助,0.7000000000000011,2.5999999999999943,95,121,108,13,11.2,82.5,11.9,85.1
片桐仁,-1.6999999999999993,2.5999999999999943,60,72,66,6,13.6,69.4,11.9,72
片寄涼太,-1.6000000000000005,9.5,96,128,112,16,6.4,36.5,4.8,46
勝地涼,0.5999999999999996,1.4000000000000057,62,88,75,13,6.5,76.8,7.1,78.2
勝俣州和,-1.1000000000000014,2.0,67,93,80,13,13.3,85.1,12.2,87.1
勝村政信,-0.40000000000000036,4.400000000000006,61,75,68,7,14,75.8,13.6,80.2
加藤浩次,1.1000000000000014,0.29999999999999716,101,193,147,46,20.5,92.4,21.6,92.7
加藤清史郎,-0.40000000000000036,1.5999999999999943,92,112,102,10,10.3,72.9,9.9,74.5
加藤諒,-1.6000000000000014,-0.20000000000000284,75,85,80,5,14.3,88,12.7,87.8
香取慎吾,-3.0,0.30000000000001137,176,210,193,17,28,95.6,25,95.9
要潤,1.9000000000000004,0.0,167,199,183,16,14.9,86,16.8,86
金子大地,0.09999999999999987,3.9000000000000004,112,144,128,16,1.1,9,1.2,12.9
金子ノブアキ,0.2999999999999998,2.5,40,60,50,10,6.4,41.2,6.7,43.7
川平慈英,-0.6999999999999993,3.8999999999999915,46,46,46,0,15.2,84.4,14.5,88.3
神尾楓珠,-1.0000000000000009,-1.1000000000000014,138,186,162,24,8.3,38.6,7.3,37.5
上川隆也,0.10000000000000142,-0.20000000000000284,72,92,82,10,17.2,73.3,17.3,73.1
神木隆之介,-0.8999999999999986,-0.9000000000000057,121,161,141,20,33.8,89.2,32.9,88.3
上地雄輔,2.0,1.9000000000000057,91,119,105,14,8.8,85.5,10.8,87.4
亀梨和也,-2.6999999999999993,-1.0,109,131,120,11,21.8,93.6,19.1,92.6
唐沢寿明,0.3999999999999986,3.0999999999999943,72,98,85,13,30.8,84.2,31.2,87.3
河合郁人,5.0,3.6000000000000014,140,210,175,35,10.8,61.4,15.8,65
川島明,2.3000000000000007,0.8999999999999915,126,202,164,38,25.8,86.4,28.1,87.3
神田正輝,-0.20000000000000018,1.8999999999999915,38,50,44,6,6.9,75.4,6.7,77.3
カンニング竹山,-0.3000000000000007,0.29999999999999716,59,131,95,36,16.6,94,16.3,94.3
菊池風磨,2.1999999999999993,3.6999999999999886,138,210,174,36,22.8,64.4,25,68.1
岸優太,4.099999999999998,5.499999999999993,143,207,175,32,17.3,59.1,21.4,64.6
岸谷五朗,0.09999999999999964,1.0999999999999943,57,65,61,4,13.5,75.4,13.6,76.5
岸部一徳,2.8000000000000007,1.8999999999999915,40,62,51,11,19.3,86.2,22.1,88.1
北大路欣也,4.799999999999997,2.5,68,92,80,12,21.6,87.6,26.4,90.1
北村一輝,-1.5,2.799999999999997,135,153,144,9,27.3,83,25.8,85.8
北村匠海,3.0,6.0,169,195,182,13,21.8,68,24.8,74
北村有起哉,1.3999999999999995,5.599999999999994,66,72,69,3,5.7,43.2,7.1,48.8
北山宏光,0.5,1.8000000000000043,61,93,77,16,4.6,58.4,5.1,60.2
吉川晃司,3.1999999999999993,-0.6000000000000085,120,152,136,16,16.8,80.2,20,79.6
木梨憲武,-2.599999999999998,0.8999999999999915,102,116,109,7,29.9,92.4,27.3,93.3
木村昴,3.0,10.5,160,210,185,25,14.3,57.3,17.3,67.8
木村拓哉,2.900000000000002,1.7000000000000028,160,210,185,25,31.3,96.5,34.2,98.2
桐谷健太,1.1999999999999993,3.1999999999999886,105,123,114,9,24.6,86.9,25.8,90.1
桐山漣,-0.40000000000000036,0.0,56,60,58,2,5,28.3,4.6,28.3
草刈正雄,1.4000000000000021,2.700000000000003,90,100,95,5,23.7,86,25.1,88.7
草彅剛,-3.200000000000003,0.09999999999999432,158,210,184,26,27.6,94.2,24.4,94.3
くっきー!,-2.5,1.0,165,205,185,20,21.1,88,18.6,89
工藤阿須加,-3.5,-2.0999999999999943,63,77,70,7,15.9,65.8,12.4,63.7
國村隼,-0.1999999999999993,3.0,47,63,55,8,16.8,78.9,16.6,81.9
窪田正孝,-2.1999999999999993,1.2000000000000028,150,184,167,17,23.4,78.8,21.2,80
黒羽麻璃央,0.20000000000000007,2.0,174,210,192,18,0.9,8.8,1.1,10.8
桑田佳祐,3.1999999999999957,1.6000000000000085,149,193,171,22,42.1,91.3,45.3,92.9
劇団ひとり,-3.400000000000002,0.0,130,210,170,40,30.3,94,26.9,94
ケンドーコバヤシ,0.3000000000000007,0.0,65,107,86,21,22.7,91.9,23,91.9
小池徹平,-0.9000000000000004,3.200000000000003,98,116,107,9,15.9,83.7,15,86.9
小泉孝太郎,-1.0,1.1000000000000085,114,124,119,5,21.9,91.3,20.9,92.4
郷ひろみ,2.5,1.0999999999999943,162,194,178,16,15,92.4,17.5,93.5
高良健吾,2.299999999999999,5.200000000000003,53,75,64,11,8.3,48.8,10.6,54
国分太一,-2.3000000000000007,1.0999999999999943,132,210,171,39,24.6,92.9,22.3,94
児嶋一哉,0.5,1.5999999999999943,43,73,58,15,26.4,89.2,26.9,90.8
小関裕太,1.1,2.700000000000003,88,102,95,7,3.9,34.5,5,37.2
小瀧望,1.1999999999999997,1.4000000000000021,89,115,102,13,3.4,23.7,4.6,25.1
小手伸也,0.40000000000000036,2.799999999999997,46,72,59,13,13.1,71.7,13.5,74.5
後藤輝基,1.6999999999999993,3.3999999999999915,45,85,65,20,20.2,86.7,21.9,90.1
小峠英二,2.200000000000003,1.1000000000000085,115,165,140,25,32,94.3,34.2,95.4
小林薫,3.1999999999999993,4.099999999999994,133,181,157,24,13.3,69.9,16.5,74
小日向文世,3.200000000000003,3.0999999999999943,61,79,70,9,29.9,86.5,33.1,89.6
駒木根葵汰,-0.29999999999999993,-0.10000000000000009,60,72,66,6,0.7,3.5,0.4,3.4
小宮浩信,0.1999999999999993,3.5,38,70,54,16,10.4,72.4,10.6,75.9
小宮璃央,0.7999999999999999,1.200000000000001,99,119,109,10,0.4,7.6,1.2,8.8
小籔千豊,-3.6000000000000014,-0.5,132,204,168,36,16.3,88.5,12.7,88
今野浩喜,-0.9000000000000004,2.200000000000003,52,54,53,1,8.5,68.8,7.6,71
斎藤工,-1.1999999999999993,0.29999999999999716,118,210,164,46,29,88.7,27.8,89
堺正章,0.0,-0.3999999999999915,49,65,57,8,15.2,93.3,15.2,92.9
堺雅人,-2.299999999999997,0.0,89,143,116,27,33.3,89.9,31,89.9
坂上忍,-2.5,0.09999999999999432,59,155,107,48,13.3,94.9,10.8,95
坂口健太郎,3.900000000000002,2.1000000000000085,167,203,185,18,21.9,79.1,25.8,81.2
櫻井海音,-0.40000000000000013,3.5,100,128,114,14,1.8,8.5,1.4,12
櫻井翔,-0.6999999999999957,0.5999999999999943,178,210,194,16,36.8,95.9,36.1,96.5
桜田通,0.40000000000000013,0.1999999999999993,71,85,78,7,1.2,11.3,1.6,11.5
佐々木蔵之介,-0.20000000000000284,3.8999999999999915,162,210,186,24,24.1,81.2,23.9,85.1
笹野高史,-0.7000000000000028,1.9000000000000057,56,72,64,8,25.1,87.1,24.4,89
佐藤寛太,-1.4,-2.0,80,88,84,4,1.9,13.3,0.5,11.3
佐藤浩市,0.0,1.8000000000000114,88,110,99,11,25.1,84.6,25.1,86.4
佐藤勝利,0.5,4.799999999999997,166,210,188,22,10.1,46.5,10.6,51.3
佐藤二朗,3.3000000000000007,0.5,148,208,178,30,30.3,86.4,33.6,86.9
佐藤大樹,-0.6000000000000001,-1.0999999999999996,154,194,174,20,1.8,14.7,1.2,13.6
佐藤健,2.0,6.200000000000003,174,210,192,18,35.9,80.7,37.9,86.9
佐藤隆太,2.3000000000000007,1.0999999999999943,56,78,67,11,21.8,88.5,24.1,89.6
佐野史郎,-0.5,4.3999999999999915,61,69,65,4,11.3,81.4,10.8,85.8
佐野勇斗,0.5,-3.1000000000000014,177,197,187,10,8,38.9,8.5,35.8
澤部佑,2.0,0.0,44,108,76,32,25.1,93.5,27.1,93.5
沢村一樹,-1.1999999999999993,1.6000000000000085,126,148,137,11,28.3,85.1,27.1,86.7
サンシャイン池崎,0.29999999999999716,0.0,86,102,94,8,21.1,91.5,21.4,91.5
椎名桔平,1.2000000000000028,4.6000000000000085,59,65,62,3,20.9,79.1,22.1,83.7
重岡大毅,1.3999999999999995,0.19999999999999574,93,125,109,16,6.7,49.7,8.1,49.9
志尊淳,0.6999999999999993,2.4000000000000057,152,210,181,29,16.6,67.3,17.3,69.7
設楽統,1.2000000000000028,1.0999999999999943,71,111,91,20,34,92.2,35.2,93.3
清水尋也,0.0,0.40000000000000213,63,95,79,16,1.4,18.9,1.4,19.3
春風亭昇太,4.400000000000002,2.299999999999997,51,71,61,10,11.7,86.2,16.1,88.5
城島茂,-3.0,1.6000000000000085,100,128,114,14,28.1,92.6,25.1,94.2
笑福亭鶴瓶,-4.5,-0.5,160,210,185,25,34.9,97,30.4,96.5
白濱亜嵐,-2.4000000000000004,-1.8999999999999986,164,210,187,23,8.8,53.8,6.4,51.9
城田優,0.5999999999999996,3.200000000000003,106,130,118,12,12,80.7,12.6,83.9
神宮寺勇太,-0.7999999999999998,7.600000000000001,111,183,147,36,8.1,39.1,7.3,46.7
陣内孝則,-2.700000000000001,2.299999999999997,42,58,50,8,18.6,83.7,15.9,86
陣内智則,-1.8999999999999986,0.6999999999999886,99,139,119,20,21.2,92.9,19.3,93.6
須賀健太,-1.4000000000000004,4.100000000000001,71,85,78,7,6.9,46.9,5.5,51
杉浦太陽,-1.2000000000000002,4.0,165,189,177,12,7.4,76.5,6.2,80.5
杉野遥亮,2.8999999999999986,2.299999999999997,152,210,181,29,11.3,40.7,14.2,43
杉本哲太,0.1999999999999993,6.0,43,63,53,10,13.3,76.8,13.5,82.8
鈴鹿央士,6.9,13.899999999999999,181,201,191,10,4.6,33.5,11.5,47.4
鈴木浩介,2.0,6.5,63,73,68,5,9.7,59.5,11.7,66
鈴木仁,0.09999999999999987,0.0,162,182,172,10,1.8,8.8,1.9,8.8
鈴木伸之,-0.1999999999999993,4.700000000000003,139,169,154,15,11.2,35.8,11,40.5
鈴木福,2.5,0.5,144,196,170,26,21.4,88.3,23.9,88.8
鈴木亮平,5.300000000000004,4.200000000000003,168,210,189,21,34.3,85,39.6,89.2
菅田将暉,3.3000000000000043,0.5,186,210,198,12,33.3,92.2,36.6,92.7
駿河太郎,0.0,2.8999999999999986,41,53,47,6,6.5,48.1,6.5,51
関口メンディー,-1.1999999999999993,-3.0,102,140,121,19,17.5,84.6,16.3,81.6
関根勤,-3.6000000000000014,-0.5,96,122,109,13,28,93.1,24.4,92.6
瀬戸康史,1.0,3.8999999999999986,162,190,176,14,14.2,62.1,15.2,66
染谷将太,0.5999999999999996,6.900000000000006,101,119,110,9,6.7,54.3,7.3,61.2
反町隆史,-1.1999999999999993,1.7999999999999972,74,116,95,21,29.2,87.8,28,89.6
DAIGO,-4.0,-0.5999999999999943,166,210,188,22,33.6,95.6,29.6,95
醍醐虎汰朗,-0.09999999999999998,3.1999999999999997,83,101,92,9,0.5,3.9,0.4,7.1
髙嶋政宏,0.5,3.0,49,59,54,5,7.3,78.4,7.8,81.4
高杉真宙,3.3999999999999986,10.200000000000003,192,208,200,8,8.3,35.8,11.7,46
高田純次,1.3999999999999986,3.0,52,70,61,9,32.6,87.4,34,90.4
高橋一生,-1.7000000000000028,1.9000000000000057,137,175,156,19,28.1,87.3,26.4,89.2
髙橋海人,4.200000000000001,8.700000000000003,165,199,182,17,11.2,49.9,15.4,58.6
高橋克典,1.3999999999999986,4.6000000000000085,122,152,137,15,21.6,82.8,23,87.4
高橋克実,2.6000000000000014,2.5,61,81,71,10,22.7,87.6,25.3,90.1
高橋茂雄,3.400000000000002,0.7000000000000028,163,193,178,15,21.9,91.7,25.3,92.4
高橋英樹,2.0999999999999996,2.5,147,189,168,21,15.6,87.4,17.7,89.9
高橋文哉,4.800000000000001,6.400000000000002,180,198,189,9,6,18.2,10.8,24.6
高橋光臣,1.0999999999999996,2.5,33,43,38,5,3.7,19.3,4.8,21.8
滝藤賢一,3.6999999999999993,8.599999999999994,69,91,80,11,19.5,74.2,23.2,82.8
武井壮,-3.9000000000000004,0.9000000000000057,76,104,90,14,17,91,13.1,91.9
竹内涼真,0.7000000000000028,6.400000000000006,124,168,146,22,23.4,82.3,24.1,88.7
武田鉄矢,-1.799999999999999,1.2999999999999972,48,82,65,17,17.7,92.9,15.9,94.2
竹中直人,-1.8999999999999986,2.799999999999997,97,141,119,22,29.9,86.4,28,89.2
竹野内豊,6.899999999999999,4.6000000000000085,124,146,135,11,31,84.1,37.9,88.7
舘ひろし,-3.0,2.1000000000000085,71,91,81,10,26,87.3,23,89.4
田中圭,-1.0,3.9000000000000057,178,210,194,16,25.1,85.1,24.1,89
田中卓志,-2.3000000000000007,0.9000000000000057,107,135,121,14,26,94.3,23.7,95.2
田中直樹,0.8000000000000007,0.9000000000000057,149,193,171,22,18.8,92,19.6,92.9
田中将大,-5.800000000000001,0.0,125,187,156,31,24.2,88.5,18.4,88.5
田中裕二,-1.8000000000000007,1.5999999999999943,115,143,129,14,16.8,92,15,93.6
田中要次,2.5,5.599999999999994,79,109,94,15,11.7,80.2,14.2,85.8
田辺誠一,-0.6999999999999993,3.3999999999999915,50,66,58,8,11.5,69.2,10.8,72.6
谷原章介,1.5999999999999996,4.6000000000000085,65,149,107,42,13.6,79.6,15.2,84.2
玉木宏,3.6999999999999993,2.8999999999999915,93,117,105,12,28.3,87.4,32,90.3
玉森裕太,4.6,7.799999999999997,160,210,185,25,11,67.8,15.6,75.6
玉山鉄二,-0.5,2.0999999999999943,50,62,56,6,11.5,65.5,11,67.6
田村淳,-2.0,0.9000000000000057,127,201,164,37,19.5,92.6,17.5,93.5
タモリ,-2.700000000000003,0.0,154,210,182,28,42.7,96.6,40,96.6
知念侑李,-0.9000000000000004,0.7000000000000028,73,93,83,10,9,64.8,8.1,65.5
千葉雄大,-2.8000000000000007,1.7000000000000028,148,202,175,27,18.6,73.5,15.8,75.2
千原ジュニア,-1.0,0.0,152,210,181,29,18.9,93.8,17.9,93.8
塚地武雅,6.100000000000001,2.799999999999997,50,76,63,13,15,88,21.1,90.8
塚本高史,-0.5,2.1000000000000085,50,64,57,7,8.1,64.1,7.6,66.2
津田寛治,0.39999999999999947,1.6000000000000014,41,67,54,13,6.7,53.8,7.1,55.4
津田健次郎,2.9000000000000004,11.000000000000004,145,201,173,28,9,24.2,11.9,35.2
土田晃之,-2.5,0.5,70,76,73,3,17.2,89.9,14.7,90.4
堤真一,0.29999999999999716,0.9000000000000057,102,126,114,12,37,90.1,37.3,91
妻夫木聡,4.799999999999997,3.0,168,210,189,21,29,87.1,33.8,90.1
つるの剛士,0.9000000000000004,1.0999999999999943,174,210,192,18,9.9,89.9,10.8,91
ディーン・フジオカ,1.6000000000000014,0.7000000000000028,180,210,195,15,20.5,86.2,22.1,86.9
出川哲朗,3.200000000000003,0.5,116,176,146,30,39.8,97.2,43,97.7
寺島進,0.6999999999999993,2.0,46,72,59,13,20.2,82.1,20.9,84.1
寺田心,0.20000000000000107,-1.7000000000000028,133,183,158,25,12.7,87.4,12.9,85.7
寺脇康文,2.3000000000000007,4.1000000000000085,113,115,114,1,17.3,76.6,19.6,80.7
でんでん,1.4000000000000004,5.5,55,71,63,8,6.9,58.2,8.3,63.7
堂本光一,-0.5,1.2000000000000028,140,178,159,19,21.9,88.5,21.4,89.7
堂本剛,-0.5999999999999979,0.5,126,182,154,28,22.7,88.5,22.1,89
所ジョージ,-6.200000000000003,-1.5,184,210,197,13,47.6,98.1,41.4,96.6
トータス松本,-0.7000000000000011,4.3999999999999915,57,59,58,1,14.9,72.9,14.2,77.3
戸塚純貴,-1.6,0.0,65,69,67,2,3.9,19.6,2.3,19.6
戸次重幸,-1.6999999999999993,-0.5,62,72,67,5,12,51.5,10.3,51
豊川悦司,1.1000000000000014,4.299999999999997,100,146,123,23,18.4,77.5,19.5,81.8
内藤剛志,-1.3999999999999986,2.0999999999999943,54,74,64,10,20.7,83.4,19.3,85.5
中井貴一,1.8000000000000007,4.199999999999989,132,176,154,22,25.3,83.4,27.1,87.6
中居正広,3.5,0.4000000000000057,110,208,159,49,29.4,96.8,32.9,97.2
中尾明慶,3.9000000000000004,5.1000000000000085,110,178,144,34,12.6,75.6,16.5,80.7
中川大志,5.300000000000001,9.399999999999999,186,210,198,12,15.8,61.9,21.1,71.3
長嶋一茂,-0.29999999999999893,2.0,122,186,154,32,15.2,92.2,14.9,94.2
中島健人,0.6000000000000014,1.5999999999999943,172,210,191,19,18.2,75.2,18.8,76.8
中島裕翔,0.5,2.0999999999999943,136,180,158,22,12.6,55.2,13.1,57.3
永瀬正敏,0.9000000000000004,1.8000000000000043,51,65,58,7,5.8,60.9,6.7,62.7
永瀬廉,5.999999999999998,11.700000000000003,147,203,175,28,11.9,54.7,17.9,66.4
中田圭祐,0.40000000000000013,-1.9000000000000004,96,106,101,5,0.7,8.8,1.1,6.9
仲野太賀,-0.1999999999999993,1.2000000000000028,87,147,117,30,20.2,51.9,20,53.1
中丸雄一,-0.8999999999999986,2.5,123,159,141,18,23.9,81.9,23,84.4
中村勘九郎,-0.20000000000000018,1.7999999999999972,73,83,78,5,8,78.4,7.8,80.2
中村獅童,0.6999999999999993,4.5,152,174,163,11,9.4,85.1,10.1,89.6
中村俊介,-1.1000000000000005,-1.4000000000000057,93,119,106,13,6.9,66.5,5.8,65.1
仲村トオル,-1.3999999999999986,4.3999999999999915,126,180,153,27,24.4,80.7,23,85.1
中村倫也,-2.3000000000000007,3.700000000000003,144,186,165,21,28.3,77.2,26,80.9
中村隼人,-0.19999999999999996,5.700000000000001,174,196,185,11,0.7,13.6,0.5,19.3
中村雅俊,1.700000000000001,7.599999999999994,61,83,72,11,15.6,75.2,17.3,82.8
永山瑛太,-1.5,2.299999999999997,102,120,111,9,19.6,70.4,18.1,72.7
永山絢斗,-0.3000000000000007,4.600000000000001,79,91,85,6,8.8,44.8,8.5,49.4
中山秀征,-1.299999999999999,1.1000000000000085,105,115,110,5,14.2,90.8,12.9,91.9
名倉潤,-0.8000000000000007,2.299999999999997,50,76,63,13,18.1,89.4,17.3,91.7
生瀬勝久,0.3000000000000007,1.6000000000000085,55,63,59,4,23.9,82.8,24.2,84.4
