name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5
松本幸四郎,9,3296,25,147.0,0.8999999999999995,2.3999999999999915,7.8,77.2,8.7,79.6,19.0,127.0,17.0,8.0,93.0,29.0,25.0,122.0,1.1046577340620645e-08,1.3057483358820409e-05,11.339313331979643,197150.20070820107,21.32385671000353,4563.296467506048,10968.658088073324,2702.0799413219024,385.6067174026466,7390.088818256669,22600,726.251842424618,1229.615420288435
松本潤,1,13305,11,290.0,-4.099999999999994,0.29999999999999716,36.3,94.7,32.2,95.0,15.0,393.0,11.0,0.0,247.0,37.0,11.0,284.0,3.4186146921256387e-07,0.0026670845880135755,27.622231349955488,727900.0611973644,65.468074390602,63921.96566068757,157268.55913435863,61296.70142392913,4387.570406239798,108839.58960057839,308178,9434.922809977306,18761.245287969046
松本穂香,6,20826,18,115.0,-0.6999999999999993,3.4000000000000057,12.0,47.8,11.3,51.2,21.0,115.0,16.0,1.0,89.0,14.0,17.0,103.0,7.188531586107819e-08,0.0031330017745929925,9.828255601968168,178691.12974303483,19.183734437838215,35791.67143623397,87004.90107380186,29794.973341959158,3058.994260100303,59619.47343147197,175602,3217.74208347306,4723.944088503489
松本若菜,19,409361,60,196.0,4.1,8.100000000000001,5.1,11.7,9.2,19.8,102.0,357.0,57.0,2.0,185.0,6.0,59.0,191.0,0.0,0.0022561403450262496,15.652690298739062,398365.94292616873,41.41162174669206,196356.98697398082,477052.06038500444,163764.56944681908,14799.610589103355,324928.45373460837,962837,83375.52155483517,137471.25365975325
松村北斗,5,35689,20,278.0,5.5,2.799999999999997,7.6,34.0,13.1,36.8,29.0,481.0,19.0,0.0,254.0,21.0,19.0,275.0,1.4155787378181693e-07,0.0008291235808417755,17.85517727718345,442934.4870481157,45.927014473519144,95422.84000808213,227321.59167001548,52922.43161855322,4063.0498337616873,146820.37045912136,476721,6079.088548844369,8394.633098852588
松田るか,8,22796,17,84.0,-0.9999999999999999,-1.4,1.4,4.8,0.4,3.4,9.0,59.0,6.0,3.0,36.0,9.0,9.0,45.0,0.0,3.902912569800502e-05,6.037742221486343,86478.83358942418,11.642198781049354,17922.73835235196,41613.977650701025,6735.849696860741,634.7307048888066,25501.738485683472,92379,4073.742957303828,5219.278182130005
松田翔太,4,18733,2,84.0,-0.6999999999999993,3.1999999999999886,20.0,81.9,19.3,85.1,2.0,52.0,1.0,0.0,47.0,15.0,1.0,62.0,2.482832780607418e-07,0.00062762271634297,5.842762202867585,144003.70405819785,14.169244332019533,29627.026526036767,69841.89416820867,13889.498737495833,1132.9546558492812,44125.302087780874,149909,3656.6695774263626,5139.128814965282
松田聖子,2,9107,7,177.0,-2.5,1.0999999999999943,17.0,88.5,14.5,89.6,3.0,-13.0,5.0,2.0,78.0,93.0,7.0,171.0,2.122124092081458e-07,0.0037872345077287705,17.178867538099137,345069.49518432707,28.782738376945733,66782.50052505333,157752.29283644084,33520.42227835587,2951.0960267033615,100433.92822044106,337389,899.8993754296876,1346.8663626021435
松田龍平,6,27998,11,75.0,-1.8000000000000007,2.0,16.3,82.1,14.5,84.1,14.0,58.0,9.0,1.0,46.0,11.0,10.0,57.0,2.800615577270899e-07,0.0003782320301946046,5.455828721534739,118759.5844835163,11.846056466725122,33576.2549874613,78892.55412237572,14805.360815864045,1259.8747574569636,49520.205254794244,170539,5115.696890749397,6581.745596546147
松重豊,11,125036,44,140.0,5.600000000000001,1.8000000000000114,34.9,87.6,40.5,89.4,75.0,228.0,41.0,2.0,124.0,9.0,43.0,133.0,2.020174805349945e-09,0.0004997655085323833,11.63336128919356,261238.48334839687,26.966519711393406,126262.14758806911,306789.5018836434,96836.4568777433,7974.097830898663,207497.7787735763,617305,23955.00136813337,39653.378767630296
松雪泰子,10,117911,25,62.0,3.1999999999999993,0.0,19.8,70.4,23.0,70.4,34.0,69.0,21.0,3.0,44.0,5.0,24.0,49.0,7.759892731403878e-08,0.0002155489000194955,5.185133775094282,111048.87762530615,10.931332872898691,54605.730800393794,128286.58320133376,18212.47663459677,1949.9776256233235,80557.52048947895,276503,22974.727194831754,34707.471441902344
松風理咲,10,5157,1,4.0,-0.2,-0.20000000000000018,0.4,2.1,0.2,1.9,2.0,5.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,5.849238646135836e-07,0.4654963288279857,18812.78693738716,1.953709205198224,4707.907117517253,11340.728478956215,3462.434304413151,224.3121332033453,7484.99138854636,23266,861.6075421995283,1354.5660849112733
板垣李光人,14,201371,48,260.0,3.2,10.2,1.8,10.3,5.0,20.5,97.0,405.0,45.0,2.0,206.0,15.0,47.0,221.0,2.5872797340835777e-09,0.0007101611845377995,21.123874325034055,469183.4082848959,49.257347760820004,165328.92564810318,390791.8586971062,71046.9835430392,3670.899341207377,245604.92745545218,831091,25760.03422600101,39154.07362137067
板垣瑞生,2,4440,1,44.0,0.5,-1.3999999999999995,1.4,9.2,1.9,7.8,-1.0,20.0,0.0,1.0,18.0,11.0,1.0,29.0,9.504670904884808e-08,8.991270296005196e-05,3.531218881671776,88336.3679020356,9.26328712044017,24764.30587366184,57878.16874445378,9948.11871033772,1044.6508780049353,36082.30871156653,126664,493.6745461838499,571.2059869239824
板尾創路,5,14859,9,59.0,-0.3000000000000007,4.900000000000006,12.9,78.6,12.6,83.5,0.0,5.0,3.0,4.0,17.0,15.0,7.0,32.0,5.645437869790395e-08,0.00030910355243554997,5.453474513814355,106099.37291042368,11.001885582754733,19597.458799311607,45694.01126379577,7903.043448062096,802.1353666602625,28330.290906881277,100564,2090.043303601091,2559.9940101196507
板谷由夏,10,61362,15,90.0,1.0,0.6999999999999957,7.1,38.6,8.1,39.3,6.0,69.0,7.0,4.0,63.0,20.0,11.0,83.0,3.7583685668382644e-08,0.00027701678609190516,6.665243463618873,184852.61823722464,18.307097462291487,38356.04346954295,89452.50235526604,14250.849935421224,1116.6032536836237,55035.561239562114,196397,11797.940366071329,16336.76117118689
林修,6,9795,11,126.0,-5.0,-0.7000000000000028,21.1,95.0,16.1,94.3,4.0,-27.0,5.0,2.0,22.0,53.0,7.0,75.0,1.6766985193400094e-09,7.022844177579624e-05,11.901452814977908,281622.19730294467,30.00418156164418,21780.737432837643,51720.91417234202,12334.407476625454,1558.8548578085952,33814.49749183733,109667,2813.6917853753876,5043.916827442977
林遣都,8,97278,50,218.0,-0.6999999999999993,5.900000000000006,13.1,65.1,12.4,71.0,68.0,140.0,39.0,2.0,112.0,46.0,41.0,158.0,1.654361808376431e-08,0.00029442932798906383,16.08241821675715,423810.9432139637,43.32770022175179,67116.41593946751,154768.01420618352,21673.54749126342,1365.069712413191,92560.26694561387,348326,13223.339400786277,17469.31005471799
柄本佑,5,65092,56,156.0,-1.8000000000000007,1.7000000000000028,22.7,75.8,20.9,77.5,116.0,249.0,53.0,0.0,133.0,6.0,53.0,139.0,1.4879174872192135e-07,0.001096122036661134,11.434492943375346,340976.4944915193,30.055407595390975,70332.15871938689,171663.8688432825,60053.42578964005,5086.16146883368,117582.20469154784,342464,10823.869342435826,16706.276995816468
柄本明,6,26876,9,66.0,-1.8000000000000007,2.8999999999999915,25.7,84.2,23.9,87.1,8.0,42.0,6.0,0.0,33.0,6.0,6.0,39.0,1.0616821313830066e-07,0.0005623480742507357,6.120881593300473,138358.89718625817,13.212939701500314,39153.57640375203,94059.06805117302,26888.67719497368,2030.0979232732293,61973.60566128591,194056,4622.346180218432,7324.15893186915
柄本時生,6,32847,15,129.0,0.6000000000000014,2.5,12.7,76.3,13.3,78.8,3.0,61.0,4.0,1.0,52.0,16.0,5.0,68.0,2.747881782971882e-08,0.00016988034824326283,11.18487783721236,223194.96976411942,23.656242031356122,36851.378735204686,89518.14881367933,29867.611164568436,2008.7336324943565,60188.41761810368,180247,4928.634560404917,8175.457890828584
柏木由紀,14,58794,69,269.0,-3.2,-2.299999999999997,9.9,77.5,6.7,75.2,42.0,197.0,45.0,24.0,192.0,71.0,69.0,263.0,4.281223461484137e-08,0.0004624462212688485,21.60510875560977,490272.54655450996,49.676390835530015,42672.82997741093,100474.96661358925,19537.286286183764,1975.3540535629104,63650.95419173134,216410,11230.229011938889,16234.774621642955
染谷将太,10,67431,19,167.0,0.5999999999999996,6.900000000000006,6.7,54.3,7.3,61.2,16.0,79.0,11.0,1.0,70.0,22.0,12.0,92.0,5.670638959706653e-09,0.0001738675755396556,14.641005065467555,286697.9705610907,29.30619360293567,67049.66446463158,159037.4425139305,35964.000161503565,2558.20737911791,101596.61761759208,336832,9462.754508472759,11704.60458336456
染野有来,10,4157,28,41.0,0.0,0.19999999999999973,0.4,2.1,0.4,2.3,50.0,58.0,20.0,2.0,29.0,5.0,22.0,34.0,0.0,3.277843842508673e-07,3.9420390566170784,82294.20420198263,8.637141581747183,4178.666317882704,9895.251061726824,2296.1671430214797,224.76057093397498,6363.200231824805,21088,518.734252516326,667.1282427557181
柳ゆり菜,7,10665,0,41.0,-1.1,1.4000000000000004,1.8,10.1,0.7,11.5,0.0,4.0,0.0,0.0,15.0,11.0,0.0,26.0,3.249314727700477e-09,1.6494917883980243e-05,3.1268363276191997,69255.2191484285,7.781486564336197,21502.55229923516,50968.45539299426,10531.36703327337,840.8144019682686,32556.849209860768,108006,1705.6594921295373,2632.272375430775
柳原可奈子,11,12990,22,45.0,-2.5,-1.2000000000000028,22.1,89.7,19.6,88.5,0.0,2.0,3.0,4.0,5.0,4.0,7.0,9.0,7.297530518459607e-09,6.384706598437653e-05,3.0802580071898658,69449.95293948555,8.50630860160962,11391.118680947024,27076.231951937058,6112.613334838862,891.8889079035579,17823.4556084292,57244,2669.6009560982616,4089.2289870537893
柳楽優弥,2,8543,2,84.0,-4.100000000000001,0.9000000000000057,25.5,71.5,21.4,72.4,4.0,161.0,2.0,0.0,76.0,7.0,2.0,83.0,1.9879768003158761e-07,0.0009737602423751171,8.913053242127377,179806.6409545169,17.2383868460255,45422.66714589891,110597.85550895853,37441.02973354515,5043.246009601656,77172.25471209595,222669,835.6851906038012,1048.542826648817
柳沢慎吾,6,17898,6,50.0,-1.8999999999999986,-0.7000000000000028,29.9,92.4,28.0,91.7,9.0,27.0,5.0,0.0,25.0,9.0,5.0,34.0,7.372242136307212e-08,0.0004284458833087457,4.337643992013382,78663.13591444201,9.148247154388939,19658.171184397223,46614.12547968913,9882.741405208897,2035.6450161581242,31036.88912298601,99251,3669.0899951122283,7537.44147522323
柳葉敏郎,7,23264,8,56.0,-2.3999999999999986,2.5999999999999943,26.5,86.2,24.1,88.8,5.0,41.0,5.0,2.0,36.0,11.0,7.0,47.0,4.281544639135819e-08,0.0004966092564149234,5.126274341810118,144616.99070837518,14.374657070097676,29407.581034727464,69874.73561958285,16164.717283027896,1925.5832720853916,45559.52012654207,147788,4649.015590203972,6215.584105375881
柴咲コウ,7,195235,50,354.0,2.8000000000000007,-0.5999999999999943,28.5,89.6,31.3,89.0,64.0,392.0,40.0,9.0,270.0,54.0,49.0,324.0,7.754255130973175e-08,0.0018618886940506565,26.00582392121339,627556.7118554002,60.7182471347309,170317.88359844006,393717.00147784804,45194.36924879801,2379.241113952793,235681.04447634166,879160,43289.52526615325,56819.392605023946
柴田理恵,6,5026,11,48.0,1.1000000000000014,-0.10000000000000853,21.2,95.9,22.3,95.8,-1.0,-13.0,3.0,3.0,11.0,24.0,6.0,35.0,1.0086943886443403e-10,1.5372288401694288e-05,4.262249302881819,91255.44801586845,9.356986427256079,9714.980022033502,23097.99961811781,5272.341725879475,692.724528214558,15150.512456691235,48776,1200.1517127780571,2137.5852979185674
