name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5
坂口健太郎,3,20211,16,264.0,3.900000000000002,2.1000000000000085,21.9,79.1,25.8,81.2,17.0,335.0,12.0,3.0,223.0,27.0,15.0,250.0,7.570028669103211e-08,0.00045575036595757055,19.743074383878827,464867.8727626326,44.749196737890244,75763.17167476077,176034.7803600395,26069.43791479805,2553.4798366005043,107888.95869538715,389822,2230.108744113561,2744.0408633230263
坂東龍汰,10,170244,14,53.0,0.8999999999999999,0.1999999999999993,1.6,11.5,2.5,11.7,13.0,56.0,10.0,4.0,38.0,4.0,14.0,42.0,0.0,5.265164564114539e-05,4.416158517878177,100498.53487841072,10.806647703111446,93464.00692313164,229093.03303164785,99199.91384375934,9647.955387587383,160334.57537472423,457249,28983.916575507046,54075.43120236917
城島茂,11,15304,13,67.0,-3.0,1.6000000000000085,28.1,92.6,25.1,94.2,8.0,54.0,7.0,3.0,44.0,11.0,10.0,55.0,9.45422336077715e-08,9.933994563049781e-05,6.636334404115924,125438.11018392394,12.619519900641363,18543.62330814623,44038.624008692546,10121.342947612393,899.9830304600828,28387.184504084944,93087,3010.5140682053006,4328.346720954043
城田優,6,18664,9,81.0,0.5999999999999996,3.200000000000003,12.0,80.7,12.6,83.9,6.0,84.0,4.0,0.0,56.0,13.0,4.0,69.0,4.677157734773246e-08,0.002862567168925546,6.536199681217166,125381.29318599765,12.421383227911532,23853.395230522412,56426.53755733837,12502.786631231513,885.4524315402166,35845.806147155105,120250,3696.288379822303,5324.337474135211
堀内健,6,10066,12,51.0,-2.0,-0.5,19.5,91.3,17.5,90.8,-2.0,-1.0,3.0,5.0,13.0,17.0,8.0,30.0,1.4851163544741003e-07,0.00022125402617299568,4.315991765949805,108185.47937165559,11.866608830439606,11936.896459060044,28332.144488001104,6296.240784373091,808.0751319798559,18474.92328313733,60042,2236.0185497052425,3896.287408573481
堀内敬子,6,12307,6,42.0,-2.0,-1.5,10.1,40.4,8.1,38.9,3.0,16.0,3.0,1.0,14.0,3.0,4.0,17.0,0.0,0.00036661677211038984,3.4250632363553266,60880.16227838928,6.312474922350284,19484.217856799147,45753.899277453114,8931.55166237925,989.9966512678259,28943.858431469398,99219,2393.572471610625,3292.8917327778872
堀田真由,9,131489,16,164.0,1.6000000000000005,2.6000000000000014,5.1,25.5,6.7,28.1,37.0,263.0,15.0,0.0,136.0,11.0,15.0,147.0,5.877439450771449e-09,0.0009103531588827114,14.119602915153262,366994.7532961344,35.31380072136768,133023.16812096094,324943.3234887767,128676.1055975727,13015.401933022471,226072.2581624128,651205,25473.140684074646,48155.0461688692
堀田茜,10,54389,12,79.0,3.0999999999999996,5.0,9.6,46.2,12.7,51.2,9.0,72.0,8.0,2.0,51.0,11.0,10.0,62.0,7.737100907811413e-10,6.701247799961324e-05,6.9447891820815135,151234.9659585851,15.99259654696554,33981.75564487849,79983.18941545658,14044.946063323232,997.3799447136086,50103.51924455586,171922,10916.008498840221,15935.481747784303
堂本光一,8,61425,27,186.0,-0.5,1.2000000000000028,21.9,88.5,21.4,89.7,11.0,151.0,14.0,10.0,128.0,45.0,24.0,173.0,4.18775656258007e-08,0.00010623645822660807,14.776378624124469,336180.77998898807,35.75324103003805,50300.66564105978,121078.34446383068,34352.04510257854,2113.274446724047,79573.11838791778,248286,12150.69052897597,20596.891438439663
堂本剛,6,67720,8,180.0,-0.5999999999999979,0.5,22.7,88.5,22.1,89.0,9.0,125.0,5.0,3.0,123.0,50.0,8.0,173.0,5.3780307330320176e-08,0.00023400314485598332,13.000288384549336,269082.5325586991,31.26078308520744,67683.46307538927,161913.43761970152,41803.76827222799,2574.1550334336407,105014.08161605881,336459,15933.746886497705,25242.37164776701
堤真一,1,24501,4,85.0,0.29999999999999716,0.9000000000000057,37.0,90.1,37.3,91.0,5.0,50.0,3.0,1.0,41.0,11.0,4.0,52.0,1.7836621958785174e-07,0.0007797159444244925,7.220128789100382,156771.34536016238,14.32230887304769,37207.67196145699,86540.44063084443,12132.199987386135,1106.308128138562,53008.803091376736,191003,4586.543671490939,5688.539847569755
堺正章,7,20067,14,56.0,0.0,-0.3999999999999915,15.2,93.3,15.2,92.9,-2.0,-5.0,2.0,7.0,19.0,25.0,9.0,44.0,3.706764218137973e-08,0.0004640517085554703,4.877415006009973,117991.98975774334,11.518656918221952,28637.63293796931,67881.14169298751,15396.967867188869,1143.6531997351412,43366.19918084822,144027,4350.255359817029,6358.243996653567
堺雅人,5,18203,4,150.0,-2.299999999999997,0.0,33.3,89.9,31.0,89.9,0.0,12.0,2.0,1.0,58.0,61.0,3.0,119.0,4.563080456708065e-08,0.0010703999066977367,13.14186677324584,282933.81383536774,24.312313854030023,42616.96928840934,102007.97760786094,27232.73025465772,1847.7833706513309,66446.54719015358,211904,2384.478018101102,3578.494809099293
塚地武雅,5,8419,8,65.0,6.100000000000001,2.799999999999997,15.0,88.0,21.1,90.8,0.0,23.0,1.0,1.0,26.0,11.0,2.0,37.0,4.0165412094038413e-08,0.00011799960456010365,5.01121520294769,127874.76160636378,13.520041706007747,20698.551063411578,49861.27218712261,14540.667372838765,1496.321615143936,33434.21591313537,102379,2200.009076204275,3457.5075676723677
塚本高史,9,53508,5,36.0,-0.5,2.1000000000000085,8.1,64.1,7.6,66.2,1.0,18.0,1.0,0.0,17.0,3.0,1.0,20.0,6.561152159393456e-09,1.9388872072862703e-05,3.845219748712214,58344.86625200551,7.8190130844950065,33375.086094558974,80882.03897917159,24349.932182440196,3080.0550263201435,55384.101945195645,164106,10523.786046752251,19921.184697373494
壇蜜,2,5127,2,172.0,-1.6999999999999993,0.5,21.2,89.4,19.5,89.9,-1.0,-38.0,0.0,1.0,44.0,87.0,1.0,131.0,1.908352875733342e-08,0.0003028961914867245,17.1357204812828,386034.1000917855,31.76875005237925,22930.931858530777,53897.23923473095,10340.490041854435,1060.2925539358348,34057.620141589214,116532,1212.2823922261916,1432.8793795798185
夏川結衣,7,16095,0,12.0,-0.5,-4.100000000000001,12.0,50.1,11.5,46.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.2671101173584335e-08,9.397789810441447e-05,0.8543570771589987,16258.789589173422,1.6525771385630725,28973.468206825226,69599.06039130759,19726.270908717575,2212.7430500276505,46551.52500569766,143925,3196.8044895820176,6758.459124673552
夏帆,9,140818,63,226.0,7.600000000000001,7.100000000000001,11.7,58.9,19.3,66.0,79.0,259.0,50.0,8.0,172.0,23.0,58.0,195.0,2.992963208368869e-07,0.0015405276023221454,17.607332642814676,453735.1515404008,43.09371980796294,141019.83780421104,338993.1889930406,84779.2215088171,6254.359342843676,222681.0321599026,696320,21691.8628299083,31150.03556162084
夏木マリ,6,16006,12,106.0,3.6999999999999993,0.20000000000000284,22.7,81.6,26.4,81.8,4.0,59.0,5.0,2.0,48.0,7.0,7.0,55.0,6.608827695099306e-09,0.00010957424658178563,8.682570202093384,207148.73164811684,19.825306472104977,24257.758930239885,57849.251778852304,13956.668455492503,1786.9604446579117,38180.597096260644,121448,2811.783897047413,5504.309478668296
夏菜,3,11269,32,204.0,-1.6999999999999993,-8.399999999999999,9.7,61.1,8.0,52.7,9.0,-24.0,10.0,6.0,30.0,60.0,16.0,90.0,2.82817357784341e-08,9.004955554937817e-05,16.664992527357317,343836.0134162449,34.64141458078104,21235.7722036245,48980.22273510984,6381.850752193375,576.1721159280714,29454.44605478113,110192,2593.6065777427984,3225.3646683851794
多部未華子,8,28254,24,235.0,-4.800000000000004,-3.5999999999999943,34.7,81.8,29.9,78.2,2.0,-14.0,4.0,3.0,40.0,65.0,7.0,105.0,1.2430450363527518e-07,0.002512059752201198,19.249470521472098,282939.3416498571,32.46212153342334,47920.94562406118,113713.19153287969,26252.05923735084,2304.546898528324,73178.11222099632,240885,4373.679394446434,6511.183933727188
大久保佳代子,15,46774,27,143.0,1.0999999999999979,-0.20000000000000284,31.3,93.5,32.4,93.3,12.0,38.0,17.0,8.0,69.0,47.0,25.0,116.0,2.9073545734677478e-08,0.00036827846923904154,14.034964114713025,278872.325918656,33.3032455398895,32839.866223539444,77172.54030326764,15216.744167247145,996.0553856108812,48198.642236652784,166799,8072.10844628295,10939.189168982572
大倉孝二,6,6372,5,55.0,-4.0,2.3000000000000043,13.6,58.8,9.6,61.1,2.0,24.0,1.0,0.0,17.0,3.0,1.0,20.0,0.0,1.7278536647725013e-06,4.499890008022478,66870.76398498828,7.234265527129139,12897.770937183459,29960.439786930594,4725.889408972957,486.4686237900372,18399.788889535055,66455,1421.8036297936055,1778.0134106938592
大倉忠義,9,29345,9,62.0,-0.6999999999999993,1.0999999999999943,12.2,64.4,11.5,65.5,3.0,30.0,5.0,4.0,37.0,22.0,9.0,59.0,5.1529991064051724e-08,0.0001670590687504577,4.829284706302945,97198.74309675011,10.23480504448325,31817.52803172468,75901.99822262302,18802.92192986448,1238.242837424879,49016.789366533776,158724,4952.64018691286,7021.564606353961
大原櫻子,2,16677,3,57.0,-3.0999999999999996,1.1999999999999957,7.3,41.6,4.2,42.8,-3.0,51.0,0.0,3.0,37.0,11.0,3.0,48.0,4.2448651276801456e-08,0.00010623487871165383,5.1266380159729135,112648.11221186866,9.447008973090645,19996.471339302265,47417.549829387,10982.154899056568,709.7568456367414,30222.238588941036,100497,3586.1065129501717,5321.931623972953
大友花恋,17,62889,21,83.0,-0.9000000000000001,5.5,2.7,17.0,1.8,22.5,27.0,95.0,16.0,1.0,59.0,9.0,17.0,68.0,3.848973885452319e-07,0.0003069226575901786,6.896928683204558,125337.40043347953,14.815724840567013,38496.68618530848,90387.734831463,16797.540609092448,1475.6651608635784,56678.21810908165,195766,10906.818086227928,16494.49842937776
大地真央,11,40763,40,140.0,-1.6000000000000014,-1.2000000000000028,21.1,81.4,19.5,80.2,58.0,182.0,35.0,3.0,123.0,6.0,38.0,129.0,6.926365291081692e-08,0.0004213246128102821,11.72736479471384,266541.8814636544,28.532687521631843,46790.102370325636,110666.31460547027,21546.616515985264,1786.473509116146,70385.30314177617,235530,5249.848654232416,8906.728237635649
大坂なおみ,9,101707,56,145.0,-1.3999999999999986,0.0,17.9,96.8,16.5,96.8,52.0,50.0,39.0,16.0,77.0,52.0,55.0,129.0,0.0,5.49856044491085e-05,18.125555670207795,364614.7125458428,27.843854553345942,43833.52070773553,109436.67229223087,53403.77698513307,1491.725037798412,75947.81202221493,207173,15055.491105930145,26922.52638534201
大塚寧々,10,137935,22,56.0,2.5999999999999996,-1.2999999999999972,15.6,71.0,18.2,69.7,0.0,19.0,6.0,7.0,23.0,10.0,13.0,33.0,2.7291850135339492e-08,7.574837692745142e-05,4.525100194967936,93947.8872236722,9.623223918950137,70792.45328339015,169467.99661245133,34147.36176298359,1789.7494314603555,109307.52435369852,349873,20567.95273954778,32102.81568044828
大島優子,4,45343,40,157.0,-3.200000000000003,1.4000000000000057,22.1,87.6,18.9,89.0,77.0,183.0,40.0,0.0,123.0,16.0,40.0,139.0,7.635203984680134e-08,0.00044280379467361383,11.45543542300092,303503.9542245698,29.01916568058604,59132.52801895595,139124.54605172534,28358.247516951582,2469.3552814516765,87784.92903242337,300166,7630.416033074738,10501.9731974092
大島美幸,9,13851,6,57.0,3.0,1.8000000000000114,24.6,93.1,27.6,94.9,0.0,21.0,2.0,2.0,27.0,15.0,4.0,42.0,3.3812872543252492e-09,1.6089438806205542e-05,4.666902996969141,104856.27948559223,12.292562828367457,13416.736569508535,31818.7617028459,7551.471553802046,616.6744322718,20420.714548068918,67514,2555.4613753982285,3477.1994285312217
大政絢,5,7897,5,81.0,0.29999999999999893,1.8999999999999986,10.3,53.5,10.6,55.4,5.0,115.0,3.0,0.0,75.0,1.0,3.0,76.0,3.166678837139895e-08,0.00013163715955600183,6.143133988980367,184462.52662032394,17.21625769224664,21453.665628613966,50712.60472678416,10951.37896697166,1027.8235640644311,32389.205883285485,108376,1684.7972210205323,2507.643732338667
大森南朋,8,161706,7,100.0,1.0,3.700000000000003,16.5,72.2,17.5,75.9,3.0,44.0,2.0,0.0,45.0,14.0,2.0,59.0,2.003780235855055e-08,0.00012059324368383234,8.226318970069768,200793.9673371669,19.5112040572683,72314.81569635916,168914.96185390383,34128.70306820527,3240.053377697051,105316.99285810381,370916,29013.04398903538,39685.96432005188
大沢あかね,15,26720,31,91.0,1.4000000000000004,1.1000000000000085,9.9,76.6,11.3,77.7,7.0,38.0,17.0,10.0,53.0,22.0,27.0,75.0,3.554410712023694e-10,2.133601612260121e-05,6.325368364960875,186974.40337538134,20.891569494086447,23409.910672579845,54839.033026361416,9881.375074686452,817.3705263944713,34165.959891269835,119327,4928.5967143903845,6668.0679858084495
大沢たかお,6,16142,1,73.0,3.1999999999999993,3.9000000000000057,20.2,79.3,23.4,83.2,2.0,75.0,1.0,0.0,41.0,9.0,1.0,50.0,2.3157062454684527e-08,0.00026294883184929045,5.617411713556774,117215.12389989538,11.032366104810992,29990.213129350974,71968.8251921627,19281.234530627236,2488.3686819906607,48265.23614864632,149100,3861.2930203020137,7432.382531087715
大泉洋,6,54119,67,427.0,1.4000000000000057,-0.30000000000001137,50.8,95.9,52.2,95.6,97.0,547.0,60.0,4.0,365.0,34.0,64.0,399.0,2.6921066886174316e-07,0.006334532708712137,33.18358214559621,800217.9184997476,73.46838498364731,90223.61871675438,215018.25961045147,50899.71439989764,4743.558116895021,139827.7088555913,451025,8805.80986345594,16077.823488397189
大竹しのぶ,8,22623,41,165.0,0.9000000000000021,-1.7000000000000028,20.7,92.0,21.6,90.3,53.0,156.0,35.0,3.0,115.0,26.0,38.0,141.0,5.293010807445035e-08,0.0007119341559586384,12.408391878963082,344218.27187811735,33.825428135609855,29372.326155571456,70391.16504706827,17346.720409151192,2469.0186148097227,47258.53822388613,146006,4804.5015184459635,9958.814593039555
大谷亮平,10,60223,11,76.0,-1.6999999999999993,-1.5999999999999943,15.0,71.3,13.3,69.7,10.0,34.0,6.0,0.0,26.0,9.0,6.0,35.0,0.0,3.359802298437181e-05,5.259288287401465,135691.18331597417,13.837949302743445,29324.92195198975,68576.62586301063,11950.477631561796,661.8221594680015,42229.904087411174,149609,10230.548648252166,14162.618180857982
大谷翔平,3,84812,56,600.0,-3.700000000000003,0.5,59.5,96.5,55.8,97.0,129.0,823.0,53.0,2.0,490.0,97.0,55.0,587.0,1.3650576740394455e-07,0.09896860566097093,62.91843022803681,1745327.956241886,122.61023463677022,271164.36596622807,626723.0547346186,87379.85568908055,7936.209485651847,378954.5811751314,1404118,15227.706608271157,19923.451196374874
大野いと,11,23840,2,19.0,0.7,0.1999999999999993,1.1,13.8,1.8,14.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,9.0,8.259944598772278e-09,1.0957609778254805e-05,2.089473351222356,26981.224772415037,3.7118621579914075,12656.357367353108,29682.529032089657,5614.775337893812,362.6184740226184,18452.078422169066,64415,4404.225193130173,6105.191300685236
天海祐希,2,5621,2,79.0,0.6999999999999957,-0.29999999999999716,49.7,91.3,50.4,91.0,4.0,67.0,2.0,0.0,51.0,12.0,2.0,63.0,1.7811629294635117e-07,0.002395791303009672,5.649554008800842,127739.24257345195,10.954772730713028,50449.69148830176,119547.3273143105,25472.217062070205,2401.945576811214,76730.45391025288,253804,0,0
天野ひろゆき,13,29871,25,56.0,0.20000000000000107,1.3999999999999915,15.6,89.2,15.8,90.6,33.0,49.0,20.0,4.0,38.0,7.0,24.0,45.0,1.0446742543443495e-07,0.00021798007267592994,5.008555755794338,126187.29930394515,12.41430896703908,22343.90334599939,53004.79002072256,11150.523720165369,766.9689357423755,33794.942622296614,112086,5616.662470540948,8191.098103608144
太田光,10,30183,35,207.0,-7.0,0.5,20.5,91.5,13.5,92.0,-22.0,-115.0,11.0,22.0,55.0,125.0,33.0,180.0,3.542377254292074e-07,0.0009754097077415135,18.34631405491653,398864.1113873968,41.44471849852074,29283.077353547993,69137.3398817628,15239.671027778826,1097.7328217749068,43757.60179696913,148047,4442.9196581665865,5401.045664994605
奈緒,12,131397,89,350.0,5.0,7.800000000000001,8.3,31.3,13.3,39.1,146.0,594.0,80.0,8.0,315.0,22.0,88.0,337.0,9.563445960754924e-08,0.0006737333235170446,36.03120683509447,916007.9022999803,75.33027564225952,111181.93504724324,257800.76053399345,28774.903378573323,2585.4988468946203,156320.15217577497,571839,25392.91168188569,33622.67156877307
奥平大兼,4,2435,27,268.0,-1.1,-2.0,1.6,10.1,0.5,8.1,25.0,128.0,15.0,7.0,108.0,59.0,22.0,167.0,4.0737143790765434e-08,9.430905051428777e-05,20.109365003051884,320318.16455588985,36.51866277582194,6705.282038984751,16048.589769929433,4140.939105831596,405.6803387322043,10566.269399490948,33387,276.9154211868364,345.0179947742621
奥田瑛二,6,28434,10,51.0,-0.5999999999999996,1.3999999999999915,7.3,63.7,6.7,65.1,-1.0,-6.0,3.0,4.0,14.0,21.0,7.0,35.0,3.0125444806764353e-09,8.45093212879388e-05,3.577949930419256,81390.7684032759,7.925053003549855,34364.596862686914,84170.68538906879,30073.174799742883,3686.9823528250467,59162.77599672343,167075,5942.536305489273,8852.361745164362
奥貫薫,5,18354,5,19.0,0.0,0.3999999999999986,6.4,31.3,6.4,31.7,1.0,6.0,2.0,1.0,7.0,5.0,3.0,12.0,8.671580433055056e-09,5.02244091556267e-05,1.6325860090735496,34062.16035029175,3.4814791685517914,25130.57987319228,59169.08044308788,11699.908277492643,1745.7555620927242,38048.02591796001,127727,1429.4579077471797,4054.449962444831
妻夫木聡,8,158779,40,297.0,4.799999999999997,3.0,29.0,87.1,33.8,90.1,53.0,289.0,38.0,0.0,207.0,37.0,38.0,244.0,2.8053464036226914e-07,0.001357552525098554,21.74409832465491,517887.8196329034,51.65333652488368,81430.31693452269,196509.03438292013,55707.09824033767,3589.2012308676735,129904.65170229695,400488,31670.573869660435,48592.89405865589
宇垣美里,5,16656,4,86.0,1.4000000000000004,-1.2000000000000028,4.8,32.2,6.2,31.0,5.0,86.0,3.0,0.0,68.0,11.0,3.0,79.0,0.0,6.745709953051552e-05,7.83550831191638,162142.31104472652,16.95364731394158,28573.4487982914,68122.98100677806,16860.767362935425,1540.6869094290776,44386.27042138417,142855,3558.079616111468,6328.20245237237
宇多田ヒカル,5,49336,17,182.0,0.3999999999999986,1.4000000000000057,39.1,93.5,39.5,94.9,10.0,264.0,10.0,6.0,154.0,22.0,16.0,176.0,0.0,0.00028646434571899326,16.17341869614227,297174.1679031576,27.258151198399077,78517.45569900294,186756.8663137999,45270.53260181862,3714.7232578073126,120603.80761987723,393671,6343.727211091082,7471.883637752468
宇梶剛士,2,8388,3,51.0,-2.799999999999999,1.2999999999999972,17.7,79.8,14.9,81.1,4.0,25.0,2.0,0.0,20.0,6.0,2.0,26.0,9.640624097519551e-08,0.0003100974671966598,4.682546716481704,113735.81829565171,8.321447584831787,35390.53148865953,83550.5092741644,16983.61585310978,1971.3842782405134,53576.883231524494,178976,2054.8116942259508,4541.664402906612
宇賀なつみ,16,64718,14,49.0,-0.9000000000000004,1.1000000000000014,6.2,39.6,5.3,40.7,2.0,27.0,5.0,3.0,33.0,8.0,8.0,41.0,2.7178244691872242e-09,0.0005679996881364991,5.205013137716169,121468.38141000847,11.866210402692854,31152.17302285302,74221.19815611,18052.444566660775,1014.961036591343,47623.98650498413,155530,12027.39242234497,18099.359266828986
安めぐみ,11,12005,26,62.0,-0.40000000000000036,-0.20000000000000284,11.9,73.5,11.5,73.3,5.0,6.0,9.0,5.0,16.0,11.0,14.0,27.0,6.091696773392917e-09,5.643818290586626e-05,5.115227629438664,125018.32815836367,12.53175123723026,10276.565639288712,24360.392564581267,5235.708501049992,403.4806507549769,15556.459743346568,51642,2006.5506939875286,3023.106912526671
安田成美,3,5232,3,54.0,0.0,0.0,17.2,69.7,17.2,69.7,-2.0,-12.0,0.0,1.0,9.0,20.0,1.0,29.0,3.706877859378058e-08,0.00021414735960550684,5.977238101435701,80295.97521696743,9.015070247461848,17492.178820763147,41544.87773317811,9330.276509725405,1132.3913116940612,27069.887674292513,87899,1248.3493513488966,1798.2401705807797
安田章大,10,39428,44,186.0,-0.9000000000000004,-2.8000000000000043,7.4,57.7,6.5,54.9,40.0,162.0,33.0,8.0,118.0,26.0,41.0,144.0,2.7094609555793304e-08,5.512313654208941e-05,12.714065670696948,266007.11954088934,29.292475371946775,25339.811066586102,61225.123058212455,17575.807816714736,970.0167245763607,40440.0626424834,124289,6225.3248662057695,9883.245030719476
安田美沙子,16,30926,37,90.0,-1.799999999999999,-1.4000000000000057,10.6,66.7,8.8,65.3,49.0,107.0,33.0,1.0,75.0,4.0,34.0,79.0,1.6790730283969643e-08,4.1786086713609196e-05,5.538482933706938,169214.84329304984,18.755609786371615,18274.00447812529,43886.050221484285,12499.154391630513,753.5356514377114,28699.239400470684,90570,5850.957575542681,8854.711304364806
安田顕,9,51778,25,153.0,5.0,1.9000000000000057,27.4,80.0,32.4,81.9,26.0,182.0,15.0,1.0,107.0,10.0,16.0,117.0,1.0662322141088874e-07,0.0014299919541269901,12.323910562527008,277147.6174114666,27.957590838592083,61066.130617083014,144936.55420190823,30442.03006643039,2953.9350975284096,93330.4063693101,306471,8077.21518866119,13897.639960347915
安藤サクラ,8,119732,55,222.0,5.300000000000001,8.099999999999994,20.0,65.7,25.3,73.8,97.0,356.0,52.0,2.0,204.0,9.0,54.0,213.0,9.349534365541938e-08,0.0031607289851263228,21.44678500068438,575061.2927167552,56.498153613680564,117033.55194091346,295595.5278810536,144107.7899750457,17396.83873599584,222258.22305755148,549165,22249.650761814242,35474.615239615436
安達祐実,7,53268,22,214.0,2.0,-1.2999999999999972,21.2,88.0,23.2,86.7,15.0,192.0,16.0,3.0,150.0,31.0,19.0,181.0,3.695866790552172e-07,0.005993205698068027,16.024493118152808,385631.69263263646,40.78996416197223,51011.08952348414,119274.40545475027,20410.60301122589,2551.0034708373923,74868.63898758659,260836,10238.096739018405,15478.0291499193
室井滋,6,15491,0,0.0,2.3000000000000007,-0.9000000000000057,19.5,79.5,21.8,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4154097795530652e-261,2.2112786833188212e-05,0,0,0,17216.907930270827,40445.879146151405,7501.259418723835,829.4235169512042,25581.51070656121,87511,3064.3742576098853,4948.683989224743
宮世琉弥,8,61403,21,193.0,0.8000000000000003,4.4,1.9,11.9,2.7,16.3,59.0,380.0,21.0,0.0,167.0,16.0,21.0,183.0,4.5335823233570854e-08,0.0009931318843776288,13.55234752766344,299659.13977100723,32.677407207384796,114969.69149033044,275836.7312344622,66620.25815291835,4844.353033484881,180358.9426265317,568871,6640.745358292879,8521.540973194558
宮崎美子,6,9626,4,54.0,4.300000000000001,-0.4000000000000057,24.2,88.5,28.5,88.1,6.0,21.0,4.0,0.0,24.0,11.0,4.0,35.0,7.603962294777772e-13,0.0001616761541036164,5.203358227328944,87361.99113660945,9.574728000636645,16201.971421322942,38457.23730778184,9017.617371029215,878.6242900729837,24851.94796914741,81474,1698.4263403208295,2276.862985372336
宮川大輔_(タレント),6,16920,14,83.0,0.8000000000000007,0.5,30.4,94.7,31.2,95.2,11.0,71.0,8.0,2.0,57.0,13.0,10.0,70.0,0.0,0,6.789711311095792,162741.2877725059,16.91621923276669,24056.70482489845,58415.23626365008,18568.34220001698,2652.9438138841333,40553.87175822837,118288,2553.9494503023425,3677.8312977138685
宮本信子,9,38914,14,62.0,-0.5,-1.2000000000000028,11.7,51.5,11.2,50.3,13.0,36.0,10.0,2.0,33.0,10.0,12.0,43.0,0.0,3.1457244975620056e-06,5.12028269588771,109553.49956643497,9.506611222854907,27138.692164675682,64435.97690758212,15851.20960835683,1233.816990903997,41414.4861920202,136416,5668.909425989656,7363.676748487863
宮本茉由,12,22700,10,79.0,0.09999999999999998,1.4000000000000004,0.4,4.1,0.5,5.5,15.0,90.0,8.0,1.0,56.0,13.0,9.0,69.0,3.938918929873585e-10,1.3599419508581869e-05,6.413884920267264,148917.6203720131,15.132126096318027,18731.887910184414,45745.39457478841,14703.302169952298,1960.5187070988256,31945.196480492606,91294,3897.514466735822,7957.486592544286
宮根誠司,7,8344,6,56.0,-0.7000000000000002,2.8999999999999915,6.2,86.7,5.5,89.6,-9.0,-39.0,0.0,5.0,12.0,38.0,5.0,50.0,1.779132781926773e-09,4.995836845295832e-05,5.196105899907637,163747.0976229342,13.66080192399996,17053.962464115095,40331.851263907774,8362.496882598727,1139.38529067425,26131.12000062464,86138,1878.52754655534,4179.227131845394
宮沢りえ,7,36499,31,126.0,0.8999999999999986,-0.9000000000000057,21.6,86.0,22.5,85.1,20.0,131.0,21.0,8.0,100.0,16.0,29.0,116.0,6.392139361536888e-08,0.00037497756589484707,10.733065749863249,251424.1439305927,24.001526024526072,58966.67530725611,139548.86705947568,31855.805070979415,3160.9306780229567,89615.38006014774,297765,4829.272515865372,6652.765072748243
宮沢氷魚,14,142416,88,281.0,1.299999999999999,7.299999999999997,8.8,39.6,10.1,46.9,135.0,376.0,74.0,10.0,212.0,38.0,84.0,250.0,0.0,3.738239066880643e-05,28.102653250487073,602136.2922215287,57.88748438564956,101830.64728887183,237585.239754793,43844.215276555966,6020.288935822887,149247.53646732384,523476,22070.916807882022,32262.022747758336
宮澤エマ,18,263163,59,118.0,1.5999999999999996,1.3999999999999986,6.5,34.5,8.1,35.9,97.0,185.0,53.0,1.0,107.0,4.0,54.0,111.0,0.0,0.0009288223289147856,10.246093038416289,307293.2015820365,27.14265005859969,147023.88913880254,347376.24023903644,65980.62187159955,8008.154556808445,222963.38570329422,742003,54413.953527656224,85084.4367678006
宮﨑あおい,8,41860,8,63.0,-1.4000000000000021,0.29999999999999716,25.3,81.8,23.9,82.1,5.0,44.0,4.0,0.0,35.0,6.0,4.0,41.0,1.5579917182450202e-07,0.001560076006134014,5.837107207738985,114349.01285925735,9.900071051820651,58081.211364115166,137692.43618427956,30776.0405495992,2835.254509412287,88475.044846642,292237,9312.565789663506,15225.552820457151
富田望生,7,20383,15,55.0,-0.09999999999999964,-0.6999999999999957,10.4,38.4,10.3,37.7,25.0,42.0,14.0,0.0,25.0,2.0,14.0,27.0,8.182152234940432e-09,0.0018998403687199223,4.52956523871478,82514.52364197648,9.718063334377579,19814.6666771467,47271.10208020842,12858.35866771305,748.227924469948,30494.960466578996,98989,3537.899502560994,5504.101540875277
富田靖子,8,47524,10,44.0,-1.5999999999999996,-2.5,9.9,57.5,8.3,55.0,8.0,18.0,7.0,1.0,18.0,5.0,8.0,23.0,3.7990670758716944e-08,0.0001154651857360021,4.015608540607596,65714.24073994152,7.961272542212095,25600.177957493575,59243.720958639686,6949.351862771045,616.4840857573851,35797.8308689911,132077,9258.55102407216,11981.449264498922
寺島しのぶ,13,107932,88,225.0,5.200000000000001,1.4000000000000057,8.1,71.5,13.3,72.9,47.0,95.0,53.0,27.0,116.0,70.0,80.0,186.0,4.8118944444823856e-08,0.00037503927477485865,19.82271421354326,500996.8544706506,50.29398297344978,58057.35744791636,135841.53390670932,17270.722813513643,1715.5294973238754,84234.49496888947,295322,14196.679973657003,20865.667967626494
寺島進,5,8892,8,53.0,0.6999999999999993,2.0,20.2,82.1,20.9,84.1,10.0,39.0,5.0,0.0,27.0,5.0,5.0,32.0,9.460189343056312e-08,0.00021154680458548747,4.390098222403088,99665.50815385582,10.316107572342068,17414.659494646414,42266.873618804166,14014.353932012116,1446.5824178906412,28858.545503306388,85562,1650.299780082318,2870.889594081653
